"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","goalmins","n","shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"1769","F1","4/30/2023","Monaco","Montpellier",0,4,"A",0,1,"A",1.51,4.82,6.12,"0-1","0-4",7,4,19,9,2,1,0,0,3,11,11,12,4,14,23,"11-Mar","Y","Y","Y",3,0,"Monaco-Montpellier",244,4,51,30,200,120,420,1530,56,204,714,3416,1680
"1785","F1","5/7/2023","Lyon","Montpellier",5,4,"H",1,2,"A",1.7,4.36,4.72,"2-Jan","4-May",16,8,12,6,0,3,0,0,3,5,12,14,9,8,26,"5-Mar","Y","Y","Y",3,0,"Lyon-Montpellier",521,9,129,30,0,270,240,3870,72,1161,1032,4168,2160
"1792","F1","5/14/2023","Montpellier","Lorient",1,1,"D",0,0,"D",1.87,3.96,4.15,"0-0","1-Jan",15,4,11,3,2,3,0,0,11,5,20,15,2,16,35,"5-Nov","Y","N","N",5,0,"Montpellier-Lorient",158,2,41,50,600,100,800,2050,32,82,656,2528,1600
"1798","F1","5/20/2023","Nantes","Montpellier",0,3,"A",0,1,"A",2.21,3.59,3.37,"0-1","0-3",13,3,13,6,4,0,0,0,10,6,14,8,3,16,22,"6-Oct","Y","Y","N",4,0,"Nantes-Montpellier",173,3,96,40,0,120,640,3840,48,288,1536,2768,1920
"1813","F1","5/27/2023","Montpellier","Nice",2,3,"A",2,0,"H",2.49,3.5,2.94,"Feb-00","3-Feb",14,8,23,15,0,3,0,0,2,10,12,16,5,12,28,"10-Feb","Y","Y","Y",3,0,"Montpellier-Nice",223,5,81,30,0,150,360,2430,60,405,972,2676,1800
"1825","F1","6/3/2023","Reims","Montpellier",1,3,"A",1,0,"H",2.05,4,3.38,"Jan-00","3-Jan",11,5,16,8,1,2,0,0,4,7,16,9,4,11,25,"7-Apr","Y","Y","Y",3,0,"Reims-Montpellier",217,4,78,30,200,120,330,2340,44,312,858,2387,1320
"1770","F1","4/30/2023","Clermont","Reims",1,0,"H",1,0,"H",3.14,3.46,2.38,"Jan-00","Jan-00",6,2,13,2,0,2,1,0,5,6,8,12,1,11,20,"6-May","N","N","N",2,1,"Clermont-Reims",4,1,95,45,500,45,495,4275,11,95,1045,44,495
"1778","F1","5/6/2023","Reims","Lille",1,0,"H",1,0,"H",3.49,3.9,2.06,"Jan-00","Jan-00",14,4,11,5,2,3,0,0,4,7,17,10,1,11,27,"7-Apr","N","N","N",5,0,"Reims-Lille",21,1,15,50,600,50,550,750,11,15,165,231,550
"1787","F1","5/12/2023","Lens","Reims",2,1,"H",1,1,"D",1.55,4.71,5.98,"1-Jan","1-Feb",8,6,17,3,1,3,1,0,0,14,6,19,3,14,25,"0-14","Y","Y","N",4,1,"Lens-Reims",118,3,66,65,1050,195,910,4290,42,198,924,1652,2730
"1803","F1","5/21/2023","Reims","Angers",2,2,"D",1,0,"H",1.41,5.18,7.62,"Jan-00","2-Feb",11,5,7,3,0,2,0,0,7,3,14,11,4,10,25,"3-Jul","Y","Y","Y",2,0,"Reims-Angers",170,4,82,20,0,80,200,1640,40,328,820,1700,800
"1811","F1","5/27/2023","Lyon","Reims",3,0,"H",2,0,"H",1.6,4.58,5.38,"Feb-00","Mar-00",23,7,10,1,1,1,0,1,7,4,11,15,3,11,26,"4-Jul","Y","Y","N",2,1,"Lyon-Reims",93,3,40,45,350,135,495,1800,33,120,440,1023,1485
"18251","F1","6/3/2023","Reims","Montpellier",1,3,"A",1,0,"H",2.05,4,3.38,"Jan-00","3-Jan",11,5,16,8,1,2,0,0,4,7,16,9,4,11,25,"7-Apr","Y","Y","Y",3,0,"Reims-Montpellier",217,4,78,30,200,120,330,2340,44,312,858,2387,1320
"13","F1","6/3/2023","Reims","Montpellier",1,3,"A",1,0,"H",2.05,4,3.38,"Jan-00","3-Jan",11,5,16,8,1,2,0,0,4,7,16,9,4,11,25,"7-Apr","Y","Y","Y",3,0,"Reims-Montpellier",179.916666666667,3.58333333333333,71,38.75,308.333333333333,125.416666666667,480.833333333333,2596.25,41.0833333333333,293.333333333333,835,2081.66666666667,1488.33333333333
