"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"263","F1","2023-03-11","Brest","Paris SG",1,2,"A",1,1,"D",7.2,5.06,1.44,"1-1","1-2",7,2,17,8,1,1,0,0,6,3,6,12,3,9,18,"6-3","Y","Y","N",2,0,"Brest-Paris SG",170,3,0,20,100,60,180,0,27,0,0,1530,540
"278","F1","2023-03-19","Troyes","Brest",2,2,"D",2,1,"H",2.94,3.42,2.53,"2-1","2-2",15,5,9,2,1,1,0,0,7,4,12,10,4,11,22,"7-4","Y","Y","Y",2,0,"Troyes-Brest",176,4,0,20,100,80,220,0,44,0,0,1936,880
"286","F1","2023-04-02","Brest","Toulouse",3,1,"H",1,1,"D",2.85,3.53,2.54,"1-1","3-1",17,7,8,3,2,5,0,1,4,2,16,12,4,6,28,"4-2","Y","Y","Y",7,1,"Brest-Toulouse",190,4,0,95,1500,380,570,0,24,0,0,1140,2280
"297","F1","2023-04-09","Reims","Brest",1,1,"D",0,1,"A",1.64,4.18,5.55,"0-1","1-1",22,7,12,5,0,1,0,0,6,3,9,13,2,9,22,"6-3","Y","N","N",1,0,"Reims-Brest",96,2,49,10,0,20,90,490,18,98,441,864,180
"306","F1","2023-04-16","Brest","Nice",1,0,"H",1,0,"H",3.26,3.31,2.39,"1-0","1-0",14,3,12,6,1,3,0,0,3,5,15,14,1,8,29,"3-5","N","N","N",4,0,"Brest-Nice",12,1,22,40,300,40,320,880,8,22,176,96,320
"315","F1","2023-04-23","Ajaccio","Brest",0,0,"D",0,0,"D",3.44,3.14,2.39,"0-0","0-0",3,2,10,2,2,2,1,0,4,4,11,20,0,8,31,"4-4","N","N","N",4,1,"Ajaccio-Brest",0,0,0,65,900,0,520,0,0,0,0,0,0
"271","F1","2023-03-17","Lyon","Nantes",1,1,"D",1,1,"D",1.63,4.17,5.86,"1-1","1-1",11,6,11,5,0,1,0,0,5,2,13,7,2,7,20,"5-2","Y","N","N",1,0,"Lyon-Nantes",26,2,0,10,0,20,70,0,14,0,0,182,140
"290","F1","2023-04-02","Paris SG","Lyon",0,1,"A",0,0,"D",1.46,5.29,6.28,"0-0","0-1",16,5,10,3,3,3,0,0,7,1,10,16,1,8,26,"7-1","N","N","N",6,0,"Paris SG-Lyon",56,1,26,60,900,60,480,1560,8,26,208,448,480
"294","F1","2023-04-09","Lyon","Rennes",3,1,"H",0,1,"A",2.22,3.53,3.39,"0-1","3-1",11,3,11,3,2,2,0,0,7,2,14,17,4,9,31,"7-2","Y","Y","Y",4,0,"Lyon-Rennes",218,4,143,40,400,160,360,5720,36,572,1287,1962,1440
"301","F1","2023-04-14","Toulouse","Lyon",1,2,"A",1,1,"D",3.53,3.92,2.04,"1-1","1-2",13,6,14,3,1,4,0,0,8,5,14,10,3,13,24,"8-5","Y","Y","N",5,0,"Toulouse-Lyon",159,3,0,50,400,150,650,0,39,0,0,2067,1950
"320","F1","2023-04-23","Lyon","Marseille",1,2,"A",0,1,"A",2.55,3.73,2.72,"0-1","1-2",7,2,14,7,2,1,0,0,5,3,11,18,3,8,29,"5-3","Y","Y","N",3,0,"Lyon-Marseille",202,3,54,30,200,90,240,1620,24,162,432,1616,720
"321","F1","2023-04-28","Strasbourg","Lyon",1,2,"A",1,2,"A",2.79,3.46,2.67,"1-2","1-2",11,3,7,4,2,4,0,1,5,4,13,24,3,9,37,"5-4","Y","Y","N",6,1,"Strasbourg-Lyon",83,3,18,85,1300,255,765,1530,27,54,162,747,2295
"13","F1","2023-04-28","Strasbourg","Lyon",1,2,"A",1,2,"A",2.79,3.46,2.67,"1-2","1-2",11,3,7,4,2,4,0,1,5,4,13,24,3,9,37,"5-4","Y","Y","N",6,1,"Strasbourg-Lyon",115.666666666667,2.5,26,43.75,508.333333333333,109.583333333333,372.083333333333,983.333333333333,22.4166666666667,77.8333333333333,225.5,1049,935.416666666667
