"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"233","F1","2023-02-18","Strasbourg","Angers",2,1,"H",2,0,"H",1.88,3.64,4.58,"2-0","2-1",18,5,10,3,3,3,0,0,4,5,14,16,3,9,30,"4-5","Y","Y","N",6,0,"Strasbourg-Angers",129,3,0,60,900,180,540,0,27,0,0,1161,1620
"246","F1","2023-02-26","Clermont","Strasbourg",1,1,"D",0,1,"A",2.65,3.24,2.98,"0-1","1-1",11,4,12,6,1,4,0,0,7,2,17,25,2,9,42,"7-2","Y","N","N",5,0,"Clermont-Strasbourg",99,2,0,50,400,100,450,0,18,0,0,891,900
"257","F1","2023-03-05","Strasbourg","Brest",0,1,"A",0,1,"A",2.02,3.3,4.32,"0-1","0-1",17,4,8,1,2,1,0,0,9,2,14,17,1,11,31,"9-2","N","N","N",3,0,"Strasbourg-Brest",45,1,0,30,200,30,330,0,11,0,0,495,330
"270","F1","2023-03-12","Marseille","Strasbourg",2,2,"D",0,0,"D",1.41,4.95,8.26,"0-0","2-2",7,4,24,9,0,4,1,0,1,8,6,15,4,9,21,"1-8","Y","Y","Y",4,1,"Marseille-Strasbourg",302,4,0,65,1000,260,585,0,36,0,0,2718,2340
"277","F1","2023-03-19","Strasbourg","Auxerre",2,0,"H",1,0,"H",2.05,3.43,4.03,"1-0","2-0",13,6,8,1,2,1,0,0,5,4,14,11,2,9,25,"5-4","Y","N","N",3,0,"Strasbourg-Auxerre",90,2,0,30,200,60,270,0,18,0,0,810,540
"289","F1","2023-04-02","Monaco","Strasbourg",4,3,"H",1,2,"A",1.53,4.55,6.31,"1-2","4-3",9,7,13,6,3,1,1,0,3,3,15,17,7,6,32,"3-3","Y","Y","Y",4,1,"Monaco-Strasbourg",359,7,142,65,550,455,390,9230,42,994,852,2154,2730
"236","F1","2023-02-19","Lorient","Ajaccio",3,0,"H",2,0,"H",2.11,3.3,4.08,"2-0","3-0",10,6,12,3,0,2,0,0,2,2,11,14,3,4,25,"2-2","Y","Y","N",2,0,"Lorient-Ajaccio",107,3,0,20,0,60,80,0,12,0,0,428,240
"244","F1","2023-02-26","Lorient","Auxerre",0,1,"A",0,0,"D",2.12,3.58,3.69,"0-0","0-1",18,4,9,1,2,3,0,0,10,0,12,21,1,10,33,"10-0","N","N","N",5,0,"Lorient-Auxerre",58,1,0,50,600,50,500,0,10,0,0,580,500
"259","F1","2023-03-05","Lyon","Lorient",0,0,"D",0,0,"D",1.56,4.5,5.92,"0-0","0-0",17,5,11,1,1,0,0,0,6,5,19,6,0,11,25,"6-5","N","N","N",1,0,"Lyon-Lorient",0,0,0,10,0,0,110,0,0,0,0,0,0
"267","F1","2023-03-12","Lorient","Troyes",2,0,"H",1,0,"H",1.79,3.89,4.7,"1-0","2-0",16,6,9,2,0,2,0,0,1,4,11,10,2,5,21,"1-4","Y","N","N",2,0,"Lorient-Troyes",98,2,0,20,0,40,100,0,10,0,0,490,200
"276","F1","2023-03-19","Nice","Lorient",1,1,"D",0,1,"A",1.71,3.91,5.27,"0-1","1-1",16,1,9,3,0,2,0,1,10,2,13,10,2,12,23,"10-2","Y","N","N",2,1,"Nice-Lorient",107,2,0,45,0,90,540,0,24,0,0,1284,1080
"284","F1","2023-04-02","Lille","Lorient",3,1,"H",1,0,"H",1.38,5.38,8.27,"1-0","3-1",20,7,2,1,3,3,0,1,5,1,14,9,4,6,23,"5-1","Y","Y","Y",6,1,"Lille-Lorient",269,4,65,85,1650,340,510,5525,24,260,390,1614,2040
"13","F1","2023-04-02","Lille","Lorient",3,1,"H",1,0,"H",1.38,5.38,8.27,"1-0","3-1",20,7,2,1,3,3,0,1,5,1,14,9,4,6,23,"5-1","Y","Y","Y",6,1,"Lille-Lorient",138.583333333333,2.58333333333333,17.25,44.1666666666667,458.333333333333,138.75,367.083333333333,1229.58333333333,19.3333333333333,104.5,103.5,1052.08333333333,1043.33333333333
