"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","goalmins","n","shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"1773","F1","4/30/2023","Paris SG","Lorient",1,3,"A",1,2,"A",1.2,7.92,12.9,"2-Jan","3-Jan",13,4,14,7,4,3,1,0,2,3,15,17,4,5,32,"3-Feb","Y","Y","Y",7,1,"Paris SG-Lorient",171,4,110,95,1950,380,475,10450,20,440,550,855,1900
"1786","F1","5/7/2023","Troyes","Paris SG",1,3,"A",0,1,"A",8.03,6.29,1.34,"0-1","3-Jan",7,3,31,12,1,0,0,0,6,6,5,5,4,12,10,"6-Jun","Y","Y","Y",1,0,"Troyes-Paris SG",236,4,56,10,0,40,120,560,48,224,672,2832,480
"1789","F1","5/13/2023","Paris SG","Ajaccio",5,0,"H",2,0,"H",1.12,10.55,24.63,"Feb-00","May-00",16,9,7,2,1,1,1,1,8,3,7,6,5,11,13,"3-Aug","Y","Y","Y",2,2,"Paris SG-Ajaccio",229,5,44,70,1225,350,770,3080,55,220,484,2519,3850
"1806","F1","5/21/2023","Auxerre","Paris SG",1,2,"A",0,2,"A",7.97,5.57,1.38,"0-2","2-Jan",14,7,15,4,1,0,0,0,4,6,11,6,3,10,17,"6-Apr","Y","Y","N",1,0,"Auxerre-Paris SG",65,3,31,10,0,30,100,310,30,93,310,650,300
"1815","F1","5/27/2023","Strasbourg","Paris SG",1,1,"D",0,0,"D",5.16,4.3,1.65,"0-0","1-Jan",17,5,7,2,1,2,0,0,4,2,9,8,2,6,17,"2-Apr","Y","N","N",3,0,"Strasbourg-Paris SG",138,2,39,30,200,60,180,1170,12,78,234,828,360
"1824","F1","6/3/2023","Paris SG","Clermont",2,3,"A",2,2,"D",1.24,7.09,10.71,"2-Feb","3-Feb",16,6,12,5,2,1,0,0,6,2,17,11,5,8,28,"2-Jun","Y","Y","Y",3,0,"Paris SG-Clermont",169,5,133,30,200,150,240,3990,40,665,1064,1352,1200
"1775","F1","5/2/2023","Toulouse","Lens",0,1,"A",0,1,"A",5.32,4.49,1.62,"0-1","0-1",9,2,11,3,1,2,0,0,5,0,5,7,1,5,12,"May-00","N","N","N",3,0,"Toulouse-Lens",33,1,11,30,200,30,150,330,5,11,55,165,150
"1779","F1","5/6/2023","Lens","Marseille",2,1,"H",1,0,"H",2.38,3.59,3.04,"Jan-00","1-Feb",9,3,14,3,5,2,0,0,7,7,12,16,3,14,28,"7-Jul","Y","Y","N",7,0,"Lens-Marseille",190,3,29,70,1000,210,980,2030,42,87,406,2660,2940
"1787","F1","5/12/2023","Lens","Reims",2,1,"H",1,1,"D",1.55,4.71,5.98,"1-Jan","1-Feb",8,6,17,3,1,3,1,0,0,14,6,19,3,14,25,"0-14","Y","Y","N",4,1,"Lens-Reims",118,3,66,65,1050,195,910,4290,42,198,924,1652,2730
"1805","F1","5/21/2023","Lorient","Lens",1,3,"A",1,2,"A",5.49,4.33,1.62,"2-Jan","3-Jan",13,5,15,7,2,2,0,0,3,5,14,13,4,8,27,"5-Mar","Y","Y","Y",4,0,"Lorient-Lens",138,4,57,40,400,160,320,2280,32,228,456,1104,1280
"1809","F1","5/27/2023","Lens","Ajaccio",3,0,"H",3,0,"H",1.13,9.39,24.14,"Mar-00","Mar-00",12,3,6,0,1,2,0,0,9,2,12,12,3,11,24,"2-Sep","Y","Y","N",3,0,"Lens-Ajaccio",73,3,42,30,200,90,330,1260,33,126,462,803,990
"1818","F1","6/3/2023","Auxerre","Lens",1,3,"A",0,1,"A",2.78,3.72,2.47,"0-1","3-Jan",17,5,15,7,1,3,0,0,5,5,10,16,4,10,26,"5-May","Y","Y","Y",4,0,"Auxerre-Lens",216,4,58,40,300,160,400,2320,40,232,580,2160,1600
"13","F1","6/3/2023","Auxerre","Lens",1,3,"A",0,1,"A",2.78,3.72,2.47,"0-1","3-Jan",17,5,15,7,1,3,0,0,5,5,10,16,4,10,26,"5-May","Y","Y","Y",4,0,"Auxerre-Lens",148,3.41666666666667,56.3333333333333,43.3333333333333,560.416666666667,154.583333333333,414.583333333333,2672.5,33.25,216.833333333333,516.416666666667,1465,1481.66666666667
