"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"204","F1","2023-02-01","Reims","Lorient",4,2,"H",1,2,"A",1.87,3.73,4.52,"1-2","4-2",31,9,12,5,1,0,0,0,5,7,11,7,6,12,18,"5-7","Y","Y","Y",1,0,"Reims-Lorient",265,6,0,10,0,60,120,0,72,0,0,3180,720
"217","F1","2023-02-05","Lorient","Angers",0,0,"D",0,0,"D",1.9,3.64,4.48,"0-0","0-0",13,2,13,5,2,4,0,0,8,6,16,16,0,14,32,"8-6","N","N","N",6,0,"Lorient-Angers",0,0,0,60,800,0,840,0,0,0,0,0,0
"229","F1","2023-02-12","Nantes","Lorient",1,0,"H",0,0,"D",2.05,3.56,3.93,"0-0","1-0",13,6,9,5,0,0,0,0,7,3,12,11,1,10,23,"7-3","N","N","N",0,0,"Nantes-Lorient",66,1,10,0,0,0,0,0,10,10,100,660,0
"236","F1","2023-02-19","Lorient","Ajaccio",3,0,"H",2,0,"H",2.11,3.3,4.08,"2-0","3-0",10,6,12,3,0,2,0,0,2,2,11,14,3,4,25,"2-2","Y","Y","N",2,0,"Lorient-Ajaccio",107,3,46,20,0,60,80,920,12,138,184,428,240
"244","F1","2023-02-26","Lorient","Auxerre",0,1,"A",0,0,"D",2.12,3.58,3.69,"0-0","0-1",18,4,9,1,2,3,0,0,10,0,12,21,1,10,33,"10-0","N","N","N",5,0,"Lorient-Auxerre",58,1,97,50,600,50,500,4850,10,97,970,580,500
"259","F1","2023-03-05","Lyon","Lorient",0,0,"D",0,0,"D",1.56,4.5,5.92,"0-0","0-0",17,5,11,1,1,0,0,0,6,5,19,6,0,11,25,"6-5","N","N","N",1,0,"Lyon-Lorient",0,0,0,10,0,0,110,0,0,0,0,0,0
"205","F1","2023-02-01","Toulouse","Troyes",4,1,"H",2,1,"H",1.78,4.13,4.58,"2-1","4-1",13,6,11,3,2,3,0,0,8,0,12,14,5,8,26,"8-0","Y","Y","Y",5,0,"Toulouse-Troyes",207,5,0,50,600,250,400,0,40,0,0,1656,2000
"212","F1","2023-02-04","Troyes","Lyon",1,3,"A",0,1,"A",4.65,4.25,1.74,"0-1","1-3",8,2,10,6,0,1,0,0,5,6,10,14,4,11,24,"5-6","Y","Y","Y",1,0,"Troyes-Lyon",254,4,0,10,0,40,110,0,44,0,0,2794,440
"228","F1","2023-02-12","Reims","Troyes",4,0,"H",2,0,"H",1.58,4.46,5.96,"2-0","4-0",20,10,7,2,1,2,0,0,5,2,13,14,4,7,27,"5-2","Y","Y","Y",3,0,"Reims-Troyes",186,4,0,30,200,120,210,0,28,0,0,1302,840
"238","F1","2023-02-19","Troyes","Montpellier",0,1,"A",0,0,"D",2.92,3.32,2.64,"0-0","0-1",4,2,19,7,2,1,1,1,2,10,12,9,1,12,21,"2-10","N","N","N",3,2,"Troyes-Montpellier",90,1,99,80,1575,80,960,7920,12,99,1188,1080,960
"245","F1","2023-02-26","Ajaccio","Troyes",2,1,"H",0,1,"A",2.29,3.23,3.62,"0-1","2-1",14,6,11,5,2,2,0,1,6,3,8,15,3,9,23,"6-3","Y","Y","N",4,1,"Ajaccio-Troyes",153,3,24,65,900,195,585,1560,27,72,216,1377,1755
"254","F1","2023-03-05","Troyes","Monaco",2,2,"D",1,0,"H",6.04,4.81,1.52,"1-0","2-2",13,6,17,4,0,1,0,0,3,4,8,8,4,7,16,"3-4","Y","Y","Y",1,0,"Troyes-Monaco",284,4,35,10,0,40,70,350,28,140,245,1988,280
"13","F1","2023-03-05","Troyes","Monaco",2,2,"D",1,0,"H",6.04,4.81,1.52,"1-0","2-2",13,6,17,4,0,1,0,0,3,4,8,8,4,7,16,"3-4","Y","Y","Y",1,0,"Troyes-Monaco",139.166666666667,2.66666666666667,25.9166666666667,32.9166666666667,389.583333333333,74.5833333333333,332.083333333333,1300,23.5833333333333,46.3333333333333,241.916666666667,1253.75,644.583333333333
