"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"276","F1","2023-03-19","Nice","Lorient",1,1,"D",0,1,"A",1.71,3.91,5.27,"0-1","1-1",16,1,9,3,0,2,0,1,10,2,13,10,2,12,23,"10-2","Y","N","N",2,1,"Nice-Lorient",107,2,0,45,0,90,540,0,24,0,0,1284,1080
"284","F1","2023-04-02","Lille","Lorient",3,1,"H",1,0,"H",1.38,5.38,8.27,"1-0","3-1",20,7,2,1,3,3,0,1,5,1,14,9,4,6,23,"5-1","Y","Y","Y",6,1,"Lille-Lorient",269,4,65,85,1650,340,510,5525,24,260,390,1614,2040
"300","F1","2023-04-09","Lorient","Marseille",0,0,"D",0,0,"D",5.02,4.34,1.66,"0-0","0-0",9,5,13,2,0,2,0,0,3,6,10,18,0,9,28,"3-6","N","N","N",2,0,"Lorient-Marseille",0,0,0,20,0,0,180,0,0,0,0,0,0
"309","F1","2023-04-16","Monaco","Lorient",3,1,"H",2,0,"H",1.41,5.44,7.09,"2-0","3-1",11,7,7,4,0,1,0,0,5,3,18,10,4,8,28,"5-3","Y","Y","Y",1,0,"Monaco-Lorient",182,4,84,10,0,40,80,840,32,336,672,1456,320
"316","F1","2023-04-23","Lorient","Toulouse",0,1,"A",0,0,"D",2.39,3.71,2.93,"0-0","0-1",9,1,13,4,3,2,0,0,2,7,13,12,1,9,25,"2-7","N","N","N",5,0,"Lorient-Toulouse",68,1,6,50,600,50,450,300,9,6,54,612,450
"327","F1","2023-04-30","Paris SG","Lorient",1,3,"A",1,2,"A",1.2,7.92,12.9,"1-2","1-3",13,4,14,7,4,3,1,0,2,3,15,17,4,5,32,"2-3","Y","Y","Y",7,1,"Paris SG-Lorient",171,4,110,95,1950,380,475,10450,20,440,550,855,1900
"263","F1","2023-03-11","Brest","Paris SG",1,2,"A",1,1,"D",7.2,5.06,1.44,"1-1","1-2",7,2,17,8,1,1,0,0,6,3,6,12,3,9,18,"6-3","Y","Y","N",2,0,"Brest-Paris SG",170,3,0,20,100,60,180,0,27,0,0,1530,540
"278","F1","2023-03-19","Troyes","Brest",2,2,"D",2,1,"H",2.94,3.42,2.53,"2-1","2-2",15,5,9,2,1,1,0,0,7,4,12,10,4,11,22,"7-4","Y","Y","Y",2,0,"Troyes-Brest",176,4,0,20,100,80,220,0,44,0,0,1936,880
"286","F1","2023-04-02","Brest","Toulouse",3,1,"H",1,1,"D",2.85,3.53,2.54,"1-1","3-1",17,7,8,3,2,5,0,1,4,2,16,12,4,6,28,"4-2","Y","Y","Y",7,1,"Brest-Toulouse",190,4,0,95,1500,380,570,0,24,0,0,1140,2280
"297","F1","2023-04-09","Reims","Brest",1,1,"D",0,1,"A",1.64,4.18,5.55,"0-1","1-1",22,7,12,5,0,1,0,0,6,3,9,13,2,9,22,"6-3","Y","N","N",1,0,"Reims-Brest",96,2,49,10,0,20,90,490,18,98,441,864,180
"306","F1","2023-04-16","Brest","Nice",1,0,"H",1,0,"H",3.26,3.31,2.39,"1-0","1-0",14,3,12,6,1,3,0,0,3,5,15,14,1,8,29,"3-5","N","N","N",4,0,"Brest-Nice",12,1,22,40,300,40,320,880,8,22,176,96,320
"315","F1","2023-04-23","Ajaccio","Brest",0,0,"D",0,0,"D",3.44,3.14,2.39,"0-0","0-0",3,2,10,2,2,2,1,0,4,4,11,20,0,8,31,"4-4","N","N","N",4,1,"Ajaccio-Brest",0,0,0,65,900,0,520,0,0,0,0,0,0
"13","F1","2023-04-23","Ajaccio","Brest",0,0,"D",0,0,"D",3.44,3.14,2.39,"0-0","0-0",3,2,10,2,2,2,1,0,4,4,11,20,0,8,31,"4-4","N","N","N",4,1,"Ajaccio-Brest",120.083333333333,2.41666666666667,28,46.25,591.666666666667,123.333333333333,344.583333333333,1540.41666666667,19.1666666666667,96.8333333333333,190.25,948.916666666667,832.5
