"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"296","F1","2023-04-09","Montpellier","Toulouse",1,2,"A",0,1,"A",2.07,3.86,3.48,"0-1","1-2",16,8,15,8,0,2,0,0,4,3,16,19,3,7,35,"4-3","Y","Y","N",2,0,"Montpellier-Toulouse",204,3,0,20,0,60,140,0,21,0,0,1428,420
"304","F1","2023-04-16","Lille","Montpellier",2,1,"H",0,1,"A",1.55,4.67,5.85,"0-1","2-1",17,7,4,1,1,3,0,0,8,4,15,19,3,12,34,"8-4","Y","Y","N",4,0,"Lille-Montpellier",166,3,22,40,300,120,480,880,36,66,264,1992,1440
"319","F1","2023-04-23","Montpellier","Rennes",1,0,"H",0,0,"D",3.3,3.52,2.27,"0-0","1-0",11,2,16,4,3,2,1,0,4,4,11,13,1,8,24,"4-4","N","N","N",5,1,"Montpellier-Rennes",84,1,10,75,1100,75,600,750,8,10,80,672,600
"323","F1","2023-04-30","Monaco","Montpellier",0,4,"A",0,1,"A",1.51,4.82,6.12,"0-1","0-4",7,4,19,9,2,1,0,0,3,11,11,12,4,14,23,"3-11","Y","Y","Y",3,0,"Monaco-Montpellier",244,4,51,30,200,120,420,1530,56,204,714,3416,1680
"339","F1","2023-05-07","Lyon","Montpellier",5,4,"H",1,2,"A",1.7,4.36,4.72,"1-2","5-4",16,8,12,6,0,3,0,0,3,5,12,14,9,8,26,"3-5","Y","Y","Y",3,0,"Lyon-Montpellier",521,9,129,30,0,270,240,3870,72,1161,1032,4168,2160
"346","F1","2023-05-14","Montpellier","Lorient",1,1,"D",0,0,"D",1.87,3.96,4.15,"0-0","1-1",15,4,11,3,2,3,0,0,11,5,20,15,2,16,35,"11-5","Y","N","N",5,0,"Montpellier-Lorient",158,2,0,50,600,100,800,0,32,0,0,2528,1600
"293","F1","2023-04-08","Nice","Paris SG",0,2,"A",0,1,"A",3.93,4.07,1.89,"0-1","0-2",21,7,13,4,1,0,0,0,10,5,8,2,2,15,10,"10-5","Y","N","N",1,0,"Nice-Paris SG",102,2,34,10,0,20,150,340,30,68,510,1530,300
"306","F1","2023-04-16","Brest","Nice",1,0,"H",1,0,"H",3.26,3.31,2.39,"1-0","1-0",14,3,12,6,1,3,0,0,3,5,15,14,1,8,29,"3-5","N","N","N",4,0,"Brest-Nice",12,1,22,40,300,40,320,880,8,22,176,96,320
"318","F1","2023-04-23","Nice","Clermont",1,2,"A",1,1,"D",1.83,3.63,4.79,"1-1","1-2",15,5,9,3,1,2,0,0,6,2,19,9,3,8,28,"6-2","Y","Y","N",3,0,"Nice-Clermont",161,3,0,30,200,90,240,0,24,0,0,1288,720
"326","F1","2023-04-30","Troyes","Nice",0,1,"A",0,1,"A",4.76,3.99,1.76,"0-1","0-1",9,6,29,13,0,2,0,0,3,14,7,10,1,17,17,"3-14","N","N","N",2,0,"Troyes-Nice",2,1,28,20,0,20,340,560,17,28,476,34,340
"331","F1","2023-05-06","Nice","Rennes",2,1,"H",0,0,"D",2.65,3.33,2.86,"0-0","2-1",11,4,14,4,0,1,0,0,4,7,11,11,3,11,22,"4-7","Y","Y","N",1,0,"Nice-Rennes",200,3,47,10,0,30,110,470,33,141,517,2200,330
"342","F1","2023-05-13","Strasbourg","Nice",2,0,"H",1,0,"H",2.45,3.37,3.09,"1-0","2-0",12,3,9,4,1,1,0,0,2,3,14,8,2,5,22,"2-3","Y","N","N",2,0,"Strasbourg-Nice",60,2,0,20,100,40,100,0,10,0,0,300,200
"13","F1","2023-05-13","Strasbourg","Nice",2,0,"H",1,0,"H",2.45,3.37,3.09,"1-0","2-0",12,3,9,4,1,1,0,0,2,3,14,8,2,5,22,"2-3","Y","N","N",2,0,"Strasbourg-Nice",159.5,2.83333333333333,28.5833333333333,31.25,233.333333333333,82.0833333333333,328.333333333333,773.333333333333,28.9166666666667,141.666666666667,314.083333333333,1637.66666666667,842.5
