"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","goalmins","n","shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"1","F1",2024-03-31,"Clermont","Toulouse",0,3,"A",0,1,"A",3.22,3.33,2.37,"0-1","0-3",15,5,11,5,3,1,0,0,12,3,15,12,3,15,27,"12-3","Y","Y","N",4,0,"Clermont-Toulouse",160,3,25,40,300,120,600,1000,45,75,375,2400,1800
"2","F1",2024-04-06,"Paris SG","Clermont",1,1,"D",0,1,"A",1.18,8.03,13.96,"0-1","1-1",23,7,6,3,1,0,0,0,17,2,11,7,2,19,18,"17-2","Y","N","N",1,0,"Paris SG-Clermont",117,2,15,10,0,20,190,150,38,30,285,2223,380
"3","F1",2024-04-14,"Clermont","Montpellier",1,1,"D",1,0,"H",3.37,3.65,2.16,"1-0","1-1",10,2,14,6,1,1,0,0,3,4,12,14,2,7,26,"3-4","Y","N","N",2,0,"Clermont-Montpellier",101,2,80,20,100,40,140,1600,14,160,560,707,280
"4","F1",2024-04-20,"Lens","Clermont",1,0,"H",1,0,"H",1.4,4.78,8.58,"1-0","1-0",17,4,8,1,1,4,0,0,4,3,17,17,1,7,34,"4-3","N","N","N",5,0,"Lens-Clermont",3,1,7,50,400,50,350,350,7,7,49,21,350
"5","F1",2024-04-28,"Clermont","Reims",4,1,"H",1,1,"D",3.56,3.6,2.1,"1-1","4-1",12,6,10,3,0,3,0,1,5,5,9,12,5,10,21,"5-5","Y","Y","Y",3,1,"Clermont-Reims",289,5,73,55,0,275,550,4015,50,365,730,2890,2750
"6","F1",2024-05-04,"Monaco","Clermont",4,1,"H",2,1,"H",1.31,6.26,8.38,"2-1","4-1",23,8,9,1,3,1,0,0,4,4,13,12,5,8,25,"4-4","Y","Y","Y",4,0,"Monaco-Clermont",231,5,84,40,300,200,320,3360,40,420,672,1848,1600
"7","F1",2024-03-30,"Lyon","Reims",1,1,"D",0,0,"D",2.12,3.69,3.43,"0-0","1-1",16,3,17,5,2,3,0,0,7,8,7,10,2,15,17,"7-8","Y","N","N",5,0,"Lyon-Reims",120,2,39,50,600,100,750,1950,30,78,585,1800,1500
"8","F1",2024-04-07,"Nantes","Lyon",1,3,"A",1,0,"H",3.3,3.3,2.34,"1-0","1-3",14,6,19,10,2,2,0,0,5,5,8,14,4,10,22,"5-5","Y","Y","Y",4,0,"Nantes-Lyon",258,4,68,40,400,160,400,2720,40,272,680,2580,1600
"9","F1",2024-04-14,"Lyon","Brest",4,3,"H",1,0,"H",2.28,3.31,3.41,"1-0","4-3",16,8,22,7,5,5,1,1,10,7,12,7,7,17,19,"10-7","Y","Y","Y",10,2,"Lyon-Brest",448,7,148,150,5625,1050,2550,22200,119,1036,2516,7616,17850
"10","F1",2024-04-21,"Paris SG","Lyon",4,1,"H",4,1,"H",1.5,5.06,5.71,"4-1","4-1",14,6,16,6,0,0,0,0,4,10,9,10,5,14,19,"4-10","Y","Y","Y",0,0,"Paris SG-Lyon",121,5,121,0,0,0,0,0,70,605,1694,1694,0
"11","F1",2024-04-28,"Lyon","Monaco",3,2,"H",2,1,"H",2.61,3.79,2.59,"2-1","3-2",15,4,13,5,1,3,0,0,3,3,15,14,5,6,29,"3-3","Y","Y","Y",4,0,"Lyon-Monaco",193,5,58,40,300,200,240,2320,30,290,348,1158,1200
"12","F1",2024-05-06,"Lille","Lyon",3,4,"A",2,0,"H",1.92,3.89,3.9,"2-0","3-4",8,5,11,7,3,1,0,0,4,4,14,14,7,8,28,"4-4","Y","Y","Y",4,0,"Lille-Lyon",468,7,104,40,300,280,320,4160,56,728,832,3744,2240
"13","F1",2024-05-06,"Lille","Lyon",3,4,"A",2,0,"H",1.92,3.89,3.9,"2-0","3-4",8,5,11,7,3,1,0,0,4,4,14,14,7,8,28,"4-4","Y","Y","Y",4,0,"Lille-Lyon",209.083333333333,4,68.5,44.5833333333333,693.75,207.916666666667,534.166666666667,3652.08333333333,44.9166666666667,338.833333333333,777.166666666667,2390.08333333333,2629.16666666667
