"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"215","F1","2023-02-05","Ajaccio","Nantes",0,2,"A",0,0,"D",2.91,3.09,2.81,"0-0","0-2",8,2,7,3,2,1,1,0,2,2,16,16,2,4,32,"2-2","Y","N","N",3,1,"Ajaccio-Nantes",153,2,17,55,450,110,220,935,8,34,68,612,440
"221","F1","2023-02-10","Nice","Ajaccio",3,0,"H",1,0,"H",1.61,3.91,6.84,"1-0","3-0",11,3,6,3,1,0,0,0,5,5,9,7,3,10,16,"5-5","Y","Y","N",1,0,"Nice-Ajaccio",162,3,32,10,0,30,100,320,30,96,320,1620,300
"236","F1","2023-02-19","Lorient","Ajaccio",3,0,"H",2,0,"H",2.11,3.3,4.08,"2-0","3-0",10,6,12,3,0,2,0,0,2,2,11,14,3,4,25,"2-2","Y","Y","N",2,0,"Lorient-Ajaccio",107,3,46,20,0,60,80,920,12,138,184,428,240
"245","F1","2023-02-26","Ajaccio","Troyes",2,1,"H",0,1,"A",2.29,3.23,3.62,"0-1","2-1",14,6,11,5,2,2,0,1,6,3,8,15,3,9,23,"6-3","Y","Y","N",4,1,"Ajaccio-Troyes",153,3,24,65,900,195,585,1560,27,72,216,1377,1755
"256","F1","2023-03-05","Reims","Ajaccio",1,0,"H",0,0,"D",1.6,3.97,6.51,"0-0","1-0",12,3,5,1,3,3,0,0,2,1,19,21,1,3,40,"2-1","N","N","N",6,0,"Reims-Ajaccio",90,1,8,60,900,60,180,480,3,8,24,270,180
"265","F1","2023-03-12","Ajaccio","Montpellier",0,1,"A",0,0,"D",3.06,3.21,2.57,"0-0","0-1",7,1,12,4,2,2,0,0,1,3,13,18,1,4,31,"1-3","N","N","N",4,0,"Ajaccio-Montpellier",68,1,21,40,400,40,160,840,4,21,84,272,160
"214","F1","2023-02-05","Clermont","Monaco",0,2,"A",0,2,"A",4.2,3.84,1.91,"0-2","0-2",8,3,14,5,1,2,0,0,2,4,9,21,2,6,30,"2-4","Y","N","N",3,0,"Clermont-Monaco",16,2,39,30,200,60,180,1170,12,78,234,96,360
"222","F1","2023-02-11","Monaco","Paris SG",3,1,"H",3,1,"H",2.68,3.64,2.67,"3-1","3-1",19,9,7,2,0,1,0,0,3,2,9,11,4,5,20,"3-2","Y","Y","Y",1,0,"Monaco-Paris SG",106,4,70,10,0,40,50,700,20,280,350,530,200
"235","F1","2023-02-19","Brest","Monaco",1,2,"A",0,1,"A",4.63,3.99,1.79,"0-1","1-2",13,3,10,3,1,2,0,0,5,5,7,10,3,10,17,"5-5","Y","Y","N",3,0,"Brest-Monaco",198,3,48,30,200,90,300,1440,30,144,480,1980,900
"249","F1","2023-02-26","Monaco","Nice",0,3,"A",0,3,"A",2.06,3.65,3.78,"0-3","0-3",15,4,12,7,0,1,0,0,5,3,8,12,3,8,20,"5-3","Y","Y","N",1,0,"Monaco-Nice",77,3,37,10,0,30,80,370,24,111,296,616,240
"254","F1","2023-03-05","Troyes","Monaco",2,2,"D",1,0,"H",6.04,4.81,1.52,"1-0","2-2",13,6,17,4,0,1,0,0,3,4,8,8,4,7,16,"3-4","Y","Y","Y",1,0,"Troyes-Monaco",284,4,35,10,0,40,70,350,28,140,245,1988,280
"269","F1","2023-03-12","Monaco","Reims",0,1,"A",0,0,"D",1.85,3.88,4.34,"0-0","0-1",14,3,17,8,1,2,0,0,3,3,9,14,1,6,23,"3-3","N","N","N",3,0,"Monaco-Reims",51,1,29,30,200,30,180,870,6,29,174,306,180
"13","F1","2023-03-12","Monaco","Reims",0,1,"A",0,0,"D",1.85,3.88,4.34,"0-0","0-1",14,3,17,8,1,2,0,0,3,3,9,14,1,6,23,"3-3","N","N","N",3,0,"Monaco-Reims",122.083333333333,2.5,33.8333333333333,30.8333333333333,270.833333333333,65.4166666666667,182.083333333333,829.583333333333,17,95.9166666666667,222.916666666667,841.25,436.25
