"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","laliga_goalmins","n","laliga_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"278","SP1",2023-04-09,"Almeria","Valencia",2,1,"H",0,0,"D",3.13,3.38,2.43,"0-0","2-1",10,4,11,4,3,2,0,0,3,7,11,11,3,10,22,"3-7","Y","Y","N",5,0,"Almeria-Valencia",168,3,36,50,600,150,500,1800,30,108,360,1680,1500
"289","SP1",2023-04-16,"Valencia","Sevilla",0,2,"A",0,0,"D",2.22,3.31,3.63,"0-0","0-2",13,3,6,3,1,4,1,0,6,2,10,17,2,8,27,"6-2","Y","N","N",5,1,"Valencia-Sevilla",130,2,29,75,1400,150,600,2175,16,58,232,1040,1200
"297","SP1",2023-04-23,"Elche","Valencia",0,2,"A",0,2,"A",4.53,3.58,1.89,"0-2","0-2",7,1,5,3,3,1,0,0,11,6,12,6,2,17,18,"11-6","Y","N","N",4,0,"Elche-Valencia",61,2,21,40,300,80,680,840,34,42,357,1037,1360
"308","SP1",2023-04-27,"Valencia","Valladolid",2,1,"H",0,1,"A",1.75,3.85,5.03,"0-1","2-1",18,5,8,2,0,4,0,0,6,2,16,17,3,8,33,"6-2","Y","Y","N",4,0,"Valencia-Valladolid",0,0,0,40,0,120,320,0,24,0,0,0,960
"315","SP1",2023-04-30,"Cadiz","Valencia",2,1,"H",1,0,"H",3.04,3.25,2.56,"1-0","2-1",8,4,16,4,6,2,0,0,5,6,14,10,3,11,24,"5-6","Y","Y","N",8,0,"Cadiz-Valencia",136,3,52,80,1200,240,880,4160,33,156,572,1496,2640
"324","SP1",2023-05-03,"Valencia","Villarreal",1,1,"D",0,0,"D",2.78,3.47,2.64,"0-0","1-1",8,1,11,4,4,2,0,0,6,6,14,13,2,12,27,"6-6","Y","N","N",6,0,"Valencia-Villarreal",134,2,31,60,800,120,720,1860,24,62,372,1608,1440
"272","SP1",2023-04-08,"Osasuna","Elche",2,1,"H",0,1,"A",1.77,3.57,5.39,"0-1","2-1",22,6,7,1,1,3,0,0,9,2,15,7,3,11,22,"9-2","Y","Y","N",4,0,"Osasuna-Elche",199,3,35,40,300,120,440,1400,33,105,385,2189,1320
"286","SP1",2023-04-16,"Girona","Elche",2,0,"H",1,0,"H",1.54,4.37,6.51,"1-0","2-0",14,4,13,5,3,3,0,1,3,4,9,14,2,7,23,"3-4","Y","N","N",6,1,"Girona-Elche",115,2,27,85,1650,170,595,2295,14,54,189,805,1190
"2971","SP1",2023-04-23,"Elche","Valencia",0,2,"A",0,2,"A",4.53,3.58,1.89,"0-2","0-2",7,1,5,3,3,1,0,0,11,6,12,6,2,17,18,"11-6","Y","N","N",4,0,"Elche-Valencia",61,2,21,40,300,80,680,840,34,42,357,1037,1360
"306","SP1",2023-04-26,"Celta","Elche",1,0,"H",0,0,"D",1.33,5.33,10.76,"0-0","1-0",17,9,16,1,0,0,0,0,10,6,9,12,1,16,21,"10-6","N","N","N",0,0,"Celta-Elche",90,1,15,0,0,0,0,0,16,15,240,1440,0
"312","SP1",2023-04-29,"Elche","Vallecano",4,0,"H",1,0,"H",4.84,3.6,1.83,"1-0","4-0",18,9,14,3,1,2,0,1,3,8,13,16,4,11,29,"3-8","Y","Y","Y",3,1,"Elche-Vallecano",222,4,56,55,450,220,605,3080,44,224,616,2442,2420
"321","SP1",2023-05-02,"Almeria","Elche",2,1,"H",1,0,"H",1.63,4.37,5.42,"1-0","2-1",10,4,14,1,2,2,0,0,7,13,8,9,3,20,17,"7-13","Y","Y","N",4,0,"Almeria-Elche",164,3,41,40,400,120,800,1640,60,123,820,3280,2400
"13","SP1",2023-05-02,"Almeria","Elche",2,1,"H",1,0,"H",1.63,4.37,5.42,"1-0","2-1",10,4,14,1,2,2,0,0,7,13,8,9,3,20,17,"7-13","Y","Y","N",4,0,"Almeria-Elche",123.333333333333,2.25,30.3333333333333,50.4166666666667,616.666666666667,130.833333333333,568.333333333333,1674.16666666667,30.1666666666667,82.4166666666667,375,1504.5,1482.5
