"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","laliga_goalmins","n","laliga_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"179","SP1","2023-01-27","Almeria","Espanol",3,1,"H",1,0,"H",2.44,3.22,3.32,"1-0","3-1",19,7,6,3,3,3,0,0,2,2,16,6,4,4,22,"2-2","Y","Y","Y",6,0,"Almeria-Espanol",249,4,45,60,900,240,240,2700,16,180,180,996,960
"192","SP1","2023-02-04","Espanol","Osasuna",1,1,"D",0,1,"A",2.69,3.07,3.08,"0-1","1-1",9,4,9,3,3,5,1,1,4,3,9,17,2,7,26,"4-3","Y","N","N",8,2,"Espanol-Osasuna",104,2,34,130,4125,260,910,4420,14,68,238,728,1820
"209","SP1","2023-02-13","Espanol","Sociedad",2,3,"A",0,1,"A",3.66,3.12,2.33,"0-1","2-3",10,6,11,5,4,1,1,0,4,3,9,17,5,7,26,"4-3","Y","Y","Y",5,1,"Espanol-Sociedad",298,5,61,75,650,375,525,4575,35,305,427,2086,2625
"216","SP1","2023-02-19","Elche","Espanol",0,1,"A",0,0,"D",2.97,3.19,2.69,"0-0","0-1",19,5,11,4,2,3,1,0,10,5,11,12,1,15,23,"10-5","N","N","N",5,1,"Elche-Espanol",90,1,10,75,1350,75,1125,750,15,10,150,1350,1125
"222","SP1","2023-02-25","Espanol","Mallorca",2,1,"H",1,1,"D",2.63,2.97,3.28,"1-1","2-1",9,3,15,4,2,2,0,0,0,4,15,18,3,4,33,"0-4","Y","Y","N",4,0,"Espanol-Mallorca",114,3,41,40,400,120,160,1640,12,123,164,456,480
"236","SP1","2023-03-05","Valladolid","Espanol",2,1,"H",1,0,"H",2.59,3.24,3,"1-0","2-1",15,5,12,2,3,2,0,0,9,6,4,11,3,15,15,"9-6","Y","Y","N",5,0,"Valladolid-Espanol",0,0,0,50,600,150,750,0,45,0,0,0,2250
"182","SP1","2023-01-28","Sevilla","Elche",3,0,"H",3,0,"H",1.53,4.21,7.42,"3-0","3-0",22,8,6,1,1,3,0,1,5,2,7,8,3,7,15,"5-2","Y","Y","N",4,1,"Sevilla-Elche",117,3,49,65,550,195,455,3185,21,147,343,819,1365
"199","SP1","2023-02-05","Barcelona","Sevilla",3,0,"H",0,0,"D",1.34,5.51,10.19,"0-0","3-0",16,7,3,1,0,2,0,0,8,3,8,10,3,11,18,"8-3","Y","Y","N",2,0,"Barcelona-Sevilla",207,3,46,20,0,60,220,920,33,138,506,2277,660
"203","SP1","2023-02-11","Sevilla","Mallorca",2,0,"H",2,0,"H",1.99,3.17,4.88,"2-0","2-0",15,6,6,0,5,2,0,0,8,2,9,14,2,10,23,"8-2","Y","N","N",7,0,"Sevilla-Mallorca",68,2,40,70,1000,140,700,2800,20,80,400,680,1400
"217","SP1","2023-02-19","Vallecano","Sevilla",1,1,"D",0,1,"A",2.55,3.22,3.14,"0-1","1-1",18,5,7,2,4,1,0,0,7,3,15,6,2,10,21,"7-3","Y","N","N",5,0,"Vallecano-Sevilla",94,2,26,50,400,100,500,1300,20,52,260,940,1000
"229","SP1","2023-02-26","Sevilla","Osasuna",2,3,"A",0,1,"A",1.88,3.53,4.74,"0-1","2-3",22,8,11,4,4,2,1,0,10,2,10,15,5,12,25,"10-2","Y","Y","Y",6,1,"Sevilla-Osasuna",311,5,58,85,1300,425,1020,4930,60,290,696,3732,5100
"235","SP1","2023-03-04","Ath Madrid","Sevilla",6,1,"H",2,1,"H",1.7,3.75,5.71,"2-1","6-1",18,8,8,1,1,4,0,1,7,3,12,11,7,10,23,"7-3","Y","Y","Y",5,1,"Ath Madrid-Sevilla",376,7,100,75,650,525,750,7500,70,700,1000,3760,5250
"13","SP1","2023-03-04","Ath Madrid","Sevilla",6,1,"H",2,1,"H",1.7,3.75,5.71,"2-1","6-1",18,8,8,1,1,4,0,1,7,3,12,11,7,10,23,"7-3","Y","Y","Y",5,1,"Ath Madrid-Sevilla",169,3.08333333333333,42.5,66.25,993.75,222.083333333333,612.916666666667,2893.33333333333,30.0833333333333,174.416666666667,363.666666666667,1485.33333333333,2002.91666666667
