"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","laliga_goalmins","n","laliga_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"215","SP1","2023-02-18","Osasuna","Real Madrid",0,2,"A",0,0,"D",4.73,3.7,1.85,"0-0","0-2",11,4,11,6,3,2,0,0,5,5,17,7,2,10,24,"5-5","Y","N","N",5,0,"Osasuna-Real Madrid",168,2,0,50,600,100,500,0,20,0,0,1680,1000
"229","SP1","2023-02-26","Sevilla","Osasuna",2,3,"A",0,1,"A",1.88,3.53,4.74,"0-1","2-3",22,8,11,4,4,2,1,0,10,2,10,15,5,12,25,"10-2","Y","Y","Y",6,1,"Sevilla-Osasuna",311,5,0,85,1300,425,1020,0,60,0,0,3732,5100
"240","SP1","2023-03-06","Osasuna","Celta",0,0,"D",0,0,"D",2.85,3.07,2.86,"0-0","0-0",10,5,6,0,0,2,0,0,6,4,12,12,0,10,24,"6-4","N","N","N",2,0,"Osasuna-Celta",0,0,0,20,0,0,200,0,0,0,0,0,0
"245","SP1","2023-03-11","Valencia","Osasuna",1,0,"H",0,0,"D",2.12,3.24,4.04,"0-0","1-0",8,4,7,0,2,5,0,0,12,3,8,19,1,15,27,"12-3","N","N","N",7,0,"Valencia-Osasuna",74,1,0,70,1000,70,1050,0,15,0,0,1110,1050
"257","SP1","2023-03-19","Osasuna","Villarreal",0,3,"A",0,1,"A",3.2,3.25,2.46,"0-1","0-3",10,2,12,6,3,2,0,0,7,1,15,7,3,8,22,"7-1","Y","Y","N",5,0,"Osasuna-Villarreal",189,3,0,50,600,150,400,0,24,0,0,1512,1200
"261","SP1","2023-03-31","Mallorca","Osasuna",0,0,"D",0,0,"D",2.26,2.87,4.21,"0-0","0-0",10,1,11,2,7,3,1,0,2,3,19,17,0,5,36,"2-3","N","N","N",10,1,"Mallorca-Osasuna",0,0,0,125,2850,0,625,0,0,0,0,0,0
"216","SP1","2023-02-19","Elche","Espanol",0,1,"A",0,0,"D",2.97,3.19,2.69,"0-0","0-1",19,5,11,4,2,3,1,0,10,5,11,12,1,15,23,"10-5","N","N","N",5,1,"Elche-Espanol",90,1,10,75,1350,75,1125,750,15,10,150,1350,1125
"221","SP1","2023-02-24","Elche","Betis",2,3,"A",2,0,"H",3.8,3.4,2.15,"2-0","2-3",4,2,21,9,4,1,2,0,3,3,16,9,5,6,25,"3-3","Y","Y","Y",5,2,"Elche-Betis",239,5,79,100,900,500,600,7900,30,395,474,1434,3000
"234","SP1","2023-03-04","Mallorca","Elche",0,1,"A",0,0,"D",1.71,3.43,6.49,"0-0","0-1",14,3,15,6,3,3,0,0,6,7,17,14,1,13,31,"6-7","N","N","N",6,0,"Mallorca-Elche",88,1,9,60,900,60,780,540,13,9,117,1144,780
"243","SP1","2023-03-11","Elche","Valladolid",1,1,"D",0,1,"A",2.72,3.35,2.77,"0-1","1-1",24,10,5,1,4,6,0,2,10,3,19,11,2,13,30,"10-3","Y","N","N",10,2,"Elche-Valladolid",0,0,0,150,4400,300,1950,0,26,0,0,0,3900
"258","SP1","2023-03-19","Sociedad","Elche",2,0,"H",0,0,"D",1.41,4.67,9.19,"0-0","2-0",17,4,4,3,2,1,0,0,5,3,16,16,2,8,32,"5-3","Y","N","N",3,0,"Sociedad-Elche",138,2,21,30,200,60,240,630,16,42,168,1104,480
"265","SP1","2023-04-01","Elche","Barcelona",0,4,"A",0,1,"A",9.78,5.37,1.34,"0-1","0-4",15,2,12,6,0,3,0,0,11,3,11,11,4,14,22,"11-3","Y","Y","Y",3,0,"Elche-Barcelona",212,4,39,30,0,120,420,1170,56,156,546,2968,1680
"13","SP1","2023-04-01","Elche","Barcelona",0,4,"A",0,1,"A",9.78,5.37,1.34,"0-1","0-4",15,2,12,6,0,3,0,0,11,3,11,11,4,14,22,"11-3","Y","Y","Y",3,0,"Elche-Barcelona",125.75,2,13.1666666666667,70.4166666666667,1175,155,742.5,915.833333333333,22.9166666666667,51,121.25,1336.16666666667,1609.58333333333
