"","Div","HomeTeam","AwayTeam","Date"
"1","I2","Pescara","Cesena",2025-08-22
"2","I2","Virtus Entella","Juve Stabia",2025-08-23
"3","I2","Empoli","Padova",2025-08-23
"4","I2","Monza","Mantova",2025-08-23
"5","I2","Palermo","Reggiana",2025-08-23
"6","I2","Spezia","Carrarese",2025-08-24
"7","I2","Venezia","Bari",2025-08-24
"8","I2","Frosinone","Avellino",2025-08-24
"9","I2","Catanzaro","Sudtirol",2025-08-24
"10","I2","Sampdoria","Modena",2025-08-25
"11","I2","Frosinone","Virtus Entella",2025-10-28
"12","I2","Pescara","Avellino",2025-10-28
"13","I2","Palermo","Monza",2025-10-28
"14","I2","Cesena","Carrarese",2025-10-28
"15","I2","Empoli","Sampdoria",2025-10-28
"16","I2","Reggiana","Modena",2025-10-28
"17","I2","Juve Stabia","Bari",2025-10-29
"18","I2","Mantova","Catanzaro",2025-10-29
"19","I2","Spezia","Padova",2025-10-29
"20","I2","Venezia","Sudtirol",2025-10-29
"21","I2","Avellino","Reggiana",2025-11-01
"22","I2","Padova","Sudtirol",2025-11-01
"23","I2","Carrarese","Frosinone",2025-11-01
"24","I2","Virtus Entella","Empoli",2025-11-01
"25","I2","Palermo","Pescara",2025-11-01
"26","I2","Bari","Cesena",2025-11-02
"27","I2","Modena","Juve Stabia",2025-11-02
"28","I2","Catanzaro","Venezia",2025-11-02
"29","I2","Monza","Spezia",2025-11-02
"30","I2","Sampdoria","Mantova",2025-11-02
"31","I2","Spezia","Bari",2025-11-07
"32","I2","Frosinone","Modena",2025-11-08
"33","I2","Sudtirol","Carrarese",2025-11-08
"34","I2","Mantova","Padova",2025-11-08
"35","I2","Empoli","Catanzaro",2025-11-08
"36","I2","Reggiana","Virtus Entella",2025-11-08
"37","I2","Juve Stabia","Palermo",2025-11-08
"38","I2","Venezia","Sampdoria",2025-11-08
"39","I2","Cesena","Avellino",2025-11-09
"40","I2","Pescara","Monza",2025-11-09
"41","I2","Virtus Entella","Palermo",2025-11-22
"42","I2","Padova","Venezia",2025-11-22
"43","I2","Mantova","Spezia",2025-11-22
"44","I2","Sampdoria","Juve Stabia",2025-11-22
"45","I2","Carrarese","Reggiana",2025-11-22
"46","I2","Modena","Sudtirol",2025-11-22
"47","I2","Bari","Frosinone",2025-11-22
"48","I2","Catanzaro","Pescara",2025-11-22
"49","I2","Avellino","Empoli",2025-11-22
"50","I2","Monza","Cesena",2025-11-22
"51","I2","Catanzaro","Virtus Entella",2025-11-29
"52","I2","Venezia","Mantova",2025-11-29
"53","I2","Palermo","Carrarese",2025-11-29
"54","I2","Juve Stabia","Monza",2025-11-29
"55","I2","Cesena","Modena",2025-11-29
"56","I2","Pescara","Padova",2025-11-29
"57","I2","Reggiana","Frosinone",2025-11-29
"58","I2","Sudtirol","Avellino",2025-11-29
"59","I2","Empoli","Bari",2025-11-29
"60","I2","Spezia","Sampdoria",2025-11-29
"61","I2","Mantova","Reggiana",2025-12-08
"62","I2","Monza","Sudtirol",2025-12-08
"63","I2","Bari","Pescara",2025-12-08
"64","I2","Frosinone","Juve Stabia",2025-12-08
"65","I2","Sampdoria","Carrarese",2025-12-08
"66","I2","Avellino","Venezia",2025-12-08
"67","I2","Padova","Cesena",2025-12-08
"68","I2","Virtus Entella","Spezia",2025-12-08
"69","I2","Empoli","Palermo",2025-12-08
"70","I2","Modena","Catanzaro",2025-12-08
"71","I2","Cesena","Mantova",2025-12-13
"72","I2","Spezia","Modena",2025-12-13
"73","I2","Sudtirol","Bari",2025-12-13
"74","I2","Palermo","Sampdoria",2025-12-13
"75","I2","Carrarese","Virtus Entella",2025-12-13
"76","I2","Venezia","Monza",2025-12-13
"77","I2","Reggiana","Padova",2025-12-13
"78","I2","Catanzaro","Avellino",2025-12-13
"79","I2","Pescara","Frosinone",2025-12-13
"80","I2","Juve Stabia","Empoli",2025-12-13
"81","I2","Virtus Entella","Sudtirol",2025-12-20
"82","I2","Avellino","Palermo",2025-12-20
"83","I2","Padova","Sampdoria",2025-12-20
"84","I2","Cesena","Juve Stabia",2025-12-20
"85","I2","Modena","Venezia",2025-12-20
"86","I2","Pescara","Reggiana",2025-12-20
"87","I2","Monza","Carrarese",2025-12-20
"88","I2","Frosinone","Spezia",2025-12-20
"89","I2","Mantova","Empoli",2025-12-20
"90","I2","Bari","Catanzaro",2025-12-20
"91","I2","Palermo","Padova",2025-12-27
"92","I2","Bari","Avellino",2025-12-27
"93","I2","Sampdoria","Reggiana",2025-12-27
"94","I2","Venezia","Virtus Entella",2025-12-27
"95","I2","Juve Stabia","Sudtirol",2025-12-27
"96","I2","Modena","Monza",2025-12-27
"97","I2","Spezia","Pescara",2025-12-27
"98","I2","Carrarese","Mantova",2025-12-27
"99","I2","Catanzaro","Cesena",2025-12-27
"100","I2","Empoli","Frosinone",2025-12-27
"101","I2","Mantova","Palermo",2026-01-10
"102","I2","Juve Stabia","Pescara",2026-01-10
"103","I2","Avellino","Sampdoria",2026-01-10
"104","I2","Carrarese","Bari",2026-01-10
"105","I2","Cesena","Empoli",2026-01-10
"106","I2","Virtus Entella","Monza",2026-01-10
"107","I2","Frosinone","Catanzaro",2026-01-10
"108","I2","Padova","Modena",2026-01-10
"109","I2","Reggiana","Venezia",2026-01-10
"110","I2","Sudtirol","Spezia",2026-01-10
"111","I2","Reggiana","Empoli",2025-08-29
"112","I2","Juve Stabia","Venezia",2025-08-30
"113","I2","Mantova","Pescara",2025-08-30
"114","I2","Palermo","Frosinone",2025-08-30
"115","I2","Spezia","Catanzaro",2025-08-30
"116","I2","Cesena","Virtus Entella",2025-08-30
"117","I2","Carrarese","Padova",2025-08-31
"118","I2","Sudtirol","Sampdoria",2025-08-31
"119","I2","Bari","Monza",2025-08-31
"120","I2","Modena","Avellino",2025-08-31
"121","I2","Sampdoria","Virtus Entella",2026-01-17
"122","I2","Padova","Mantova",2026-01-17
"123","I2","Venezia","Catanzaro",2026-01-17
"124","I2","Reggiana","Cesena",2026-01-17
"125","I2","Pescara","Modena",2026-01-17
"126","I2","Avellino","Carrarese",2026-01-17
"127","I2","Bari","Juve Stabia",2026-01-17
"128","I2","Monza","Frosinone",2026-01-17
"129","I2","Palermo","Spezia",2026-01-17
"130","I2","Empoli","Sudtirol",2026-01-17
"131","I2","Modena","Palermo",2026-01-24
"132","I2","Sudtirol","Padova",2026-01-24
"133","I2","Spezia","Avellino",2026-01-24
"134","I2","Monza","Pescara",2026-01-24
"135","I2","Carrarese","Empoli",2026-01-24
"136","I2","Cesena","Bari",2026-01-24
"137","I2","Catanzaro","Sampdoria",2026-01-24
"138","I2","Juve Stabia","Virtus Entella",2026-01-24
"139","I2","Frosinone","Reggiana",2026-01-24
"140","I2","Mantova","Venezia",2026-01-24
"141","I2","Avellino","Cesena",2026-01-31
"142","I2","Virtus Entella","Frosinone",2026-01-31
"143","I2","Sudtirol","Catanzaro",2026-01-31
"144","I2","Sampdoria","Spezia",2026-01-31
"145","I2","Empoli","Modena",2026-01-31
"146","I2","Bari","Palermo",2026-01-31
"147","I2","Venezia","Carrarese",2026-01-31
"148","I2","Pescara","Mantova",2026-01-31
"149","I2","Reggiana","Juve Stabia",2026-01-31
"150","I2","Padova","Monza",2026-01-31
"151","I2","Monza","Avellino",2026-02-07
"152","I2","Frosinone","Venezia",2026-02-07
"153","I2","Spezia","Virtus Entella",2026-02-07
"154","I2","Juve Stabia","Padova",2026-02-07
"155","I2","Mantova","Bari",2026-02-07
"156","I2","Carrarese","Sudtirol",2026-02-07
"157","I2","Cesena","Pescara",2026-02-07
"158","I2","Palermo","Empoli",2026-02-07
"159","I2","Modena","Sampdoria",2026-02-07
"160","I2","Catanzaro","Reggiana",2026-02-07
"161","I2","Venezia","Modena",2026-02-10
"162","I2","Bari","Spezia",2026-02-10
"163","I2","Reggiana","Mantova",2026-02-10
"164","I2","Virtus Entella","Cesena",2026-02-10
"165","I2","Padova","Carrarese",2026-02-10
"166","I2","Sampdoria","Palermo",2026-02-10
"167","I2","Empoli","Juve Stabia",2026-02-10
"168","I2","Pescara","Catanzaro",2026-02-10
"169","I2","Sudtirol","Monza",2026-02-10
"170","I2","Avellino","Frosinone",2026-02-10
"171","I2","Monza","Juve Stabia",2026-02-14
"172","I2","Spezia","Frosinone",2026-02-14
"173","I2","Avellino","Pescara",2026-02-14
"174","I2","Modena","Carrarese",2026-02-14
"175","I2","Empoli","Reggiana",2026-02-14
"176","I2","Sampdoria","Padova",2026-02-14
"177","I2","Catanzaro","Mantova",2026-02-14
"178","I2","Palermo","Virtus Entella",2026-02-14
"179","I2","Bari","Sudtirol",2026-02-14
"180","I2","Cesena","Venezia",2026-02-14
"181","I2","Reggiana","Avellino",2026-02-21
"182","I2","Mantova","Sampdoria",2026-02-21
"183","I2","Frosinone","Empoli",2026-02-21
"184","I2","Cesena","Spezia",2026-02-21
"185","I2","Palermo","Sudtirol",2026-02-21
"186","I2","Virtus Entella","Catanzaro",2026-02-21
"187","I2","Padova","Bari",2026-02-21
"188","I2","Juve Stabia","Modena",2026-02-21
"189","I2","Venezia","Pescara",2026-02-21
"190","I2","Carrarese","Monza",2026-02-21
"191","I2","Catanzaro","Frosinone",2026-02-28
"192","I2","Spezia","Reggiana",2026-02-28
"193","I2","Modena","Padova",2026-02-28
"194","I2","Empoli","Cesena",2026-02-28
"195","I2","Monza","Virtus Entella",2026-02-28
"196","I2","Mantova","Carrarese",2026-02-28
"197","I2","Pescara","Palermo",2026-02-28
"198","I2","Sudtirol","Venezia",2026-02-28
"199","I2","Avellino","Juve Stabia",2026-02-28
"200","I2","Sampdoria","Bari",2026-02-28
"201","I2","Virtus Entella","Modena",2026-03-03
"202","I2","Frosinone","Pescara",2026-03-03
"203","I2","Palermo","Mantova",2026-03-03
"204","I2","Juve Stabia","Sampdoria",2026-03-03
"205","I2","Cesena","Monza",2026-03-03
"206","I2","Venezia","Avellino",2026-03-03
"207","I2","Reggiana","Sudtirol",2026-03-03
"208","I2","Padova","Spezia",2026-03-03
"209","I2","Bari","Empoli",2026-03-03
"210","I2","Carrarese","Catanzaro",2026-03-03
"211","I2","Mantova","Juve Stabia",2026-03-07
"212","I2","Carrarese","Palermo",2026-03-07
"213","I2","Venezia","Reggiana",2026-03-07
"214","I2","Spezia","Monza",2026-03-07
"215","I2","Modena","Cesena",2026-03-07
"216","I2","Sudtirol","Virtus Entella",2026-03-07
"217","I2","Catanzaro","Empoli",2026-03-07
"218","I2","Pescara","Bari",2026-03-07
"219","I2","Avellino","Padova",2026-03-07
"220","I2","Frosinone","Sampdoria",2026-03-07
"221","I2","Avellino","Monza",2025-09-12
"222","I2","Pescara","Venezia",2025-09-13
"223","I2","Juve Stabia","Reggiana",2025-09-13
"224","I2","Padova","Frosinone",2025-09-13
"225","I2","Modena","Bari",2025-09-13
"226","I2","Catanzaro","Carrarese",2025-09-13
"227","I2","Sampdoria","Cesena",2025-09-13
"228","I2","Virtus Entella","Mantova",2025-09-14
"229","I2","Sudtirol","Palermo",2025-09-14
"230","I2","Empoli","Spezia",2025-09-14
"231","I2","Sampdoria","Venezia",2026-03-14
"232","I2","Padova","Catanzaro",2026-03-14
"233","I2","Sudtirol","Pescara",2026-03-14
"234","I2","Empoli","Mantova",2026-03-14
"235","I2","Cesena","Frosinone",2026-03-14
"236","I2","Modena","Spezia",2026-03-14
"237","I2","Monza","Palermo",2026-03-14
