"","Div","HomeTeam","AwayTeam","Date"
"1","D2","Schalke 04","Hertha",2025-08-01
"2","D2","Elversberg","Nurnberg",2025-08-02
"3","D2","Darmstadt","Bochum",2025-08-02
"4","D2","Paderborn","Holstein Kiel",2025-08-02
"5","D2","Karlsruher","Preußen Münsterr",2025-08-02
"6","D2","Bielefeld","Fortuna Dusseldorf",2025-08-02
"7","D2","Greuther Furth","Dresden",2025-08-03
"8","D2","Hannover","Kaiserslautern",2025-08-03
"9","D2","Magdeburg","Braunschweig",2025-08-03
"10","D2","Schalke 04","Darmstadt",2025-10-24
"11","D2","Greuther Furth","Karlsruher",2025-10-24
"12","D2","Bielefeld","Elversberg",2025-10-25
"13","D2","Dresden","Paderborn",2025-10-25
"14","D2","Holstein Kiel","Bochum",2025-10-25
"15","D2","Hertha","Fortuna Dusseldorf",2025-10-25
"16","D2","Magdeburg","Preußen Münsterr",2025-10-26
"17","D2","Braunschweig","Hannover",2025-10-26
"18","D2","Kaiserslautern","Nurnberg",2025-10-26
"19","D2","Preußen Münsterr","Holstein Kiel",2025-10-31
"20","D2","Elversberg","Hannover",2025-10-31
"21","D2","Karlsruher","Schalke 04",2025-11-01
"22","D2","Hertha","Dresden",2025-11-01
"23","D2","Nurnberg","Braunschweig",2025-11-01
"24","D2","Darmstadt","Bielefeld",2025-11-01
"25","D2","Paderborn","Greuther Furth",2025-11-02
"26","D2","Fortuna Dusseldorf","Kaiserslautern",2025-11-02
"27","D2","Bochum","Magdeburg",2025-11-02
"28","D2","Dresden","Nurnberg",2025-11-07
"29","D2","Greuther Furth","Preußen Münsterr",2025-11-07
"30","D2","Bielefeld","Karlsruher",2025-11-08
"31","D2","Hannover","Darmstadt",2025-11-08
"32","D2","Schalke 04","Elversberg",2025-11-08
"33","D2","Kaiserslautern","Hertha",2025-11-08
"34","D2","Holstein Kiel","Fortuna Dusseldorf",2025-11-09
"35","D2","Braunschweig","Bochum",2025-11-09
"36","D2","Magdeburg","Paderborn",2025-11-09
"37","D2","Hertha","Braunschweig",2025-11-21
"38","D2","Bochum","Dresden",2025-11-21
"39","D2","Fortuna Dusseldorf","Magdeburg",2025-11-22
"40","D2","Preußen Münsterr","Schalke 04",2025-11-22
"41","D2","Paderborn","Hannover",2025-11-22
"42","D2","Darmstadt","Greuther Furth",2025-11-22
"43","D2","Karlsruher","Elversberg",2025-11-23
"44","D2","Nurnberg","Bielefeld",2025-11-23
"45","D2","Kaiserslautern","Holstein Kiel",2025-11-23
"46","D2","Hannover","Karlsruher",2025-11-28
"47","D2","Schalke 04","Paderborn",2025-11-28
"48","D2","Braunschweig","Kaiserslautern",2025-11-29
"49","D2","Holstein Kiel","Hertha",2025-11-29
"50","D2","Greuther Furth","Bochum",2025-11-29
"51","D2","Magdeburg","Nurnberg",2025-11-29
"52","D2","Bielefeld","Preußen Münsterr",2025-11-30
"53","D2","Elversberg","Darmstadt",2025-11-30
"54","D2","Dresden","Fortuna Dusseldorf",2025-11-30
"55","D2","Kaiserslautern","Dresden",2025-12-06
"56","D2","Preußen Münsterr","Hannover",2025-12-06
"57","D2","Paderborn","Elversberg",2025-12-06
"58","D2","Fortuna Dusseldorf","Schalke 04",2025-12-06
"59","D2","Braunschweig","Holstein Kiel",2025-12-06
"60","D2","Nurnberg","Greuther Furth",2025-12-06
"61","D2","Bochum","Bielefeld",2025-12-06
"62","D2","Hertha","Magdeburg",2025-12-06
"63","D2","Darmstadt","Karlsruher",2025-12-06
"64","D2","Hannover","Bochum",2025-12-13
"65","D2","Greuther Furth","Hertha",2025-12-13
"66","D2","Darmstadt","Preußen Münsterr",2025-12-13
"67","D2","Schalke 04","Nurnberg",2025-12-13
"68","D2","Karlsruher","Paderborn",2025-12-13
"69","D2","Elversberg","Fortuna Dusseldorf",2025-12-13
"70","D2","Bielefeld","Kaiserslautern",2025-12-13
"71","D2","Magdeburg","Holstein Kiel",2025-12-13
"72","D2","Dresden","Braunschweig",2025-12-13
"73","D2","Fortuna Dusseldorf","Greuther Furth",2025-12-20
"74","D2","Bochum","Karlsruher",2025-12-20
"75","D2","Paderborn","Darmstadt",2025-12-20
"76","D2","Kaiserslautern","Magdeburg",2025-12-20
"77","D2","Holstein Kiel","Dresden",2025-12-20
"78","D2","Braunschweig","Schalke 04",2025-12-20
"79","D2","Hertha","Bielefeld",2025-12-20
"80","D2","Nurnberg","Hannover",2025-12-20
"81","D2","Preußen Münsterr","Elversberg",2025-12-20
"82","D2","Preußen Münsterr","Karlsruher",2026-01-17
"83","D2","Dresden","Greuther Furth",2026-01-17
"84","D2","Braunschweig","Magdeburg",2026-01-17
"85","D2","Fortuna Dusseldorf","Bielefeld",2026-01-17
"86","D2","Bochum","Darmstadt",2026-01-17
"87","D2","Holstein Kiel","Paderborn",2026-01-17
"88","D2","Hertha","Schalke 04",2026-01-17
"89","D2","Nurnberg","Elversberg",2026-01-17
"90","D2","Kaiserslautern","Hannover",2026-01-17
"91","D2","Schalke 04","Kaiserslautern",2026-01-24
"92","D2","Bielefeld","Holstein Kiel",2026-01-24
"93","D2","Paderborn","Preußen Münsterr",2026-01-24
"94","D2","Magdeburg","Dresden",2026-01-24
"95","D2","Karlsruher","Hertha",2026-01-24
"96","D2","Greuther Furth","Braunschweig",2026-01-24
"97","D2","Darmstadt","Nurnberg",2026-01-24
"98","D2","Hannover","Fortuna Dusseldorf",2026-01-24
"99","D2","Elversberg","Bochum",2026-01-24
