"","Div","HomeTeam","AwayTeam","Date"
"1","B1","Antwerp","St. Gilloise",2025-07-25
"2","B1","Dender","Cercle Brugge",2025-07-26
"3","B1","Waregem","Mechelen",2025-07-26
"4","B1","RAAL La Louviere","Standard",2025-07-26
"5","B1","Anderlecht","Westerlo",2025-07-27
"6","B1","Oud-Heverlee Leuven","Charleroi",2025-07-27
"7","B1","Club Brugge","Genk",2025-07-27
"8","B1","St Truiden","Gent",2025-07-27
"9","B1","Gent","Charleroi",2025-10-03
"10","B1","Mechelen","St Truiden",2025-10-04
"11","B1","RAAL La Louviere","Waregem",2025-10-04
"12","B1","Antwerp","Cercle Brugge",2025-10-04
"13","B1","Anderlecht","Standard",2025-10-05
"14","B1","Genk","Dender",2025-10-05
"15","B1","Club Brugge","St. Gilloise",2025-10-05
"16","B1","Westerlo","Oud-Heverlee Leuven",2025-10-05
"17","B1","Standard","Antwerp",2025-10-17
"18","B1","RAAL La Louviere","Westerlo",2025-10-18
"19","B1","Oud-Heverlee Leuven","Club Brugge",2025-10-18
"20","B1","St. Gilloise","Charleroi",2025-10-18
"21","B1","Cercle Brugge","Genk",2025-10-19
"22","B1","Dender","Mechelen",2025-10-19
"23","B1","St Truiden","Anderlecht",2025-10-19
"24","B1","Waregem","Gent",2025-10-19
"25","B1","Charleroi","Anderlecht",2025-10-24
"26","B1","Westerlo","Dender",2025-10-25
"27","B1","Mechelen","Oud-Heverlee Leuven",2025-10-25
"28","B1","Gent","Standard",2025-10-25
"29","B1","Antwerp","Club Brugge",2025-10-26
"30","B1","Cercle Brugge","Waregem",2025-10-26
"31","B1","Genk","RAAL La Louviere",2025-10-26
"32","B1","St. Gilloise","St Truiden",2025-10-26
"33","B1","Standard","Charleroi",2025-10-31
"34","B1","Waregem","St. Gilloise",2025-11-01
"35","B1","Club Brugge","Dender",2025-11-01
"36","B1","Anderlecht","Mechelen",2025-11-01
"37","B1","Westerlo","Genk",2025-11-02
"38","B1","Oud-Heverlee Leuven","Gent",2025-11-02
"39","B1","St Truiden","Antwerp",2025-11-02
"40","B1","RAAL La Louviere","Cercle Brugge",2025-11-02
"41","B1","Dender","Waregem",2025-11-07
"42","B1","Cercle Brugge","Oud-Heverlee Leuven",2025-11-08
"43","B1","Charleroi","Westerlo",2025-11-08
"44","B1","Antwerp","RAAL La Louviere",2025-11-08
"45","B1","Anderlecht","Club Brugge",2025-11-09
"46","B1","St Truiden","Standard",2025-11-09
"47","B1","Gent","Genk",2025-11-09
"48","B1","Mechelen","St. Gilloise",2025-11-09
"49","B1","Standard","Waregem",2025-11-21
"50","B1","St. Gilloise","Cercle Brugge",2025-11-22
"51","B1","Westerlo","Gent",2025-11-22
"52","B1","Club Brugge","Charleroi",2025-11-22
"53","B1","Genk","Mechelen",2025-11-23
"54","B1","Antwerp","Dender",2025-11-23
"55","B1","RAAL La Louviere","Anderlecht",2025-11-23
"56","B1","Oud-Heverlee Leuven","St Truiden",2025-11-23
"57","B1","Mechelen","Standard",2025-11-28
"58","B1","Dender","Westerlo",2025-11-29
"59","B1","Waregem","Cercle Brugge",2025-11-29
"60","B1","Charleroi","RAAL La Louviere",2025-11-29
"61","B1","Club Brugge","Antwerp",2025-11-30
"62","B1","Genk","Oud-Heverlee Leuven",2025-11-30
"63","B1","Anderlecht","St. Gilloise",2025-11-30
"64","B1","Gent","St Truiden",2025-11-30
"65","B1","RAAL La Louviere","Dender",2025-12-05
"66","B1","Westerlo","Anderlecht",2025-12-06
"67","B1","St. Gilloise","Gent",2025-12-06
"68","B1","St Truiden","Club Brugge",2025-12-06
"69","B1","Mechelen","Charleroi",2025-12-07
"70","B1","Cercle Brugge","Standard",2025-12-07
"71","B1","Antwerp","Genk",2025-12-07
"72","B1","Oud-Heverlee Leuven","Waregem",2025-12-07
"73","B1","Standard","Oud-Heverlee Leuven",2025-12-12
"74","B1","Cercle Brugge","Mechelen",2025-12-13
"75","B1","Waregem","RAAL La Louviere",2025-12-13
"76","B1","Anderlecht","St Truiden",2025-12-13
"77","B1","Gent","Antwerp",2025-12-14
"78","B1","Dender","Club Brugge",2025-12-14
"79","B1","Charleroi","St. Gilloise",2025-12-14
"80","B1","Genk","Westerlo",2025-12-14
"81","B1","Charleroi","Genk",2025-12-19
"82","B1","Dender","Standard",2025-12-20
"83","B1","Westerlo","RAAL La Louviere",2025-12-20
"84","B1","St. Gilloise","Waregem",2025-12-20
"85","B1","Club Brugge","Gent",2025-12-21
"86","B1","St Truiden","Mechelen",2025-12-21
"87","B1","Antwerp","Anderlecht",2025-12-21
"88","B1","Oud-Heverlee Leuven","Cercle Brugge",2025-12-21
"89","B1","Mechelen","Club Brugge",2025-08-01
"90","B1","Westerlo","Waregem",2025-08-02
"91","B1","Standard","Dender",2025-08-02
"92","B1","Gent","RAAL La Louviere",2025-08-02
"93","B1","Genk","Antwerp",2025-08-03
"94","B1","Cercle Brugge","Anderlecht",2025-08-03
"95","B1","St. Gilloise","Oud-Heverlee Leuven",2025-08-03
"96","B1","Charleroi","St Truiden",2025-08-03
"97","B1","Genk","Club Brugge",2025-12-26
"98","B1","Cercle Brugge","St. Gilloise",2025-12-26
"99","B1","Standard","St Truiden",2025-12-26
"100","B1","Anderlecht","Charleroi",2025-12-26
"101","B1","Antwerp","Waregem",2025-12-27
"102","B1","RAAL La Louviere","Oud-Heverlee Leuven",2025-12-27
"103","B1","Mechelen","Dender",2025-12-27
"104","B1","Gent","Westerlo",2025-12-27
"105","B1","Dender","Antwerp",2026-01-17
"106","B1","St Truiden","Oud-Heverlee Leuven",2026-01-17
"107","B1","Charleroi","Standard",2026-01-17
"108","B1","St. Gilloise","Mechelen",2026-01-17
"109","B1","Club Brugge","RAAL La Louviere",2026-01-17
"110","B1","Westerlo","Cercle Brugge",2026-01-17
"111","B1","Gent","Anderlecht",2026-01-17
"112","B1","Waregem","Genk",2026-01-17
"113","B1","Antwerp","Charleroi",2026-01-24
"114","B1","Oud-Heverlee Leuven","St. Gilloise",2026-01-24
"115","B1","Genk","Cercle Brugge",2026-01-24
"116","B1","Mechelen","Westerlo",2026-01-24
"117","B1","Anderlecht","Dender",2026-01-24
"118","B1","RAAL La Louviere","St Truiden",2026-01-24
"119","B1","Club Brugge","Waregem",2026-01-24
"120","B1","Standard","Gent",2026-01-24
"121","B1","Standard","Anderlecht",2026-01-31
"122","B1","St Truiden","Charleroi",2026-01-31
"123","B1","Oud-Heverlee Leuven","Mechelen",2026-01-31
"124","B1","Dender","Genk",2026-01-31
"125","B1","Waregem","Westerlo",2026-01-31
"126","B1","Cercle Brugge","Antwerp",2026-01-31
"127","B1","St. Gilloise","Club Brugge",2026-01-31
"128","B1","RAAL La Louviere","Gent",2026-01-31
"129","B1","St. Gilloise","RAAL La Louviere",2026-02-07
"130","B1","Club Brugge","Standard",2026-02-07
"131","B1","Waregem","Dender",2026-02-07
"132","B1","Gent","Oud-Heverlee Leuven",2026-02-07
"133","B1","Westerlo","St Truiden",2026-02-07
"134","B1","Mechelen","Antwerp",2026-02-07
"135","B1","Genk","Anderlecht",2026-02-07
"136","B1","Charleroi","Cercle Brugge",2026-02-07
"137","B1","St Truiden","Waregem",2026-02-14
"138","B1","Oud-Heverlee Leuven","Dender",2026-02-14
"139","B1","Charleroi","Gent",2026-02-14
"140","B1","Cercle Brugge","Club Brugge",2026-02-14
"141","B1","Mechelen","Genk",2026-02-14
"142","B1","Antwerp","Westerlo",2026-02-14
"143","B1","Standard","St. Gilloise",2026-02-14
"144","B1","Anderlecht","RAAL La Louviere",2026-02-14
"145","B1","St. Gilloise","Antwerp",2026-02-21
"146","B1","Dender","St Truiden",2026-02-21
"147","B1","Westerlo","Charleroi",2026-02-21
"148","B1","Waregem","Anderlecht",2026-02-21
"149","B1","RAAL La Louviere","Mechelen",2026-02-21
"150","B1","Genk","Standard",2026-02-21
"151","B1","Gent","Cercle Brugge",2026-02-21
"152","B1","Club Brugge","Oud-Heverlee Leuven",2026-02-21
"153","B1","Genk","Gent",2026-02-28
"154","B1","Cercle Brugge","Dender",2026-02-28
"155","B1","Mechelen","Waregem",2026-02-28
"156","B1","Antwerp","St Truiden",2026-02-28
"157","B1","Standard","RAAL La Louviere",2026-02-28
"158","B1","Westerlo","St. Gilloise",2026-02-28
"159","B1","Anderlecht","Oud-Heverlee Leuven",2026-02-28
"160","B1","Charleroi","Club Brugge",2026-02-28
"161","B1","St Truiden","Cercle Brugge",2026-03-07
"162","B1","RAAL La Louviere","Antwerp",2026-03-07
"163","B1","Club Brugge","Anderlecht",2026-03-07
"164","B1","Waregem","Standard",2026-03-07
"165","B1","Gent","Mechelen",2026-03-07
"166","B1","Oud-Heverlee Leuven","Westerlo",2026-03-07
"167","B1","St. Gilloise","Genk",2026-03-07
"168","B1","Dender","Charleroi",2026-03-07
"169","B1","Charleroi","Oud-Heverlee Leuven",2026-03-14
"170","B1","Mechelen","Anderlecht",2026-03-14
"171","B1","Gent","Waregem",2026-03-14
"172","B1","Antwerp","Standard",2026-03-14
"173","B1","St. Gilloise","Dender",2026-03-14
"174","B1","Westerlo","Club Brugge",2026-03-14
"175","B1","Cercle Brugge","RAAL La Louviere",2026-03-14
"176","B1","Genk","St Truiden",2026-03-14
"177","B1","St Truiden","Dender",2025-08-08
"178","B1","Club Brugge","Cercle Brugge",2025-08-09
"179","B1","Westerlo","Mechelen",2025-08-09
"180","B1","Gent","St. Gilloise",2025-08-09
"181","B1","RAAL La Louviere","Charleroi",2025-08-10
"182","B1","Anderlecht","Waregem",2025-08-10
"183","B1","Standard","Genk",2025-08-10
"184","B1","Antwerp","Oud-Heverlee Leuven",2025-08-10
"185","B1","Dender","Gent",2026-03-21
"186","B1","Oud-Heverlee Leuven","Antwerp",2026-03-21
"187","B1","Anderlecht","Cercle Brugge",2026-03-21
"188","B1","Club Brugge","Mechelen",2026-03-21
"189","B1","Waregem","Charleroi",2026-03-21
"190","B1","Standard","Westerlo",2026-03-21
"191","B1","St Truiden","St. Gilloise",2026-03-21
"192","B1","RAAL La Louviere","Genk",2026-03-21
"193","B1","Oud-Heverlee Leuven","Genk",2025-08-15
"194","B1","Waregem","Club Brugge",2025-08-16
"195","B1","Mechelen","Gent",2025-08-16
"196","B1","St. Gilloise","Standard",2025-08-16
"197","B1","Dender","Anderlecht",2025-08-17
"198","B1","St Truiden","RAAL La Louviere",2025-08-17
"199","B1","Charleroi","Antwerp",2025-08-17
"200","B1","Cercle Brugge","Westerlo",2025-08-17
"201","B1","Standard","Cercle Brugge",2025-08-23
"202","B1","Waregem","St Truiden",2025-08-23
"203","B1","Antwerp","Mechelen",2025-08-24
"204","B1","RAAL La Louviere","St. Gilloise",2025-08-24
"205","B1","Dender","Oud-Heverlee Leuven",2025-08-24
"206","B1","Genk","Charleroi",2025-09-17
"207","B1","Anderlecht","Gent",2025-09-23
"208","B1","Club Brugge","Westerlo",2025-09-24
"209","B1","Cercle Brugge","St Truiden",2025-08-29
"210","B1","Mechelen","RAAL La Louviere",2025-08-30
"211","B1","Westerlo","Antwerp",2025-08-30
"212","B1","Charleroi","Dender",2025-08-30
"213","B1","Gent","Club Brugge",2025-08-31
"214","B1","Oud-Heverlee Leuven","Standard",2025-08-31
"215","B1","St. Gilloise","Anderlecht",2025-08-31
"216","B1","Genk","Waregem",2025-08-31
"217","B1","Standard","Mechelen",2025-09-12
"218","B1","Waregem","Oud-Heverlee Leuven",2025-09-13
"219","B1","Dender","St. Gilloise",2025-09-13
"220","B1","RAAL La Louviere","Club Brugge",2025-09-13
"221","B1","Antwerp","Gent",2025-09-14
"222","B1","Cercle Brugge","Charleroi",2025-09-14
"223","B1","Anderlecht","Genk",2025-09-14
"224","B1","St Truiden","Westerlo",2025-09-14
"225","B1","Gent","Dender",2025-09-19
"226","B1","Oud-Heverlee Leuven","RAAL La Louviere",2025-09-20
"227","B1","Charleroi","Waregem",2025-09-20
"228","B1","Anderlecht","Antwerp",2025-09-20
"229","B1","Genk","St. Gilloise",2025-09-21
"230","B1","Westerlo","Standard",2025-09-21
"231","B1","Club Brugge","St Truiden",2025-09-21
