"","Div","HomeTeam","AwayTeam","Date"
"1","I1","Genoa","Inter",2024-08-17
"2","I1","Parma","Fiorentina",2024-08-17
"3","I1","Milan","Torino",2024-08-17
"4","I1","Empoli","Monza",2024-08-17
"5","I1","Verona","Napoli",2024-08-18
"6","I1","Bologna","Udinese",2024-08-18
"7","I1","Cagliari","Roma",2024-08-18
"8","I1","Lazio","Venezia",2024-08-18
"9","I1","Lecce","Atalanta",2024-08-19
"10","I1","Juventus","Como",2024-08-19
"11","I1","Como","Lazio",2024-10-30
"12","I1","Lecce","Verona",2024-10-30
"13","I1","Roma","Torino",2024-10-30
"14","I1","Genoa","Fiorentina",2024-10-30
"15","I1","Venezia","Udinese",2024-10-30
"16","I1","Atalanta","Monza",2024-10-30
"17","I1","Empoli","Inter",2024-10-30
"18","I1","Juventus","Parma",2024-10-30
"19","I1","Cagliari","Bologna",2024-10-30
"20","I1","Milan","Napoli",2024-10-30
"21","I1","Verona","Roma",2024-11-03
"22","I1","Bologna","Lecce",2024-11-03
"23","I1","Udinese","Juventus",2024-11-03
"24","I1","Napoli","Atalanta",2024-11-03
"25","I1","Monza","Milan",2024-11-03
"26","I1","Torino","Fiorentina",2024-11-03
"27","I1","Lazio","Cagliari",2024-11-03
"28","I1","Empoli","Como",2024-11-03
"29","I1","Parma","Genoa",2024-11-03
"30","I1","Inter","Venezia",2024-11-03
"31","I1","Cagliari","Milan",2024-11-10
"32","I1","Juventus","Torino",2024-11-10
"33","I1","Inter","Napoli",2024-11-10
"34","I1","Venezia","Parma",2024-11-10
"35","I1","Monza","Lazio",2024-11-10
"36","I1","Roma","Bologna",2024-11-10
"37","I1","Fiorentina","Verona",2024-11-10
"38","I1","Lecce","Empoli",2024-11-10
"39","I1","Genoa","Como",2024-11-10
"40","I1","Atalanta","Udinese",2024-11-10
"41","I1","Empoli","Udinese",2024-11-24
"42","I1","Milan","Juventus",2024-11-24
"43","I1","Napoli","Roma",2024-11-24
"44","I1","Venezia","Lecce",2024-11-24
"45","I1","Genoa","Cagliari",2024-11-24
"46","I1","Como","Fiorentina",2024-11-24
"47","I1","Torino","Monza",2024-11-24
"48","I1","Parma","Atalanta",2024-11-24
"49","I1","Lazio","Bologna",2024-11-24
"50","I1","Verona","Inter",2024-11-24
"51","I1","Torino","Napoli",2024-12-01
"52","I1","Milan","Empoli",2024-12-01
"53","I1","Como","Monza",2024-12-01
"54","I1","Parma","Lazio",2024-12-01
"55","I1","Lecce","Juventus",2024-12-01
"56","I1","Roma","Atalanta",2024-12-01
"57","I1","Bologna","Venezia",2024-12-01
"58","I1","Cagliari","Verona",2024-12-01
"59","I1","Udinese","Genoa",2024-12-01
"60","I1","Fiorentina","Inter",2024-12-01
"61","I1","Roma","Lecce",2024-12-08
"62","I1","Inter","Parma",2024-12-08
"63","I1","Atalanta","Milan",2024-12-08
"64","I1","Venezia","Como",2024-12-08
"65","I1","Genoa","Torino",2024-12-08
"66","I1","Verona","Empoli",2024-12-08
"67","I1","Fiorentina","Cagliari",2024-12-08
"68","I1","Napoli","Lazio",2024-12-08
"69","I1","Juventus","Bologna",2024-12-08
"70","I1","Monza","Udinese",2024-12-08
"71","I1","Lazio","Inter",2024-12-15
"72","I1","Como","Roma",2024-12-15
"73","I1","Empoli","Torino",2024-12-15
"74","I1","Lecce","Monza",2024-12-15
"75","I1","Cagliari","Atalanta",2024-12-15
"76","I1","Juventus","Venezia",2024-12-15
"77","I1","Udinese","Napoli",2024-12-15
"78","I1","Milan","Genoa",2024-12-15
"79","I1","Bologna","Fiorentina",2024-12-15
"80","I1","Parma","Verona",2024-12-15
"81","I1","Inter","Como",2024-12-22
"82","I1","Atalanta","Empoli",2024-12-22
"83","I1","Verona","Milan",2024-12-22
"84","I1","Torino","Bologna",2024-12-22
"85","I1","Fiorentina","Udinese",2024-12-22
"86","I1","Monza","Juventus",2024-12-22
"87","I1","Venezia","Cagliari",2024-12-22
"88","I1","Lecce","Lazio",2024-12-22
"89","I1","Roma","Parma",2024-12-22
"90","I1","Genoa","Napoli",2024-12-22
"91","I1","Milan","Roma",2024-12-29
"92","I1","Parma","Monza",2024-12-29
"93","I1","Empoli","Genoa",2024-12-29
"94","I1","Napoli","Venezia",2024-12-29
"95","I1","Bologna","Verona",2024-12-29
"96","I1","Lazio","Atalanta",2024-12-29
"97","I1","Juventus","Fiorentina",2024-12-29
"98","I1","Cagliari","Inter",2024-12-29
"99","I1","Como","Lecce",2024-12-29
"100","I1","Udinese","Torino",2024-12-29
"101","I1","Lecce","Genoa",2025-01-05
"102","I1","Atalanta","Juventus",2025-01-05
"103","I1","Inter","Bologna",2025-01-05
"104","I1","Roma","Lazio",2025-01-05
"105","I1","Venezia","Empoli",2025-01-05
"106","I1","Monza","Cagliari",2025-01-05
"107","I1","Verona","Udinese",2025-01-05
"108","I1","Fiorentina","Napoli",2025-01-05
"109","I1","Como","Milan",2025-01-05
"110","I1","Torino","Parma",2025-01-05
"111","I1","Udinese","Lazio",2024-08-24
"112","I1","Parma","Milan",2024-08-24
"113","I1","Inter","Lecce",2024-08-24
"114","I1","Monza","Genoa",2024-08-24
"115","I1","Torino","Atalanta",2024-08-25
"116","I1","Fiorentina","Venezia",2024-08-25
"117","I1","Roma","Empoli",2024-08-25
"118","I1","Napoli","Bologna",2024-08-25
"119","I1","Cagliari","Como",2024-08-26
"120","I1","Verona","Juventus",2024-08-26
"121","I1","Napoli","Verona",2025-01-12
"122","I1","Venezia","Inter",2025-01-12
"123","I1","Milan","Cagliari",2025-01-12
"124","I1","Udinese","Atalanta",2025-01-12
"125","I1","Bologna","Roma",2025-01-12
"126","I1","Genoa","Parma",2025-01-12
"127","I1","Torino","Juventus",2025-01-12
"128","I1","Monza","Fiorentina",2025-01-12
"129","I1","Lazio","Como",2025-01-12
"130","I1","Empoli","Lecce",2025-01-12
"131","I1","Roma","Genoa",2025-01-19
"132","I1","Como","Udinese",2025-01-19
"133","I1","Fiorentina","Torino",2025-01-19
"134","I1","Cagliari","Lecce",2025-01-19
"135","I1","Juventus","Milan",2025-01-19
"136","I1","Inter","Empoli",2025-01-19
"137","I1","Bologna","Monza",2025-01-19
"138","I1","Verona","Lazio",2025-01-19
"139","I1","Atalanta","Napoli",2025-01-19
"140","I1","Parma","Venezia",2025-01-19
"141","I1","Venezia","Verona",2025-01-26
"142","I1","Milan","Parma",2025-01-26
"143","I1","Empoli","Bologna",2025-01-26
"144","I1","Genoa","Monza",2025-01-26
"145","I1","Lazio","Fiorentina",2025-01-26
"146","I1","Napoli","Juventus",2025-01-26
"147","I1","Como","Atalanta",2025-01-26
"148","I1","Udinese","Roma",2025-01-26
"149","I1","Lecce","Inter",2025-01-26
"150","I1","Torino","Cagliari",2025-01-26
"151","I1","Bologna","Como",2025-02-02
"152","I1","Juventus","Empoli",2025-02-02
"153","I1","Cagliari","Lazio",2025-02-02
"154","I1","Udinese","Venezia",2025-02-02
"155","I1","Atalanta","Torino",2025-02-02
"156","I1","Monza","Verona",2025-02-02
"157","I1","Roma","Napoli",2025-02-02
"158","I1","Parma","Lecce",2025-02-02
"159","I1","Milan","Inter",2025-02-02
"160","I1","Fiorentina","Genoa",2025-02-02
"161","I1","Torino","Genoa",2025-02-09
"162","I1","Cagliari","Parma",2025-02-09
"163","I1","Lecce","Bologna",2025-02-09
"164","I1","Napoli","Udinese",2025-02-09
"165","I1","Como","Juventus",2025-02-09
"166","I1","Empoli","Milan",2025-02-09
"167","I1","Venezia","Roma",2025-02-09
"168","I1","Lazio","Monza",2025-02-09
"169","I1","Inter","Fiorentina",2025-02-09
"170","I1","Verona","Atalanta",2025-02-09
"171","I1","Fiorentina","Como",2025-02-16
"172","I1","Juventus","Inter",2025-02-16
"173","I1","Udinese","Empoli",2025-02-16
"174","I1","Parma","Roma",2025-02-16
"175","I1","Genoa","Venezia",2025-02-16
"176","I1","Milan","Verona",2025-02-16
"177","I1","Lazio","Napoli",2025-02-16
"178","I1","Bologna","Torino",2025-02-16
"179","I1","Atalanta","Cagliari",2025-02-16
"180","I1","Monza","Lecce",2025-02-16
"181","I1","Venezia","Lazio",2025-02-23
"182","I1","Empoli","Atalanta",2025-02-23
"183","I1","Lecce","Udinese",2025-02-23
"184","I1","Inter","Genoa",2025-02-23
"185","I1","Roma","Monza",2025-02-23
"186","I1","Verona","Fiorentina",2025-02-23
"187","I1","Torino","Milan",2025-02-23
"188","I1","Cagliari","Juventus",2025-02-23
"189","I1","Parma","Bologna",2025-02-23
"190","I1","Como","Napoli",2025-02-23
"191","I1","Juventus","Verona",2025-03-02
"192","I1","Udinese","Parma",2025-03-02
"193","I1","Napoli","Inter",2025-03-02
"194","I1","Milan","Lazio",2025-03-02
"195","I1","Genoa","Empoli",2025-03-02
"196","I1","Roma","Como",2025-03-02
"197","I1","Atalanta","Venezia",2025-03-02
"198","I1","Fiorentina","Lecce",2025-03-02
"199","I1","Bologna","Cagliari",2025-03-02
"200","I1","Monza","Torino",2025-03-02
"201","I1","Lecce","Milan",2025-03-09
"202","I1","Napoli","Fiorentina",2025-03-09
"203","I1","Verona","Bologna",2025-03-09
"204","I1","Parma","Torino",2025-03-09
"205","I1","Como","Venezia",2025-03-09
"206","I1","Inter","Monza",2025-03-09
"207","I1","Empoli","Roma",2025-03-09
"208","I1","Juventus","Atalanta",2025-03-09
"209","I1","Cagliari","Genoa",2025-03-09
"210","I1","Lazio","Udinese",2025-03-09
"211","I1","Atalanta","Inter",2025-03-16
"212","I1","Udinese","Verona",2025-03-16
"213","I1","Roma","Cagliari",2025-03-16
"214","I1","Genoa","Lecce",2025-03-16
"215","I1","Bologna","Lazio",2025-03-16
"216","I1","Fiorentina","Juventus",2025-03-16
"217","I1","Milan","Como",2025-03-16
"218","I1","Monza","Parma",2025-03-16
"219","I1","Venezia","Napoli",2025-03-16
"220","I1","Torino","Empoli",2025-03-16
"221","I1","Venezia","Torino",2024-08-30
"222","I1","Inter","Atalanta",2024-08-30
"223","I1","Lecce","Cagliari",2024-08-31
"224","I1","Bologna","Empoli",2024-08-31
"225","I1","Lazio","Milan",2024-08-31
"226","I1","Napoli","Parma",2024-08-31
"227","I1","Fiorentina","Monza",2024-09-01
"228","I1","Genoa","Verona",2024-09-01
"229","I1","Udinese","Como",2024-09-01
"230","I1","Juventus","Roma",2024-09-01
"231","I1","Lazio","Torino",2025-03-30
"232","I1","Inter","Udinese",2025-03-30
"233","I1","Fiorentina","Atalanta",2025-03-30
"234","I1","Venezia","Bologna",2025-03-30
"235","I1","Verona","Parma",2025-03-30
"236","I1","Juventus","Genoa",2025-03-30
"237","I1","Cagliari","Monza",2025-03-30
"238","I1","Como","Empoli",2025-03-30
"239","I1","Napoli","Milan",2025-03-30
"240","I1","Lecce","Roma",2025-03-30
"241","I1","Empoli","Cagliari",2025-04-06
"242","I1","Lecce","Venezia",2025-04-06
"243","I1","Atalanta","Lazio",2025-04-06
"244","I1","Milan","Fiorentina",2025-04-06
"245","I1","Genoa","Udinese",2025-04-06
"246","I1","Roma","Juventus",2025-04-06
"247","I1","Parma","Inter",2025-04-06
"248","I1","Torino","Verona",2025-04-06
"249","I1","Bologna","Napoli",2025-04-06
"250","I1","Monza","Como",2025-04-06
"251","I1","Udinese","Milan",2025-04-13
"252","I1","Napoli","Empoli",2025-04-13
"253","I1","Verona","Genoa",2025-04-13
"254","I1","Venezia","Monza",2025-04-13
"255","I1","Como","Torino",2025-04-13
"256","I1","Fiorentina","Parma",2025-04-13
"257","I1","Lazio","Roma",2025-04-13
"258","I1","Juventus","Lecce",2025-04-13
"259","I1","Inter","Cagliari",2025-04-13
"260","I1","Atalanta","Bologna",2025-04-13
"261","I1","Cagliari","Fiorentina",2025-04-20
"262","I1","Parma","Juventus",2025-04-20
"263","I1","Genoa","Lazio",2025-04-20
"264","I1","Monza","Napoli",2025-04-20
"265","I1","Lecce","Como",2025-04-20
"266","I1","Torino","Udinese",2025-04-20
"267","I1","Empoli","Venezia",2025-04-20
"268","I1","Roma","Verona",2025-04-20
"269","I1","Milan","Atalanta",2025-04-20
"270","I1","Bologna","Inter",2025-04-20
"271","I1","Como","Genoa",2025-04-27
"272","I1","Verona","Cagliari",2025-04-27
"273","I1","Juventus","Monza",2025-04-27
"274","I1","Fiorentina","Empoli",2025-04-27
"275","I1","Napoli","Torino",2025-04-27
"276","I1","Venezia","Milan",2025-04-27
"277","I1","Inter","Roma",2025-04-27
"278","I1","Lazio","Parma",2025-04-27
"279","I1","Atalanta","Lecce",2025-04-27
"280","I1","Udinese","Bologna",2025-04-27
"281","I1","Roma","Fiorentina",2025-05-04
"282","I1","Genoa","Milan",2025-05-04
"283","I1","Parma","Como",2025-05-04
"284","I1","Bologna","Juventus",2025-05-04
"285","I1","Cagliari","Udinese",2025-05-04
"286","I1","Empoli","Lazio",2025-05-04
"287","I1","Lecce","Napoli",2025-05-04
"288","I1","Monza","Atalanta",2025-05-04
"289","I1","Inter","Verona",2025-05-04
"290","I1","Torino","Venezia",2025-05-04
"291","I1","Udinese","Monza",2025-05-11
"292","I1","Torino","Inter",2025-05-11
"293","I1","Como","Cagliari",2025-05-11
"294","I1","Lazio","Juventus",2025-05-11
"295","I1","Atalanta","Roma",2025-05-11
"296","I1","Verona","Lecce",2025-05-11
"297","I1","Napoli","Genoa",2025-05-11
"298","I1","Empoli","Parma",2025-05-11
"299","I1","Venezia","Fiorentina",2025-05-11
"300","I1","Milan","Bologna",2025-05-11
"301","I1","Inter","Lazio",2025-05-18
"302","I1","Verona","Como",2025-05-18
"303","I1","Monza","Empoli",2025-05-18
"304","I1","Lecce","Torino",2025-05-18
"305","I1","Parma","Napoli",2025-05-18
"306","I1","Juventus","Udinese",2025-05-18
"307","I1","Cagliari","Venezia",2025-05-18
"308","I1","Fiorentina","Bologna",2025-05-18
"309","I1","Roma","Milan",2025-05-18
"310","I1","Genoa","Atalanta",2025-05-18
"311","I1","Lazio","Lecce",2025-05-25
"312","I1","Venezia","Juventus",2025-05-25
"313","I1","Milan","Monza",2025-05-25
"314","I1","Napoli","Cagliari",2025-05-25
"315","I1","Como","Inter",2025-05-25
"316","I1","Udinese","Fiorentina",2025-05-25
"317","I1","Atalanta","Parma",2025-05-25
"318","I1","Bologna","Genoa",2025-05-25
"319","I1","Empoli","Verona",2025-05-25
"320","I1","Torino","Roma",2025-05-25
"321","I1","Cagliari","Napoli",2024-09-15
"322","I1","Como","Bologna",2024-09-15
"323","I1","Lazio","Verona",2024-09-15
"324","I1","Parma","Udinese",2024-09-15
"325","I1","Empoli","Juventus",2024-09-15
"326","I1","Genoa","Roma",2024-09-15
"327","I1","Atalanta","Fiorentina",2024-09-15
"328","I1","Monza","Inter",2024-09-15
"329","I1","Torino","Lecce",2024-09-15
"330","I1","Milan","Venezia",2024-09-15
"331","I1","Roma","Udinese",2024-09-22
"332","I1","Venezia","Genoa",2024-09-22
"333","I1","Verona","Torino",2024-09-22
"334","I1","Atalanta","Como",2024-09-22
"335","I1","Inter","Milan",2024-09-22
"336","I1","Juventus","Napoli",2024-09-22
"337","I1","Cagliari","Empoli",2024-09-22
"338","I1","Lecce","Parma",2024-09-22
"339","I1","Monza","Bologna",2024-09-22
"340","I1","Fiorentina","Lazio",2024-09-22
"341","I1","Empoli","Fiorentina",2024-09-29
"342","I1","Como","Verona",2024-09-29
"343","I1","Napoli","Monza",2024-09-29
"344","I1","Bologna","Atalanta",2024-09-29
"345","I1","Milan","Lecce",2024-09-29
"346","I1","Udinese","Inter",2024-09-29
"347","I1","Genoa","Juventus",2024-09-29
"348","I1","Torino","Lazio",2024-09-29
"349","I1","Parma","Cagliari",2024-09-29
"350","I1","Roma","Venezia",2024-09-29
"351","I1","Bologna","Parma",2024-10-06
"352","I1","Inter","Torino",2024-10-06
"353","I1","Juventus","Cagliari",2024-10-06
"354","I1","Lazio","Empoli",2024-10-06
"355","I1","Fiorentina","Milan",2024-10-06
"356","I1","Atalanta","Genoa",2024-10-06
"357","I1","Monza","Roma",2024-10-06
"358","I1","Napoli","Como",2024-10-06
"359","I1","Udinese","Lecce",2024-10-06
"360","I1","Verona","Venezia",2024-10-06
"361","I1","Lecce","Fiorentina",2024-10-20
"362","I1","Como","Parma",2024-10-20
"363","I1","Verona","Monza",2024-10-20
"364","I1","Cagliari","Torino",2024-10-20
"365","I1","Juventus","Lazio",2024-10-20
"366","I1","Venezia","Atalanta",2024-10-20
"367","I1","Genoa","Bologna",2024-10-20
"368","I1","Milan","Udinese",2024-10-20
"369","I1","Empoli","Napoli",2024-10-20
"370","I1","Roma","Inter",2024-10-20
"371","I1","Torino","Como",2024-10-27
"372","I1","Inter","Juventus",2024-10-27
"373","I1","Fiorentina","Roma",2024-10-27
"374","I1","Bologna","Milan",2024-10-27
"375","I1","Lazio","Genoa",2024-10-27
"376","I1","Napoli","Lecce",2024-10-27
"377","I1","Udinese","Cagliari",2024-10-27
"378","I1","Atalanta","Verona",2024-10-27
"379","I1","Parma","Empoli",2024-10-27
"380","I1","Monza","Venezia",2024-10-27
