"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","all_matchday"
"4640","F2",2025-05-02,"Clermont","Annecy",3,2,"H",2,0,"H",2.27,3.2,3.36,"2-0","3-2",5,3,10,1,3,2,0,0,0,5,15,17,5,5,32,"0-5","Y","Y","Y",5,0,33
"4641","F2",2025-05-02,"Dunkerque","Laval",0,0,"D",0,0,"D",1.77,3.66,4.62,"0-0","0-0",12,4,13,4,1,2,0,0,6,4,11,14,0,10,25,"6-4","N","N","N",3,0,33
"4642","F2",2025-05-02,"Grenoble","Troyes",3,1,"H",2,0,"H",3.18,3.27,2.33,"2-0","3-1",15,4,17,4,1,0,0,0,4,9,14,12,4,13,26,"4-9","Y","Y","Y",1,0,33
"4643","F2",2025-05-02,"Guingamp","Bastia",2,2,"D",1,1,"D",2.11,3.07,3.97,"1-1","2-2",20,10,13,4,2,5,0,0,12,6,7,20,4,18,27,"12-6","Y","Y","Y",7,0,33
"4644","F2",2025-05-02,"Martigues","Paris FC",1,1,"D",0,0,"D",5.56,3.7,1.65,"0-0","1-1",12,4,16,7,2,1,0,0,2,1,12,17,2,3,29,"2-1","Y","N","N",3,0,33
"4645","F2",2025-05-02,"Metz","Rodez",3,3,"D",0,0,"D",1.62,3.92,5.5,"0-0","3-3",16,8,16,7,1,3,0,0,5,8,7,18,6,13,25,"5-8","Y","Y","Y",4,0,33
"4646","F2",2025-05-10,"Annecy","Grenoble",3,1,"H",1,1,"D",1.96,3.5,3.67,"1-1","3-1",7,3,7,1,1,2,0,0,7,3,13,8,4,10,21,"7-3","Y","Y","Y",3,0,34
"4647","F2",2025-05-10,"Bastia","Caen",2,1,"H",1,1,"D",1.48,4.4,5.85,"1-1","2-1",27,11,4,2,0,2,0,0,12,1,11,8,3,13,19,"12-1","Y","Y","N",2,0,34
"4648","F2",2025-05-10,"Laval","Metz",2,3,"A",0,1,"A",2.18,4.03,2.78,"0-1","2-3",19,8,11,5,2,1,0,0,7,2,14,8,5,9,22,"7-2","Y","Y","Y",3,0,34
"4649","F2",2025-05-10,"Lorient","Martigues",5,1,"H",1,0,"H",1.55,3.6,6.66,"1-0","5-1",23,10,6,4,2,1,0,0,6,3,13,7,6,9,20,"6-3","Y","Y","Y",3,0,34
"4650","F2",2025-05-10,"Paris FC","Ajaccio",2,0,"H",0,0,"D",1.44,4.23,7.01,"0-0","2-0",19,6,10,1,0,1,0,0,3,3,11,13,2,6,24,"3-3","Y","N","N",1,0,34
"4651","F2",2025-05-10,"Pau FC","Guingamp",1,3,"A",1,1,"D",2.84,4.04,2.14,"1-1","1-3",8,2,14,8,3,2,1,0,5,5,9,10,4,10,19,"5-5","Y","Y","Y",5,1,34
"4652","F2",2025-05-10,"Red Star","Dunkerque",1,1,"D",1,1,"D",3.86,3.28,1.98,"1-1","1-1",10,5,10,2,2,1,0,1,1,3,5,15,2,4,20,"1-3","Y","N","N",3,1,34
"4653","F2",2025-05-10,"Rodez","Clermont",1,1,"D",1,1,"D",2.78,3.61,2.33,"1-1","1-1",11,2,8,2,1,2,0,0,2,12,14,7,2,14,21,"2-12","Y","N","N",3,0,34
"4654","F2",2025-05-10,"Troyes","Amiens",1,0,"H",0,0,"D",1.55,4.3,5.14,"0-0","1-0",21,7,16,2,0,2,0,0,9,2,9,10,1,11,19,"9-2","N","N","N",2,0,34
"6681","G1",2024-08-17,"PAOK","Panserraikos",3,2,"H",2,1,"H",1.13,8.19,15.33,"2-1","3-2",19,10,9,5,1,3,0,0,9,1,13,6,5,10,19,"9-1","Y","Y","Y",4,0,1
"6682","G1",2024-08-17,"Volos NFC","Olympiakos",0,2,"A",0,1,"A",8.11,6.08,1.28,"0-1","0-2",6,2,18,7,3,2,1,0,3,3,18,22,2,6,40,"3-3","Y","N","N",5,1,1
"6683","G1",2024-08-18,"Levadeiakos","Athens Kallithea",0,0,"D",0,0,"D",2.59,3.08,2.85,"0-0","0-0",12,3,2,0,3,6,0,0,2,5,16,21,0,7,37,"2-5","N","N","N",9,0,1
"6684","G1",2024-08-18,"Panathinaikos","Asteras Tripolis",0,1,"A",0,0,"D",1.3,5.23,9.01,"0-0","0-1",14,2,12,4,3,3,1,0,8,2,15,15,1,10,30,"8-2","N","N","N",6,1,1
"6685","G1",2024-08-18,"Atromitos","Aris",1,1,"D",0,0,"D",2.84,3.24,2.49,"0-0","1-1",8,6,10,2,2,3,0,0,3,4,18,19,2,7,37,"3-4","Y","N","N",5,0,1
"6686","G1",2024-08-18,"AEK","OFI Crete",3,0,"H",2,0,"H",1.18,6.93,12.26,"2-0","3-0",18,5,4,1,3,2,0,0,6,1,13,12,3,7,25,"6-1","Y","Y","N",5,0,1
"6687","G1",2024-08-19,"Panetolikos","Lamia",0,1,"A",0,0,"D",2.13,3.24,3.51,"0-0","0-1",9,5,11,5,2,7,1,1,4,3,14,19,1,7,33,"4-3","N","N","N",9,2,1
"6688","G1",2024-08-24,"OFI Crete","Atromitos",1,1,"D",1,0,"H",2.19,3.3,3.3,"1-0","1-1",7,2,13,2,8,6,1,2,4,3,26,14,2,7,40,"4-3","Y","N","N",14,3,2
"6689","G1",2024-08-24,"Panserraikos","Aris",0,1,"A",0,1,"A",2.75,3.18,2.61,"0-1","0-1",7,4,11,7,4,6,0,0,4,2,16,20,1,6,36,"4-2","N","N","N",10,0,2
"6690","G1",2024-08-24,"AEK","Lamia",1,1,"D",0,1,"A",1.1,10.02,17.71,"0-1","1-1",23,5,2,1,1,4,0,0,13,1,5,14,2,14,19,"13-1","Y","N","N",5,0,2
"6691","G1",2024-08-25,"Asteras Tripolis","Volos NFC",0,1,"A",0,1,"A",2.04,3.25,3.76,"0-1","0-1",17,3,6,3,3,4,0,0,13,0,10,18,1,13,28,"13-0","N","N","N",7,0,2
"6692","G1",2024-08-25,"PAOK","Panetolikos",2,0,"H",0,0,"D",1.2,6.43,11.63,"0-0","2-0",17,10,5,2,2,5,0,0,4,1,17,16,2,5,33,"4-1","Y","N","N",7,0,2
"6693","G1",2024-08-25,"Panathinaikos","Levadeiakos",1,0,"H",0,0,"D",1.19,6.25,13.49,"0-0","1-0",16,5,9,2,2,2,0,0,7,3,14,19,1,10,33,"7-3","N","N","N",4,0,2
"6694","G1",2024-08-26,"Olympiakos","Athens Kallithea",2,1,"H",1,0,"H",1.1,9.78,20.11,"1-0","2-1",13,5,8,4,1,2,0,0,7,3,11,16,3,10,27,"7-3","Y","Y","N",3,0,2
"6695","G1",2024-08-31,"Lamia","Olympiakos",0,3,"A",0,1,"A",11.12,6.37,1.21,"0-1","0-3",7,5,13,8,2,1,0,0,4,6,16,14,3,10,30,"4-6","Y","Y","N",3,0,3
"6696","G1",2024-08-31,"Aris","Asteras Tripolis",1,1,"D",0,0,"D",1.65,3.69,5.33,"0-0","1-1",15,12,13,10,4,3,0,1,4,3,0,0,2,7,0,"4-3","Y","N","N",7,1,3
"6697","G1",2024-08-31,"Panetolikos","Panserraikos",3,0,"H",1,0,"H",1.93,3.35,4.02,"1-0","3-0",10,8,10,7,4,3,0,0,3,4,16,14,3,7,30,"3-4","Y","Y","N",7,0,3
"6698","G1",2024-09-01,"Levadeiakos","AEK",0,3,"A",0,1,"A",8.73,5.85,1.27,"0-1","0-3",9,5,17,13,3,3,0,0,1,6,10,14,3,7,24,"1-6","Y","Y","N",6,0,3
"6699","G1",2024-09-01,"Volos NFC","OFI Crete",1,3,"A",0,1,"A",2.45,3.22,2.93,"0-1","1-3",10,3,5,3,3,2,0,0,7,0,26,19,4,7,45,"7-0","Y","Y","Y",5,0,3
"6700","G1",2024-09-01,"Atromitos","PAOK",1,2,"A",0,1,"A",6.05,4.63,1.45,"0-1","1-2",5,3,6,4,4,3,0,0,4,2,17,16,3,6,33,"4-2","Y","Y","N",7,0,3
"6701","G1",2024-09-01,"Athens Kallithea","Panathinaikos",2,2,"D",1,1,"D",6.38,5.05,1.4,"1-1","2-2",16,7,14,10,4,2,0,0,9,3,27,7,4,12,34,"9-3","Y","Y","Y",6,0,3
"6702","G1",2024-09-14,"Lamia","Athens Kallithea",0,0,"D",0,0,"D",2.25,3.32,3.19,"0-0","0-0",9,3,10,5,2,2,0,0,1,3,16,20,0,4,36,"1-3","N","N","N",4,0,4
"6703","G1",2024-09-14,"Asteras Tripolis","Atromitos",1,2,"A",1,2,"A",1.94,3.37,4.04,"1-2","1-2",15,6,8,2,1,5,0,0,6,1,17,18,3,7,35,"6-1","Y","Y","N",6,0,4
"6704","G1",2024-09-15,"Panserraikos","Levadeiakos",2,2,"D",2,0,"H",2.16,3.19,3.54,"2-0","2-2",7,4,8,6,6,4,0,1,2,5,16,17,4,7,33,"2-5","Y","Y","Y",10,1,4
"6705","G1",2024-09-15,"Olympiakos","Panetolikos",0,0,"D",0,0,"D",1.13,8.88,16.25,"0-0","0-0",20,5,7,0,0,2,0,0,8,0,7,11,0,8,18,"8-0","N","N","N",2,0,4
"6706","G1",2024-09-15,"OFI Crete","Aris",3,2,"H",1,0,"H",3.02,3.52,2.25,"1-0","3-2",10,7,15,6,3,2,0,0,6,7,18,18,5,13,36,"6-7","Y","Y","Y",5,0,4
"6707","G1",2024-09-15,"PAOK","Panathinaikos",0,0,"D",0,0,"D",1.88,3.41,4.26,"0-0","0-0",10,4,5,4,1,3,0,0,6,4,16,13,0,10,29,"6-4","N","N","N",4,0,4
"6708","G1",2024-09-16,"AEK","Volos NFC",2,0,"H",1,0,"H",1.09,10.69,22.76,"1-0","2-0",9,6,8,2,2,3,0,0,3,5,14,14,2,8,28,"3-5","Y","N","N",5,0,4
"6709","G1",2024-09-21,"Volos NFC","PAOK",1,4,"A",0,1,"A",8.34,5.18,1.33,"0-1","1-4",4,3,11,8,4,1,1,0,4,5,14,17,5,9,31,"4-5","Y","Y","Y",5,1,5
"6710","G1",2024-09-21,"Aris","Olympiakos",2,1,"H",2,0,"H",5.58,3.95,1.59,"2-0","2-1",6,3,9,4,2,4,0,0,3,5,12,18,3,8,30,"3-5","Y","Y","N",6,0,5
"6711","G1",2024-09-21,"Panetolikos","Asteras Tripolis",1,1,"D",1,1,"D",2.3,3.29,3.16,"1-1","1-1",10,3,10,3,4,5,0,1,1,3,11,17,2,4,28,"1-3","Y","N","N",9,1,5
"6712","G1",2024-09-22,"Levadeiakos","OFI Crete",1,1,"D",0,0,"D",2.45,3.1,3.09,"0-0","1-1",13,5,3,3,3,3,0,0,4,2,21,24,2,6,45,"4-2","Y","N","N",6,0,5
"6713","G1",2024-09-22,"Panathinaikos","Panserraikos",3,1,"H",1,1,"D",1.18,6.77,14.02,"1-1","3-1",23,20,15,11,1,4,0,0,7,1,8,15,4,8,23,"7-1","Y","Y","Y",5,0,5
"6714","G1",2024-09-22,"Atromitos","Lamia",4,2,"H",1,1,"D",1.89,3.43,4.2,"1-1","4-2",11,9,3,2,1,1,0,0,6,2,15,11,6,8,26,"6-2","Y","Y","Y",2,0,5
"6715","G1",2024-09-22,"Athens Kallithea","AEK",0,0,"D",0,0,"D",7.99,5.04,1.35,"0-0","0-0",10,2,13,6,3,5,0,0,2,13,12,19,0,15,31,"2-13","N","N","N",8,0,5
"6716","G1",2024-09-28,"Volos NFC","Athens Kallithea",1,1,"D",1,1,"D",2.37,3.2,3.12,"1-1","1-1",11,6,3,2,2,1,0,0,6,4,18,20,2,10,38,"6-4","Y","N","N",3,0,6
"6717","G1",2024-09-28,"Asteras Tripolis","Levadeiakos",1,1,"D",1,1,"D",1.82,3.44,4.59,"1-1","1-1",8,5,13,9,2,3,0,0,4,3,0,0,2,7,0,"4-3","Y","N","N",5,0,6
"6718","G1",2024-09-29,"OFI Crete","Panetolikos",1,2,"A",1,0,"H",1.89,3.34,4.35,"1-0","1-2",7,4,10,4,2,4,0,0,4,2,13,14,3,6,27,"4-2","Y","Y","N",6,0,6
"6719","G1",2024-09-29,"Olympiakos","Atromitos",2,0,"H",1,0,"H",1.22,6.21,11.94,"1-0","2-0",12,7,4,2,2,1,0,0,5,5,19,7,2,10,26,"5-5","Y","N","N",3,0,6
"6720","G1",2024-09-29,"PAOK","Aris",0,1,"A",0,0,"D",1.69,3.73,4.94,"0-0","0-1",12,3,9,8,2,3,0,0,5,5,8,12,1,10,20,"5-5","N","N","N",5,0,6
"6721","G1",2024-09-29,"AEK","Panathinaikos",2,0,"H",1,0,"H",1.83,3.54,4.32,"1-0","2-0",15,4,7,4,6,4,0,0,6,1,20,17,2,7,37,"6-1","Y","N","N",10,0,6
"6722","G1",2024-09-30,"Lamia","Panserraikos",1,2,"A",0,1,"A",2.48,3.49,2.74,"0-1","1-2",10,2,12,8,1,5,1,1,6,5,9,19,3,11,28,"6-5","Y","Y","N",6,2,6
"6723","G1",2024-10-05,"Atromitos","Volos NFC",1,2,"A",1,0,"H",1.86,3.25,4.69,"1-0","1-2",9,3,4,4,1,6,1,1,5,1,13,21,3,6,34,"5-1","Y","Y","N",7,2,7
"6724","G1",2024-10-05,"Panetolikos","AEK",1,0,"H",0,0,"D",9.5,5.25,1.3,"0-0","1-0",9,6,16,5,4,4,0,0,4,4,14,15,1,8,29,"4-4","N","N","N",8,0,7
"6725","G1",2024-10-05,"Aris","Lamia",2,0,"H",2,0,"H",1.5,4.22,6.3,"2-0","2-0",9,7,7,2,1,3,0,0,4,1,11,18,2,5,29,"4-1","Y","N","N",4,0,7
"6726","G1",2024-10-06,"Panserraikos","OFI Crete",2,3,"A",2,2,"D",2.68,3.1,2.78,"2-2","2-3",15,11,13,9,3,2,0,0,7,4,14,19,5,11,33,"7-4","Y","Y","Y",5,0,7
"6727","G1",2024-10-06,"Athens Kallithea","Asteras Tripolis",1,3,"A",1,1,"D",2.44,3.08,3.12,"1-1","1-3",5,2,9,6,2,4,1,0,1,1,14,13,4,2,27,"1-1","Y","Y","Y",6,1,7
"6728","G1",2024-10-06,"Levadeiakos","PAOK",0,2,"A",0,0,"D",7.16,4.51,1.43,"0-0","0-2",7,0,7,5,5,5,0,0,3,3,10,16,2,6,26,"3-3","Y","N","N",10,0,7
"6729","G1",2024-10-06,"Panathinaikos","Olympiakos",0,0,"D",0,0,"D",2.84,2.97,2.74,"0-0","0-0",14,6,13,6,3,4,0,0,6,7,13,15,0,13,28,"6-7","N","N","N",7,0,7
"6730","G1",2024-10-19,"Volos NFC","Panserraikos",0,1,"A",0,0,"D",2.17,3.14,3.61,"0-0","0-1",11,7,12,7,3,4,0,0,8,5,9,20,1,13,29,"8-5","N","N","N",7,0,8
"6731","G1",2024-10-19,"Atromitos","Panetolikos",0,2,"A",0,2,"A",1.79,3.38,4.93,"0-2","0-2",15,10,8,6,1,0,0,0,8,2,0,0,2,10,0,"8-2","Y","N","N",1,0,8
"6732","G1",2024-10-19,"Lamia","Asteras Tripolis",0,0,"D",0,0,"D",3.45,3.19,2.21,"0-0","0-0",8,3,6,3,2,3,0,0,6,5,15,15,0,11,30,"6-5","N","N","N",5,0,8
"6733","G1",2024-10-20,"Olympiakos","Levadeiakos",2,2,"D",2,1,"H",1.24,5.91,10.52,"2-1","2-2",13,9,3,2,1,7,0,0,7,2,11,20,4,9,31,"7-2","Y","Y","Y",8,0,8
"6734","G1",2024-10-20,"OFI Crete","Panathinaikos",0,1,"A",0,1,"A",4.84,4.05,1.65,"0-1","0-1",8,4,6,3,3,3,0,0,3,4,14,17,1,7,31,"3-4","N","N","N",6,0,8
"6735","G1",2024-10-20,"Aris","Athens Kallithea",2,0,"H",0,0,"D",1.52,4.11,6.26,"0-0","2-0",19,13,4,2,0,0,0,0,10,0,8,16,2,10,24,"10-0","Y","N","N",0,0,8
"6736","G1",2024-10-20,"AEK","PAOK",1,1,"D",1,1,"D",2.11,3.32,3.54,"1-1","1-1",7,1,4,2,2,1,0,0,5,2,8,11,2,7,19,"5-2","Y","N","N",3,0,8
"6737","G1",2024-10-26,"Panetolikos","Volos NFC",0,1,"A",0,0,"D",1.93,3.31,4.24,"0-0","0-1",8,4,15,4,7,4,1,0,2,5,14,24,1,7,38,"2-5","N","N","N",11,1,9
"6738","G1",2024-10-26,"Levadeiakos","Lamia",2,2,"D",1,1,"D",1.99,3.11,4.27,"1-1","2-2",9,6,12,4,3,1,0,0,3,2,14,15,4,5,29,"3-2","Y","Y","Y",4,0,9
"6739","G1",2024-10-26,"Panserraikos","AEK",1,0,"H",1,0,"H",7.5,5.18,1.36,"1-0","1-0",3,2,11,5,2,3,1,0,2,11,10,10,1,13,20,"2-11","N","N","N",5,1,9
"6740","G1",2024-10-27,"Asteras Tripolis","Olympiakos",1,0,"H",1,0,"H",7.45,4.49,1.41,"1-0","1-0",8,6,19,7,4,1,0,0,3,8,12,5,1,11,17,"3-8","N","N","N",5,0,9
"6741","G1",2024-10-27,"Panathinaikos","Aris",1,1,"D",1,0,"H",1.74,3.5,4.99,"1-0","1-1",10,5,8,1,2,3,0,0,5,2,12,14,2,7,26,"5-2","Y","N","N",5,0,9
"6742","G1",2024-10-27,"PAOK","OFI Crete",1,2,"A",1,0,"H",1.31,5.55,8.2,"1-0","1-2",11,6,9,5,4,4,0,0,5,4,15,18,3,9,33,"5-4","Y","Y","N",8,0,9
"6743","G1",2024-10-27,"Athens Kallithea","Atromitos",0,3,"A",0,1,"A",2.76,3.15,2.67,"0-1","0-3",6,3,13,7,2,4,0,0,4,7,23,14,3,11,37,"4-7","Y","Y","N",6,0,9
"6744","G1",2024-11-02,"Olympiakos","Panserraikos",2,1,"H",1,0,"H",1.15,7.17,17.44,"1-0","2-1",15,10,5,2,0,2,0,0,8,1,8,18,3,9,26,"8-1","Y","Y","N",2,0,10
"6745","G1",2024-11-02,"Athens Kallithea","Panetolikos",1,1,"D",1,1,"D",2.44,3.11,3.1,"1-1","1-1",16,5,7,3,0,1,0,0,6,5,12,16,2,11,28,"6-5","Y","N","N",1,0,10
"6746","G1",2024-11-03,"Aris","Levadeiakos",3,1,"H",2,1,"H",1.56,3.84,6.26,"2-1","3-1",10,7,8,5,3,4,0,0,0,5,21,16,4,5,37,"0-5","Y","Y","Y",7,0,10
"6747","G1",2024-11-03,"Volos NFC","Panathinaikos",0,1,"A",0,1,"A",6.72,4.2,1.48,"0-1","0-1",9,2,11,5,4,3,1,0,2,6,15,22,1,8,37,"2-6","N","N","N",7,1,10
"6748","G1",2024-11-03,"Atromitos","AEK",0,1,"A",0,1,"A",5.09,4,1.63,"0-1","0-1",7,3,6,2,1,3,0,0,5,2,17,15,1,7,32,"5-2","N","N","N",4,0,10
"6749","G1",2024-11-03,"Lamia","PAOK",1,2,"A",1,0,"H",8.68,4.95,1.34,"1-0","1-2",6,4,14,8,2,1,0,0,1,9,16,11,3,10,27,"1-9","Y","Y","N",3,0,10
"6750","G1",2024-11-04,"Asteras Tripolis","OFI Crete",3,0,"H",0,0,"D",2.1,3.35,3.55,"0-0","3-0",10,6,11,4,3,4,0,0,6,5,10,12,3,11,22,"6-5","Y","Y","N",7,0,10
"6751","G1",2024-11-09,"Panetolikos","Aris",2,1,"H",1,1,"D",3.67,3.19,2.12,"1-1","2-1",8,4,5,2,2,2,0,1,7,4,15,7,3,11,22,"7-4","Y","Y","N",4,1,11
"6752","G1",2024-11-09,"Panserraikos","Atromitos",2,3,"A",1,3,"A",3.38,2.89,2.42,"1-3","2-3",9,5,5,4,4,2,0,0,3,3,22,15,5,6,37,"3-3","Y","Y","Y",6,0,11
"6753","G1",2024-11-09,"AEK","Asteras Tripolis",3,0,"H",2,0,"H",1.29,5.4,9.52,"2-0","3-0",26,15,2,0,0,3,0,2,6,0,21,14,3,6,35,"6-0","Y","Y","N",3,2,11
"6754","G1",2024-11-10,"OFI Crete","Athens Kallithea",2,2,"D",2,0,"H",1.92,3.51,3.99,"2-0","2-2",9,6,20,8,2,2,0,0,2,7,17,17,4,9,34,"2-7","Y","Y","Y",4,0,11
"6755","G1",2024-11-10,"Levadeiakos","Volos NFC",3,2,"H",1,1,"D",2.27,3.17,3.35,"1-1","3-2",13,7,3,2,2,3,0,0,6,1,18,24,5,7,42,"6-1","Y","Y","Y",5,0,11
"6756","G1",2024-11-10,"Panathinaikos","Lamia",1,0,"H",0,0,"D",1.31,5.68,8.09,"0-0","1-0",11,5,3,3,3,4,0,1,7,1,15,16,1,8,31,"7-1","N","N","N",7,1,11
"6757","G1",2024-11-10,"PAOK","Olympiakos",2,3,"A",0,1,"A",2.64,3.09,2.85,"0-1","2-3",11,5,15,12,2,1,0,0,4,5,5,10,5,9,15,"4-5","Y","Y","Y",3,0,11
"6758","G1",2024-11-22,"Athens Kallithea","Panserraikos",1,2,"A",0,1,"A",2.09,3.25,3.93,"0-1","1-2",17,6,14,4,5,5,1,0,8,1,21,16,3,9,37,"8-1","Y","Y","N",10,1,12
"6759","G1",2024-11-23,"Lamia","OFI Crete",1,1,"D",1,1,"D",2.86,2.98,2.7,"1-1","1-1",10,3,9,5,1,2,0,0,5,6,23,16,2,11,39,"5-6","Y","N","N",3,0,12
"6760","G1",2024-11-23,"Aris","Volos NFC",0,1,"A",0,1,"A",1.56,4.23,5.45,"0-1","0-1",9,1,2,2,3,4,0,0,3,0,16,28,1,3,44,"3-0","N","N","N",7,0,12
"6761","G1",2024-11-24,"Panetolikos","Panathinaikos",1,2,"A",0,1,"A",5.51,3.72,1.64,"0-1","1-2",19,14,16,12,4,3,1,0,2,8,2,3,3,10,5,"2-8","Y","Y","N",7,1,12
"6762","G1",2024-11-24,"Asteras Tripolis","PAOK",1,2,"A",0,0,"D",5.64,3.99,1.58,"0-0","1-2",5,4,12,7,2,1,0,0,4,4,15,15,3,8,30,"4-4","Y","Y","N",3,0,12
"6763","G1",2024-11-24,"Olympiakos","AEK",4,1,"H",1,1,"D",2.16,3.33,3.42,"1-1","4-1",11,9,6,3,3,1,0,1,2,0,13,10,5,2,23,"2-0","Y","Y","Y",4,1,12
"6764","G1",2024-11-25,"Atromitos","Levadeiakos",2,1,"H",0,1,"A",1.72,3.53,5.12,"0-1","2-1",5,5,8,4,1,4,0,0,4,6,10,14,3,10,24,"4-6","Y","Y","N",5,0,12
"6765","G1",2024-11-30,"Volos NFC","Lamia",0,0,"D",0,0,"D",1.99,3.29,4,"0-0","0-0",10,6,9,4,4,3,0,0,6,4,18,19,0,10,37,"6-4","N","N","N",7,0,13
"6766","G1",2024-11-30,"Levadeiakos","Panetolikos",1,1,"D",1,0,"H",2.47,2.91,3.26,"1-0","1-1",8,2,4,4,7,5,1,1,5,0,18,14,2,5,32,"5-0","Y","N","N",12,2,13
"6767","G1",2024-11-30,"AEK","Aris",4,0,"H",2,0,"H",1.45,4.28,7.23,"2-0","4-0",20,5,3,0,2,3,0,0,7,0,17,20,4,7,37,"7-0","Y","Y","Y",5,0,13
"6768","G1",2024-12-01,"Panserraikos","Asteras Tripolis",2,1,"H",1,1,"D",2.85,3.17,2.58,"1-1","2-1",20,15,14,11,2,1,0,0,7,5,9,13,3,12,22,"7-5","Y","Y","N",3,0,13
"6769","G1",2024-12-01,"OFI Crete","Olympiakos",0,2,"A",0,0,"D",7.85,4.81,1.37,"0-0","0-2",10,3,13,5,2,3,0,0,4,6,17,20,2,10,37,"4-6","Y","N","N",5,0,13
"6770","G1",2024-12-01,"PAOK","Athens Kallithea",2,2,"D",1,0,"H",1.29,5.72,8.15,"1-0","2-2",8,5,9,4,1,5,0,0,7,4,12,15,4,11,27,"7-4","Y","Y","Y",6,0,13
"6771","G1",2024-12-01,"Panathinaikos","Atromitos",1,1,"D",1,0,"H",1.45,4.52,6.47,"1-0","1-1",9,4,4,2,1,6,0,0,6,1,11,23,2,7,34,"6-1","Y","N","N",7,0,13
"6772","G1",2024-12-07,"Olympiakos","Volos NFC",3,0,"H",2,0,"H",1.11,9.55,17.57,"2-0","3-0",15,8,1,0,0,2,0,0,5,1,16,11,3,6,27,"5-1","Y","Y","N",2,0,14
"6773","G1",2024-12-07,"Aris","Atromitos",2,1,"H",2,0,"H",1.83,3.49,4.45,"2-0","2-1",12,10,16,14,3,3,0,0,1,5,26,13,3,6,39,"1-5","Y","Y","N",6,0,14
"6774","G1",2024-12-08,"Panserraikos","PAOK",1,4,"A",0,2,"A",8.46,5.1,1.33,"0-2","1-4",4,3,19,14,3,1,1,0,4,7,10,19,5,11,29,"4-7","Y","Y","Y",4,1,14
"6775","G1",2024-12-08,"OFI Crete","AEK",1,2,"A",1,1,"D",7.03,4.69,1.41,"1-1","1-2",4,4,7,5,5,5,1,0,0,14,11,16,3,14,27,"0-14","Y","Y","N",10,1,14
"6776","G1",2024-12-08,"Asteras Tripolis","Panathinaikos",0,1,"A",0,0,"D",5.24,3.79,1.65,"0-0","0-1",14,6,16,7,5,2,0,0,6,9,19,11,1,15,30,"6-9","N","N","N",7,0,14
"6777","G1",2024-12-08,"Lamia","Panetolikos",0,1,"A",0,1,"A",2.94,2.85,2.76,"0-1","0-1",11,9,6,2,2,4,0,0,5,1,14,9,1,6,23,"5-1","N","N","N",6,0,14
"6778","G1",2024-12-09,"Athens Kallithea","Levadeiakos",2,4,"A",1,0,"H",2.49,2.83,3.32,"1-0","2-4",8,6,8,6,3,8,0,0,6,5,13,23,6,11,36,"6-5","Y","Y","Y",11,0,14
"6779","G1",2024-12-14,"Lamia","AEK",0,1,"A",0,0,"D",12.29,5.81,1.23,"0-0","0-1",2,1,11,3,2,2,0,0,2,8,15,18,1,10,33,"2-8","N","N","N",4,0,15
"6780","G1",2024-12-14,"Atromitos","OFI Crete",0,0,"D",0,0,"D",1.88,3.48,4.17,"0-0","0-0",9,3,2,0,2,4,0,0,4,2,17,10,0,6,27,"4-2","N","N","N",6,0,15
"6781","G1",2024-12-14,"Volos NFC","Asteras Tripolis",2,1,"H",0,0,"D",2.61,2.84,3.13,"0-0","2-1",4,3,12,6,4,2,0,0,1,10,12,16,3,11,28,"1-10","Y","Y","N",6,0,15
"6782","G1",2024-12-15,"Aris","Panserraikos",1,0,"H",0,0,"D",1.48,4.26,6.49,"0-0","1-0",22,13,15,11,6,5,1,0,6,3,0,0,1,9,0,"6-3","N","N","N",11,1,15
"6783","G1",2024-12-15,"Levadeiakos","Panathinaikos",0,1,"A",0,0,"D",7.5,4.31,1.43,"0-0","0-1",3,2,14,5,2,1,0,0,1,11,17,16,1,12,33,"1-11","N","N","N",3,0,15
"6784","G1",2024-12-15,"Panetolikos","PAOK",0,1,"A",0,0,"D",6.76,4.26,1.47,"0-0","0-1",5,2,11,8,4,3,0,0,3,7,12,14,1,10,26,"3-7","N","N","N",7,0,15
"6785","G1",2024-12-16,"Athens Kallithea","Olympiakos",1,1,"D",0,0,"D",8.59,5.05,1.34,"0-0","1-1",2,1,8,3,2,3,0,0,5,4,10,13,2,9,23,"5-4","Y","N","N",5,0,15
"6786","G1",2024-12-21,"Olympiakos","Lamia",1,0,"H",0,0,"D",1.13,8.38,17.61,"0-0","1-0",17,5,5,3,0,3,0,0,8,0,7,12,1,8,19,"8-0","N","N","N",3,0,16
"6787","G1",2024-12-22,"Panserraikos","Panetolikos",0,0,"D",0,0,"D",2.35,3.1,3.25,"0-0","0-0",13,3,11,4,3,1,0,0,4,6,12,10,0,10,22,"4-6","N","N","N",4,0,16
"6788","G1",2024-12-22,"Panathinaikos","Athens Kallithea",1,0,"H",0,0,"D",1.19,6.42,14.21,"0-0","1-0",41,31,3,2,5,5,0,1,17,3,17,17,1,20,34,"17-3","N","N","N",10,1,16
"6789","G1",2024-12-22,"PAOK","Atromitos",3,0,"H",1,0,"H",1.53,4.35,5.54,"1-0","3-0",12,7,4,1,2,4,0,1,7,6,10,15,3,13,25,"7-6","Y","Y","N",6,1,16
