"","Div","HomeTeam","AwayTeam","Date"
"1","D1","Mgladbach","Leverkusen",2024-08-23
"2","D1","Mainz","Union Berlin",2024-08-24
"3","D1","Augsburg","Werder Bremen",2024-08-24
"4","D1","Freiburg","Stuttgart",2024-08-24
"5","D1","Hoffenheim","Holstein Kiel",2024-08-24
"6","D1","RB Leipzig","Bochum",2024-08-24
"7","D1","Dortmund","Ein Frankfurt",2024-08-24
"8","D1","Wolfsburg","Bayern Munich",2024-08-25
"9","D1","St Pauli","Heidenheim",2024-08-25
"10","D1","Union Berlin","Freiburg",2024-11-09
"11","D1","St Pauli","Bayern Munich",2024-11-09
"12","D1","Stuttgart","Ein Frankfurt",2024-11-09
"13","D1","Heidenheim","Wolfsburg",2024-11-09
"14","D1","Bochum","Leverkusen",2024-11-09
"15","D1","Werder Bremen","Holstein Kiel",2024-11-09
"16","D1","RB Leipzig","Mgladbach",2024-11-09
"17","D1","Augsburg","Hoffenheim",2024-11-09
"18","D1","Mainz","Dortmund",2024-11-09
"19","D1","Wolfsburg","Union Berlin",2024-11-23
"20","D1","Leverkusen","Heidenheim",2024-11-23
"21","D1","Dortmund","Freiburg",2024-11-23
"22","D1","Bayern Munich","Augsburg",2024-11-23
"23","D1","Stuttgart","Bochum",2024-11-23
"24","D1","Mgladbach","St Pauli",2024-11-23
"25","D1","Ein Frankfurt","Werder Bremen",2024-11-23
"26","D1","Hoffenheim","RB Leipzig",2024-11-23
"27","D1","Holstein Kiel","Mainz",2024-11-23
"28","D1","Heidenheim","Ein Frankfurt",2024-11-30
"29","D1","Mainz","Hoffenheim",2024-11-30
"30","D1","Union Berlin","Leverkusen",2024-11-30
"31","D1","Freiburg","Mgladbach",2024-11-30
"32","D1","St Pauli","Holstein Kiel",2024-11-30
"33","D1","Werder Bremen","Stuttgart",2024-11-30
"34","D1","Dortmund","Bayern Munich",2024-11-30
"35","D1","RB Leipzig","Wolfsburg",2024-11-30
"36","D1","Augsburg","Bochum",2024-11-30
"37","D1","Leverkusen","St Pauli",2024-12-07
"38","D1","Hoffenheim","Freiburg",2024-12-07
"39","D1","Stuttgart","Union Berlin",2024-12-07
"40","D1","Ein Frankfurt","Augsburg",2024-12-07
"41","D1","Wolfsburg","Mainz",2024-12-07
"42","D1","Holstein Kiel","RB Leipzig",2024-12-07
"43","D1","Bochum","Werder Bremen",2024-12-07
"44","D1","Mgladbach","Dortmund",2024-12-07
"45","D1","Bayern Munich","Heidenheim",2024-12-07
"46","D1","Union Berlin","Bochum",2024-12-14
