"","Div","HomeTeam","AwayTeam","Date"
"1","SC1","Arbroath","Ayr",2025-08-01
"2","SC1","Raith Rvs","Queens Park",2025-08-02
"3","SC1","St Johnstone","Partick",2025-08-02
"4","SC1","Morton","Dunfermline",2025-08-02
"5","SC1","Airdrie Utd","Ross County",2025-08-02
"6","SC1","Morton","Partick",2025-10-11
"7","SC1","Arbroath","Queens Park",2025-10-11
"8","SC1","St Johnstone","Ross County",2025-10-11
"9","SC1","Airdrie Utd","Dunfermline",2025-10-11
"10","SC1","Raith Rvs","Ayr",2025-10-11
"11","SC1","Dunfermline","Raith Rvs",2025-10-17
"12","SC1","Queens Park","Airdrie Utd",2025-10-18
"13","SC1","Ayr","Morton",2025-10-18
"14","SC1","Arbroath","St Johnstone",2025-10-18
"15","SC1","Partick","Ross County",2025-10-18
"16","SC1","Ross County","Dunfermline",2025-10-25
"17","SC1","Airdrie Utd","Arbroath",2025-10-25
"18","SC1","Raith Rvs","Partick",2025-10-25
"19","SC1","Queens Park","Ayr",2025-10-25
"20","SC1","Morton","St Johnstone",2025-10-25
"21","SC1","Arbroath","Ross County",2025-11-01
"22","SC1","Raith Rvs","Morton",2025-11-01
"23","SC1","Partick","Queens Park",2025-11-01
"24","SC1","St Johnstone","Airdrie Utd",2025-11-01
"25","SC1","Ayr","Dunfermline",2025-11-01
"26","SC1","Dunfermline","St Johnstone",2025-11-08
"27","SC1","Morton","Arbroath",2025-11-08
"28","SC1","Ross County","Ayr",2025-11-08
"29","SC1","Queens Park","Raith Rvs",2025-11-08
"30","SC1","Airdrie Utd","Partick",2025-11-08
"31","SC1","Ross County","Morton",2025-11-15
"32","SC1","St Johnstone","Queens Park",2025-11-15
"33","SC1","Raith Rvs","Airdrie Utd",2025-11-15
"34","SC1","Partick","Dunfermline",2025-11-15
"35","SC1","Ayr","Arbroath",2025-11-15
"36","SC1","Arbroath","Raith Rvs",2025-11-22
"37","SC1","Queens Park","Ross County",2025-11-22
"38","SC1","Partick","St Johnstone",2025-11-22
"39","SC1","Dunfermline","Morton",2025-11-22
"40","SC1","Airdrie Utd","Ayr",2025-11-22
"41","SC1","Dunfermline","Arbroath",2025-12-06
"42","SC1","St Johnstone","Raith Rvs",2025-12-06
"43","SC1","Ross County","Airdrie Utd",2025-12-06
"44","SC1","Ayr","Partick",2025-12-06
"45","SC1","Morton","Queens Park",2025-12-06
"46","SC1","Morton","Airdrie Utd",2025-12-13
"47","SC1","Arbroath","Partick",2025-12-13
"48","SC1","Raith Rvs","Ross County",2025-12-13
"49","SC1","Ayr","St Johnstone",2025-12-13
"50","SC1","Queens Park","Dunfermline",2025-12-13
"51","SC1","Partick","Raith Rvs",2025-12-20
"52","SC1","St Johnstone","Morton",2025-12-20
"53","SC1","Dunfermline","Ayr",2025-12-20
"54","SC1","Airdrie Utd","Queens Park",2025-12-20
"55","SC1","Ross County","Arbroath",2025-12-20
"56","SC1","Ross County","St Johnstone",2025-08-08
"57","SC1","Dunfermline","Airdrie Utd",2025-08-09
"58","SC1","Partick","Morton",2025-08-09
"59","SC1","Ayr","Raith Rvs",2025-08-09
