MatchNumber,RoundNumber,Location,Date,Home_Team,Away_Team
47,1,stadium,8/21/2021,Rotherham,Sheffield Weds
48,1,stadium,8/21/2021,Charlton,Wigan
49,1,stadium,8/28/2021,Milton Keynes Dons,Accrington
50,1,stadium,8/28/2021,Ipswich,AFC Wimbledon
51,1,stadium,8/28/2021,Cambridge,Bolton
52,1,stadium,8/28/2021,Burton,Cheltenham
53,1,stadium,8/28/2021,Charlton,Crewe
54,1,stadium,8/28/2021,Rotherham,Doncaster
55,1,stadium,8/28/2021,Plymouth,Fleetwood Town
56,1,stadium,8/28/2021,Shrewsbury,Gillingham
57,1,stadium,8/28/2021,Oxford,Lincoln
58,1,stadium,8/28/2021,Wigan,Portsmouth
59,1,stadium,8/28/2021,Morecambe,Sheffield Weds
60,1,stadium,8/28/2021,Sunderland,Wycombe
61,1,stadium,9/4/2021,Bolton,Burton
62,1,stadium,9/4/2021,Doncaster,Cambridge
63,1,stadium,9/4/2021,Gillingham,Charlton
64,1,stadium,9/4/2021,Wycombe,Ipswich
65,1,stadium,9/4/2021,Cheltenham,Milton Keynes Dons
66,1,stadium,9/4/2021,Crewe,Morecambe
67,1,stadium,9/4/2021,AFC Wimbledon,Oxford
68,1,stadium,9/4/2021,Portsmouth,Plymouth
69,1,stadium,9/4/2021,Lincoln,Rotherham
70,1,stadium,9/4/2021,Accrington,Shrewsbury
71,1,stadium,9/4/2021,Sheffield Weds,Sunderland
72,1,stadium,9/4/2021,Fleetwood Town,Wigan
73,1,stadium,9/11/2021,Sunderland,Accrington
74,1,stadium,9/11/2021,Morecambe,AFC Wimbledon
75,1,stadium,9/11/2021,Ipswich,Bolton
76,1,stadium,9/11/2021,Charlton,Cheltenham
77,1,stadium,9/11/2021,Shrewsbury,Crewe
78,1,stadium,9/11/2021,Wigan,Doncaster
79,1,stadium,9/11/2021,Rotherham,Fleetwood Town
80,1,stadium,9/11/2021,Burton,Gillingham
81,1,stadium,9/11/2021,Cambridge,Lincoln
82,1,stadium,9/11/2021,Milton Keynes Dons,Portsmouth
83,1,stadium,9/11/2021,Plymouth,Sheffield Weds
84,1,stadium,9/11/2021,Oxford,Wycombe
85,1,stadium,9/18/2021,Crewe,Burton
86,1,stadium,9/18/2021,Portsmouth,Cambridge
87,1,stadium,9/18/2021,Wycombe,Charlton
88,1,stadium,9/18/2021,Lincoln,Ipswich
89,1,stadium,9/18/2021,Gillingham,Milton Keynes Dons
90,1,stadium,9/18/2021,Doncaster,Morecambe
91,1,stadium,9/18/2021,Cheltenham,Oxford
92,1,stadium,9/18/2021,AFC Wimbledon,Plymouth
93,1,stadium,9/18/2021,Bolton,Rotherham
94,1,stadium,9/18/2021,Sheffield Weds,Shrewsbury
95,1,stadium,9/18/2021,Fleetwood Town,Sunderland
96,1,stadium,9/18/2021,Accrington,Wigan
97,1,stadium,9/25/2021,Morecambe,Accrington
98,1,stadium,9/25/2021,Shrewsbury,AFC Wimbledon
99,1,stadium,9/25/2021,Sunderland,Bolton
100,1,stadium,9/25/2021,Wigan,Cheltenham
101,1,stadium,9/25/2021,Rotherham,Crewe
102,1,stadium,9/25/2021,Plymouth,Doncaster
103,1,stadium,9/25/2021,Cambridge,Fleetwood Town
104,1,stadium,9/25/2021,Oxford,Gillingham
105,1,stadium,9/25/2021,Burton,Lincoln
106,1,stadium,9/25/2021,Charlton,Portsmouth
107,1,stadium,9/25/2021,Ipswich,Sheffield Weds
108,1,stadium,9/25/2021,Milton Keynes Dons,Wycombe
109,1,stadium,9/28/2021,Oxford,Accrington
110,1,stadium,9/28/2021,Rotherham,AFC Wimbledon
111,1,stadium,9/28/2021,Charlton,Bolton
112,1,stadium,9/28/2021,Sunderland,Cheltenham
113,1,stadium,9/28/2021,Plymouth,Crewe
114,1,stadium,9/28/2021,Ipswich,Doncaster
115,1,stadium,9/28/2021,Milton Keynes Dons,Fleetwood Town
116,1,stadium,9/28/2021,Cambridge,Gillingham
117,1,stadium,9/28/2021,Morecambe,Lincoln
118,1,stadium,9/28/2021,Burton,Portsmouth
119,1,stadium,9/28/2021,Wigan,Sheffield Weds
120,1,stadium,9/28/2021,Shrewsbury,Wycombe
121,1,stadium,10/2/2021,AFC Wimbledon,Burton
122,1,stadium,10/2/2021,Crewe,Cambridge
123,1,stadium,10/2/2021,Fleetwood Town,Charlton
124,1,stadium,10/2/2021,Accrington,Ipswich
125,1,stadium,10/2/2021,Doncaster,Milton Keynes Dons
126,1,stadium,10/2/2021,Wycombe,Morecambe
127,1,stadium,10/2/2021,Sheffield Weds,Oxford
128,1,stadium,10/2/2021,Lincoln,Plymouth
129,1,stadium,10/2/2021,Cheltenham,Rotherham
130,1,stadium,10/2/2021,Bolton,Shrewsbury
131,1,stadium,10/2/2021,Portsmouth,Sunderland
132,1,stadium,10/2/2021,Gillingham,Wigan
133,1,stadium,10/9/2021,Milton Keynes Dons,AFC Wimbledon
134,1,stadium,10/9/2021,Sheffield Weds,Bolton
135,1,stadium,10/9/2021,Plymouth,Burton
136,1,stadium,10/9/2021,Morecambe,Cambridge
137,1,stadium,10/9/2021,Portsmouth,Cheltenham
138,1,stadium,10/9/2021,Crewe,Doncaster
139,1,stadium,10/9/2021,Accrington,Fleetwood Town
140,1,stadium,10/9/2021,Wycombe,Gillingham
141,1,stadium,10/9/2021,Wigan,Lincoln
142,1,stadium,10/9/2021,Sunderland,Oxford
143,1,stadium,10/9/2021,Charlton,Rotherham
144,1,stadium,10/9/2021,Ipswich,Shrewsbury
145,1,stadium,10/16/2021,Cheltenham,Accrington
146,1,stadium,10/16/2021,Lincoln,Charlton
147,1,stadium,10/16/2021,Fleetwood Town,Crewe
148,1,stadium,10/16/2021,Cambridge,Ipswich
149,1,stadium,10/16/2021,Shrewsbury,Milton Keynes Dons
150,1,stadium,10/16/2021,Burton,Morecambe
151,1,stadium,10/16/2021,Oxford,Plymouth
152,1,stadium,10/16/2021,Rotherham,Portsmouth
153,1,stadium,10/16/2021,AFC Wimbledon,Sheffield Weds
154,1,stadium,10/16/2021,Gillingham,Sunderland
155,1,stadium,10/16/2021,Bolton,Wigan
156,1,stadium,10/16/2021,Doncaster,Wycombe
157,1,stadium,10/19/2021,Charlton,Accrington
158,1,stadium,10/19/2021,Lincoln,AFC Wimbledon
159,1,stadium,10/19/2021,Plymouth,Bolton
160,1,stadium,10/19/2021,Fleetwood Town,Burton
161,1,stadium,10/19/2021,Gillingham,Doncaster
162,1,stadium,10/19/2021,Portsmouth,Ipswich
163,1,stadium,10/19/2021,Wigan,Milton Keynes Dons
164,1,stadium,10/19/2021,Cheltenham,Morecambe
165,1,stadium,10/19/2021,Cambridge,Sheffield Weds
166,1,stadium,10/19/2021,Oxford,Shrewsbury
167,1,stadium,10/19/2021,Crewe,Sunderland
168,1,stadium,10/19/2021,Rotherham,Wycombe
169,1,stadium,10/23/2021,Shrewsbury,Cambridge
170,1,stadium,10/23/2021,Sunderland,Charlton
171,1,stadium,10/23/2021,Doncaster,Cheltenham
172,1,stadium,10/23/2021,Wycombe,Crewe
173,1,stadium,10/23/2021,Ipswich,Fleetwood Town
174,1,stadium,10/23/2021,Bolton,Gillingham
175,1,stadium,10/23/2021,Sheffield Weds,Lincoln
176,1,stadium,10/23/2021,Burton,Oxford
177,1,stadium,10/23/2021,Morecambe,Plymouth
178,1,stadium,10/23/2021,Accrington,Portsmouth
179,1,stadium,10/23/2021,Milton Keynes Dons,Rotherham
180,1,stadium,10/23/2021,AFC Wimbledon,Wigan
181,1,stadium,10/30/2021,Gillingham,Accrington
182,1,stadium,10/30/2021,Cambridge,AFC Wimbledon
183,1,stadium,10/30/2021,Portsmouth,Bolton
184,1,stadium,10/30/2021,Wigan,Burton
185,1,stadium,10/30/2021,Charlton,Doncaster
186,1,stadium,10/30/2021,Plymouth,Ipswich
187,1,stadium,10/30/2021,Crewe,Milton Keynes Dons
188,1,stadium,10/30/2021,Oxford,Morecambe
189,1,stadium,10/30/2021,Cheltenham,Sheffield Weds
190,1,stadium,10/30/2021,Lincoln,Shrewsbury
191,1,stadium,10/30/2021,Rotherham,Sunderland
192,1,stadium,10/30/2021,Fleetwood Town,Wycombe
193,1,stadium,11/13/2021,Milton Keynes Dons,Cambridge
194,1,stadium,11/13/2021,Burton,Charlton
195,1,stadium,11/13/2021,AFC Wimbledon,Cheltenham
196,1,stadium,11/13/2021,Bolton,Crewe
197,1,stadium,11/13/2021,Doncaster,Fleetwood Town
198,1,stadium,11/13/2021,Sheffield Weds,Gillingham
199,1,stadium,11/13/2021,Sunderland,Lincoln
200,1,stadium,11/13/2021,Ipswich,Oxford
201,1,stadium,11/13/2021,Accrington,Plymouth
202,1,stadium,11/13/2021,Wycombe,Portsmouth
203,1,stadium,11/13/2021,Shrewsbury,Rotherham
204,1,stadium,11/13/2021,Morecambe,Wigan
205,1,stadium,11/20/2021,Portsmouth,AFC Wimbledon
206,1,stadium,11/20/2021,Wycombe,Bolton
207,1,stadium,11/20/2021,Milton Keynes Dons,Burton
208,1,stadium,11/20/2021,Rotherham,Cambridge
209,1,stadium,11/20/2021,Crewe,Gillingham
210,1,stadium,11/20/2021,Sunderland,Ipswich
211,1,stadium,11/20/2021,Doncaster,Lincoln
212,1,stadium,11/20/2021,Fleetwood Town,Morecambe
213,1,stadium,11/20/2021,Wigan,Oxford
214,1,stadium,11/20/2021,Charlton,Plymouth
215,1,stadium,11/20/2021,Accrington,Sheffield Weds
216,1,stadium,11/20/2021,Cheltenham,Shrewsbury
217,1,stadium,11/23/2021,Burton,Accrington
218,1,stadium,11/23/2021,Morecambe,Charlton
219,1,stadium,11/23/2021,Gillingham,Cheltenham
220,1,stadium,11/23/2021,AFC Wimbledon,Crewe
221,1,stadium,11/23/2021,Bolton,Doncaster
222,1,stadium,11/23/2021,Oxford,Fleetwood Town
223,1,stadium,11/23/2021,Sheffield Weds,Milton Keynes Dons
224,1,stadium,11/23/2021,Lincoln,Portsmouth
225,1,stadium,11/23/2021,Ipswich,Rotherham
226,1,stadium,11/23/2021,Shrewsbury,Sunderland
227,1,stadium,11/23/2021,Cambridge,Wigan
228,1,stadium,11/23/2021,Plymouth,Wycombe
229,1,stadium,11/27/2021,Lincoln,Accrington
230,1,stadium,11/27/2021,Shrewsbury,Charlton
231,1,stadium,11/27/2021,Bolton,Cheltenham
232,1,stadium,11/27/2021,Ipswich,Crewe
233,1,stadium,11/27/2021,Burton,Doncaster
234,1,stadium,11/27/2021,AFC Wimbledon,Fleetwood Town
235,1,stadium,11/27/2021,Morecambe,Milton Keynes Dons
236,1,stadium,11/27/2021,Gillingham,Portsmouth
237,1,stadium,11/27/2021,Oxford,Rotherham
238,1,stadium,11/27/2021,Cambridge,Sunderland
239,1,stadium,11/27/2021,Plymouth,Wigan
240,1,stadium,11/27/2021,Sheffield Weds,Wycombe
241,1,stadium,12/7/2021,Accrington,AFC Wimbledon
242,1,stadium,12/7/2021,Fleetwood Town,Bolton
243,1,stadium,12/7/2021,Wycombe,Burton
244,1,stadium,12/7/2021,Cheltenham,Cambridge
245,1,stadium,12/7/2021,Rotherham,Gillingham
246,1,stadium,12/7/2021,Charlton,Ipswich
247,1,stadium,12/7/2021,Crewe,Lincoln
248,1,stadium,12/7/2021,Sunderland,Morecambe
249,1,stadium,12/7/2021,Doncaster,Oxford
250,1,stadium,12/7/2021,Milton Keynes Dons,Plymouth
251,1,stadium,12/7/2021,Portsmouth,Sheffield Weds
252,1,stadium,12/7/2021,Wigan,Shrewsbury
253,1,stadium,12/11/2021,Wycombe,AFC Wimbledon
254,1,stadium,12/11/2021,Accrington,Bolton
255,1,stadium,12/11/2021,Rotherham,Burton
256,1,stadium,12/11/2021,Charlton,Cambridge
257,1,stadium,12/11/2021,Fleetwood Town,Gillingham
258,1,stadium,12/11/2021,Wigan,Ipswich
259,1,stadium,12/11/2021,Cheltenham,Lincoln
260,1,stadium,12/11/2021,Portsmouth,Morecambe
261,1,stadium,12/11/2021,Milton Keynes Dons,Oxford
262,1,stadium,12/11/2021,Sunderland,Plymouth
263,1,stadium,12/11/2021,Crewe,Sheffield Weds
264,1,stadium,12/11/2021,Doncaster,Shrewsbury
265,1,stadium,12/18/2021,Sheffield Weds,Accrington
266,1,stadium,12/18/2021,Plymouth,Charlton
267,1,stadium,12/18/2021,Shrewsbury,Cheltenham
268,1,stadium,12/18/2021,Gillingham,Crewe
269,1,stadium,12/18/2021,Lincoln,Doncaster
270,1,stadium,12/18/2021,Morecambe,Fleetwood Town
271,1,stadium,12/18/2021,Burton,Milton Keynes Dons
272,1,stadium,12/18/2021,AFC Wimbledon,Portsmouth
273,1,stadium,12/18/2021,Cambridge,Rotherham
274,1,stadium,12/18/2021,Ipswich,Sunderland
275,1,stadium,12/18/2021,Oxford,Wigan
276,1,stadium,12/18/2021,Bolton,Wycombe
277,1,stadium,12/26/2021,Sheffield Weds,Burton
278,1,stadium,12/26/2021,Wycombe,Cambridge
279,1,stadium,12/26/2021,AFC Wimbledon,Charlton
280,1,stadium,12/26/2021,Gillingham,Ipswich
281,1,stadium,12/26/2021,Lincoln,Milton Keynes Dons
282,1,stadium,12/26/2021,Bolton,Morecambe
283,1,stadium,12/26/2021,Portsmouth,Oxford
284,1,stadium,12/26/2021,Cheltenham,Plymouth
285,1,stadium,12/26/2021,Accrington,Rotherham
286,1,stadium,12/26/2021,Fleetwood Town,Shrewsbury
287,1,stadium,12/26/2021,Doncaster,Sunderland
288,1,stadium,12/26/2021,Crewe,Wigan
289,1,stadium,12/29/2021,Shrewsbury,Accrington
290,1,stadium,12/29/2021,Oxford,AFC Wimbledon
291,1,stadium,12/29/2021,Burton,Bolton
292,1,stadium,12/29/2021,Milton Keynes Dons,Cheltenham
293,1,stadium,12/29/2021,Morecambe,Crewe
294,1,stadium,12/29/2021,Cambridge,Doncaster
295,1,stadium,12/29/2021,Wigan,Fleetwood Town
296,1,stadium,12/29/2021,Charlton,Gillingham
297,1,stadium,12/29/2021,Rotherham,Lincoln
298,1,stadium,12/29/2021,Plymouth,Portsmouth
299,1,stadium,12/29/2021,Sunderland,Sheffield Weds
300,1,stadium,12/29/2021,Ipswich,Wycombe
301,1,stadium,1/1/2022,Wigan,Accrington
302,1,stadium,1/1/2022,Plymouth,AFC Wimbledon
303,1,stadium,1/1/2022,Rotherham,Bolton
304,1,stadium,1/1/2022,Oxford,Cheltenham
305,1,stadium,1/1/2022,Burton,Crewe
306,1,stadium,1/1/2022,Morecambe,Doncaster
307,1,stadium,1/1/2022,Sunderland,Fleetwood Town
308,1,stadium,1/1/2022,Milton Keynes Dons,Gillingham
309,1,stadium,1/1/2022,Ipswich,Lincoln
310,1,stadium,1/1/2022,Cambridge,Portsmouth
311,1,stadium,1/1/2022,Shrewsbury,Sheffield Weds
312,1,stadium,1/1/2022,Charlton,Wycombe
313,1,stadium,1/8/2022,Cheltenham,Burton
314,1,stadium,1/8/2022,Bolton,Cambridge
315,1,stadium,1/8/2022,Crewe,Charlton
316,1,stadium,1/8/2022,AFC Wimbledon,Ipswich
317,1,stadium,1/8/2022,Accrington,Milton Keynes Dons
318,1,stadium,1/8/2022,Sheffield Weds,Morecambe
319,1,stadium,1/8/2022,Lincoln,Oxford
320,1,stadium,1/8/2022,Fleetwood Town,Plymouth
321,1,stadium,1/8/2022,Doncaster,Rotherham
322,1,stadium,1/8/2022,Gillingham,Shrewsbury
323,1,stadium,1/8/2022,Wycombe,Sunderland
324,1,stadium,1/8/2022,Portsmouth,Wigan
325,1,stadium,1/15/2022,Gillingham,Burton
326,1,stadium,1/15/2022,Lincoln,Cambridge
327,1,stadium,1/15/2022,Cheltenham,Charlton
328,1,stadium,1/15/2022,Bolton,Ipswich
329,1,stadium,1/15/2022,Portsmouth,Milton Keynes Dons
330,1,stadium,1/15/2022,AFC Wimbledon,Morecambe
331,1,stadium,1/15/2022,Wycombe,Oxford
332,1,stadium,1/15/2022,Sheffield Weds,Plymouth
333,1,stadium,1/15/2022,Fleetwood Town,Rotherham
334,1,stadium,1/15/2022,Crewe,Shrewsbury
335,1,stadium,1/15/2022,Accrington,Sunderland
336,1,stadium,1/15/2022,Doncaster,Wigan
337,1,stadium,1/22/2022,Ipswich,Accrington
338,1,stadium,1/22/2022,Burton,AFC Wimbledon
339,1,stadium,1/22/2022,Shrewsbury,Bolton
340,1,stadium,1/22/2022,Rotherham,Cheltenham
341,1,stadium,1/22/2022,Cambridge,Crewe
342,1,stadium,1/22/2022,Milton Keynes Dons,Doncaster
343,1,stadium,1/22/2022,Charlton,Fleetwood Town
344,1,stadium,1/22/2022,Wigan,Gillingham
345,1,stadium,1/22/2022,Plymouth,Lincoln
346,1,stadium,1/22/2022,Sunderland,Portsmouth
347,1,stadium,1/22/2022,Oxford,Sheffield Weds
348,1,stadium,1/22/2022,Morecambe,Wycombe
349,1,stadium,1/29/2022,Lincoln,Burton
350,1,stadium,1/29/2022,Fleetwood Town,Cambridge
351,1,stadium,1/29/2022,Portsmouth,Charlton
352,1,stadium,1/29/2022,Sheffield Weds,Ipswich
353,1,stadium,1/29/2022,Wycombe,Milton Keynes Dons
354,1,stadium,1/29/2022,Accrington,Morecambe
355,1,stadium,1/29/2022,Gillingham,Oxford
356,1,stadium,1/29/2022,Doncaster,Plymouth
357,1,stadium,1/29/2022,Crewe,Rotherham
358,1,stadium,1/29/2022,AFC Wimbledon,Shrewsbury
359,1,stadium,1/29/2022,Bolton,Sunderland
360,1,stadium,1/29/2022,Cheltenham,Wigan
361,1,stadium,2/5/2022,Rotherham,Accrington
362,1,stadium,2/5/2022,Charlton,AFC Wimbledon
363,1,stadium,2/5/2022,Morecambe,Bolton
364,1,stadium,2/5/2022,Plymouth,Cheltenham
365,1,stadium,2/5/2022,Wigan,Crewe
366,1,stadium,2/5/2022,Sunderland,Doncaster
367,1,stadium,2/5/2022,Shrewsbury,Fleetwood Town
368,1,stadium,2/5/2022,Ipswich,Gillingham
369,1,stadium,2/5/2022,Milton Keynes Dons,Lincoln
370,1,stadium,2/5/2022,Oxford,Portsmouth
371,1,stadium,2/5/2022,Burton,Sheffield Weds
372,1,stadium,2/5/2022,Cambridge,Wycombe
373,1,stadium,2/8/2022,Portsmouth,Burton
374,1,stadium,2/8/2022,Gillingham,Cambridge
375,1,stadium,2/8/2022,Bolton,Charlton
376,1,stadium,2/8/2022,Doncaster,Ipswich
377,1,stadium,2/8/2022,Fleetwood Town,Milton Keynes Dons
378,1,stadium,2/8/2022,Lincoln,Morecambe
379,1,stadium,2/8/2022,Accrington,Oxford
380,1,stadium,2/8/2022,Crewe,Plymouth
381,1,stadium,2/8/2022,AFC Wimbledon,Rotherham
382,1,stadium,2/8/2022,Wycombe,Shrewsbury
383,1,stadium,2/8/2022,Cheltenham,Sunderland
384,1,stadium,2/8/2022,Sheffield Weds,Wigan
385,1,stadium,2/12/2022,Oxford,Bolton
386,1,stadium,2/12/2022,Burton,Cambridge
387,1,stadium,2/12/2022,Wigan,Charlton
388,1,stadium,2/12/2022,Accrington,Crewe
389,1,stadium,2/12/2022,Portsmouth,Doncaster
390,1,stadium,2/12/2022,Cheltenham,Fleetwood Town
391,1,stadium,2/12/2022,Morecambe,Gillingham
392,1,stadium,2/12/2022,Milton Keynes Dons,Ipswich
393,1,stadium,2/12/2022,Sheffield Weds,Rotherham
394,1,stadium,2/12/2022,Plymouth,Shrewsbury
395,1,stadium,2/12/2022,AFC Wimbledon,Sunderland
396,1,stadium,2/12/2022,Lincoln,Wycombe
397,1,stadium,2/19/2022,Cambridge,Accrington
398,1,stadium,2/19/2022,Bolton,AFC Wimbledon
399,1,stadium,2/19/2022,Ipswich,Burton
400,1,stadium,2/19/2022,Wycombe,Cheltenham
401,1,stadium,2/19/2022,Fleetwood Town,Lincoln
402,1,stadium,2/19/2022,Sunderland,Milton Keynes Dons
403,1,stadium,2/19/2022,Shrewsbury,Morecambe
404,1,stadium,2/19/2022,Charlton,Oxford
405,1,stadium,2/19/2022,Gillingham,Plymouth
406,1,stadium,2/19/2022,Crewe,Portsmouth
407,1,stadium,2/19/2022,Doncaster,Sheffield Weds
408,1,stadium,2/19/2022,Rotherham,Wigan
409,1,stadium,2/22/2022,Doncaster,Accrington
410,1,stadium,2/22/2022,Gillingham,AFC Wimbledon
411,1,stadium,2/22/2022,Sunderland,Burton
412,1,stadium,2/22/2022,Ipswich,Cheltenham
413,1,stadium,2/22/2022,Bolton,Lincoln
414,1,stadium,2/22/2022,Charlton,Milton Keynes Dons
415,1,stadium,2/22/2022,Rotherham,Morecambe
416,1,stadium,2/22/2022,Crewe,Oxford
417,1,stadium,2/22/2022,Cambridge,Plymouth
418,1,stadium,2/22/2022,Shrewsbury,Portsmouth
419,1,stadium,2/22/2022,Fleetwood Town,Sheffield Weds
420,1,stadium,2/22/2022,Wycombe,Wigan
421,1,stadium,2/26/2022,Milton Keynes Dons,Bolton
422,1,stadium,2/26/2022,Oxford,Cambridge
423,1,stadium,2/26/2022,Sheffield Weds,Charlton
424,1,stadium,2/26/2022,Cheltenham,Crewe
425,1,stadium,2/26/2022,AFC Wimbledon,Doncaster
426,1,stadium,2/26/2022,Portsmouth,Fleetwood Town
427,1,stadium,2/26/2022,Lincoln,Gillingham
428,1,stadium,2/26/2022,Morecambe,Ipswich
429,1,stadium,2/26/2022,Plymouth,Rotherham
430,1,stadium,2/26/2022,Burton,Shrewsbury
431,1,stadium,2/26/2022,Wigan,Sunderland
432,1,stadium,2/26/2022,Accrington,Wycombe
433,1,stadium,3/5/2022,Portsmouth,Accrington
434,1,stadium,3/5/2022,Wigan,AFC Wimbledon
435,1,stadium,3/5/2022,Gillingham,Bolton
436,1,stadium,3/5/2022,Oxford,Burton
437,1,stadium,3/5/2022,Cheltenham,Doncaster
438,1,stadium,3/5/2022,Fleetwood Town,Ipswich
439,1,stadium,3/5/2022,Rotherham,Milton Keynes Dons
440,1,stadium,3/5/2022,Plymouth,Morecambe
441,1,stadium,3/5/2022,Lincoln,Sheffield Weds
442,1,stadium,3/5/2022,Cambridge,Shrewsbury
443,1,stadium,3/5/2022,Charlton,Sunderland
444,1,stadium,3/5/2022,Crewe,Wycombe
445,1,stadium,3/12/2022,Sheffield Weds,Cambridge
446,1,stadium,3/12/2022,Accrington,Charlton
447,1,stadium,3/12/2022,Morecambe,Cheltenham
448,1,stadium,3/12/2022,Sunderland,Crewe
449,1,stadium,3/12/2022,Burton,Fleetwood Town
450,1,stadium,3/12/2022,Doncaster,Gillingham
451,1,stadium,3/12/2022,AFC Wimbledon,Lincoln
452,1,stadium,3/12/2022,Shrewsbury,Oxford
453,1,stadium,3/12/2022,Bolton,Plymouth
454,1,stadium,3/12/2022,Ipswich,Portsmouth
455,1,stadium,3/12/2022,Wycombe,Rotherham
456,1,stadium,3/12/2022,Milton Keynes Dons,Wigan
457,1,stadium,3/19/2022,Plymouth,Accrington
458,1,stadium,3/19/2022,Cheltenham,AFC Wimbledon
459,1,stadium,3/19/2022,Crewe,Bolton
460,1,stadium,3/19/2022,Charlton,Burton
461,1,stadium,3/19/2022,Fleetwood Town,Doncaster
462,1,stadium,3/19/2022,Oxford,Ipswich
463,1,stadium,3/19/2022,Cambridge,Milton Keynes Dons
464,1,stadium,3/19/2022,Wigan,Morecambe
465,1,stadium,3/19/2022,Gillingham,Sheffield Weds
466,1,stadium,3/19/2022,Rotherham,Shrewsbury
467,1,stadium,3/19/2022,Lincoln,Sunderland
468,1,stadium,3/19/2022,Portsmouth,Wycombe
469,1,stadium,3/26/2022,AFC Wimbledon,Cambridge
470,1,stadium,3/26/2022,Doncaster,Charlton
471,1,stadium,3/26/2022,Sheffield Weds,Cheltenham
472,1,stadium,3/26/2022,Milton Keynes Dons,Crewe
473,1,stadium,3/26/2022,Wycombe,Fleetwood Town
474,1,stadium,3/26/2022,Accrington,Gillingham
475,1,stadium,3/26/2022,Shrewsbury,Lincoln
476,1,stadium,3/26/2022,Morecambe,Oxford
477,1,stadium,3/26/2022,Ipswich,Plymouth
478,1,stadium,3/26/2022,Bolton,Portsmouth
479,1,stadium,3/26/2022,Sunderland,Rotherham
480,1,stadium,3/26/2022,Burton,Wigan
481,1,stadium,4/2/2022,Sheffield Weds,AFC Wimbledon
482,1,stadium,4/2/2022,Wigan,Bolton
483,1,stadium,4/2/2022,Morecambe,Burton
484,1,stadium,4/2/2022,Ipswich,Cambridge
485,1,stadium,4/2/2022,Accrington,Cheltenham
486,1,stadium,4/2/2022,Wycombe,Doncaster
487,1,stadium,4/2/2022,Crewe,Fleetwood Town
488,1,stadium,4/2/2022,Sunderland,Gillingham
489,1,stadium,4/2/2022,Charlton,Lincoln
490,1,stadium,4/2/2022,Plymouth,Oxford
491,1,stadium,4/2/2022,Portsmouth,Rotherham
492,1,stadium,4/2/2022,Milton Keynes Dons,Shrewsbury
493,1,stadium,4/9/2022,Fleetwood Town,Accrington
494,1,stadium,4/9/2022,Rotherham,Charlton
495,1,stadium,4/9/2022,Doncaster,Crewe
496,1,stadium,4/9/2022,Shrewsbury,Ipswich
497,1,stadium,4/9/2022,AFC Wimbledon,Milton Keynes Dons
498,1,stadium,4/9/2022,Cambridge,Morecambe
499,1,stadium,4/9/2022,Burton,Plymouth
