Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,HTCS,CS,HS,HST,AS,AST,HY,AY,HR,AR,HCO,ACO,HF,AF
E0,31/08/2024,Everton,Bournemouth,2,3,A,0,0,D,2.82,3.38,2.62,0-0,2-3,18,8,17,7,2,1,0,0,8,4,6,1
E0,31/08/2024,Ipswich,Fulham,1,1,D,1,1,D,3.14,3.53,2.32,1-1,1-1,11,4,9,4,2,3,0,0,8,6,15,15
E0,31/08/2024,Leicester,Aston Villa,1,2,A,0,1,A,4.8,4.09,1.71,0-1,1-2,9,3,10,5,4,5,0,0,1,4,13,21
E0,31/08/2024,Nottm Forest,Wolves,1,1,D,1,1,D,2.02,3.7,3.71,1-1,1-1,16,5,11,3,3,4,0,0,7,3,15,18
E0,31/08/2024,West Ham,Man City,1,3,A,1,2,A,7.69,5.64,1.37,1-2,1-3,10,2,23,8,3,2,0,0,3,11,10,3
E0,01/09/2024,Chelsea,Crystal Palace,1,1,D,1,0,H,1.63,4.4,5.06,1-0,1-1,13,7,9,3,4,2,0,0,4,5,9,13
E0,01/09/2024,Newcastle,Tottenham,2,1,H,1,0,H,2.5,3.96,2.62,1-0,2-1,9,3,20,6,4,4,0,0,7,12,16,13
E0,01/09/2024,Man United,Liverpool,0,3,A,0,2,A,3.93,4.31,1.82,0-2,0-3,8,3,11,3,4,1,0,0,5,2,7,7
E0,14/09/2024,Southampton,Man United,0,3,A,0,2,A,4.5,4.13,1.74,0-2,0-3,6,4,20,10,1,4,1,0,0,7,11,14
E0,14/09/2024,Brighton,Ipswich,0,0,D,0,0,D,1.38,5.13,8.05,0-0,0-0,21,6,6,1,4,3,0,0,9,2,14,16
E0,14/09/2024,Crystal Palace,Leicester,2,2,D,0,1,A,1.62,4.13,5.48,0-1,2-2,20,4,9,4,0,3,0,0,5,2,11,15
E0,14/09/2024,Fulham,West Ham,1,1,D,1,0,H,2.4,3.53,2.97,1-0,1-1,21,5,11,3,2,3,0,0,3,2,15,18
E0,14/09/2024,Liverpool,Nottm Forest,0,1,A,0,0,D,1.21,7.23,12.71,0-0,0-1,14,5,5,3,4,4,0,0,7,2,15,6
E0,14/09/2024,Man City,Brentford,2,1,H,2,1,H,1.17,8.43,14.62,2-1,2-1,18,7,8,5,3,1,0,0,12,3,9,3
E0,14/09/2024,Aston Villa,Everton,3,2,H,1,2,A,1.51,4.45,6.48,1-2,3-2,17,8,6,2,1,4,0,0,6,2,10,12
E0,14/09/2024,Bournemouth,Chelsea,0,1,A,0,0,D,3.32,3.97,2.06,0-0,0-1,19,7,10,3,6,8,0,0,6,3,16,9
E0,15/09/2024,Tottenham,Arsenal,0,1,A,0,0,D,3.03,3.62,2.32,0-0,0-1,15,5,7,4,5,3,0,0,7,6,13,10
E0,15/09/2024,Wolves,Newcastle,1,2,A,1,0,H,3.41,3.71,2.1,1-0,1-2,12,5,14,6,3,3,0,0,4,7,17,6
E0,21/09/2024,West Ham,Chelsea,0,3,A,0,2,A,3.59,3.93,1.99,0-2,0-3,15,7,12,5,5,2,0,0,6,5,17,9
E0,21/09/2024,Aston Villa,Wolves,3,1,H,0,1,A,1.59,4.47,5.44,0-1,3-1,9,4,10,4,3,6,0,0,6,5,11,16
E0,21/09/2024,Fulham,Newcastle,3,1,H,2,0,H,2.89,3.54,2.47,2-0,3-1,22,11,15,4,6,0,0,0,6,0,16,8
E0,21/09/2024,Leicester,Everton,1,1,D,0,1,A,2.54,3.43,2.88,0-1,1-1,12,2,16,5,1,2,0,0,6,1,11,12
E0,21/09/2024,Liverpool,Bournemouth,3,0,H,3,0,H,1.28,6.36,9.45,3-0,3-0,19,13,19,6,1,4,0,0,3,9,10,12
E0,21/09/2024,Southampton,Ipswich,1,1,D,1,0,H,2.27,3.5,3.24,1-0,1-1,11,3,13,6,4,4,0,0,2,10,16,16
E0,21/09/2024,Tottenham,Brentford,3,1,H,2,1,H,1.55,4.77,5.48,2-1,3-1,23,10,6,6,3,1,0,0,9,4,11,9
E0,21/09/2024,Crystal Palace,Man United,0,0,D,0,0,D,2.92,3.76,2.35,0-0,0-0,9,4,15,6,3,1,0,0,4,11,7,12
E0,22/09/2024,Brighton,Nottm Forest,2,2,D,2,1,H,1.79,3.91,4.51,2-1,2-2,14,3,4,3,3,4,0,1,9,1,12,11
E0,22/09/2024,Man City,Arsenal,2,2,D,1,2,A,1.85,3.66,4.54,1-2,2-2,33,11,5,3,3,4,0,1,8,2,7,10
E0,28/09/2024,Newcastle,Man City,1,1,D,0,1,A,5.18,4.54,1.6,0-1,1-1,11,4,16,6,4,4,0,0,5,6,14,10
E0,28/09/2024,Arsenal,Leicester,4,2,H,2,0,H,1.18,8.27,14.09,2-0,4-2,36,16,5,3,2,4,0,0,17,0,11,6
E0,28/09/2024,Brentford,West Ham,1,1,D,1,0,H,2.23,3.63,3.22,1-0,1-1,8,3,19,3,2,3,0,0,7,7,2,11
E0,28/09/2024,Chelsea,Brighton,4,2,H,4,2,H,1.75,4.3,4.32,4-2,4-2,15,7,15,5,3,2,0,0,8,2,11,8
E0,28/09/2024,Everton,Crystal Palace,2,1,H,0,1,A,2.76,3.35,2.69,0-1,2-1,8,2,17,5,2,1,0,0,5,8,13,11
E0,28/09/2024,Nottm Forest,Fulham,0,1,A,0,0,D,2.49,3.32,3.03,0-0,0-1,11,1,14,2,2,4,0,0,6,5,11,15
E0,28/09/2024,Wolves,Liverpool,1,2,A,0,1,A,8.09,5.63,1.36,0-1,1-2,8,3,10,6,2,3,0,0,2,10,16,8
E0,29/09/2024,Ipswich,Aston Villa,2,2,D,1,2,A,4.34,3.77,1.85,1-2,2-2,15,5,7,3,4,1,0,0,10,0,10,14
E0,29/09/2024,Man United,Tottenham,0,3,A,0,1,A,2.42,3.9,2.75,0-1,0-3,11,2,24,10,5,3,1,0,5,3,16,14
E0,30/09/2024,Bournemouth,Southampton,3,1,H,3,0,H,1.65,4.37,5.01,3-0,3-1,14,6,9,3,2,5,0,0,7,4,19,12
E0,05/10/2024,Crystal Palace,Liverpool,0,1,A,0,1,A,6.38,4.71,1.5,0-1,0-1,9,5,16,4,4,2,0,0,3,8,7,15
E0,05/10/2024,Arsenal,Southampton,3,1,H,0,0,D,1.13,9.46,19.13,0-0,3-1,29,6,8,2,0,3,0,0,13,1,10,9
E0,05/10/2024,Brentford,Wolves,5,3,H,4,2,H,2.14,3.62,3.44,4-2,5-3,19,12,17,6,2,3,0,0,10,3,9,10
E0,05/10/2024,Leicester,Bournemouth,1,0,H,1,0,H,3.35,3.63,2.17,1-0,1-0,6,2,17,2,4,1,0,0,0,9,12,14
E0,05/10/2024,Man City,Fulham,3,2,H,1,1,D,1.23,7.15,10.66,1-1,3-2,20,7,11,4,2,1,0,0,8,3,4,10
E0,05/10/2024,West Ham,Ipswich,4,1,H,2,1,H,1.81,4.02,4.29,2-1,4-1,23,13,9,2,0,1,0,0,5,5,12,6
E0,05/10/2024,Everton,Newcastle,0,0,D,0,0,D,3.18,3.59,2.27,0-0,0-0,8,2,14,3,1,2,0,0,0,10,12,8
E0,06/10/2024,Aston Villa,Man United,0,0,D,0,0,D,2.22,3.87,3.09,0-0,0-0,11,1,10,4,1,5,0,0,6,3,12,11
E0,06/10/2024,Chelsea,Nottm Forest,1,1,D,0,0,D,1.5,4.81,6.2,0-0,1-1,22,8,16,9,6,2,0,1,11,3,12,11
E0,06/10/2024,Brighton,Tottenham,3,2,H,0,2,A,2.95,3.99,2.25,0-2,3-2,11,4,13,3,2,2,0,0,4,7,14,10
E0,19/10/2024,Tottenham,West Ham,4,1,H,1,1,D,1.5,5.01,5.88,1-1,4-1,22,7,11,4,1,3,0,1,13,5,10,15
E0,19/10/2024,Fulham,Aston Villa,1,3,A,1,1,D,2.46,3.5,2.94,1-1,1-3,10,4,14,5,3,3,1,1,6,11,8,11
E0,19/10/2024,Ipswich,Everton,0,2,A,0,2,A,2.4,3.43,3.07,0-2,0-2,13,2,11,8,1,1,0,0,5,8,12,10
E0,19/10/2024,Man United,Brentford,2,1,H,0,1,A,1.72,4.37,4.43,0-1,2-1,23,11,8,2,2,2,0,0,9,2,14,5
E0,19/10/2024,Newcastle,Brighton,0,1,A,0,1,A,2.01,3.91,3.55,0-1,0-1,21,6,10,5,2,2,0,0,9,4,11,9
E0,19/10/2024,Southampton,Leicester,2,3,A,2,0,H,2.34,3.53,3.09,2-0,2-3,14,7,18,4,5,3,1,0,10,6,10,10
E0,19/10/2024,Bournemouth,Arsenal,2,0,H,0,0,D,5.01,4.13,1.68,0-0,2-0,13,4,6,1,1,1,0,1,7,4,12,11
E0,20/10/2024,Wolves,Man City,1,2,A,1,1,D,9.01,5.92,1.32,1-1,1-2,3,2,22,7,4,1,0,0,1,18,8,5
E0,20/10/2024,Liverpool,Chelsea,2,1,H,1,0,H,1.62,4.47,5.08,1-0,2-1,9,5,12,2,4,3,0,0,1,6,12,13
E0,21/10/2024,Nottm Forest,Crystal Palace,1,0,H,0,0,D,2.41,3.28,3.19,0-0,1-0,20,6,20,7,2,3,0,0,6,6,9,12
E0,25/10/2024,Leicester,Nottm Forest,1,3,A,1,1,D,3.14,3.35,2.43,1-1,1-3,11,1,20,5,5,2,0,0,6,7,16,9
E0,26/10/2024,Aston Villa,Bournemouth,1,1,D,0,0,D,1.86,4,4.03,0-0,1-1,18,8,11,3,7,6,0,0,9,7,12,14
E0,26/10/2024,Brentford,Ipswich,4,3,H,2,2,D,1.65,4.35,4.94,2-2,4-3,20,9,11,5,0,1,0,1,5,5,7,10
E0,26/10/2024,Brighton,Wolves,2,2,D,1,0,H,1.66,4.34,4.9,1-0,2-2,19,6,14,7,3,3,0,0,9,6,12,10
E0,26/10/2024,Man City,Southampton,1,0,H,1,0,H,1.1,11.9,20.73,1-0,1-0,22,8,5,2,1,3,0,0,12,1,9,9
E0,26/10/2024,Everton,Fulham,1,1,D,0,0,D,2.8,3.38,2.63,0-0,1-1,10,5,14,3,1,0,0,0,4,2,8,8
E0,27/10/2024,Chelsea,Newcastle,2,1,H,1,1,D,1.75,4.35,4.28,1-1,2-1,17,7,11,3,6,3,0,0,7,4,13,16
E0,27/10/2024,Crystal Palace,Tottenham,1,0,H,1,0,H,4.05,3.98,1.86,1-0,1-0,14,6,11,3,4,4,0,0,8,8,16,12
E0,27/10/2024,West Ham,Man United,2,1,H,0,0,D,2.94,3.73,2.35,0-0,2-1,12,3,18,5,5,1,0,0,6,5,6,7
E0,27/10/2024,Arsenal,Liverpool,2,2,D,2,1,H,2.54,3.4,2.9,2-1,2-2,9,3,9,4,2,2,0,0,1,3,14,14
E0,02/11/2024,Newcastle,Arsenal,1,0,H,1,0,H,3.85,3.69,1.99,1-0,1-0,9,4,10,1,4,4,0,0,4,6,16,18
E0,02/11/2024,Bournemouth,Man City,2,1,H,1,0,H,5.29,4.48,1.6,1-0,2-1,12,6,18,4,2,1,0,0,3,10,11,6
E0,02/11/2024,Ipswich,Leicester,1,1,D,0,0,D,2.28,3.63,3.13,0-0,1-1,14,2,20,6,4,2,1,0,4,6,11,10
E0,02/11/2024,Liverpool,Brighton,2,1,H,0,1,A,1.39,5.54,7.11,0-1,2-1,16,8,13,5,1,1,0,0,10,7,10,18
E0,02/11/2024,Nottm Forest,West Ham,3,0,H,1,0,H,2.15,3.51,3.53,1-0,3-0,19,6,4,2,1,2,0,1,11,6,7,9
E0,02/11/2024,Southampton,Everton,1,0,H,0,0,D,2.7,3.45,2.69,0-0,1-0,9,2,16,5,4,2,0,0,3,6,14,18
E0,02/11/2024,Wolves,Crystal Palace,2,2,D,0,0,D,2.55,3.34,2.92,0-0,2-2,11,6,19,7,1,2,0,0,3,6,7,9
E0,03/11/2024,Tottenham,Aston Villa,4,1,H,0,1,A,1.97,4.07,3.55,0-1,4-1,16,6,12,1,2,0,0,0,6,4,14,14
E0,03/11/2024,Man United,Chelsea,1,1,D,0,0,D,2.61,3.81,2.58,0-0,1-1,11,4,12,3,6,2,0,0,4,8,19,14
E0,04/11/2024,Fulham,Brentford,2,1,H,0,1,A,2.04,3.73,3.61,0-1,2-1,26,12,5,2,2,1,0,0,11,3,3,10
E0,09/11/2024,Brentford,Bournemouth,3,2,H,1,1,D,2.59,3.56,2.73,1-1,3-2,12,6,15,3,2,4,0,0,6,4,8,16
E0,09/11/2024,Crystal Palace,Fulham,0,2,A,0,1,A,2.79,3.44,2.6,0-1,0-2,13,5,17,7,1,1,1,0,1,8,10,11
E0,09/11/2024,West Ham,Everton,0,0,D,0,0,D,2.2,3.55,3.37,0-0,0-0,11,6,18,4,1,2,0,0,7,6,10,9
E0,09/11/2024,Wolves,Southampton,2,0,H,1,0,H,1.99,3.84,3.7,1-0,2-0,8,4,9,0,1,4,0,0,1,9,14,12
E0,09/11/2024,Brighton,Man City,2,1,H,0,1,A,4.49,4.18,1.74,0-1,2-1,10,4,15,6,3,3,0,0,0,4,12,10
E0,09/11/2024,Liverpool,Aston Villa,2,0,H,1,0,H,1.42,5.45,6.7,1-0,2-0,14,5,12,2,0,3,0,0,2,9,11,15
E0,10/11/2024,Man United,Leicester,3,0,H,2,0,H,1.39,5.34,7.62,2-0,3-0,13,3,6,5,0,1,0,0,1,5,9,5
E0,10/11/2024,Nottm Forest,Newcastle,1,3,A,1,0,H,2.71,3.29,2.78,1-0,1-3,9,3,17,6,1,1,0,0,4,5,13,6
E0,10/11/2024,Tottenham,Ipswich,1,2,A,0,2,A,1.25,6.95,9.87,0-2,1-2,17,5,8,3,1,5,0,0,12,2,10,19
E0,10/11/2024,Chelsea,Arsenal,1,1,D,0,0,D,2.75,3.53,2.59,0-0,1-1,17,3,13,3,4,2,0,0,4,3,12,12
E0,23/11/2024,Leicester,Chelsea,1,2,A,0,1,A,7.05,4.78,1.46,0-1,1-2,4,1,16,7,4,3,0,0,2,9,15,12
E0,23/11/2024,Arsenal,Nottm Forest,3,0,H,1,0,H,1.38,5.03,8.73,1-0,3-0,19,7,7,0,3,2,0,0,8,1,10,1
E0,23/11/2024,Aston Villa,Crystal Palace,2,2,D,1,2,A,1.63,4.06,5.59,1-2,2-2,17,5,13,6,3,2,0,0,10,1,10,11
E0,23/11/2024,Bournemouth,Brighton,1,2,A,0,1,A,2.42,3.62,2.91,0-1,1-2,19,5,6,4,2,2,0,1,7,0,13,10
E0,23/11/2024,Everton,Brentford,0,0,D,0,0,D,2.5,3.38,2.97,0-0,0-0,27,5,9,2,0,0,0,1,10,4,8,10
E0,23/11/2024,Fulham,Wolves,1,4,A,1,1,D,1.64,4.11,5.43,1-1,1-4,10,3,10,5,3,0,0,0,7,2,14,14
E0,23/11/2024,Man City,Tottenham,0,4,A,0,2,A,1.48,4.98,6.13,0-2,0-4,23,5,9,7,4,2,0,0,9,3,19,9
E0,24/11/2024,Southampton,Liverpool,2,3,A,1,1,D,10.83,5.79,1.28,1-1,2-3,7,5,27,11,3,4,0,0,3,10,11,9
E0,24/11/2024,Ipswich,Man United,1,1,D,1,1,D,5.24,4.25,1.64,1-1,1-1,11,6,11,4,0,0,0,0,4,3,11,10
E0,25/11/2024,Newcastle,West Ham,0,2,A,0,1,A,1.5,4.58,6.49,0-1,0-2,18,2,15,6,1,0,0,0,8,3,11,8
E0,29/11/2024,Brighton,Southampton,1,1,D,1,0,H,1.39,5.33,7.66,1-0,1-1,22,5,10,2,2,4,0,0,7,6,20,16
E0,30/11/2024,Brentford,Leicester,4,1,H,3,1,H,1.65,4.33,4.98,3-1,4-1,13,6,7,3,1,1,0,0,5,4,9,10
E0,30/11/2024,Crystal Palace,Newcastle,1,1,D,0,0,D,3.16,3.52,2.31,0-0,1-1,16,4,1,0,3,3,0,0,8,9,12,11
E0,30/11/2024,Nottm Forest,Ipswich,1,0,H,0,0,D,1.78,3.75,4.85,0-0,1-0,12,5,7,3,1,3,0,0,8,7,5,16
E0,30/11/2024,Wolves,Bournemouth,2,4,A,1,3,A,2.86,3.6,2.46,1-3,2-4,10,3,12,8,4,1,0,0,3,4,13,11
E0,30/11/2024,West Ham,Arsenal,2,5,A,2,5,A,7.07,4.76,1.46,2-5,2-5,12,5,16,7,4,1,0,0,2,10,10,13
E0,01/12/2024,Chelsea,Aston Villa,3,0,H,2,0,H,1.7,4.3,4.6,2-0,3-0,17,8,10,4,2,2,0,0,3,4,21,6
E0,01/12/2024,Man United,Everton,4,0,H,2,0,H,1.55,4.36,6.17,2-0,4-0,11,5,8,2,2,3,0,0,2,2,12,12
E0,01/12/2024,Tottenham,Fulham,1,1,D,0,0,D,1.75,4.35,4.28,0-0,1-1,8,3,14,6,0,1,0,1,7,11,4,14
E0,01/12/2024,Liverpool,Man City,2,0,H,1,0,H,2.08,3.76,3.48,1-0,2-0,18,7,8,2,1,3,0,0,7,4,9,8
E0,03/12/2024,Ipswich,Crystal Palace,0,1,A,0,0,D,3.15,3.41,2.39,0-0,0-1,9,2,13,3,2,4,0,0,4,7,14,13
E0,03/12/2024,Leicester,West Ham,3,1,H,1,0,H,2.95,3.43,2.52,1-0,3-1,8,6,31,10,2,2,0,0,3,9,9,7
E0,04/12/2024,Everton,Wolves,4,0,H,2,0,H,2.16,3.4,3.62,2-0,4-0,13,4,6,2,2,0,0,0,3,4,10,8
E0,04/12/2024,Man City,Nottm Forest,3,0,H,2,0,H,1.36,5.41,8.26,2-0,3-0,17,7,12,3,2,4,0,0,8,2,7,15
E0,04/12/2024,Newcastle,Liverpool,3,3,D,1,0,H,4.29,4.04,1.8,1-0,3-3,17,6,16,5,2,5,0,0,5,6,9,17
E0,04/12/2024,Southampton,Chelsea,1,5,A,1,3,A,8.92,5.79,1.33,1-3,1-5,6,4,26,13,1,0,1,0,5,7,7,14
E0,04/12/2024,Arsenal,Man United,2,0,H,0,0,D,1.45,4.87,7.03,0-0,2-0,14,6,5,2,1,3,0,0,13,0,12,8
E0,04/12/2024,Aston Villa,Brentford,3,1,H,3,0,H,1.8,3.91,4.44,3-0,3-1,20,10,9,1,2,2,0,0,10,5,11,15
E0,05/12/2024,Fulham,Brighton,3,1,H,1,0,H,2.37,3.69,2.94,1-0,3-1,6,2,13,3,2,2,0,0,5,6,7,8
E0,05/12/2024,Bournemouth,Tottenham,1,0,H,1,0,H,2.67,3.92,2.47,1-0,1-0,21,8,12,4,2,2,0,0,5,9,15,8
E0,07/12/2024,Aston Villa,Southampton,1,0,H,1,0,H,1.37,5.48,7.77,1-0,1-0,18,5,4,0,1,3,0,0,14,1,18,15
E0,07/12/2024,Brentford,Newcastle,4,2,H,2,2,D,2.88,3.75,2.38,2-2,4-2,11,8,16,3,3,0,0,0,3,4,10,7
E0,07/12/2024,Crystal Palace,Man City,2,2,D,1,1,D,5.38,4.39,1.6,1-1,2-2,12,3,12,4,1,0,0,1,6,8,4,10
E0,07/12/2024,Man United,Nottm Forest,2,3,A,1,1,D,1.68,4.05,5.18,1-1,2-3,17,7,11,3,0,2,0,0,5,3,10,13
E0,08/12/2024,Fulham,Arsenal,1,1,D,1,0,H,5.33,4.22,1.63,1-0,1-1,2,2,12,4,4,2,0,0,0,6,10,9
E0,08/12/2024,Ipswich,Bournemouth,1,2,A,1,0,H,3.68,3.76,2.01,1-0,1-2,18,5,22,6,2,1,0,0,6,13,9,13
E0,08/12/2024,Leicester,Brighton,2,2,D,0,1,A,4.69,4.07,1.73,0-1,2-2,10,3,16,7,1,2,0,0,5,5,9,10
E0,08/12/2024,Tottenham,Chelsea,3,4,A,2,1,H,3.23,4.13,2.07,2-1,3-4,13,5,17,8,2,2,0,0,5,10,17,11
E0,09/12/2024,West Ham,Wolves,2,1,H,0,0,D,1.95,3.88,3.76,0-0,2-1,19,4,19,5,5,4,0,0,11,0,12,17
E0,14/12/2024,Arsenal,Everton,0,0,D,0,0,D,1.23,6.63,12.95,0-0,0-0,13,5,2,0,0,3,0,0,8,2,6,9
E0,14/12/2024,Liverpool,Fulham,2,2,D,0,1,A,1.32,6.04,8.88,0-1,2-2,16,4,12,3,3,4,1,0,5,4,10,7
E0,14/12/2024,Newcastle,Leicester,4,0,H,1,0,H,1.3,6.02,8.95,1-0,4-0,27,11,4,1,3,3,0,0,5,2,7,16
E0,14/12/2024,Wolves,Ipswich,1,2,A,0,1,A,1.91,3.91,3.93,0-1,1-2,16,6,10,5,0,2,1,0,7,3,13,9
E0,14/12/2024,Nottm Forest,Aston Villa,2,1,H,0,0,D,2.67,3.38,2.76,0-0,2-1,17,6,8,2,0,1,0,0,4,3,12,6
E0,15/12/2024,Brighton,Crystal Palace,1,3,A,0,2,A,1.9,3.89,3.97,0-2,1-3,17,5,13,5,1,4,0,0,8,5,11,15
E0,15/12/2024,Man City,Man United,1,2,A,1,0,H,1.6,4.65,5.07,1-0,1-2,10,3,10,3,1,1,0,0,8,2,5,14
E0,15/12/2024,Chelsea,Brentford,2,1,H,1,0,H,1.33,6.05,8.44,1-0,2-1,26,8,9,4,0,2,1,0,8,5,11,7
E0,15/12/2024,Southampton,Tottenham,0,5,A,0,5,A,4.47,4.51,1.69,0-5,0-5,9,3,18,9,1,3,0,0,2,5,8,15
E0,16/12/2024,Bournemouth,West Ham,1,1,D,0,0,D,1.72,4.27,4.49,0-0,1-1,29,9,16,3,0,2,0,0,12,6,6,11
E1,09/08/2024,Blackburn,Derby,4,2,H,1,0,H,2.32,3.39,3.25,1-0,4-2,11,7,12,4,1,3,0,0,1,9,9,10
E1,09/08/2024,Preston,Sheffield United,0,2,A,0,1,A,3.25,3.44,2.3,0-1,0-2,12,2,11,3,1,0,0,0,3,6,11,14
E1,10/08/2024,Cardiff,Sunderland,0,2,A,0,1,A,2.94,3.15,2.62,0-1,0-2,12,4,11,4,0,2,0,0,4,4,10,8
E1,10/08/2024,Hull,Bristol City,1,1,D,0,0,D,2.71,3.3,2.73,0-0,1-1,11,5,15,3,0,2,0,0,2,8,10,13
E1,10/08/2024,Leeds,Portsmouth,3,3,D,1,2,A,1.38,5.14,7.88,1-2,3-3,22,10,5,4,2,4,0,0,12,0,19,21
E1,10/08/2024,Middlesbrough,Swansea,1,0,H,1,0,H,1.8,3.92,4.31,1-0,1-0,18,4,5,0,1,4,0,0,6,9,14,12
E1,10/08/2024,Millwall,Watford,2,3,A,0,1,A,2.39,3.19,3.27,0-1,2-3,16,4,10,5,2,3,0,0,5,5,11,15
E1,10/08/2024,Oxford,Norwich,2,0,H,1,0,H,3.2,3.52,2.26,1-0,2-0,12,4,10,2,1,3,0,0,5,5,4,14
E1,10/08/2024,QPR,West Brom,1,3,A,1,1,D,2.62,3.16,2.95,1-1,1-3,11,6,7,4,1,0,0,0,12,3,7,7
E1,10/08/2024,Stoke,Coventry,1,0,H,0,0,D,2.53,3.51,2.79,0-0,1-0,11,2,8,1,2,1,0,0,9,7,7,9
E1,11/08/2024,Sheffield Weds,Plymouth,4,0,H,1,0,H,1.83,3.59,4.39,1-0,4-0,31,11,5,1,1,1,0,0,15,1,15,14
E1,12/08/2024,Luton,Burnley,1,4,A,0,2,A,2.37,3.39,3.01,0-2,1-4,10,3,11,6,2,3,0,0,5,4,11,17
E1,16/08/2024,Coventry,Oxford,3,2,H,2,1,H,1.72,4.02,4.88,2-1,3-2,26,10,7,2,0,2,0,0,14,1,9,7
E1,17/08/2024,Derby,Middlesbrough,1,0,H,1,0,H,3.5,3.51,2.08,1-0,1-0,3,2,20,4,3,1,0,0,3,8,13,5
E1,17/08/2024,Portsmouth,Luton,0,0,D,0,0,D,3.03,3.62,2.25,0-0,0-0,15,6,9,4,3,2,0,1,5,4,11,12
E1,17/08/2024,West Brom,Leeds,0,0,D,0,0,D,3.34,3.52,2.14,0-0,0-0,8,1,8,1,2,2,0,0,5,4,14,11
E1,17/08/2024,Bristol City,Millwall,4,3,H,2,0,H,2.02,3.27,3.98,2-0,4-3,11,6,15,4,1,2,0,0,5,4,11,12
E1,17/08/2024,Burnley,Cardiff,5,0,H,2,0,H,1.46,4.53,6.66,2-0,5-0,9,4,11,4,2,1,0,0,2,5,19,6
E1,17/08/2024,Norwich,Blackburn,2,2,D,0,1,A,2.07,3.59,3.45,0-1,2-2,14,4,7,3,2,3,0,0,6,5,12,12
