"","Div","HomeTeam","AwayTeam","Date"
"1","SC0","Kilmarnock","Livingston",2025-08-02
"2","SC0","Motherwell","Rangers",2025-08-02
"3","SC0","Falkirk","Dundee United",2025-08-03
"4","SC0","Dundee","Hibernian",2025-08-03
"5","SC0","Celtic","St Mirren",2025-08-03
"6","SC0","Hearts","Aberdeen",2025-08-04
"7","SC0","Dundee","Livingston",2025-09-20
"8","SC0","Celtic","Falkirk",2025-10-29
"9","SC0","Hibernian","Rangers",2025-10-29
"10","SC0","Kilmarnock","Aberdeen",2025-10-29
"11","SC0","Motherwell","Dundee United",2025-10-29
"12","SC0","St Mirren","Hearts",2025-10-29
"13","SC0","Rangers","Aberdeen",2025-11-01
"14","SC0","Hearts","Dundee",2025-11-01
"15","SC0","Livingston","St Mirren",2025-11-01
"16","SC0","Dundee United","Celtic",2025-11-01
"17","SC0","Falkirk","Kilmarnock",2025-11-01
"18","SC0","Motherwell","Hibernian",2025-11-01
"19","SC0","Falkirk","Livingston",2025-11-08
"20","SC0","Aberdeen","Motherwell",2025-11-08
"21","SC0","Dundee","Rangers",2025-11-08
"22","SC0","Celtic","Kilmarnock",2025-11-08
"23","SC0","St Mirren","Hibernian",2025-11-08
"24","SC0","Hearts","Dundee United",2025-11-09
"25","SC0","Hibernian","Dundee",2025-11-22
"26","SC0","Rangers","Livingston",2025-11-22
"27","SC0","Aberdeen","Hearts",2025-11-22
"28","SC0","St Mirren","Celtic",2025-11-22
"29","SC0","Dundee United","Falkirk",2025-11-22
"30","SC0","Kilmarnock","Motherwell",2025-11-22
"31","SC0","Hibernian","Celtic",2025-11-29
"32","SC0","Livingston","Aberdeen",2025-11-29
"33","SC0","Dundee","St Mirren",2025-11-29
"34","SC0","Kilmarnock","Dundee United",2025-11-29
"35","SC0","Motherwell","Hearts",2025-11-29
"36","SC0","Rangers","Falkirk",2025-11-29
"37","SC0","Livingston","Hibernian",2025-12-03
"38","SC0","Dundee United","Rangers",2025-12-03
"39","SC0","Aberdeen","St Mirren",2025-12-03
"40","SC0","Celtic","Dundee",2025-12-03
"41","SC0","Hearts","Kilmarnock",2025-12-03
"42","SC0","Falkirk","Motherwell",2025-12-03
"43","SC0","Dundee","Aberdeen",2025-12-06
"44","SC0","Celtic","Hearts",2025-12-06
"45","SC0","Kilmarnock","Rangers",2025-12-06
"46","SC0","Hibernian","Falkirk",2025-12-06
"47","SC0","St Mirren","Dundee United",2025-12-06
"48","SC0","Motherwell","Livingston",2025-12-06
"49","SC0","Rangers","Hibernian",2025-12-13
"50","SC0","Hearts","St Mirren",2025-12-13
"51","SC0","Livingston","Dundee",2025-12-13
"52","SC0","Falkirk","Celtic",2025-12-13
"53","SC0","Aberdeen","Kilmarnock",2025-12-13
"54","SC0","Dundee United","Motherwell",2025-12-13
"55","SC0","Celtic","Aberdeen",2025-12-20
"56","SC0","St Mirren","Livingston",2025-12-20
"57","SC0","Hearts","Rangers",2025-12-20
"58","SC0","Dundee United","Hibernian",2025-12-20
"59","SC0","Kilmarnock","Falkirk",2025-12-20
"60","SC0","Motherwell","Dundee",2025-12-20
"61","SC0","Hibernian","Hearts",2025-12-27
"62","SC0","Dundee","Falkirk",2025-12-27
"63","SC0","St Mirren","Kilmarnock",2025-12-27
"64","SC0","Rangers","Motherwell",2025-12-27
"65","SC0","Livingston","Celtic",2025-12-27
"66","SC0","Aberdeen","Dundee United",2025-12-27
"67","SC0","St Mirren","Motherwell",2025-08-09
"68","SC0","Livingston","Falkirk",2025-08-09
"69","SC0","Rangers","Dundee",2025-08-09
"70","SC0","Aberdeen","Celtic",2025-08-10
"71","SC0","Dundee United","Hearts",2025-08-10
"72","SC0","Hibernian","Kilmarnock",2025-08-10
"73","SC0","Rangers","St Mirren",2025-12-30
"74","SC0","Dundee","Kilmarnock",2025-12-30
"75","SC0","Falkirk","Hearts",2025-12-30
"76","SC0","Motherwell","Celtic",2025-12-30
"77","SC0","Hibernian","Aberdeen",2025-12-30
"78","SC0","Livingston","Dundee United",2025-12-30
"79","SC0","Celtic","Rangers",2026-01-03
"80","SC0","Falkirk","Aberdeen",2026-01-03
"81","SC0","Hearts","Livingston",2026-01-03
"82","SC0","Kilmarnock","Hibernian",2026-01-03
"83","SC0","Motherwell","St Mirren",2026-01-03
"84","SC0","Dundee United","Dundee",2026-01-03
"85","SC0","Aberdeen","Rangers",2026-01-10
"86","SC0","Celtic","Dundee United",2026-01-10
"87","SC0","St Mirren","Falkirk",2026-01-10
"88","SC0","Dundee","Hearts",2026-01-10
"89","SC0","Livingston","Kilmarnock",2026-01-10
"90","SC0","Hibernian","Motherwell",2026-01-10
"91","SC0","Aberdeen","Livingston",2026-01-24
"92","SC0","Rangers","Dundee",2026-01-24
"93","SC0","Hearts","Celtic",2026-01-24
"94","SC0","Dundee United","St Mirren",2026-01-24
"95","SC0","Motherwell","Kilmarnock",2026-01-24
"96","SC0","Falkirk","Hibernian",2026-01-24
"97","SC0","Kilmarnock","Aberdeen",2026-01-31
"98","SC0","Hibernian","Rangers",2026-01-31
"99","SC0","St Mirren","Dundee",2026-01-31
"100","SC0","Celtic","Falkirk",2026-01-31
"101","SC0","Dundee United","Hearts",2026-01-31
"102","SC0","Livingston","Motherwell",2026-01-31
"103","SC0","Hibernian","Dundee United",2026-02-04
"104","SC0","Dundee","Motherwell",2026-02-04
"105","SC0","Livingston","Falkirk",2026-02-04
"106","SC0","Rangers","Kilmarnock",2026-02-04
"107","SC0","Aberdeen","Celtic",2026-02-04
"108","SC0","St Mirren","Hearts",2026-02-04
"109","SC0","Motherwell","Rangers",2026-02-11
"110","SC0","Kilmarnock","St Mirren",2026-02-11
"111","SC0","Celtic","Livingston",2026-02-11
"112","SC0","Hearts","Hibernian",2026-02-11
"113","SC0","Dundee United","Aberdeen",2026-02-11
"114","SC0","Falkirk","Dundee",2026-02-11
"115","SC0","Falkirk","Dundee United",2026-02-14
"116","SC0","Rangers","Hearts",2026-02-14
"117","SC0","Motherwell","Aberdeen",2026-02-14
"118","SC0","Dundee","Livingston",2026-02-14
"119","SC0","Kilmarnock","Celtic",2026-02-14
"120","SC0","Hibernian","St Mirren",2026-02-14
"121","SC0","Aberdeen","Dundee",2026-02-21
"122","SC0","Dundee United","Kilmarnock",2026-02-21
"123","SC0","Celtic","Hibernian",2026-02-21
"124","SC0","St Mirren","Motherwell",2026-02-21
"125","SC0","Hearts","Falkirk",2026-02-21
"126","SC0","Livingston","Rangers",2026-02-21
"127","SC0","Rangers","Celtic",2026-02-28
"128","SC0","Hearts","Aberdeen",2026-02-28
"129","SC0","Dundee","Hibernian",2026-02-28
"130","SC0","Livingston","St Mirren",2026-02-28
"131","SC0","Motherwell","Dundee United",2026-02-28
"132","SC0","Falkirk","Kilmarnock",2026-02-28
"133","SC0","Celtic","Livingston",2025-08-23
"134","SC0","Kilmarnock","Dundee",2025-08-23
"135","SC0","Hearts","Motherwell",2025-08-23
"136","SC0","St Mirren","Rangers",2025-08-24
"137","SC0","Dundee United","Aberdeen",2025-09-23
"138","SC0","Falkirk","Hibernian",2025-09-23
"139","SC0","St Mirren","Rangers",2026-03-14
"140","SC0","Dundee","Dundee United",2026-03-14
"141","SC0","Celtic","Motherwell",2026-03-14
"142","SC0","Aberdeen","Falkirk",2026-03-14
"143","SC0","Kilmarnock","Hearts",2026-03-14
"144","SC0","Hibernian","Livingston",2026-03-14
"145","SC0","Motherwell","Hibernian",2026-03-21
"146","SC0","Falkirk","St Mirren",2026-03-21
