"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","all_matchday"
"513","D2",2024-09-15,"Greuther Furth","Elversberg",0,0,"D",0,0,"D",1.9,3.97,3.61,"0-0","0-0",10,2,15,6,3,1,0,0,8,6,10,13,0,14,23,"8-6","N","N","N",4,0,5
"514","D2",2024-09-15,"Hamburg","Regensburg",5,0,"H",2,0,"H",1.3,5.63,8.81,"2-0","5-0",16,8,4,1,4,5,0,0,5,4,12,11,5,9,23,"5-4","Y","Y","Y",9,0,5
"515","D2",2024-09-15,"Hertha","Fortuna Dusseldorf",0,2,"A",0,1,"A",2.53,3.65,2.61,"0-1","0-2",12,5,11,7,4,3,0,0,6,4,15,12,2,10,27,"6-4","Y","N","N",7,0,5
"1","E0",2024-08-16,"Man United","Fulham",1,0,"H",0,0,"D",1.63,4.38,5.3,"0-0","1-0",14,5,10,2,2,3,0,0,7,8,12,10,1,15,22,"7-8","N","N","N",5,0,1
"2","E0",2024-08-17,"Ipswich","Liverpool",0,2,"A",0,0,"D",8.18,5.84,1.34,"0-0","0-2",7,2,18,5,3,1,0,0,2,10,9,18,2,12,27,"2-10","Y","N","N",4,0,1
"3","E0",2024-08-17,"Arsenal","Wolves",2,0,"H",1,0,"H",1.16,8.56,16.22,"1-0","2-0",18,6,9,3,2,2,0,0,8,2,17,14,2,10,31,"8-2","Y","N","N",4,0,1
"4","E0",2024-08-17,"Everton","Brighton",0,3,"A",0,1,"A",2.73,3.36,2.71,"0-1","0-3",9,1,10,5,1,1,1,0,1,5,8,8,3,6,16,"1-5","Y","Y","N",2,1,1
"5","E0",2024-08-17,"Newcastle","Southampton",1,0,"H",1,0,"H",1.35,5.7,8.25,"1-0","1-0",3,1,19,4,2,4,1,0,3,12,15,16,1,15,31,"3-12","N","N","N",6,1,1
"6","E0",2024-08-17,"Nottm Forest","Bournemouth",1,1,"D",1,0,"H",2.47,3.42,2.97,"1-0","1-1",14,8,13,4,1,3,0,0,2,6,17,8,2,8,25,"2-6","Y","N","N",4,0,1
"7","E0",2024-08-17,"West Ham","Aston Villa",1,2,"A",1,1,"D",2.49,3.65,2.8,"1-1","1-2",14,3,15,3,1,2,0,0,5,3,18,11,3,8,29,"5-3","Y","Y","N",3,0,1
"8","E0",2024-08-18,"Brentford","Crystal Palace",2,1,"H",1,0,"H",2.5,3.4,2.95,"1-0","2-1",9,5,14,6,1,5,0,0,4,7,6,15,3,11,21,"4-7","Y","Y","N",6,0,1
"9","E0",2024-08-18,"Chelsea","Man City",0,2,"A",0,1,"A",4.19,3.93,1.84,"0-1","0-2",10,3,11,5,1,1,0,0,4,3,12,9,2,7,21,"4-3","Y","N","N",2,0,1
"10","E0",2024-08-19,"Leicester","Tottenham",1,1,"D",0,1,"A",5.09,4.39,1.63,"0-1","1-1",7,3,15,7,1,1,0,0,2,13,11,12,2,15,23,"2-13","Y","N","N",2,0,1
"11","E0",2024-08-24,"Brighton","Man United",2,1,"H",1,0,"H",2.51,3.66,2.76,"1-0","2-1",14,5,11,4,1,2,0,0,4,4,9,13,3,8,22,"4-4","Y","Y","N",3,0,2
"12","E0",2024-08-24,"Crystal Palace","West Ham",0,2,"A",0,0,"D",2.17,3.68,3.33,"0-0","0-2",14,2,18,3,1,1,0,0,3,3,9,17,2,6,26,"3-3","Y","N","N",2,0,2
"13","E0",2024-08-24,"Fulham","Leicester",2,1,"H",1,1,"D",1.84,3.67,4.56,"1-1","2-1",18,6,10,4,2,2,0,0,7,5,14,13,3,12,27,"7-5","Y","Y","N",4,0,2
"14","E0",2024-08-24,"Man City","Ipswich",4,1,"H",3,1,"H",1.08,13.21,25.71,"3-1","4-1",14,5,1,1,2,3,0,0,10,1,4,15,5,11,19,"10-1","Y","Y","Y",5,0,2
"15","E0",2024-08-24,"Southampton","Nottm Forest",0,1,"A",0,0,"D",2.59,3.28,2.92,"0-0","0-1",5,1,23,8,3,3,0,0,4,10,14,14,1,14,28,"4-10","N","N","N",6,0,2
"16","E0",2024-08-24,"Tottenham","Everton",4,0,"H",2,0,"H",1.45,4.87,7.03,"2-0","4-0",13,7,10,1,0,0,0,0,12,5,11,15,4,17,26,"12-5","Y","Y","Y",0,0,2
"17","E0",2024-08-24,"Aston Villa","Arsenal",0,2,"A",0,0,"D",4.55,3.98,1.77,"0-0","0-2",11,3,9,4,1,3,0,0,4,1,8,15,2,5,23,"4-1","Y","N","N",4,0,2
"18","E0",2024-08-25,"Bournemouth","Newcastle",1,1,"D",1,0,"H",3.05,3.73,2.28,"1-0","1-1",16,4,14,5,2,2,0,0,8,9,19,8,2,17,27,"8-9","Y","N","N",4,0,2
"19","E0",2024-08-25,"Wolves","Chelsea",2,6,"A",2,2,"D",4.46,4.03,1.78,"2-2","2-6",12,4,14,8,2,3,0,0,5,5,13,13,8,10,26,"5-5","Y","Y","Y",5,0,2
"20","E0",2024-08-25,"Liverpool","Brentford",2,0,"H",1,0,"H",1.25,7.05,10.11,"1-0","2-0",19,8,8,2,2,3,0,0,9,4,10,7,2,13,17,"9-4","Y","N","N",5,0,2
"21","E0",2024-08-31,"Arsenal","Brighton",1,1,"D",1,0,"H",1.34,5.87,8.1,"1-0","1-1",11,7,22,4,3,2,1,0,3,7,12,7,2,10,19,"3-7","Y","N","N",5,1,3
"22","E0",2024-08-31,"Brentford","Southampton",3,1,"H",1,0,"H",1.79,3.9,4.51,"1-0","3-1",20,7,18,6,2,1,0,0,2,8,10,7,4,10,17,"2-8","Y","Y","Y",3,0,3
"23","E0",2024-08-31,"Everton","Bournemouth",2,3,"A",0,0,"D",2.82,3.38,2.62,"0-0","2-3",18,8,17,7,2,1,0,0,8,4,6,1,5,12,7,"8-4","Y","Y","Y",3,0,3
"24","E0",2024-08-31,"Ipswich","Fulham",1,1,"D",1,1,"D",3.14,3.53,2.32,"1-1","1-1",11,4,9,4,2,3,0,0,8,6,15,15,2,14,30,"8-6","Y","N","N",5,0,3
"25","E0",2024-08-31,"Leicester","Aston Villa",1,2,"A",0,1,"A",4.8,4.09,1.71,"0-1","1-2",9,3,10,5,4,5,0,0,1,4,13,21,3,5,34,"1-4","Y","Y","N",9,0,3
"26","E0",2024-08-31,"Nottm Forest","Wolves",1,1,"D",1,1,"D",2.02,3.7,3.71,"1-1","1-1",16,5,11,3,3,4,0,0,7,3,15,18,2,10,33,"7-3","Y","N","N",7,0,3
"27","E0",2024-08-31,"West Ham","Man City",1,3,"A",1,2,"A",7.69,5.64,1.37,"1-2","1-3",10,2,23,8,3,2,0,0,3,11,10,3,4,14,13,"3-11","Y","Y","Y",5,0,3
"28","E0",2024-09-01,"Chelsea","Crystal Palace",1,1,"D",1,0,"H",1.63,4.4,5.06,"1-0","1-1",13,7,9,3,4,2,0,0,4,5,9,13,2,9,22,"4-5","Y","N","N",6,0,3
"29","E0",2024-09-01,"Newcastle","Tottenham",2,1,"H",1,0,"H",2.5,3.96,2.62,"1-0","2-1",9,3,20,6,4,4,0,0,7,12,16,13,3,19,29,"7-12","Y","Y","N",8,0,3
"30","E0",2024-09-01,"Man United","Liverpool",0,3,"A",0,2,"A",3.93,4.31,1.82,"0-2","0-3",8,3,11,3,4,1,0,0,5,2,7,7,3,7,14,"5-2","Y","Y","N",5,0,3
"31","E0",2024-09-14,"Southampton","Man United",0,3,"A",0,2,"A",4.5,4.13,1.74,"0-2","0-3",6,4,20,10,1,4,1,0,0,7,11,14,3,7,25,"0-7","Y","Y","N",5,1,4
"32","E0",2024-09-14,"Brighton","Ipswich",0,0,"D",0,0,"D",1.38,5.13,8.05,"0-0","0-0",21,6,6,1,4,3,0,0,9,2,14,16,0,11,30,"9-2","N","N","N",7,0,4
"33","E0",2024-09-14,"Crystal Palace","Leicester",2,2,"D",0,1,"A",1.62,4.13,5.48,"0-1","2-2",20,4,9,4,0,3,0,0,5,2,11,15,4,7,26,"5-2","Y","Y","Y",3,0,4
"34","E0",2024-09-14,"Fulham","West Ham",1,1,"D",1,0,"H",2.4,3.53,2.97,"1-0","1-1",21,5,11,3,2,3,0,0,3,2,15,18,2,5,33,"3-2","Y","N","N",5,0,4
"35","E0",2024-09-14,"Liverpool","Nottm Forest",0,1,"A",0,0,"D",1.21,7.23,12.71,"0-0","0-1",15,5,5,3,4,4,0,0,7,2,15,6,1,9,21,"7-2","N","N","N",8,0,4
"36","E0",2024-09-14,"Man City","Brentford",2,1,"H",2,1,"H",1.17,8.43,14.62,"2-1","2-1",18,7,8,5,3,1,0,0,12,3,9,3,3,15,12,"12-3","Y","Y","N",4,0,4
"37","E0",2024-09-14,"Aston Villa","Everton",3,2,"H",1,2,"A",1.51,4.45,6.48,"1-2","3-2",17,8,6,2,1,4,0,0,6,2,10,12,5,8,22,"6-2","Y","Y","Y",5,0,4
"38","E0",2024-09-14,"Bournemouth","Chelsea",0,1,"A",0,0,"D",3.32,3.97,2.06,"0-0","0-1",10,4,5,1,3,3,0,0,3,2,10,4,1,5,14,"3-2","N","N","N",6,0,4
"39","E0",2024-09-15,"Tottenham","Arsenal",0,1,"A",0,0,"D",3.03,3.62,2.32,"0-0","0-1",15,5,7,4,5,3,0,0,7,6,13,10,1,13,23,"7-6","N","N","N",8,0,4
"40","E0",2024-09-15,"Wolves","Newcastle",1,2,"A",1,0,"H",3.41,3.71,2.1,"1-0","1-2",12,5,14,6,3,3,0,0,4,7,17,6,3,11,23,"4-7","Y","Y","N",6,0,4
"41","E1",2024-08-09,"Blackburn","Derby",4,2,"H",1,0,"H",2.32,3.39,3.25,"1-0","4-2",11,7,12,4,1,3,0,0,1,9,9,10,6,10,19,"1-9","Y","Y","Y",4,0,1
"42","E1",2024-08-09,"Preston","Sheffield United",0,2,"A",0,1,"A",3.25,3.44,2.3,"0-1","0-2",12,2,11,3,1,0,0,0,3,6,11,14,2,9,25,"3-6","Y","N","N",1,0,1
"43","E1",2024-08-10,"Cardiff","Sunderland",0,2,"A",0,1,"A",2.94,3.15,2.62,"0-1","0-2",12,4,11,4,0,2,0,0,4,4,10,8,2,8,18,"4-4","Y","N","N",2,0,1
"44","E1",2024-08-10,"Hull","Bristol City",1,1,"D",0,0,"D",2.71,3.3,2.73,"0-0","1-1",11,5,15,3,0,2,0,0,2,8,10,13,2,10,23,"2-8","Y","N","N",2,0,1
"45","E1",2024-08-10,"Leeds","Portsmouth",3,3,"D",1,2,"A",1.38,5.14,7.88,"1-2","3-3",22,10,5,4,2,4,0,0,12,0,19,21,6,12,40,"12-0","Y","Y","Y",6,0,1
"46","E1",2024-08-10,"Middlesbrough","Swansea",1,0,"H",1,0,"H",1.8,3.92,4.31,"1-0","1-0",18,4,5,0,1,4,0,0,6,9,14,12,1,15,26,"6-9","N","N","N",5,0,1
"47","E1",2024-08-10,"Millwall","Watford",2,3,"A",0,1,"A",2.39,3.19,3.27,"0-1","2-3",16,4,10,5,2,3,0,0,5,5,11,15,5,10,26,"5-5","Y","Y","Y",5,0,1
"48","E1",2024-08-10,"Oxford","Norwich",2,0,"H",1,0,"H",3.2,3.52,2.26,"1-0","2-0",12,4,10,2,1,3,0,0,5,5,4,14,2,10,18,"5-5","Y","N","N",4,0,1
"49","E1",2024-08-10,"QPR","West Brom",1,3,"A",1,1,"D",2.62,3.16,2.95,"1-1","1-3",11,6,7,4,1,0,0,0,12,3,7,7,4,15,14,"12-3","Y","Y","Y",1,0,1
"50","E1",2024-08-10,"Stoke","Coventry",1,0,"H",0,0,"D",2.53,3.51,2.79,"0-0","1-0",11,2,8,1,2,1,0,0,9,7,7,9,1,16,16,"9-7","N","N","N",3,0,1
"51","E1",2024-08-11,"Sheffield Weds","Plymouth",4,0,"H",1,0,"H",1.83,3.59,4.39,"1-0","4-0",31,11,5,1,1,1,0,0,15,1,15,14,4,16,29,"15-1","Y","Y","Y",2,0,1
"52","E1",2024-08-12,"Luton","Burnley",1,4,"A",0,2,"A",2.37,3.39,3.01,"0-2","1-4",10,3,11,6,2,3,0,0,5,4,11,17,5,9,28,"5-4","Y","Y","Y",5,0,1
"53","E1",2024-08-16,"Coventry","Oxford",3,2,"H",2,1,"H",1.72,4.02,4.88,"2-1","3-2",26,10,7,2,0,2,0,0,14,1,9,7,5,15,16,"14-1","Y","Y","Y",2,0,2
"54","E1",2024-08-17,"Derby","Middlesbrough",1,0,"H",1,0,"H",3.5,3.51,2.08,"1-0","1-0",3,2,20,4,3,1,0,0,3,8,13,5,1,11,18,"3-8","N","N","N",4,0,2
"55","E1",2024-08-17,"Portsmouth","Luton",0,0,"D",0,0,"D",3.03,3.62,2.25,"0-0","0-0",15,6,9,4,3,2,0,1,5,4,11,12,0,9,23,"5-4","N","N","N",5,1,2
"56","E1",2024-08-17,"West Brom","Leeds",0,0,"D",0,0,"D",3.34,3.52,2.14,"0-0","0-0",8,1,8,1,2,2,0,0,5,4,14,11,0,9,25,"5-4","N","N","N",4,0,2
"57","E1",2024-08-17,"Bristol City","Millwall",4,3,"H",2,0,"H",2.02,3.27,3.98,"2-0","4-3",11,6,15,4,1,2,0,0,5,4,11,12,7,9,23,"5-4","Y","Y","Y",3,0,2
"58","E1",2024-08-17,"Burnley","Cardiff",5,0,"H",2,0,"H",1.46,4.53,6.66,"2-0","5-0",9,4,11,4,2,1,0,0,2,5,19,6,5,7,25,"2-5","Y","Y","Y",3,0,2
"59","E1",2024-08-17,"Norwich","Blackburn",2,2,"D",0,1,"A",2.07,3.59,3.45,"0-1","2-2",14,4,7,3,2,3,0,0,6,5,12,12,4,11,24,"6-5","Y","Y","Y",5,0,2
"60","E1",2024-08-17,"Plymouth","Hull",1,1,"D",0,0,"D",2.82,3.64,2.37,"0-0","1-1",16,7,14,2,3,1,0,0,6,3,13,16,2,9,29,"6-3","Y","N","N",4,0,2
"61","E1",2024-08-17,"Sheffield United","QPR",2,2,"D",2,0,"H",1.77,3.78,4.46,"2-0","2-2",14,3,14,3,2,2,0,1,4,9,15,9,4,13,24,"4-9","Y","Y","Y",4,1,2
"62","E1",2024-08-17,"Swansea","Preston",3,0,"H",1,0,"H",1.98,3.4,3.95,"1-0","3-0",12,6,5,2,1,3,0,0,5,3,11,21,3,8,32,"5-3","Y","Y","N",4,0,2
"63","E1",2024-08-17,"Watford","Stoke",3,0,"H",0,0,"D",2.7,3.21,2.72,"0-0","3-0",24,8,7,3,2,2,0,0,2,4,12,15,3,6,27,"2-4","Y","Y","N",4,0,2
"64","E1",2024-08-18,"Sunderland","Sheffield Weds",4,0,"H",3,0,"H",2.12,3.55,3.35,"3-0","4-0",15,6,9,3,0,3,0,0,5,8,9,10,4,13,19,"5-8","Y","Y","Y",3,0,2
"65","E1",2024-08-23,"Sheffield Weds","Leeds",0,2,"A",0,1,"A",4.16,3.57,1.94,"0-1","0-2",8,2,13,5,2,3,0,0,3,2,14,10,2,5,24,"3-2","Y","N","N",5,0,3
"66","E1",2024-08-24,"Bristol City","Coventry",1,1,"D",1,0,"H",2.54,3.38,2.87,"1-0","1-1",12,7,8,1,2,4,0,0,8,2,8,16,2,10,24,"8-2","Y","N","N",6,0,3
"67","E1",2024-08-24,"Hull","Millwall",0,0,"D",0,0,"D",2.2,3.4,3.44,"0-0","0-0",14,4,13,5,2,2,0,0,5,7,11,15,0,12,26,"5-7","N","N","N",4,0,3
"68","E1",2024-08-24,"QPR","Plymouth",1,1,"D",1,1,"D",1.75,3.85,4.78,"1-1","1-1",30,10,6,1,2,3,0,2,11,1,10,14,2,12,24,"11-1","Y","N","N",5,2,3
"69","E1",2024-08-24,"Blackburn","Oxford",2,1,"H",1,1,"D",1.8,3.81,4.24,"1-1","2-1",18,4,13,3,2,1,0,0,7,5,14,8,3,12,22,"7-5","Y","Y","N",3,0,3
"70","E1",2024-08-24,"Middlesbrough","Portsmouth",2,2,"D",1,2,"A",1.45,4.45,6.91,"1-2","2-2",29,7,7,3,0,5,0,0,15,2,10,15,4,17,25,"15-2","Y","Y","Y",5,0,3
"71","E1",2024-08-24,"Norwich","Sheffield United",1,1,"D",1,1,"D",2.78,3.54,2.46,"1-1","1-1",7,5,12,4,5,2,0,0,1,5,14,7,2,6,21,"1-5","Y","N","N",7,0,3
"72","E1",2024-08-24,"Preston","Luton",1,0,"H",1,0,"H",3.16,3.55,2.21,"1-0","1-0",6,2,17,4,6,1,0,0,2,13,16,10,1,15,26,"2-13","N","N","N",7,0,3
"73","E1",2024-08-24,"Stoke","West Brom",1,2,"A",1,2,"A",2.63,3.17,2.83,"1-2","1-2",7,2,8,5,2,3,0,0,2,5,12,11,3,7,23,"2-5","Y","Y","N",5,0,3
"74","E1",2024-08-24,"Sunderland","Burnley",1,0,"H",1,0,"H",3.06,3.43,2.32,"1-0","1-0",14,3,4,1,2,3,1,0,3,1,13,19,1,4,32,"3-1","N","N","N",5,1,3
"75","E1",2024-08-24,"Watford","Derby",2,1,"H",1,1,"D",1.87,3.7,4.06,"1-1","2-1",12,3,8,3,2,3,0,0,4,2,10,11,3,6,21,"4-2","Y","Y","N",5,0,3
"76","E1",2024-08-25,"Swansea","Cardiff",1,1,"D",1,0,"H",1.99,3.6,3.69,"1-0","1-1",9,4,7,3,2,2,0,0,2,5,14,14,2,7,28,"2-5","Y","N","N",4,0,3
"77","E1",2024-08-30,"Luton","QPR",1,2,"A",1,0,"H",1.99,3.66,3.88,"1-0","1-2",11,5,11,4,3,2,0,0,4,5,13,10,3,9,23,"4-5","Y","Y","N",5,0,4
"78","E1",2024-08-31,"Burnley","Blackburn",1,1,"D",1,1,"D",1.94,3.71,3.89,"1-1","1-1",15,3,10,3,4,5,0,1,9,0,15,19,2,9,34,"9-0","Y","N","N",9,1,4
"79","E1",2024-08-31,"Cardiff","Middlesbrough",0,2,"A",0,0,"D",3.87,3.83,1.92,"0-0","0-2",12,3,10,5,2,1,0,0,4,6,13,10,2,10,23,"4-6","Y","N","N",3,0,4
"80","E1",2024-08-31,"Coventry","Norwich",0,1,"A",0,0,"D",1.91,3.81,3.94,"0-0","0-1",14,5,9,1,4,3,0,0,6,3,11,10,1,9,21,"6-3","N","N","N",7,0,4
"81","E1",2024-08-31,"Derby","Bristol City",3,0,"H",1,0,"H",3.06,3.28,2.46,"1-0","3-0",19,7,13,5,1,0,0,0,6,9,15,11,3,15,26,"6-9","Y","Y","N",1,0,4
"82","E1",2024-08-31,"Leeds","Hull",2,0,"H",0,0,"D",1.32,5.4,9.66,"0-0","2-0",16,5,9,2,2,1,0,0,8,7,12,15,2,15,27,"8-7","Y","N","N",3,0,4
"83","E1",2024-08-31,"Millwall","Sheffield Weds",3,0,"H",0,0,"D",2.44,3.35,3.02,"0-0","3-0",18,4,4,1,2,1,0,0,6,6,16,13,3,12,29,"6-6","Y","Y","N",3,0,4
"84","E1",2024-08-31,"Oxford","Preston",3,1,"H",1,1,"D",2.49,3.43,2.89,"1-1","3-1",10,5,10,4,2,2,0,1,2,5,8,21,4,7,29,"2-5","Y","Y","Y",4,1,4
"85","E1",2024-08-31,"Plymouth","Stoke",0,1,"A",0,0,"D",3.25,3.69,2.18,"0-0","0-1",15,7,15,7,1,3,0,0,10,4,14,17,1,14,31,"10-4","N","N","N",4,0,4
"86","E1",2024-08-31,"Portsmouth","Sunderland",1,3,"A",0,1,"A",3.45,3.54,2.14,"0-1","1-3",6,2,11,4,3,1,0,0,5,5,14,14,4,10,28,"5-5","Y","Y","Y",4,0,4
"87","E1",2024-08-31,"West Brom","Swansea",1,0,"H",1,0,"H",1.86,3.7,4.27,"1-0","1-0",18,5,6,2,4,1,0,0,6,7,8,11,1,13,19,"6-7","N","N","N",5,0,4
"88","E1",2024-09-01,"Sheffield United","Watford",1,0,"H",1,0,"H",1.76,3.97,4.28,"1-0","1-0",18,7,7,1,5,3,0,0,8,5,15,12,1,13,27,"8-5","N","N","N",8,0,4
"89","E1",2024-09-13,"Hull","Sheffield United",0,2,"A",0,1,"A",3.45,3.51,2.15,"0-1","0-2",10,2,9,4,1,4,0,0,16,3,6,10,2,19,16,"16-3","Y","N","N",5,0,5
"90","E1",2024-09-14,"Leeds","Burnley",0,1,"A",0,1,"A",1.71,3.82,4.76,"0-1","0-1",17,4,7,3,3,4,0,1,9,3,8,13,1,12,21,"9-3","N","N","N",7,1,5
"91","E1",2024-09-14,"Millwall","Luton",0,1,"A",0,1,"A",2.65,3.31,2.68,"0-1","0-1",11,3,10,6,2,3,0,0,6,4,8,20,1,10,28,"6-4","N","N","N",5,0,5
"92","E1",2024-09-14,"Oxford","Stoke",1,0,"H",0,0,"D",3.15,3.36,2.28,"0-0","1-0",14,8,9,1,0,1,0,0,4,6,5,6,1,10,11,"4-6","N","N","N",1,0,5
"93","E1",2024-09-14,"Blackburn","Bristol City",3,0,"H",1,0,"H",2.17,3.45,3.31,"1-0","3-0",9,3,8,2,0,4,0,0,6,6,13,15,3,12,28,"6-6","Y","Y","N",4,0,5
"94","E1",2024-09-14,"Derby","Cardiff",1,0,"H",1,0,"H",2.31,3.27,3.17,"1-0","1-0",12,3,9,3,2,3,0,0,7,6,12,10,1,13,22,"7-6","N","N","N",5,0,5
"95","E1",2024-09-14,"Middlesbrough","Preston",1,1,"D",1,1,"D",1.46,4.51,6.67,"1-1","1-1",16,6,6,2,0,5,0,0,9,2,6,21,2,11,27,"9-2","Y","N","N",5,0,5
"96","E1",2024-09-14,"Plymouth","Sunderland",3,2,"H",0,1,"A",4.43,3.74,1.78,"0-1","3-2",13,6,17,7,4,4,0,0,3,5,14,12,5,8,26,"3-5","Y","Y","Y",8,0,5
"97","E1",2024-09-14,"Sheffield Weds","QPR",1,1,"D",0,0,"D",2.29,3.33,3.16,"0-0","1-1",13,2,13,4,0,3,0,0,11,4,6,7,2,15,13,"11-4","Y","N","N",3,0,5
"98","E1",2024-09-14,"Swansea","Norwich",1,0,"H",1,0,"H",2.34,3.46,2.97,"1-0","1-0",9,4,13,3,2,3,0,0,4,5,14,14,1,9,28,"4-5","N","N","N",5,0,5
"99","E1",2024-09-14,"Watford","Coventry",1,1,"D",0,1,"A",2.6,3.47,2.63,"0-1","1-1",18,6,17,5,2,2,0,0,6,10,9,10,2,16,19,"6-10","Y","N","N",4,0,5
"100","E1",2024-09-15,"Portsmouth","West Brom",0,3,"A",0,1,"A",4.18,3.61,1.85,"0-1","0-3",14,0,19,7,5,2,0,0,10,4,18,6,3,14,24,"10-4","Y","Y","N",7,0,5
"101","E2",2024-08-09,"Barnsley","Mansfield",1,2,"A",1,2,"A",2.09,3.62,3.5,"1-2","1-2",20,4,8,4,1,3,0,0,3,6,14,16,3,9,30,"3-6","Y","Y","N",4,0,1
"102","E2",2024-08-10,"Birmingham","Reading",1,1,"D",0,1,"A",1.53,4.25,5.69,"0-1","1-1",13,5,8,4,0,1,0,0,3,6,11,18,2,9,29,"3-6","Y","N","N",1,0,1
"103","E2",2024-08-10,"Bristol Rvs","Northampton",1,0,"H",0,0,"D",1.9,3.5,4.08,"0-0","1-0",12,5,6,1,1,2,0,0,6,6,11,13,1,12,24,"6-6","N","N","N",3,0,1
"104","E2",2024-08-10,"Burton","Lincoln",2,3,"A",2,2,"D",3.13,3.27,2.33,"2-2","2-3",11,5,7,3,1,2,0,0,4,4,12,11,5,8,23,"4-4","Y","Y","Y",3,0,1
"105","E2",2024-08-10,"Crawley Town","Blackpool",2,1,"H",2,0,"H",3.71,3.46,2.01,"2-0","2-1",11,4,19,5,4,2,0,0,2,10,15,9,3,12,24,"2-10","Y","Y","N",6,0,1
"106","E2",2024-08-10,"Exeter","Rotherham",1,0,"H",0,0,"D",3.11,3.42,2.27,"0-0","1-0",15,7,13,2,2,1,0,0,2,4,11,11,1,6,22,"2-4","N","N","N",3,0,1
"107","E2",2024-08-10,"Leyton Orient","Bolton",1,2,"A",1,1,"D",3.5,3.51,2.06,"1-1","1-2",11,5,8,3,4,0,0,0,7,2,18,11,3,9,29,"7-2","Y","Y","N",4,0,1
"108","E2",2024-08-10,"Peterboro","Huddersfield",0,2,"A",0,2,"A",2.15,3.66,3.16,"0-2","0-2",8,2,17,5,1,1,0,0,3,10,7,17,2,13,24,"3-10","Y","N","N",2,0,1
"109","E2",2024-08-10,"Stevenage","Shrewsbury",1,0,"H",0,0,"D",1.8,3.47,4.65,"0-0","1-0",13,4,4,1,1,4,0,0,4,1,15,17,1,5,32,"4-1","N","N","N",5,0,1
"110","E2",2024-08-10,"Stockport","Cambridge",2,0,"H",1,0,"H",1.64,3.95,5.07,"1-0","2-0",20,6,11,2,4,2,0,0,5,3,15,15,2,8,30,"5-3","Y","N","N",6,0,1
"111","E2",2024-08-10,"Wigan","Charlton",0,1,"A",0,0,"D",2.61,3.31,2.71,"0-0","0-1",13,1,4,3,1,1,0,0,7,6,7,19,1,13,26,"7-6","N","N","N",2,0,1
"112","E2",2024-08-10,"Wrexham","Wycombe",3,2,"H",2,0,"H",2.02,3.6,3.51,"2-0","3-2",14,6,16,3,3,1,0,0,5,7,13,7,5,12,20,"5-7","Y","Y","Y",4,0,1
"113","E2",2024-08-17,"Charlton","Leyton Orient",1,0,"H",0,0,"D",2.08,3.42,3.54,"0-0","1-0",10,4,8,2,1,4,0,0,9,2,10,13,1,11,23,"9-2","N","N","N",5,0,2
"114","E2",2024-08-17,"Shrewsbury","Peterboro",1,4,"A",1,1,"D",3.76,3.47,1.99,"1-1","1-4",10,4,18,11,3,0,0,0,3,7,15,12,5,10,27,"3-7","Y","Y","Y",3,0,2
"115","E2",2024-08-17,"Blackpool","Stockport",0,3,"A",0,0,"D",2.08,3.51,3.45,"0-0","0-3",10,0,11,5,3,1,0,0,3,2,16,13,3,5,29,"3-2","Y","Y","N",4,0,2
"116","E2",2024-08-17,"Cambridge","Crawley Town",0,1,"A",0,0,"D",2.16,3.45,3.29,"0-0","0-1",14,6,11,3,4,4,0,0,2,5,12,14,1,7,26,"2-5","N","N","N",8,0,2
"117","E2",2024-08-17,"Huddersfield","Stevenage",2,1,"H",1,0,"H",1.75,3.64,4.67,"1-0","2-1",15,4,7,3,4,2,0,0,8,4,12,12,3,12,24,"8-4","Y","Y","N",6,0,2
"118","E2",2024-08-17,"Lincoln","Barnsley",1,2,"A",0,1,"A",2.22,3.55,3.1,"0-1","1-2",14,7,6,3,0,2,0,0,4,7,8,16,3,11,24,"4-7","Y","Y","N",2,0,2
"119","E2",2024-08-17,"Mansfield","Burton",3,3,"D",2,1,"H",1.82,3.8,4.07,"2-1","3-3",18,7,22,7,1,3,0,0,5,7,6,8,6,12,14,"5-7","Y","Y","Y",4,0,2
"120","E2",2024-08-17,"Northampton","Exeter",2,1,"H",0,1,"A",2.55,3.27,2.81,"0-1","2-1",15,6,15,5,2,2,0,0,3,8,10,14,3,11,24,"3-8","Y","Y","N",4,0,2
"121","E2",2024-08-17,"Reading","Wigan",2,0,"H",1,0,"H",2.15,3.55,3.24,"1-0","2-0",22,8,6,2,0,3,0,0,6,5,11,14,2,11,25,"6-5","Y","N","N",3,0,2
"122","E2",2024-08-17,"Rotherham","Bristol Rvs",0,0,"D",0,0,"D",2.02,3.55,3.58,"0-0","0-0",20,5,5,1,3,2,0,0,5,0,8,20,0,5,28,"5-0","N","N","N",5,0,2
"123","E2",2024-08-17,"Wycombe","Birmingham",2,3,"A",1,1,"D",3.64,3.5,2.01,"1-1","2-3",8,2,13,7,3,2,0,0,1,9,13,13,5,10,26,"1-9","Y","Y","Y",5,0,2
"124","E2",2024-08-18,"Bolton","Wrexham",0,0,"D",0,0,"D",1.83,3.81,4.04,"0-0","0-0",11,8,7,2,2,1,0,0,8,8,11,12,0,16,23,"8-8","N","N","N",3,0,2
