"","match_id","team_id","team_name","id","using_opta_id","first_name","last_name","image_url","page_url","shirt","is_home_team","time_subbed_on","time_subbed_off","usual_position","position_row","role","is_captain","subbed_out","g","rating_num","rating_bgcolor","is_top_rating","is_match_finished","fantasy_score_num","fantasy_score_bgcolor","home_team_id","home_team_color","away_team_id","away_team_color","stats_fot_mob_rating","stats_minutes_played","stats_saves","stats_goals_conceded","stats_x_got_faced","stats_accurate_passes","stats_accurate_long_balls","stats_diving_save","stats_saves_inside_box","stats_acted_as_sweeper","stats_punches","stats_throws","stats_high_claim","stats_recoveries","stats_fantasy_points","stats_touches","stats_goals","stats_assists","stats_total_shots","stats_chances_created","stats_expected_assists_x_a","stats_successful_dribbles","stats_passes_into_final_third","stats_accurate_crosses","stats_dispossessed","stats_tackles_won","stats_clearances","stats_interceptions","stats_ground_duels_won","stats_aerial_duels_won","stats_was_fouled","stats_fouls_committed","stats_headed_clearance","stats_dribbled_past","stats_own_goal","stats_shotmap","stats_blocks","stats_expected_goals_x_g","stats_shot_accuracy","stats_blocked_shots","stats_expected_goals_on_target_x_got","stats_big_chance_missed","stats_corners","stats_offsides","shotmap","is_starter","stats_clearance_off_the_line","stats_penalties_won","stats_conceded_penalty","stats_last_man_tackle","stats_penalty_goals_conceded","stats_errors_led_to_goal","stats_error_led_to_goal","stats_saved_penalties","stats_penalties_miss"
"1",3900932,9826,"Crystal Palace","109222",FALSE,"Vicente","Guaita","https://images.fotmob.com/image_resources/playerimages/109222.png","/players/109222/vicente-guaita","13",TRUE,NA,NA,0,0,"Keeper",FALSE,NA,NA,"6.0","#f08022",FALSE,TRUE,"1","purple",9826,"#004A97",9825,"#bd0510","6.04","90","1","2","0.35","35/37 (95%)","10/12 (83%)","1","1","0","1","2","1","6","1","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
