Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,HTCS,CS,HS,HST,AS,AST
SP2,26/10/2020,Alcorcon,Mallorca,0,2,A,0,2,A,3.09,2.64,3.03,0-2,0-2,11,1,14,4
SP2,27/10/2020,Girona,Cartagena,2,1,H,1,1,D,2.18,2.96,4.32,1-1,2-1,19,5,4,3
SP2,28/10/2020,Albacete,Las Palmas,1,1,D,1,0,H,2.69,2.83,3.26,1-0,1-1,5,1,9,2
SP2,28/10/2020,Castellon,Almeria,1,2,A,0,1,A,3.07,2.82,2.84,0-1,1-2,12,2,9,5
SP2,28/10/2020,Espanol,Ponferradina,2,0,H,1,0,H,1.51,3.97,8.13,1-0,2-0,13,3,17,3
SP2,28/10/2020,Oviedo,Logrones,2,3,A,1,0,H,2.38,3.02,3.54,1-0,2-3,8,1,10,6
SP2,29/10/2020,Alcorcon,Sp Gijon,1,2,A,0,0,D,2.92,2.9,2.9,0-0,1-2,14,4,15,8
SP2,29/10/2020,Mallorca,Malaga,3,1,H,1,0,H,2.07,3.2,4.18,1-0,3-1,10,5,4,2
SP2,29/10/2020,Mirandes,Zaragoza,1,0,H,0,0,D,2.85,3.1,2.78,0-0,1-0,11,5,10,2
SP2,29/10/2020,Tenerife,Lugo,1,1,D,1,0,H,2.01,3.11,4.63,1-0,1-1,15,2,6,3
SP2,29/10/2020,Sabadell,Leganes,1,0,H,0,0,D,4.55,3.06,2.03,0-0,1-0,8,4,12,3
SP2,29/10/2020,Vallecano,Fuenlabrada,2,0,H,0,0,D,2.08,3.14,4.27,0-0,2-0,14,3,13,4
SP2,31/10/2020,Cartagena,Albacete,3,1,H,3,0,H,2.21,3.1,3.87,3-0,3-1,12,6,10,4
SP2,31/10/2020,Las Palmas,Oviedo,1,2,A,0,2,A,2.18,3.06,3.94,0-2,1-2,15,4,12,5
SP2,01/11/2020,Leganes,Mirandes,1,0,H,0,0,D,2.11,2.94,4.43,0-0,1-0,9,3,8,3
SP2,01/11/2020,Zaragoza,Mallorca,0,0,D,0,0,D,3.02,2.89,2.77,0-0,0-0,4,1,11,3
SP2,01/11/2020,Fuenlabrada,Tenerife,1,1,D,1,0,H,2.58,2.67,3.62,1-0,1-1,6,2,13,5
SP2,01/11/2020,Ponferradina,Sabadell,0,3,A,0,1,A,1.83,3.28,5.21,0-1,0-3,15,5,11,5
SP2,01/11/2020,Lugo,Vallecano,1,0,H,1,0,H,3.57,3.13,2.28,1-0,1-0,8,4,15,7
SP2,01/11/2020,Almeria,Girona,0,0,D,0,0,D,2.71,2.85,3.14,0-0,0-0,31,5,7,1
SP2,02/11/2020,Logrones,Alcorcon,1,0,H,1,0,H,2.71,2.72,3.38,1-0,1-0,3,1,5,4
SP2,02/11/2020,Sp Gijon,Castellon,1,0,H,1,0,H,2.07,2.79,5.17,1-0,1-0,15,6,7,0
SP2,02/11/2020,Malaga,Espanol,0,3,A,0,1,A,4.36,3.1,2.07,0-1,0-3,10,1,7,5
SP2,04/11/2020,Zaragoza,Girona,2,2,D,0,1,A,2.4,3.07,3.43,0-1,2-2,15,6,6,4
SP2,05/11/2020,Alcorcon,Ponferradina,0,1,A,0,0,D,2.79,2.85,3.08,0-0,0-1,9,4,7,2
SP2,05/11/2020,Sabadell,Almeria,1,2,A,1,1,D,3.54,2.82,2.52,1-1,1-2,11,3,8,5
SP2,06/11/2020,Albacete,Leganes,0,0,D,0,0,D,4.11,2.91,2.27,0-0,0-0,6,1,9,0
SP2,07/11/2020,Cartagena,Logrones,0,1,A,0,0,D,2.21,2.97,4.1,0-0,0-1,5,0,8,1
SP2,07/11/2020,Mirandes,Sp Gijon,1,0,H,1,0,H,3.11,2.69,2.94,1-0,1-0,8,2,3,0
SP2,07/11/2020,Espanol,Lugo,2,1,H,1,1,D,1.45,4.13,9.17,1-1,2-1,11,7,10,5
SP2,08/11/2020,Sabadell,Malaga,1,2,A,1,1,D,2.74,2.76,3.28,1-1,1-2,7,5,7,3
SP2,08/11/2020,Alcorcon,Fuenlabrada,0,3,A,0,1,A,2.8,2.94,2.98,0-1,0-3,9,1,16,6
SP2,08/11/2020,Vallecano,Almeria,0,1,A,0,0,D,2.04,3.14,4.44,0-0,0-1,13,4,7,3
SP2,08/11/2020,Mallorca,Ponferradina,3,0,H,2,0,H,1.83,3.3,5.37,2-0,3-0,8,5,11,5
SP2,08/11/2020,Oviedo,Castellon,4,0,H,1,0,H,2.15,3.14,3.98,1-0,4-0,15,10,12,5
SP2,08/11/2020,Tenerife,Zaragoza,1,0,H,1,0,H,2.26,3.06,3.77,1-0,1-0,9,2,6,1
SP2,09/11/2020,Girona,Las Palmas,1,1,D,0,1,A,2.36,3.06,3.54,0-1,1-1,10,6,10,3
SP2,13/11/2020,Zaragoza,Oviedo,1,2,A,1,1,D,3.18,2.89,2.73,1-1,1-2,9,4,7,5
SP2,14/11/2020,Fuenlabrada,Espanol,1,1,D,0,1,A,4.14,2.95,2.21,0-1,1-1,7,3,9,2
SP2,14/11/2020,Almeria,Mirandes,2,1,H,2,1,H,2.05,3.03,4.61,2-1,2-1,8,6,20,7
SP2,14/11/2020,Girona,Mallorca,0,1,A,0,1,A,2.81,2.85,3.06,0-1,0-1,12,4,10,3
SP2,14/11/2020,Lugo,Albacete,1,0,H,0,0,D,2.28,3.19,3.56,0-0,1-0,7,4,11,3
SP2,15/11/2020,Leganes,Alcorcon,1,0,H,0,0,D,1.66,3.35,7.32,0-0,1-0,8,3,7,1
SP2,15/11/2020,Ponferradina,Malaga,1,1,D,0,1,A,2.28,2.79,4.21,0-1,1-1,11,2,10,4
SP2,15/11/2020,Castellon,Cartagena,2,1,H,0,0,D,2.86,2.9,2.95,0-0,2-1,6,2,8,2
SP2,15/11/2020,Logrones,Sabadell,1,0,H,0,0,D,2.3,3.16,3.54,0-0,1-0,12,2,7,0
SP2,15/11/2020,Las Palmas,Tenerife,1,0,H,0,0,D,2.77,2.89,3.07,0-0,1-0,6,1,11,2
SP2,16/11/2020,Sp Gijon,Vallecano,1,1,D,0,0,D,2.39,3.16,3.35,0-0,1-1,11,2,13,1
SP2,20/11/2020,Alcorcon,Lugo,1,0,H,0,0,D,2.83,2.79,3.17,0-0,1-0,15,3,5,1
SP2,20/11/2020,Espanol,Girona,1,2,A,1,0,H,1.58,3.65,8.04,1-0,1-2,10,4,9,2
SP2,21/11/2020,Malaga,Leganes,1,2,A,0,1,A,3.36,2.93,2.54,0-1,1-2,8,1,7,2
SP2,21/11/2020,Mirandes,Cartagena,4,1,H,1,0,H,2.46,2.99,3.42,1-0,4-1,10,7,14,6
SP2,21/11/2020,Vallecano,Castellon,2,1,H,2,0,H,1.66,3.81,5.78,2-0,2-1,6,3,8,3
SP2,21/11/2020,Oviedo,Fuenlabrada,1,1,D,1,0,H,2.33,2.89,3.88,1-0,1-1,10,2,13,3
SP2,22/11/2020,Sabadell,Las Palmas,3,1,H,2,0,H,2.88,3.03,2.8,2-0,3-1,10,5,11,4
SP2,22/11/2020,Mallorca,Sp Gijon,0,0,D,0,0,D,1.96,3.22,4.68,0-0,0-0,10,3,13,1
SP2,22/11/2020,Tenerife,Logrones,0,1,A,0,1,A,1.96,3.09,4.96,0-1,0-1,14,4,3,3
SP2,22/11/2020,Ponferradina,Zaragoza,2,1,H,0,0,D,2.64,2.94,3.19,0-0,2-1,8,3,4,2
SP2,23/11/2020,Albacete,Almeria,1,2,A,0,1,A,3.08,3.01,2.66,0-1,1-2,14,3,11,5
SP2,24/11/2020,Castellon,Alcorcon,0,2,A,0,2,A,2.52,2.8,3.65,0-2,0-2,9,2,6,6
SP2,24/11/2020,Girona,Malaga,0,1,A,0,1,A,2.11,3.06,4.38,0-1,0-1,7,1,5,1
SP2,24/11/2020,Lugo,Oviedo,0,0,D,0,0,D,3.36,2.8,2.68,0-0,0-0,5,1,11,3
SP2,25/11/2020,Las Palmas,Mirandes,0,2,A,0,1,A,2.2,3.01,4.04,0-1,0-2,14,3,7,4
SP2,25/11/2020,Sp Gijon,Sabadell,3,1,H,1,0,H,1.79,3.28,5.82,1-0,3-1,13,8,3,2
SP2,25/11/2020,Zaragoza,Vallecano,1,2,A,1,0,H,3.36,3.09,2.43,1-0,1-2,8,2,8,5
SP2,25/11/2020,Cartagena,Mallorca,1,2,A,0,0,D,3.04,2.99,2.7,0-0,1-2,7,3,14,4
SP2,25/11/2020,Fuenlabrada,Ponferradina,1,1,D,0,0,D,2.13,2.98,4.37,0-0,1-1,16,2,2,1
SP2,26/11/2020,Leganes,Espanol,2,0,H,1,0,H,3.18,2.93,2.65,1-0,2-0,10,6,7,1
SP2,26/11/2020,Logrones,Albacete,2,0,H,1,0,H,2.07,3.13,4.04,1-0,2-0,8,4,7,2
SP2,26/11/2020,Almeria,Tenerife,2,0,H,0,0,D,2.01,3.22,4.42,0-0,2-0,11,3,15,1
SP2,27/11/2020,Alcorcon,Girona,1,0,H,0,0,D,3.11,2.71,2.97,0-0,1-0,9,4,4,1
SP2,27/11/2020,Malaga,Lugo,2,2,D,0,2,A,2.58,2.94,3.34,0-2,2-2,10,3,7,4
SP2,28/11/2020,Sabadell,Fuenlabrada,1,2,A,1,1,D,3.23,2.94,2.61,1-1,1-2,11,2,20,8
SP2,28/11/2020,Vallecano,Cartagena,0,0,D,0,0,D,1.74,3.5,5.74,0-0,0-0,11,3,9,1
SP2,28/11/2020,Mirandes,Castellon,1,1,D,1,0,H,1.99,3.11,4.78,1-0,1-1,10,1,6,2
SP2,29/11/2020,Albacete,Tenerife,0,2,A,0,0,D,3.1,2.81,2.82,0-0,0-2,8,1,12,5
SP2,29/11/2020,Espanol,Zaragoza,2,0,H,0,0,D,1.56,3.75,7.74,0-0,2-0,17,5,9,3
SP2,29/11/2020,Mallorca,Logrones,4,0,H,2,0,H,1.76,3.56,5.38,2-0,4-0,24,14,5,2
SP2,29/11/2020,Ponferradina,Leganes,3,2,H,2,2,D,3.48,2.92,2.48,2-2,3-2,13,5,11,5
SP2,29/11/2020,Las Palmas,Sp Gijon,3,2,H,0,2,A,2.74,2.93,3.06,0-2,3-2,10,6,8,3
SP2,30/11/2020,Oviedo,Almeria,1,2,A,0,1,A,2.73,2.77,3.26,0-1,1-2,12,3,12,4
SP2,01/12/2020,Fuenlabrada,Malaga,0,2,A,0,1,A,1.89,3.21,5.29,0-1,0-2,6,1,10,4
SP2,01/12/2020,Girona,Mirandes,1,0,H,1,0,H,2.67,2.99,3.14,1-0,1-0,4,1,13,3
SP2,02/12/2020,Cartagena,Espanol,1,3,A,0,0,D,4.14,3.22,2.07,0-0,1-3,11,3,25,5
SP2,02/12/2020,Leganes,Vallecano,1,0,H,1,0,H,2.45,2.92,3.53,1-0,1-0,8,2,9,4
SP2,02/12/2020,Logrones,Ponferradina,1,2,A,0,1,A,2.41,3.03,3.48,0-1,1-2,8,2,9,3
SP2,02/12/2020,Castellon,Zaragoza,1,0,H,0,0,D,2.87,2.91,2.93,0-0,1-0,9,1,10,1
SP2,02/12/2020,Lugo,Las Palmas,1,1,D,1,1,D,2.77,2.94,3.01,1-1,1-1,6,3,9,1
SP2,03/12/2020,Almeria,Mallorca,0,1,A,0,0,D,2.8,2.99,2.93,0-0,0-1,10,2,12,3
SP2,03/12/2020,Oviedo,Alcorcon,1,1,D,0,0,D,2.3,2.89,3.95,0-0,1-1,10,4,12,6
SP2,03/12/2020,Tenerife,Sabadell,1,2,A,1,2,A,1.73,3.62,5.46,1-2,1-2,15,3,5,2
SP2,03/12/2020,Sp Gijon,Albacete,0,0,D,0,0,D,1.85,3.15,5.64,0-0,0-0,15,5,5,1
SP2,05/12/2020,Vallecano,Logrones,2,1,H,2,1,H,1.71,3.46,6.09,2-1,2-1,15,2,7,1
SP2,05/12/2020,Ponferradina,Las Palmas,0,0,D,0,0,D,2.52,2.86,3.48,0-0,0-0,10,6,9,3
SP2,05/12/2020,Mirandes,Lugo,0,0,D,0,0,D,2.12,2.95,4.47,0-0,0-0,15,1,6,2
SP2,05/12/2020,Malaga,Cartagena,1,2,A,1,1,D,2.41,3.18,3.29,1-1,1-2,6,1,4,2
SP2,06/12/2020,Alcorcon,Almeria,0,1,A,0,0,D,3.2,2.81,2.74,0-0,0-1,17,5,8,3
SP2,06/12/2020,Espanol,Sp Gijon,2,0,H,0,0,D,1.83,3.38,5.19,0-0,2-0,21,6,4,0
SP2,06/12/2020,Albacete,Girona,0,2,A,0,0,D,3.34,2.83,2.63,0-0,0-2,10,3,12,5
SP2,06/12/2020,Sabadell,Oviedo,0,1,A,0,0,D,3.47,2.9,2.5,0-0,0-1,7,1,7,2
SP2,06/12/2020,Zaragoza,Fuenlabrada,1,0,H,0,0,D,2.88,3.02,2.81,0-0,1-0,19,8,8,4
SP2,07/12/2020,Tenerife,Leganes,0,0,D,0,0,D,2.99,2.83,2.9,0-0,0-0,12,1,15,5
SP2,07/12/2020,Mallorca,Castellon,3,1,H,2,0,H,1.54,3.89,7.63,2-0,3-1,17,6,10,2
SP2,09/12/2020,Almeria,Zaragoza,1,0,H,0,0,D,1.91,3.08,5.34,0-0,1-0,10,2,11,4
SP2,09/12/2020,Sabadell,Alcorcon,1,1,D,0,0,D,2.87,2.96,2.89,0-0,1-1,6,1,14,4
SP2,10/12/2020,Girona,Logrones,2,0,H,0,0,D,1.72,3.55,5.68,0-0,2-0,15,4,14,3
SP2,11/12/2020,Lugo,Ponferradina,1,0,H,0,0,D,2.83,2.81,3.15,0-0,1-0,11,1,5,2
SP2,11/12/2020,Oviedo,Tenerife,4,2,H,2,1,H,2.62,2.82,3.43,2-1,4-2,13,5,3,2
SP2,12/12/2020,Leganes,Mallorca,0,1,A,0,0,D,2.92,2.69,3.14,0-0,0-1,11,1,9,3
SP2,12/12/2020,Castellon,Albacete,3,0,H,1,0,H,2.25,3.04,3.82,1-0,3-0,13,3,6,1
SP2,12/12/2020,Fuenlabrada,Mirandes,0,1,A,0,0,D,2.3,3.01,3.76,0-0,0-1,15,3,8,3
SP2,13/12/2020,Logrones,Espanol,0,3,A,0,2,A,6.23,3.34,1.74,0-2,0-3,10,2,14,7
SP2,13/12/2020,Almeria,Malaga,3,1,H,1,1,D,2.02,3.11,4.59,1-1,3-1,9,6,10,5
SP2,13/12/2020,Las Palmas,Alcorcon,0,0,D,0,0,D,2.36,3.09,3.5,0-0,0-0,4,0,13,4
SP2,13/12/2020,Cartagena,Sabadell,1,2,A,0,0,D,2,3.53,4,0-0,1-2,10,3,12,2
SP2,13/12/2020,Sp Gijon,Zaragoza,1,0,H,0,0,D,1.96,3.25,4.58,0-0,1-0,10,5,6,1
SP2,14/12/2020,Girona,Vallecano,0,0,D,0,0,D,2.81,3.01,2.9,0-0,0-0,8,2,20,5
SP2,18/12/2020,Ponferradina,Oviedo,1,0,H,1,0,H,3.54,2.97,2.45,1-0,1-0,11,5,6,2
SP2,19/12/2020,Sabadell,Castellon,1,1,D,0,1,A,2.67,2.99,3.09,0-1,1-1,12,3,12,5
SP2,19/12/2020,Mallorca,Fuenlabrada,2,3,A,1,2,A,1.63,3.85,6.17,1-2,2-3,8,3,10,4
SP2,19/12/2020,Zaragoza,Lugo,1,0,H,0,0,D,2.41,3.02,3.49,0-0,1-0,17,4,11,2
SP2,20/12/2020,Alcorcon,Cartagena,2,1,H,2,0,H,2.3,3,3.76,2-0,2-1,9,4,11,3
SP2,20/12/2020,Espanol,Almeria,2,1,H,1,0,H,1.73,3.41,6.07,1-0,2-1,15,5,9,4
SP2,20/12/2020,Vallecano,Las Palmas,2,0,H,0,0,D,1.83,3.43,5.03,0-0,2-0,13,7,4,2
SP2,20/12/2020,Malaga,Logrones,0,0,D,0,0,D,2.2,2.97,4.11,0-0,0-0,7,1,6,1
SP2,21/12/2020,Mirandes,Albacete,0,2,A,0,2,A,1.88,3.3,4.94,0-2,0-2,11,1,8,2
SP2,21/12/2020,Sp Gijon,Leganes,1,1,D,0,0,D,2.53,3.02,3.26,0-0,1-1,9,4,13,3
SP2,21/12/2020,Tenerife,Girona,2,0,H,2,0,H,2.55,2.9,3.37,2-0,2-0,9,5,9,2
SP2,02/01/2021,Fuenlabrada,Leganes,0,0,D,0,0,D,3.13,2.9,2.71,0-0,0-0,3,0,11,2
SP2,02/01/2021,Vallecano,Alcorcon,2,1,H,1,0,H,1.73,3.54,5.68,1-0,2-1,9,3,15,9
SP2,02/01/2021,Logrones,Mirandes,2,1,H,1,1,D,2.86,2.9,2.95,1-1,2-1,9,3,18,3
SP2,02/01/2021,Cartagena,Zaragoza,1,1,D,0,0,D,2.67,2.98,3.1,0-0,1-1,12,5,14,5
SP2,03/01/2021,Castellon,Tenerife,0,1,A,0,0,D,3.04,3.07,2.65,0-0,0-1,9,2,6,1
SP2,03/01/2021,Las Palmas,Espanol,1,0,H,1,0,H,5.01,3.23,1.9,1-0,1-0,6,2,7,0
SP2,03/01/2021,Albacete,Malaga,1,1,D,0,0,D,2.77,2.88,3.08,0-0,1-1,6,3,11,4
SP2,03/01/2021,Almeria,Ponferradina,3,1,H,3,0,H,1.93,3.13,5.1,3-0,3-1,10,5,9,4
SP2,03/01/2021,Oviedo,Mallorca,2,2,D,1,2,A,3.17,2.95,2.64,1-2,2-2,13,3,8,4
SP2,04/01/2021,Girona,Sabadell,0,0,D,0,0,D,1.77,3.48,5.45,0-0,0-0,12,4,11,1
SP2,04/01/2021,Lugo,Sp Gijon,0,0,D,0,0,D,2.56,2.93,3.33,0-0,0-0,11,3,10,3
SP2,08/01/2021,Zaragoza,Logrones,2,0,H,1,0,H,2.05,3.19,4.37,1-0,2-0,16,5,6,3
SP2,09/01/2021,Malaga,Oviedo,1,1,D,1,0,H,3.11,2.87,2.75,1-0,1-1,7,1,11,3
SP2,10/01/2021,Mallorca,Las Palmas,0,1,A,0,1,A,1.67,3.53,6.45,0-1,0-1,9,5,7,2
SP2,10/01/2021,Tenerife,Cartagena,3,0,H,1,0,H,2.07,3.17,4.24,1-0,3-0,7,4,7,0
SP2,10/01/2021,Espanol,Castellon,2,0,H,2,0,H,1.43,4.36,9.1,2-0,2-0,17,7,4,2
SP2,11/01/2021,Ponferradina,Girona,1,1,D,0,1,A,2.75,2.9,3.08,0-1,1-1,10,4,18,7
SP2,11/01/2021,Sp Gijon,Fuenlabrada,2,1,H,1,0,H,2.53,2.95,3.36,1-0,2-1,12,4,10,6
SP2,11/01/2021,Sabadell,Lugo,1,1,D,1,0,H,3.04,2.91,2.77,1-0,1-1,12,6,12,5
SP2,19/01/2021,Mirandes,Vallecano,0,2,A,0,2,A,3.47,2.94,2.51,0-2,0-2,16,7,12,4
SP2,22/01/2021,Fuenlabrada,Alcorcon,0,0,D,0,0,D,2.6,2.79,3.5,0-0,0-0,9,3,10,1
SP2,22/01/2021,Albacete,Zaragoza,1,0,H,1,0,H,3.26,2.91,2.65,1-0,1-0,8,3,13,1
SP2,23/01/2021,Vallecano,Mallorca,1,3,A,1,3,A,2.5,3,3.33,1-3,1-3,15,2,8,6
SP2,23/01/2021,Girona,Espanol,1,0,H,1,0,H,4.03,3.16,2.13,1-0,1-0,10,3,25,8
SP2,23/01/2021,Lugo,Tenerife,2,0,H,1,0,H,3,2.87,2.84,1-0,2-0,6,2,7,1
SP2,23/01/2021,Malaga,Ponferradina,0,2,A,0,1,A,2.37,2.92,3.72,0-1,0-2,9,4,9,5
SP2,24/01/2021,Almeria,Sabadell,2,2,D,1,0,H,1.58,3.85,6.9,1-0,2-2,9,7,7,4
SP2,24/01/2021,Logrones,Oviedo,0,0,D,0,0,D,3.52,2.96,2.43,0-0,0-0,4,0,10,2
SP2,24/01/2021,Castellon,Sp Gijon,2,0,H,1,0,H,3.15,2.85,2.74,1-0,2-0,8,6,11,5
SP2,24/01/2021,Las Palmas,Leganes,2,1,H,0,0,D,3.4,2.97,2.48,0-0,2-1,12,5,14,5
SP2,25/01/2021,Cartagena,Mirandes,0,2,A,0,2,A,2.65,2.85,3.28,0-2,0-2,9,1,14,6
SP2,26/01/2021,Alcorcon,Albacete,1,2,A,1,1,D,2.09,3.04,4.52,1-1,1-2,14,4,12,3
SP2,29/01/2021,Zaragoza,Ponferradina,1,0,H,1,0,H,1.74,3.47,5.95,1-0,1-0,5,3,13,4
SP2,30/01/2021,Oviedo,Albacete,0,1,A,0,0,D,1.83,3.52,4.91,0-0,0-1,11,4,5,3
SP2,30/01/2021,Alcorcon,Malaga,0,1,A,0,0,D,2.41,2.92,3.63,0-0,0-1,5,0,6,1
SP2,30/01/2021,Mallorca,Girona,1,0,H,0,0,D,1.76,3.41,5.68,0-0,1-0,13,7,11,4
SP2,30/01/2021,Almeria,Castellon,3,1,H,1,0,H,1.78,3.41,5.51,1-0,3-1,15,4,3,2
SP2,31/01/2021,Sp Gijon,Cartagena,0,0,D,0,0,D,1.89,3.44,4.6,0-0,0-0,9,1,9,1
SP2,31/01/2021,Espanol,Vallecano,2,3,A,2,0,H,2.35,3,3.64,2-0,2-3,7,3,14,5
SP2,31/01/2021,Mirandes,Las Palmas,2,0,H,1,0,H,2.33,2.91,3.82,1-0,2-0,13,5,9,1
SP2,31/01/2021,Tenerife,Fuenlabrada,1,1,D,0,1,A,2.44,2.67,4,0-1,1-1,11,3,6,0
SP2,01/02/2021,Leganes,Lugo,3,2,H,2,1,H,1.78,3.53,5.26,2-1,3-2,10,6,14,6
SP2,01/02/2021,Sabadell,Logrones,0,0,D,0,0,D,2.4,2.84,3.77,0-0,0-0,10,2,7,1
SP2,05/02/2021,Albacete,Mallorca,0,1,A,0,0,D,4.9,3.2,1.95,0-0,0-1,6,0,13,2
SP2,06/02/2021,Cartagena,Oviedo,2,0,H,1,0,H,3.04,2.93,2.76,1-0,2-0,13,4,6,1
SP2,06/02/2021,Logrones,Sp Gijon,0,4,A,0,2,A,3.37,2.93,2.53,0-2,0-4,11,3,15,9
SP2,06/02/2021,Fuenlabrada,Almeria,1,1,D,0,0,D,3.23,2.85,2.69,0-0,1-1,25,10,5,2
SP2,07/02/2021,Girona,Leganes,0,2,A,0,0,D,2.77,3.09,2.87,0-0,0-2,13,2,8,5
SP2,07/02/2021,Malaga,Zaragoza,1,2,A,0,2,A,2.95,2.77,3.01,0-2,1-2,14,4,5,4
SP2,07/02/2021,Castellon,Mirandes,0,1,A,0,0,D,3.32,2.98,2.52,0-0,0-1,10,1,16,5
SP2,07/02/2021,Vallecano,Tenerife,0,1,A,0,0,D,1.81,3.27,5.66,0-0,0-1,9,4,8,3
SP2,07/02/2021,Las Palmas,Sabadell,0,1,A,0,0,D,2.1,3.07,4.31,0-0,0-1,6,3,9,3
SP2,08/02/2021,Ponferradina,Alcorcon,2,0,H,1,0,H,2.68,2.88,3.2,1-0,2-0,5,3,12,2
SP2,08/02/2021,Lugo,Espanol,1,1,D,1,0,H,5.12,2.9,2.02,1-0,1-1,7,2,12,2
SP2,12/02/2021,Sabadell,Zaragoza,1,1,D,0,1,A,3.11,2.89,2.78,0-1,1-1,7,2,12,6
SP2,13/02/2021,Cartagena,Vallecano,2,2,D,1,1,D,3.41,3,2.46,1-1,2-2,7,3,14,5
SP2,13/02/2021,Mirandes,Girona,3,3,D,2,1,H,2.35,2.99,3.66,2-1,3-3,8,3,11,5
SP2,13/02/2021,Tenerife,Ponferradina,1,0,H,0,0,D,2.04,2.96,4.84,0-0,1-0,18,7,7,4
SP2,14/02/2021,Mallorca,Espanol,1,2,A,0,1,A,2.86,2.89,2.97,0-1,1-2,11,3,6,3
SP2,14/02/2021,Almeria,Las Palmas,3,1,H,1,0,H,1.84,3.65,4.58,1-0,3-1,13,7,12,3
SP2,14/02/2021,Alcorcon,Logrones,1,0,H,1,0,H,2.03,3.2,4.35,1-0,1-0,10,4,11,1
SP2,14/02/2021,Leganes,Albacete,3,1,H,2,0,H,1.64,3.42,7.41,2-0,3-1,9,5,8,3
SP2,14/02/2021,Sp Gijon,Malaga,1,0,H,0,0,D,2,3.09,4.72,0-0,1-0,5,3,9,3
SP2,15/02/2021,Castellon,Fuenlabrada,1,2,A,1,2,A,3.5,2.99,2.42,1-2,1-2,12,3,21,7
SP2,15/02/2021,Oviedo,Lugo,3,1,H,1,1,D,2.04,3.02,4.67,1-1,3-1,6,5,6,2
SP2,17/02/2021,Leganes,Almeria,2,1,H,0,1,A,2.3,2.8,4.13,0-1,2-1,17,6,7,1
SP2,19/02/2021,Ponferradina,Mirandes,1,0,H,0,0,D,3.3,2.91,2.62,0-0,1-0,13,4,4,0
SP2,20/02/2021,Espanol,Sabadell,1,0,H,0,0,D,1.48,4.37,7.61,0-0,1-0,15,3,10,5
SP2,20/02/2021,Albacete,Sp Gijon,0,1,A,0,1,A,3.7,2.96,2.35,0-1,0-1,12,4,8,4
SP2,20/02/2021,Las Palmas,Cartagena,2,0,H,2,0,H,2.38,3.14,3.41,2-0,2-0,11,6,5,2
SP2,21/02/2021,Leganes,Tenerife,1,0,H,0,0,D,2.34,2.83,3.96,0-0,1-0,7,2,6,2
SP2,21/02/2021,Mallorca,Almeria,2,0,H,1,0,H,2.17,2.95,4.25,1-0,2-0,13,5,14,2
SP2,21/02/2021,Girona,Castellon,2,1,H,2,0,H,1.83,3.39,5.1,2-0,2-1,5,2,11,3
SP2,21/02/2021,Lugo,Logrones,1,1,D,0,0,D,2.2,3.02,4.02,0-0,1-1,10,4,5,1
SP2,21/02/2021,Malaga,Vallecano,2,0,H,2,0,H,3.58,2.95,2.41,2-0,2-0,12,4,11,5
SP2,22/02/2021,Fuenlabrada,Oviedo,2,2,D,0,1,A,2.44,2.72,3.91,0-1,2-2,12,5,8,4
SP2,22/02/2021,Zaragoza,Alcorcon,0,1,A,0,0,D,2.15,3.2,3.91,0-0,0-1,11,2,13,1
SP2,26/02/2021,Sabadell,Albacete,0,0,D,0,0,D,2.18,3.19,3.89,0-0,0-0,11,3,11,2
SP2,26/02/2021,Cartagena,Leganes,1,0,H,0,0,D,3.96,3.17,2.17,0-0,1-0,9,5,12,0
SP2,27/02/2021,Vallecano,Ponferradina,1,1,D,0,0,D,1.88,3.17,5.32,0-0,1-1,8,2,7,6
SP2,27/02/2021,Almeria,Lugo,4,1,H,1,1,D,1.68,3.64,6.07,1-1,4-1,11,8,15,5
SP2,27/02/2021,Castellon,Las Palmas,4,0,H,1,0,H,2.74,2.87,3.13,1-0,4-0,8,6,11,4
SP2,27/02/2021,Logrones,Mallorca,0,1,A,0,1,A,5.1,3.07,1.94,0-1,0-1,12,1,6,1
SP2,28/02/2021,Fuenlabrada,Girona,1,1,D,0,1,A,2.65,3,3.1,0-1,1-1,19,4,5,2
SP2,28/02/2021,Sp Gijon,Espanol,1,1,D,1,1,D,3.63,3.05,2.33,1-1,1-1,3,2,9,4
SP2,28/02/2021,Tenerife,Alcorcon,3,1,H,0,0,D,2.11,2.97,4.48,0-0,3-1,6,4,6,2
SP2,28/02/2021,Oviedo,Zaragoza,1,0,H,0,0,D,2.41,2.77,3.88,0-0,1-0,8,3,9,1
SP2,01/03/2021,Mirandes,Malaga,1,0,H,0,0,D,2.37,2.98,3.64,0-0,1-0,4,1,14,3
SP2,05/03/2021,Espanol,Oviedo,1,1,D,1,0,H,1.79,3.38,5.65,1-0,1-1,8,3,11,3
SP2,06/03/2021,Zaragoza,Tenerife,1,0,H,1,0,H,2.71,2.76,3.32,1-0,1-0,11,5,11,5
SP2,06/03/2021,Las Palmas,Vallecano,1,1,D,0,1,A,3.43,2.9,2.52,0-1,1-1,11,3,12,2
SP2,06/03/2021,Leganes,Castellon,0,0,D,0,0,D,1.65,3.54,6.81,0-0,0-0,9,1,6,2
SP2,06/03/2021,Albacete,Logrones,1,1,D,0,0,D,2.42,2.95,3.56,0-0,1-1,11,3,5,2
