"","match_id","match_round","league_id","league_name","league_round_name","parent_league_id","parent_league_season","match_time_utc","home_team_id","home_team","home_team_color","away_team_id","away_team","away_team_color","id","event_type","team_id","player_id","player_name","x","y","min","min_added","is_blocked","is_on_target","goal_crossed_y","expected_goals","expected_goals_on_target","shot_type","situation","period","is_own_goal","on_goal_shot_x","on_goal_shot_y","on_goal_shot_zoom_ratio","first_name","last_name","team_color","short_name","blocked_x","blocked_y","goal_crossed_z","matchid"
"1",3918013,"1",87,"LaLiga","LaLiga Round 1",87,"2022/2023","Fri, Aug 12, 2022, 19:00 UTC",8371,"Osasuna","#083068",8302,"Sevilla","#C90F20",2444977561,"Goal",8371,361724,"Ezequiel Ávila",100.543106342508,40.3014279307676,9,NA,FALSE,TRUE,37.05,0.132427722215652,0.4419,"Header","RegularPlay","FirstHalf",FALSE,0.193121693121694,0.268393203915344,1,"Ezequiel","Ávila","#083068",NA,NA,NA,1.0145263108,"Osasuna-Sevilla"
"2",3918013,"1",87,"LaLiga","LaLiga Round 1",87,"2022/2023","Fri, Aug 12, 2022, 19:00 UTC",8371,"Osasuna","#083068",8302,"Sevilla","#C90F20",2444979281,"Goal",8302,640492,"Rafa Mir",101.586208343754,37.7320001831055,11,NA,FALSE,TRUE,35.44875,0.247535526752472,0.8833,"RightFoot","RegularPlay","FirstHalf",FALSE,0.616732804232803,0.580952378095238,1,"Rafa","Mir","#C90F20",NA,NA,NA,2.1959999892,"Osasuna-Sevilla"
"3",3918013,"1",87,"LaLiga","LaLiga Round 1",87,"2022/2023","Fri, Aug 12, 2022, 19:00 UTC",8371,"Osasuna","#083068",8302,"Sevilla","#C90F20",2445037585,"Goal",8371,1054786,"Aimar Oroz",94,34,74,NA,FALSE,TRUE,34.53375,0.7884,0.9043,"RightFoot","Penalty","SecondHalf",FALSE,0.858796296296295,0.300668336031746,1,"Aimar","Oroz","#083068",NA,NA,NA,1.1365263102,"Osasuna-Sevilla"
"4",3918011,"1",87,"LaLiga","LaLiga Round 1",87,"2022/2023","Sat, Aug 13, 2022, 15:00 UTC",9910,"Celta","#8AC3EE",8558,"Espanol","#1954B2",2445459057,"Goal",9910,174472,"Iago Aspas",100.25862069,24.6298089222,45,2,FALSE,TRUE,37.2025,0.0715766549110413,0.7257,"RightFoot","RegularPlay","FirstHalf",FALSE,0.152777777777778,0.0543581172486773,1,"Iago","Aspas","#8AC3EE",NA,NA,NA,0.2054736832,"Celta-Espanol"
"5",3918011,"1",87,"LaLiga","LaLiga Round 1",87,"2022/2023","Sat, Aug 13, 2022, 15:00 UTC",9910,"Celta","#8AC3EE",8558,"Espanol","#1954B2",2445486475,"Goal",9910,388514,"Goncalo Paciencia",98.4385950185607,30.3400005817413,63,NA,FALSE,TRUE,32.0175,0.151321649551392,0.2686,"Header","RegularPlay","SecondHalf",FALSE,1.5244708994709,0.494319128730159,1,"Goncalo","Paciencia","#8AC3EE",NA,NA,NA,1.8685263066,"Celta-Espanol"
"6",3918011,"1",87,"LaLiga","LaLiga Round 1",87,"2022/2023","Sat, Aug 13, 2022, 15:00 UTC",9910,"Celta","#8AC3EE",8558,"Espanol","#1954B2",2445491013,"Goal",8558,837089,"Edu Exposito",85.279411764,33.8474994182587,72,NA,FALSE,TRUE,31.4075,0.072955846786499,0.2448,"LeftFoot","RegularPlay","SecondHalf",FALSE,1.68584656084656,0.0645502642328042,1,"Edu","Exposito","#1954B2",NA,NA,NA,0.2439999988,"Celta-Espanol"
"7",3918011,"1",87,"LaLiga","LaLiga Round 1",87,"2022/2023","Sat, Aug 13, 2022, 15:00 UTC",9910,"Celta","#8AC3EE",8558,"Espanol","#1954B2",2445508883,"Goal",8558,172321,"Joselu",94,34,90,8,FALSE,TRUE,33.085,0.7884,0.9692,"RightFoot","Penalty","SecondHalf",FALSE,1.24206349206349,0.504511275714286,1,"","Joselu","#1954B2",NA,NA,NA,1.9070526222,"Celta-Espanol"
"8",3918016,"1",87,"LaLiga","LaLiga Round 1",87,"2022/2023","Sat, Aug 13, 2022, 17:00 UTC",10281,"Real Valladolid","#8E7CB3",10205,"Villarreal","#153662",2445568089,"Goal",10205,1197347,"Nicolas Jackson",102.439658066508,38.368333335,49,NA,FALSE,TRUE,36.2875,0.308052897453308,0.8634,"RightFoot","RegularPlay","SecondHalf",FALSE,0.39484126984127,0.215733777830688,1,"Nicolas","Jackson","#153662",NA,NA,NA,0.8154736802,"Real Valladolid-Villarreal"
"9",3918016,"1",87,"LaLiga","LaLiga Round 1",87,"2022/2023","Sat, Aug 13, 2022, 17:00 UTC",10281,"Real Valladolid","#8E7CB3",10205,"Villarreal","#153662",2445597987,"Goal",10205,942372,"Álex Baena",87.6411731942482,31.7125,81,NA,FALSE,TRUE,37.12625,0.0648202896118164,0.485,"RightFoot","RegularPlay","SecondHalf",FALSE,0.172949735449736,0.0220829851322751,1,"Álex","Baena","#153662",NA,NA,NA,0.0834736838,"Real Valladolid-Villarreal"
"10",3918016,"1",87,"LaLiga","LaLiga Round 1",87,"2022/2023","Sat, Aug 13, 2022, 17:00 UTC",10281,"Real Valladolid","#8E7CB3",10205,"Villarreal","#153662",2445606973,"Goal",10205,942372,"Álex Baena",86.352941176,47.4338874853743,90,0,FALSE,TRUE,31.56,0.0578341484069824,0.4899,"RightFoot","RegularPlay","SecondHalf",FALSE,1.64550264550265,0.548677245978836,1,"Álex","Baena","#153662",NA,NA,NA,2.0739999898,"Real Valladolid-Villarreal"
