"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS"
"20877","SP2",2010-10-30,"Albacete","Girona",1,1,"D",0,0,"D",1.9,3.2,3.5,"0-0","1-1"
"20878","SP2",2010-10-30,"Granada","Xerez",5,0,"H",3,0,"H",2.3,3.1,2.75,"3-0","5-0"
"20879","SP2",2010-10-30,"Huesca","Numancia",0,0,"D",0,0,"D",2.25,3.1,2.8,"0-0","0-0"
"20880","SP2",2010-10-30,"Ponferradina","Las Palmas",3,2,"H",1,1,"D",2.62,3.1,2.38,"1-1","3-2"
"20881","SP2",2010-10-30,"Valladolid","Salamanca",1,0,"H",0,0,"D",1.7,3.2,4.5,"0-0","1-0"
"20882","SP2",2010-10-30,"Villarreal B","Cartagena",2,0,"H",1,0,"H",2.25,3.1,2.8,"1-0","2-0"
"20883","SP2",2010-10-31,"Alcorcon","Barcelona B",1,3,"A",1,1,"D",2,3.2,3.2,"1-1","1-3"
"20884","SP2",2010-10-31,"Betis","Vallecano",4,0,"H",1,0,"H",1.75,3.2,4.2,"1-0","4-0"
"20885","SP2",2010-10-31,"Gimnastic","Cordoba",1,1,"D",0,0,"D",2.25,3.1,2.8,"0-0","1-1"
"20886","SP2",2010-10-31,"Tenerife","Elche",1,0,"H",0,0,"D",2.2,3.1,2.9,"0-0","1-0"
"20887","SP2",2010-11-05,"Elche","Las Palmas",2,2,"D",0,1,"A",2.1,3,3.2,"0-1","2-2"
"20888","SP2",2010-11-06,"Barcelona B","Villarreal B",4,1,"H",2,1,"H",1.8,3.2,4,"2-1","4-1"
"20889","SP2",2010-11-06,"Cartagena","Granada",2,1,"H",2,1,"H",2.2,3.1,2.9,"2-1","2-1"
"20890","SP2",2010-11-06,"Cordoba","Huesca",2,0,"H",2,0,"H",2.1,3.1,3.1,"2-0","2-0"
"20891","SP2",2010-11-06,"Girona","Ponferradina",3,0,"H",3,0,"H",1.9,3.1,3.6,"3-0","3-0"
"20892","SP2",2010-11-06,"Numancia","Alcorcon",2,1,"H",1,0,"H",1.8,3.2,4,"1-0","2-1"
"20893","SP2",2010-11-06,"Salamanca","Albacete",1,0,"H",1,0,"H",1.75,3.2,4.2,"1-0","1-0"
"20894","SP2",2010-11-06,"Vallecano","Valladolid",3,0,"H",1,0,"H",2,3.1,3.3,"1-0","3-0"
"20895","SP2",2010-11-06,"Xerez","Recreativo",1,1,"D",1,1,"D",1.9,3,3.75,"1-1","1-1"
"20896","SP2",2010-11-07,"Celta","Betis",1,1,"D",1,0,"H",2.7,3,2.37,"1-0","1-1"
"20897","SP2",2010-11-07,"Tenerife","Gimnastic",0,2,"A",0,0,"D",1.75,3.1,4.33,"0-0","0-2"
"20898","SP2",2010-11-12,"Villarreal B","Numancia",1,0,"H",1,0,"H",2.25,3.1,2.8,"1-0","1-0"
"20899","SP2",2010-11-13,"Albacete","Vallecano",1,1,"D",1,0,"H",2.5,3.1,2.5,"1-0","1-1"
"20900","SP2",2010-11-13,"Betis","Xerez",3,1,"H",1,0,"H",1.5,3.5,6,"1-0","3-1"
"20901","SP2",2010-11-13,"Gimnastic","Elche",0,0,"D",0,0,"D",2.25,3.1,2.8,"0-0","0-0"
"20902","SP2",2010-11-13,"Granada","Barcelona B",4,1,"H",1,1,"D",2.2,3.1,2.9,"1-1","4-1"
"20903","SP2",2010-11-13,"Huesca","Tenerife",0,0,"D",0,0,"D",2.25,3.1,2.9,"0-0","0-0"
"20904","SP2",2010-11-13,"Las Palmas","Girona",1,1,"D",1,0,"H",1.73,3.2,4.33,"1-0","1-1"
"20905","SP2",2010-11-14,"Ponferradina","Salamanca",3,2,"H",2,0,"H",2.5,3.1,2.5,"2-0","3-2"
"20906","SP2",2010-11-14,"Recreativo","Cartagena",3,0,"H",0,0,"D",2.25,3.1,2.8,"0-0","3-0"
"20907","SP2",2010-11-14,"Valladolid","Celta",3,2,"H",1,2,"A",2,3,3.5,"1-2","3-2"
"20908","SP2",2010-11-15,"Alcorcon","Cordoba",2,1,"H",2,1,"H",2,3,3.5,"2-1","2-1"
"20909","SP2",2010-11-19,"Barcelona B","Recreativo",1,1,"D",1,0,"H",1.8,3.2,4,"1-0","1-1"
"20910","SP2",2010-11-20,"Cartagena","Betis",2,1,"H",0,0,"D",3.2,3.2,2,"0-0","2-1"
"20911","SP2",2010-11-20,"Elche","Girona",0,0,"D",0,0,"D",1.73,3.2,4.33,"0-0","0-0"
"20912","SP2",2010-11-20,"Gimnastic","Huesca",0,0,"D",0,0,"D",2.2,3,3,"0-0","0-0"
"20913","SP2",2010-11-20,"Salamanca","Las Palmas",4,2,"H",1,1,"D",2.25,3,2.9,"1-1","4-2"
"20914","SP2",2010-11-20,"Vallecano","Ponferradina",3,1,"H",2,0,"H",1.44,3.75,6,"2-0","3-1"
"20915","SP2",2010-11-21,"Celta","Albacete",3,1,"H",1,1,"D",1.6,3.4,5,"1-1","3-1"
"20916","SP2",2010-11-21,"Cordoba","Villarreal B",0,0,"D",0,0,"D",2.1,3.1,3.1,"0-0","0-0"
"20917","SP2",2010-11-21,"Numancia","Granada",3,2,"H",2,0,"H",2.1,3.1,3.1,"2-0","3-2"
"20918","SP2",2010-11-21,"Tenerife","Alcorcon",1,0,"H",0,0,"D",1.83,3.2,3.75,"0-0","1-0"
"20919","SP2",2010-11-21,"Xerez","Valladolid",4,0,"H",0,0,"D",2.3,3.1,2.75,"0-0","4-0"
"20920","SP2",2010-11-26,"Ponferradina","Celta",0,0,"D",0,0,"D",2.8,3.1,2.25,"0-0","0-0"
"20921","SP2",2010-11-27,"Albacete","Xerez",1,1,"D",0,0,"D",2.3,3.1,2.75,"0-0","1-1"
"20922","SP2",2010-11-27,"Huesca","Elche",2,2,"D",1,2,"A",2.3,2.9,2.9,"1-2","2-2"
"20923","SP2",2010-11-27,"Las Palmas","Vallecano",2,1,"H",0,1,"A",2.4,3,2.7,"0-1","2-1"
"20924","SP2",2010-11-28,"Alcorcon","Gimnastic",1,1,"D",1,0,"H",1.83,3.2,3.75,"1-0","1-1"
"20925","SP2",2010-11-28,"Girona","Salamanca",1,1,"D",0,1,"A",2.3,3.1,2.75,"0-1","1-1"
"20926","SP2",2010-11-28,"Granada","Cordoba",1,1,"D",0,1,"A",1.8,3.2,4,"0-1","1-1"
"20927","SP2",2010-11-28,"Recreativo","Numancia",1,0,"H",0,0,"D",2.25,2.9,3,"0-0","1-0"
"20928","SP2",2010-11-28,"Valladolid","Cartagena",0,1,"A",0,0,"D",1.8,3.2,4,"0-0","0-1"
"20929","SP2",2010-11-28,"Villarreal B","Tenerife",0,2,"A",0,1,"A",2.2,3.2,2.8,"0-1","0-2"
"20930","SP2",2010-12-03,"Xerez","Ponferradina",0,0,"D",0,0,"D",1.62,3.3,5,"0-0","0-0"
"20931","SP2",2010-12-04,"Barcelona B","Valladolid",0,0,"D",0,0,"D",2.1,3.2,3,"0-0","0-0"
"20932","SP2",2010-12-04,"Cartagena","Albacete",1,1,"D",1,1,"D",1.67,3.1,5,"1-1","1-1"
"20933","SP2",2010-12-04,"Cordoba","Recreativo",3,3,"D",2,1,"H",2.3,2.9,2.9,"2-1","3-3"
"20934","SP2",2010-12-04,"Gimnastic","Villarreal B",1,2,"A",0,0,"D",2.2,3,3,"0-0","1-2"
"20935","SP2",2010-12-04,"Huesca","Alcorcon",3,1,"H",3,1,"H",2.1,3.1,3.1,"3-1","3-1"
"20936","SP2",2010-12-04,"Numancia","Betis",1,2,"A",1,2,"A",2.8,3,2.3,"1-2","1-2"
"20937","SP2",2010-12-05,"Celta","Las Palmas",2,0,"H",1,0,"H",1.83,3,4,"1-0","2-0"
"20938","SP2",2010-12-05,"Elche","Salamanca",3,1,"H",1,1,"D",2,3,3.5,"1-1","3-1"
"20939","SP2",2010-12-05,"Vallecano","Girona",2,0,"H",0,0,"D",1.57,3.25,5.5,"0-0","2-0"
"20940","SP2",2010-12-08,"Betis","Barcelona B",2,2,"D",1,0,"H",1.5,3.5,6,"1-0","2-2"
"20941","SP2",2010-12-10,"Ponferradina","Cartagena",1,2,"A",0,1,"A",2.5,3.1,2.5,"0-1","1-2"
"20942","SP2",2010-12-11,"Alcorcon","Elche",0,1,"A",0,0,"D",2.38,2.9,2.8,"0-0","0-1"
"20943","SP2",2010-12-11,"Betis","Cordoba",3,1,"H",2,0,"H",1.36,3.75,8,"2-0","3-1"
"20944","SP2",2010-12-11,"Girona","Celta",1,1,"D",0,1,"A",2.8,3,2.3,"0-1","1-1"
"20945","SP2",2010-12-11,"Las Palmas","Xerez",0,3,"A",0,0,"D",2,3.1,3.3,"0-0","0-3"
"20946","SP2",2010-12-11,"Valladolid","Numancia",4,5,"A",3,2,"H",1.7,3.2,4.5,"3-2","4-5"
"20947","SP2",2010-12-11,"Villarreal B","Huesca",1,1,"D",0,0,"D",2,3,3.5,"0-0","1-1"
"20948","SP2",2010-12-12,"Albacete","Barcelona B",2,2,"D",1,0,"H",2.5,3,2.6,"1-0","2-2"
"20949","SP2",2010-12-12,"Granada","Gimnastic",6,1,"H",3,0,"H",1.8,3.2,4,"3-0","6-1"
"20950","SP2",2010-12-12,"Recreativo","Tenerife",3,0,"H",1,0,"H",2.2,3.1,2.9,"1-0","3-0"
"20951","SP2",2010-12-12,"Salamanca","Vallecano",0,1,"A",0,1,"A",2.38,3.1,2.62,"0-1","0-1"
"20952","SP2",2010-12-17,"Xerez","Girona",3,1,"H",0,1,"A",1.7,3.2,4.5,"0-1","3-1"
"20953","SP2",2010-12-18,"Alcorcon","Villarreal B",1,2,"A",1,1,"D",2.1,3.2,3,"1-1","1-2"
"20954","SP2",2010-12-18,"Celta","Salamanca",1,0,"H",1,0,"H",1.67,3.3,4.5,"1-0","1-0"
"20955","SP2",2010-12-18,"Cordoba","Valladolid",1,0,"H",0,0,"D",2.3,3,2.8,"0-0","1-0"
"20956","SP2",2010-12-18,"Elche","Vallecano",1,1,"D",0,1,"A",2.25,3.1,2.8,"0-1","1-1"
"20957","SP2",2010-12-18,"Gimnastic","Recreativo",0,0,"D",0,0,"D",2.7,3,2.4,"0-0","0-0"
"20958","SP2",2010-12-18,"Huesca","Granada",0,0,"D",0,0,"D",2.4,3.1,2.6,"0-0","0-0"
"20959","SP2",2010-12-18,"Numancia","Albacete",0,1,"A",0,0,"D",1.62,3.3,5,"0-0","0-1"
"20960","SP2",2010-12-18,"Tenerife","Betis",0,3,"A",0,3,"A",3,3.2,2.1,"0-3","0-3"
"20961","SP2",2010-12-19,"Barcelona B","Ponferradina",1,1,"D",0,0,"D",1.5,3.5,6,"0-0","1-1"
"20962","SP2",2010-12-19,"Cartagena","Las Palmas",5,2,"H",3,1,"H",1.8,3.2,4,"3-1","5-2"
"20963","SP2",2011-01-02,"Albacete","Cordoba",1,0,"H",0,0,"D",2.2,3,3,"0-0","1-0"
"20964","SP2",2011-01-02,"Betis","Gimnastic",1,0,"H",1,0,"H",1.29,4.5,8,"1-0","1-0"
"20965","SP2",2011-01-02,"Girona","Cartagena",1,1,"D",0,0,"D",2.4,3.1,2.6,"0-0","1-1"
"20966","SP2",2011-01-02,"Granada","Alcorcon",1,0,"H",0,0,"D",1.7,3.2,4.5,"0-0","1-0"
"20967","SP2",2011-01-02,"Las Palmas","Barcelona B",2,2,"D",1,0,"H",2.2,3.1,2.9,"1-0","2-2"
"20968","SP2",2011-01-02,"Ponferradina","Numancia",0,4,"A",0,3,"A",2.5,3,2.6,"0-3","0-4"
"20969","SP2",2011-01-02,"Recreativo","Huesca",0,1,"A",0,0,"D",1.9,3.1,3.6,"0-0","0-1"
"20970","SP2",2011-01-02,"Valladolid","Tenerife",2,2,"D",2,1,"H",1.7,3.25,4.33,"2-1","2-2"
"20971","SP2",2011-01-02,"Vallecano","Celta",1,3,"A",1,0,"H",2,3,3.5,"1-0","1-3"
"20972","SP2",2011-01-02,"Villarreal B","Elche",1,1,"D",1,1,"D",2.3,3,2.8,"1-1","1-1"
"20973","SP2",2011-01-03,"Salamanca","Xerez",2,3,"A",0,1,"A",2.3,3.1,2.75,"0-1","2-3"
"20974","SP2",2011-01-07,"Villarreal B","Granada",2,1,"H",1,0,"H",2.38,3,2.75,"1-0","2-1"
"20975","SP2",2011-01-08,"Alcorcon","Recreativo",2,1,"H",1,1,"D",2.5,3,2.6,"1-1","2-1"
"20976","SP2",2011-01-08,"Barcelona B","Girona",1,2,"A",0,0,"D",1.62,3.3,5,"0-0","1-2"
"20977","SP2",2011-01-08,"Cartagena","Salamanca",1,0,"H",1,0,"H",1.8,3.2,4,"1-0","1-0"
"20978","SP2",2011-01-08,"Cordoba","Ponferradina",3,3,"D",2,2,"D",1.7,3.2,4.5,"2-2","3-3"
"20979","SP2",2011-01-08,"Elche","Celta",1,3,"A",0,1,"A",2.5,3,2.6,"0-1","1-3"
"20980","SP2",2011-01-08,"Gimnastic","Valladolid",1,0,"H",0,0,"D",2.6,3,2.5,"0-0","1-0"
"20981","SP2",2011-01-08,"Numancia","Las Palmas",4,0,"H",1,0,"H",1.7,3.2,4.5,"1-0","4-0"
"20982","SP2",2011-01-09,"Huesca","Betis",1,1,"D",0,0,"D",3.75,3.2,1.83,"0-0","1-1"
"20983","SP2",2011-01-09,"Tenerife","Albacete",0,1,"A",0,1,"A",1.9,3.2,3.5,"0-1","0-1"
"20984","SP2",2011-01-09,"Xerez","Vallecano",0,1,"A",0,0,"D",2.25,3,2.88,"0-0","0-1"
"20985","SP2",2011-01-14,"Girona","Numancia",2,0,"H",1,0,"H",2.38,3,2.75,"1-0","2-0"
"20986","SP2",2011-01-15,"Albacete","Gimnastic",0,1,"A",0,0,"D",1.83,3.2,3.75,"0-0","0-1"
"20987","SP2",2011-01-15,"Betis","Alcorcon",3,0,"H",1,0,"H",1.29,4.5,8,"1-0","3-0"
"20988","SP2",2011-01-15,"Celta","Xerez",1,1,"D",1,0,"H",1.73,3.2,4.33,"1-0","1-1"
"20989","SP2",2011-01-15,"Las Palmas","Cordoba",0,1,"A",0,1,"A",1.9,3.1,3.6,"0-1","0-1"
"20990","SP2",2011-01-15,"Valladolid","Huesca",2,0,"H",1,0,"H",1.83,3.2,3.75,"1-0","2-0"
"20991","SP2",2011-01-15,"Vallecano","Cartagena",3,1,"H",2,1,"H",2,3,3.5,"2-1","3-1"
"20992","SP2",2011-01-16,"Elche","Granada",0,0,"D",0,0,"D",2.2,3,3,"0-0","0-0"
"20993","SP2",2011-01-16,"Ponferradina","Tenerife",1,1,"D",0,1,"A",2.4,3.1,2.6,"0-1","1-1"
"20994","SP2",2011-01-16,"Recreativo","Villarreal B",2,0,"H",1,0,"H",1.91,3,3.75,"1-0","2-0"
"20995","SP2",2011-01-16,"Salamanca","Barcelona B",2,3,"A",1,1,"D",2.38,3.1,2.62,"1-1","2-3"
"20996","SP2",2011-01-21,"Xerez","Elche",0,0,"D",0,0,"D",1.83,3.2,3.75,"0-0","0-0"
"20997","SP2",2011-01-22,"Alcorcon","Valladolid",1,0,"H",0,0,"D",2.5,3,2.6,"0-0","1-0"
"20998","SP2",2011-01-22,"Barcelona B","Vallecano",1,2,"A",1,1,"D",2.38,3.1,2.62,"1-1","1-2"
"20999","SP2",2011-01-22,"Cartagena","Celta",0,4,"A",0,2,"A",2.38,3,2.75,"0-2","0-4"
"21000","SP2",2011-01-22,"Granada","Recreativo",2,1,"H",0,1,"A",2.1,3.2,3,"0-1","2-1"
"21001","SP2",2011-01-22,"Huesca","Albacete",1,0,"H",1,0,"H",2,3,3.5,"1-0","1-0"
"21002","SP2",2011-01-22,"Villarreal B","Betis",1,0,"H",1,0,"H",3.2,3.2,2,"1-0","1-0"
"21003","SP2",2011-01-23,"Cordoba","Girona",1,1,"D",0,0,"D",2.1,3.1,3.1,"0-0","1-1"
"21004","SP2",2011-01-23,"Gimnastic","Ponferradina",0,0,"D",0,0,"D",1.83,3.2,3.75,"0-0","0-0"
"21005","SP2",2011-01-23,"Numancia","Salamanca",3,2,"H",1,0,"H",1.67,3.3,4.5,"1-0","3-2"
"21006","SP2",2011-01-23,"Tenerife","Las Palmas",1,1,"D",0,0,"D",1.83,3.2,3.75,"0-0","1-1"
"21007","SP2",2011-01-26,"Tenerife","Granada",2,2,"D",2,1,"H",2.2,3,3,"2-1","2-2"
"21008","SP2",2011-01-28,"Alcorcon","Albacete",2,0,"H",0,0,"D",2.1,3.1,3.1,"0-0","2-0"
"21009","SP2",2011-01-29,"Barcelona B","Celta",1,1,"D",1,0,"H",2.6,3,2.5,"1-0","1-1"
"21010","SP2",2011-01-29,"Cartagena","Xerez",1,2,"A",1,1,"D",2.25,3.1,2.8,"1-1","1-2"
"21011","SP2",2011-01-29,"Cordoba","Salamanca",2,0,"H",0,0,"D",1.91,3.1,3.6,"0-0","2-0"
"21012","SP2",2011-01-29,"Gimnastic","Las Palmas",0,0,"D",0,0,"D",2.2,3,3,"0-0","0-0"
"21013","SP2",2011-01-29,"Huesca","Ponferradina",1,0,"H",0,0,"D",1.8,3.2,4,"0-0","1-0"
"21014","SP2",2011-01-29,"Numancia","Vallecano",0,3,"A",0,2,"A",2.3,3.1,2.75,"0-2","0-3"
"21015","SP2",2011-01-29,"Recreativo","Elche",0,0,"D",0,0,"D",2.1,3.1,3.1,"0-0","0-0"
"21016","SP2",2011-01-29,"Villarreal B","Valladolid",2,0,"H",1,0,"H",2.3,3.1,2.75,"1-0","2-0"
"21017","SP2",2011-01-30,"Granada","Betis",3,0,"H",0,0,"D",2.9,3.1,2.2,"0-0","3-0"
"21018","SP2",2011-01-30,"Tenerife","Girona",3,3,"D",1,2,"A",2,3.2,3.2,"1-2","3-3"
"21019","SP2",2011-02-04,"Xerez","Barcelona B",1,0,"H",1,0,"H",1.9,3.2,3.5,"1-0","1-0"
"21020","SP2",2011-02-05,"Albacete","Villarreal B",0,2,"A",0,0,"D",2.38,3.1,2.62,"0-0","0-2"
"21021","SP2",2011-02-05,"Elche","Cartagena",1,2,"A",1,1,"D",2.1,3,3.2,"1-1","1-2"
"21022","SP2",2011-02-05,"Girona","Gimnastic",2,1,"H",1,1,"D",1.83,3.2,3.75,"1-1","2-1"
"21023","SP2",2011-02-05,"Las Palmas","Huesca",1,1,"D",1,0,"H",2,3.1,3.3,"1-0","1-1"
"21024","SP2",2011-02-05,"Salamanca","Tenerife",1,2,"A",1,1,"D",2.38,3.2,2.6,"1-1","1-2"
"21025","SP2",2011-02-05,"Valladolid","Granada",2,3,"A",1,2,"A",2,3.2,3.2,"1-2","2-3"
"21026","SP2",2011-02-05,"Vallecano","Cordoba",4,2,"H",1,2,"A",1.57,3.3,5.5,"1-2","4-2"
"21027","SP2",2011-02-06,"Betis","Recreativo",0,1,"A",0,0,"D",1.44,3.6,6.5,"0-0","0-1"
"21028","SP2",2011-02-06,"Ponferradina","Alcorcon",1,2,"A",0,2,"A",2.3,3.1,2.75,"0-2","1-2"
"21029","SP2",2011-02-07,"Celta","Numancia",4,0,"H",1,0,"H",1.7,3.2,4.5,"1-0","4-0"
"21030","SP2",2011-02-11,"Granada","Albacete",3,0,"H",0,0,"D",1.5,3.5,6,"0-0","3-0"
"21031","SP2",2011-02-12,"Alcorcon","Las Palmas",5,0,"H",0,0,"D",1.91,3.2,3.5,"0-0","5-0"
"21032","SP2",2011-02-12,"Barcelona B","Cartagena",3,0,"H",1,0,"H",2.25,3.1,2.8,"1-0","3-0"
"21033","SP2",2011-02-12,"Betis","Elche",1,4,"A",0,2,"A",1.5,3.5,6,"0-2","1-4"
"21034","SP2",2011-02-12,"Huesca","Girona",0,1,"A",0,0,"D",2.2,3,3,"0-0","0-1"
"21035","SP2",2011-02-12,"Numancia","Xerez",3,0,"H",1,0,"H",2.2,3.1,2.9,"1-0","3-0"
"21036","SP2",2011-02-12,"Recreativo","Valladolid",0,1,"A",0,0,"D",1.91,3.2,3.5,"0-0","0-1"
"21037","SP2",2011-02-12,"Villarreal B","Ponferradina",1,0,"H",0,0,"D",1.57,3.3,5.5,"0-0","1-0"
"21038","SP2",2011-02-13,"Cordoba","Celta",0,0,"D",0,0,"D",2.8,3.1,2.25,"0-0","0-0"
"21039","SP2",2011-02-13,"Gimnastic","Salamanca",2,0,"H",1,0,"H",1.83,3.2,3.75,"1-0","2-0"
"21040","SP2",2011-02-13,"Tenerife","Vallecano",2,1,"H",0,0,"D",2.5,3,2.6,"0-0","2-1"
"21041","SP2",2011-02-18,"Girona","Alcorcon",3,1,"H",2,0,"H",1.91,3.2,3.5,"2-0","3-1"
"21042","SP2",2011-02-19,"Albacete","Recreativo",1,1,"D",0,0,"D",2.4,3,2.7,"0-0","1-1"
"21043","SP2",2011-02-19,"Cartagena","Numancia",1,0,"H",0,0,"D",2,3.2,3.2,"0-0","1-0"
"21044","SP2",2011-02-19,"Celta","Tenerife",1,0,"H",0,0,"D",1.67,3.3,4.5,"0-0","1-0"
"21045","SP2",2011-02-19,"Elche","Barcelona B",2,1,"H",1,1,"D",2.2,3.1,2.9,"1-1","2-1"
"21046","SP2",2011-02-19,"Las Palmas","Villarreal B",2,2,"D",2,1,"H",2.25,3.1,2.8,"2-1","2-2"
"21047","SP2",2011-02-19,"Salamanca","Huesca",1,1,"D",0,1,"A",2.25,3.2,2.75,"0-1","1-1"
"21048","SP2",2011-02-19,"Vallecano","Gimnastic",1,1,"D",0,1,"A",1.44,3.6,6.5,"0-1","1-1"
"21049","SP2",2011-02-19,"Xerez","Cordoba",1,3,"A",1,2,"A",1.7,3.2,4.5,"1-2","1-3"
"21050","SP2",2011-02-20,"Ponferradina","Granada",0,0,"D",0,0,"D",3.2,3.2,2,"0-0","0-0"
"21051","SP2",2011-02-20,"Valladolid","Betis",1,0,"H",1,0,"H",2.6,3.1,2.4,"1-0","1-0"
"21052","SP2",2011-02-25,"Tenerife","Xerez",2,1,"H",1,0,"H",2.2,3.2,2.8,"1-0","2-1"
"21053","SP2",2011-02-26,"Alcorcon","Salamanca",4,0,"H",1,0,"H",1.7,3.2,4.5,"1-0","4-0"
"21054","SP2",2011-02-26,"Cordoba","Cartagena",2,0,"H",1,0,"H",2.2,3.1,2.9,"1-0","2-0"
"21055","SP2",2011-02-26,"Gimnastic","Celta",1,2,"A",0,1,"A",3.2,3,2.1,"0-1","1-2"
"21056","SP2",2011-02-26,"Granada","Las Palmas",5,2,"H",1,1,"D",1.53,3.5,5.5,"1-1","5-2"
"21057","SP2",2011-02-26,"Numancia","Barcelona B",4,6,"A",1,1,"D",2,3.2,3.2,"1-1","4-6"
"21058","SP2",2011-02-26,"Recreativo","Ponferradina",1,1,"D",1,0,"H",1.62,3.3,5,"1-0","1-1"
"21059","SP2",2011-02-26,"Valladolid","Elche",2,0,"H",1,0,"H",1.91,3.1,3.6,"1-0","2-0"
"21060","SP2",2011-02-26,"Villarreal B","Girona",0,1,"A",0,1,"A",2,3.1,3.3,"0-1","0-1"
"21061","SP2",2011-02-27,"Betis","Albacete",2,0,"H",0,0,"D",1.44,3.75,6,"0-0","2-0"
"21062","SP2",2011-02-27,"Huesca","Vallecano",4,1,"H",2,0,"H",3,3,2.2,"2-0","4-1"
"21063","SP2",2011-03-01,"Barcelona B","Cordoba",4,1,"H",0,0,"D",1.91,3.2,3.5,"0-0","4-1"
"21064","SP2",2011-03-01,"Cartagena","Tenerife",1,0,"H",0,0,"D",2.1,3.2,3,"0-0","1-0"
"21065","SP2",2011-03-01,"Elche","Numancia",1,0,"H",1,0,"H",2,3.1,3.3,"1-0","1-0"
"21066","SP2",2011-03-01,"Girona","Granada",2,0,"H",1,0,"H",2.2,3.1,2.9,"1-0","2-0"
"21067","SP2",2011-03-01,"Salamanca","Villarreal B",1,0,"H",1,0,"H",2.2,3,3,"1-0","1-0"
"21068","SP2",2011-03-02,"Albacete","Valladolid",1,1,"D",1,0,"H",2.5,3,2.6,"1-0","1-1"
"21069","SP2",2011-03-02,"Las Palmas","Recreativo",1,1,"D",0,1,"A",2.1,3.1,3.1,"0-1","1-1"
"21070","SP2",2011-03-02,"Vallecano","Alcorcon",1,0,"H",1,0,"H",1.5,3.5,6,"1-0","1-0"
"21071","SP2",2011-03-02,"Xerez","Gimnastic",1,2,"A",1,1,"D",1.7,3.2,4.5,"1-1","1-2"
"21072","SP2",2011-03-03,"Celta","Huesca",1,2,"A",0,1,"A",1.44,3.6,6.5,"0-1","1-2"
"21073","SP2",2011-03-03,"Ponferradina","Betis",1,1,"D",1,0,"H",3.75,3.2,1.83,"1-0","1-1"
"21074","SP2",2011-03-05,"Albacete","Elche",0,2,"A",0,0,"D",2.5,3.1,2.5,"0-0","0-2"
"21075","SP2",2011-03-05,"Gimnastic","Cartagena",2,0,"H",1,0,"H",2.3,3.1,2.75,"1-0","2-0"
"21076","SP2",2011-03-05,"Granada","Salamanca",0,1,"A",0,0,"D",1.44,3.6,6.5,"0-0","0-1"
"21077","SP2",2011-03-05,"Villarreal B","Vallecano",1,2,"A",0,1,"A",2.5,3.1,2.5,"0-1","1-2"
"21078","SP2",2011-03-06,"Alcorcon","Celta",1,0,"H",1,0,"H",2.62,3.1,2.38,"1-0","1-0"
"21079","SP2",2011-03-06,"Betis","Las Palmas",4,1,"H",2,0,"H",1.4,3.75,7,"2-0","4-1"
"21080","SP2",2011-03-06,"Cordoba","Numancia",1,2,"A",1,1,"D",2,3.2,3.2,"1-1","1-2"
"21081","SP2",2011-03-06,"Huesca","Xerez",1,1,"D",0,0,"D",2,3.1,3.3,"0-0","1-1"
"21082","SP2",2011-03-06,"Recreativo","Girona",4,0,"H",1,0,"H",2.1,3.1,3.1,"1-0","4-0"
"21083","SP2",2011-03-06,"Valladolid","Ponferradina",2,1,"H",0,0,"D",1.53,3.5,5.5,"0-0","2-1"
"21084","SP2",2011-03-07,"Tenerife","Barcelona B",1,4,"A",0,2,"A",2,3.2,3.2,"0-2","1-4"
"21085","SP2",2011-03-11,"Elche","Cordoba",2,1,"H",1,0,"H",1.8,3.2,4,"1-0","2-1"
"21086","SP2",2011-03-12,"Barcelona B","Gimnastic",4,0,"H",2,0,"H",1.7,3.2,4.5,"2-0","4-0"
"21087","SP2",2011-03-12,"Cartagena","Huesca",2,0,"H",1,0,"H",2,3.1,3.3,"1-0","2-0"
"21088","SP2",2011-03-12,"Celta","Villarreal B",0,1,"A",0,0,"D",1.62,3.3,5,"0-0","0-1"
"21089","SP2",2011-03-12,"Girona","Betis",0,1,"A",0,0,"D",2.5,3.2,2.5,"0-0","0-1"
"21090","SP2",2011-03-12,"Las Palmas","Valladolid",2,0,"H",1,0,"H",2.5,3,2.6,"1-0","2-0"
"21091","SP2",2011-03-12,"Numancia","Tenerife",2,1,"H",1,1,"D",1.91,3.2,3.5,"1-1","2-1"
"21092","SP2",2011-03-12,"Ponferradina","Albacete",2,1,"H",1,1,"D",2.2,3.1,2.9,"1-1","2-1"
"21093","SP2",2011-03-12,"Xerez","Alcorcon",0,0,"D",0,0,"D",1.83,3.2,3.75,"0-0","0-0"
"21094","SP2",2011-03-13,"Salamanca","Recreativo",0,1,"A",0,0,"D",2.2,3.1,2.9,"0-0","0-1"
"21095","SP2",2011-03-13,"Vallecano","Granada",1,1,"D",0,1,"A",1.8,3.2,4,"0-1","1-1"
"21096","SP2",2011-03-18,"Villarreal B","Xerez",1,2,"A",0,1,"A",2,3.2,3.2,"0-1","1-2"
"21097","SP2",2011-03-19,"Albacete","Las Palmas",0,1,"A",0,1,"A",2.3,3.1,2.75,"0-1","0-1"
"21098","SP2",2011-03-19,"Alcorcon","Cartagena",0,0,"D",0,0,"D",1.91,3.2,3.5,"0-0","0-0"
"21099","SP2",2011-03-19,"Betis","Salamanca",1,0,"H",0,0,"D",1.3,4.33,8,"0-0","1-0"
