"","Div","HomeTeam","AwayTeam","Date"
"1","D2","FC Koln","Hamburg",2024-08-02
"2","D2","Hertha","Paderborn",2024-08-03
"3","D2","Karlsruher","Nurnberg",2024-08-03
"4","D2","Hannover","Regensburg",2024-08-03
"5","D2","Magdeburg","Elversberg",2024-08-03
"6","D2","Schalke 04","Braunschweig",2024-08-03
"7","D2","Darmstadt","Fortuna Dusseldorf",2024-08-04
"8","D2","Ulm","Kaiserslautern",2024-08-04
"9","D2","Greuther Furth","Preußen Münster",2024-08-04
"10","D2","Braunschweig","Preußen Münster",2024-10-26
"11","D2","Nurnberg","Regensburg",2024-10-26
"12","D2","Darmstadt","Ulm",2024-10-26
"13","D2","Fortuna Dusseldorf","Kaiserslautern",2024-10-26
"14","D2","Magdeburg","Hannover",2024-10-26
"15","D2","FC Koln","Paderborn",2024-10-26
"16","D2","Elversberg","Hamburg",2024-10-26
"17","D2","Karlsruher","Hertha",2024-10-26
"18","D2","Schalke 04","Greuther Furth",2024-10-26
"19","D2","Preußen Münster","Fortuna Dusseldorf",2024-11-02
"20","D2","Kaiserslautern","Magdeburg",2024-11-02
"21","D2","Paderborn","Braunschweig",2024-11-02
"22","D2","Hamburg","Nurnberg",2024-11-02
"23","D2","Greuther Furth","Darmstadt",2024-11-02
"24","D2","Regensburg","Elversberg",2024-11-02
"25","D2","Hertha","FC Koln",2024-11-02
"26","D2","Ulm","Schalke 04",2024-11-02
"27","D2","Hannover","Karlsruher",2024-11-02
"28","D2","Elversberg","Hannover",2024-11-09
"29","D2","Karlsruher","Preußen Münster",2024-11-09
"30","D2","Braunschweig","Hamburg",2024-11-09
"31","D2","Schalke 04","Regensburg",2024-11-09
"32","D2","Nurnberg","Kaiserslautern",2024-11-09
"33","D2","Magdeburg","Ulm",2024-11-09
"34","D2","Darmstadt","Hertha",2024-11-09
"35","D2","Fortuna Dusseldorf","Paderborn",2024-11-09
"36","D2","FC Koln","Greuther Furth",2024-11-09
"37","D2","Regensburg","Magdeburg",2024-11-23
"38","D2","Greuther Furth","Karlsruher",2024-11-23
"39","D2","Hamburg","Schalke 04",2024-11-23
"40","D2","Kaiserslautern","Braunschweig",2024-11-23
"41","D2","Paderborn","Nurnberg",2024-11-23
"42","D2","Fortuna Dusseldorf","Elversberg",2024-11-23
"43","D2","Hannover","Darmstadt",2024-11-23
"44","D2","Hertha","Ulm",2024-11-23
"45","D2","Preußen Münster","FC Koln",2024-11-23
"46","D2","Braunschweig","Regensburg",2024-11-30
"47","D2","Schalke 04","Kaiserslautern",2024-11-30
"48","D2","FC Koln","Hannover",2024-11-30
"49","D2","Ulm","Greuther Furth",2024-11-30
"50","D2","Magdeburg","Hertha",2024-11-30
"51","D2","Darmstadt","Preußen Münster",2024-11-30
"52","D2","Elversberg","Paderborn",2024-11-30
"53","D2","Nurnberg","Fortuna Dusseldorf",2024-11-30
"54","D2","Karlsruher","Hamburg",2024-11-30
"55","D2","Greuther Furth","Hertha",2024-12-07
"56","D2","Fortuna Dusseldorf","Braunschweig",2024-12-07
"57","D2","Kaiserslautern","Karlsruher",2024-12-07
"58","D2","Regensburg","FC Koln",2024-12-07
"59","D2","Hannover","Ulm",2024-12-07
"60","D2","Paderborn","Schalke 04",2024-12-07
"61","D2","Preußen Münster","Magdeburg",2024-12-07
"62","D2","Elversberg","Nurnberg",2024-12-07
"63","D2","Hamburg","Darmstadt",2024-12-07
"64","D2","Karlsruher","Regensburg",2024-12-14
"65","D2","Braunschweig","Elversberg",2024-12-14
"66","D2","Schalke 04","Fortuna Dusseldorf",2024-12-14
"67","D2","Ulm","Hamburg",2024-12-14
"68","D2","Hertha","Preußen Münster",2024-12-14
"69","D2","Magdeburg","Paderborn",2024-12-14
"70","D2","Darmstadt","Kaiserslautern",2024-12-14
"71","D2","Greuther Furth","Hannover",2024-12-14
"72","D2","FC Koln","Nurnberg",2024-12-14
"73","D2","Regensburg","Darmstadt",2024-12-21
"74","D2","Preußen Münster","Ulm",2024-12-21
"75","D2","Paderborn","Karlsruher",2024-12-21
"76","D2","Hannover","Hertha",2024-12-21
"77","D2","Hamburg","Greuther Furth",2024-12-21
"78","D2","Nurnberg","Braunschweig",2024-12-21
"79","D2","Kaiserslautern","FC Koln",2024-12-21
"80","D2","Fortuna Dusseldorf","Magdeburg",2024-12-21
"81","D2","Elversberg","Schalke 04",2024-12-21
"82","D2","Preußen Münster","Greuther Furth",2025-01-18
"83","D2","Paderborn","Hertha",2025-01-18
"84","D2","Elversberg","Magdeburg",2025-01-18
"85","D2","Nurnberg","Karlsruher",2025-01-18
"86","D2","Regensburg","Hannover",2025-01-18
"87","D2","Braunschweig","Schalke 04",2025-01-18
"88","D2","Fortuna Dusseldorf","Darmstadt",2025-01-18
"89","D2","Kaiserslautern","Ulm",2025-01-18
"90","D2","Hamburg","FC Koln",2025-01-18
"91","D2","FC Koln","Elversberg",2025-01-25
"92","D2","Schalke 04","Nurnberg",2025-01-25
"93","D2","Karlsruher","Fortuna Dusseldorf",2025-01-25
"94","D2","Ulm","Regensburg",2025-01-25
"95","D2","Hannover","Preußen Münster",2025-01-25
"96","D2","Hertha","Hamburg",2025-01-25
"97","D2","Greuther Furth","Kaiserslautern",2025-01-25
"98","D2","Darmstadt","Paderborn",2025-01-25
"99","D2","Magdeburg","Braunschweig",2025-01-25
"100","D2","Kaiserslautern","Greuther Furth",2024-08-09
"101","D2","Regensburg","Ulm",2024-08-09
"102","D2","Nurnberg","Schalke 04",2024-08-10
"103","D2","Fortuna Dusseldorf","Karlsruher",2024-08-10
"104","D2","Elversberg","FC Koln",2024-08-10
"105","D2","Hamburg","Hertha",2024-08-10
"106","D2","Preußen Münster","Hannover",2024-08-11
"107","D2","Paderborn","Darmstadt",2024-08-11
"108","D2","Braunschweig","Magdeburg",2024-08-11
"109","D2","Regensburg","Hertha",2025-02-01
"110","D2","Braunschweig","FC Koln",2025-02-01
"111","D2","Schalke 04","Magdeburg",2025-02-01
"112","D2","Hamburg","Hannover",2025-02-01
"113","D2","Nurnberg","Darmstadt",2025-02-01
"114","D2","Elversberg","Karlsruher",2025-02-01
"115","D2","Paderborn","Greuther Furth",2025-02-01
"116","D2","Fortuna Dusseldorf","Ulm",2025-02-01
"117","D2","Kaiserslautern","Preußen Münster",2025-02-01
"118","D2","Hertha","Kaiserslautern",2025-02-08
"119","D2","Hannover","Fortuna Dusseldorf",2025-02-08
"120","D2","Greuther Furth","Regensburg",2025-02-08
"121","D2","Darmstadt","Elversberg",2025-02-08
"122","D2","Karlsruher","Braunschweig",2025-02-08
"123","D2","FC Koln","Schalke 04",2025-02-08
"124","D2","Ulm","Paderborn",2025-02-08
"125","D2","Preußen Münster","Hamburg",2025-02-08
"126","D2","Magdeburg","Nurnberg",2025-02-08
"127","D2","Nurnberg","Ulm",2025-02-15
"128","D2","Regensburg","Hamburg",2025-02-15
"129","D2","Paderborn","Preußen Münster",2025-02-15
"130","D2","Kaiserslautern","Hannover",2025-02-15
"131","D2","Fortuna Dusseldorf","Hertha",2025-02-15
