Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,HTCS,CS,HS,HST,AS,AST,HY,AY,HR,AR
E3,09/10/2021,Stevenage,Exeter,2,2,D,1,1,D,2.89,3.06,2.7,1-1,2-2,12,3,14,7,2,4,0,0
E3,09/10/2021,Sutton,Port Vale,4,3,H,1,2,A,2.67,3.17,2.83,1-2,4-3,14,6,11,7,1,5,0,0
E3,09/10/2021,Walsall,Salford,2,1,H,1,0,H,3.5,3.2,2.24,1-0,2-1,16,6,8,2,2,2,0,0
E3,16/10/2021,Bradford,Bristol Rvs,2,2,D,1,0,H,1.87,3.66,4.18,1-0,2-2,18,4,9,4,0,4,0,0
E3,16/10/2021,Carlisle,Tranmere,0,1,A,0,0,D,2.58,3.25,2.87,0-0,0-1,17,2,9,4,1,2,0,0
E3,16/10/2021,Colchester,Harrogate,1,0,H,0,0,D,3.22,3.18,2.38,0-0,1-0,9,1,12,4,1,2,0,0
E3,16/10/2021,Crawley Town,Sutton,0,1,A,0,0,D,2.96,3.37,2.44,0-0,0-1,7,4,13,6,2,4,0,0
E3,16/10/2021,Exeter,Newport County,2,2,D,1,2,A,2.27,3.42,3.21,1-2,2-2,15,5,11,6,2,1,0,0
E3,16/10/2021,Leyton Orient,Walsall,0,0,D,0,0,D,1.79,3.63,4.7,0-0,0-0,6,0,7,2,2,0,0,0
E3,16/10/2021,Northampton,Mansfield,2,0,H,1,0,H,2.33,3.27,3.23,1-0,2-0,8,3,7,1,2,1,0,0
E3,16/10/2021,Oldham,Stevenage,3,0,H,2,0,H,2.63,3.29,2.77,2-0,3-0,9,3,16,2,2,0,0,0
E3,16/10/2021,Port Vale,Barrow,3,1,H,0,1,A,2.1,3.39,3.67,0-1,3-1,9,4,9,2,0,1,0,0
E3,16/10/2021,Salford,Hartlepool,2,0,H,1,0,H,2.05,3.08,4.29,1-0,2-0,13,5,5,1,3,2,0,0
E3,16/10/2021,Scunthorpe,Forest Green,0,2,A,0,0,D,6.73,3.93,1.55,0-0,0-2,7,3,10,4,5,5,0,0
E3,16/10/2021,Swindon,Rochdale,2,2,D,1,0,H,2.18,3.28,3.55,1-0,2-2,19,6,9,4,1,2,0,0
E3,19/10/2021,Barrow,Scunthorpe,1,1,D,0,1,A,1.63,3.87,6.12,0-1,1-1,16,7,10,4,1,3,0,0
E3,19/10/2021,Bradford,Hartlepool,1,3,A,0,1,A,1.97,3.55,4.07,0-1,1-3,14,3,9,4,2,0,0,0
E3,19/10/2021,Colchester,Bristol Rvs,1,1,D,0,0,D,2.57,3.31,2.93,0-0,1-1,17,3,12,3,4,1,1,2
E3,19/10/2021,Crawley Town,Exeter,1,3,A,1,0,H,3.07,3.41,2.41,1-0,1-3,8,2,12,6,1,2,1,0
E3,19/10/2021,Harrogate,Tranmere,2,2,D,1,1,D,2.3,3.34,3.34,1-1,2-2,12,4,15,5,0,1,0,0
E3,19/10/2021,Leyton Orient,Forest Green,1,1,D,0,0,D,2.77,3.21,2.78,0-0,1-1,13,2,6,3,1,1,0,0
E3,19/10/2021,Mansfield,Port Vale,1,1,D,0,1,A,3.24,3.29,2.37,0-1,1-1,19,6,6,1,1,2,0,0
E3,19/10/2021,Newport County,Carlisle,2,2,D,2,1,H,2.04,3.56,3.8,2-1,2-2,14,4,19,9,0,2,2,0
E3,19/10/2021,Northampton,Stevenage,3,0,H,2,0,H,2.19,3.46,3.48,2-0,3-0,7,5,3,2,1,4,0,0
E3,19/10/2021,Oldham,Walsall,1,3,A,0,2,A,2.93,3.03,2.76,0-2,1-3,9,4,16,5,2,1,0,0
E3,19/10/2021,Salford,Rochdale,0,0,D,0,0,D,2.02,3.65,3.77,0-0,0-0,18,4,13,3,3,2,0,0
E3,19/10/2021,Sutton,Swindon,1,2,A,1,2,A,2.29,3.38,3.32,1-2,1-2,6,3,15,7,3,2,0,0
E3,23/10/2021,Bristol Rvs,Newport County,1,3,A,1,2,A,2.55,3.33,2.94,1-2,1-3,12,3,14,8,1,4,0,0
E3,23/10/2021,Carlisle,Oldham,0,0,D,0,0,D,2.03,3.5,3.92,0-0,0-0,10,1,15,5,0,1,0,0
E3,23/10/2021,Exeter,Mansfield,2,1,H,0,0,D,2.03,3.59,3.64,0-0,2-1,14,4,5,2,0,2,0,0
E3,23/10/2021,Forest Green,Salford,3,1,H,1,1,D,1.96,3.42,4.09,1-1,3-1,18,6,10,6,1,3,0,0
E3,23/10/2021,Hartlepool,Harrogate,3,2,H,0,2,A,2.8,3.09,2.76,0-2,3-2,12,4,8,3,2,1,0,0
E3,23/10/2021,Port Vale,Colchester,3,0,H,2,0,H,1.79,3.6,4.69,2-0,3-0,19,8,13,3,1,2,0,0
E3,23/10/2021,Rochdale,Sutton,3,2,H,1,0,H,2.49,3.18,3.05,1-0,3-2,23,10,10,5,0,0,0,1
E3,23/10/2021,Scunthorpe,Crawley Town,2,1,H,1,0,H,2.93,3.12,2.62,1-0,2-1,12,4,11,3,1,1,0,0
E3,23/10/2021,Stevenage,Leyton Orient,0,0,D,0,0,D,3.19,3.26,2.36,0-0,0-0,10,4,16,7,0,1,0,0
E3,23/10/2021,Swindon,Bradford,1,3,A,0,2,A,2.39,3.5,2.94,0-2,1-3,8,5,12,4,3,3,0,0
E3,23/10/2021,Tranmere,Northampton,0,2,A,0,0,D,2.52,3,3.17,0-0,0-2,4,0,19,6,1,3,0,0
E3,23/10/2021,Walsall,Barrow,2,2,D,1,1,D,2.43,3.27,3.06,1-1,2-2,17,11,10,5,2,5,0,0
E3,26/10/2021,Colchester,Sutton,1,3,A,1,2,A,2.99,3.17,2.61,1-2,1-3,9,2,18,5,3,1,1,0
EC,21/08/2021,Aldershot,Chesterfield,0,2,A,0,0,D,3.57,3.63,2.02,0-0,0-2,0,0,0,0,2,5,0,0
EC,21/08/2021,Barnet,Notts County,0,5,A,0,0,D,4.22,3.96,1.78,0-0,0-5,0,0,0,0,2,2,1,0
EC,21/08/2021,Halifax,Maidenhead,1,2,A,1,0,H,2.09,3.62,3.38,1-0,1-2,0,0,0,0,1,0,0,0
EC,21/08/2021,Kings Lynn,Southend,0,1,A,0,1,A,3.17,3.77,2.03,0-1,0-1,0,0,0,0,2,2,1,0
EC,21/08/2021,Solihull,Wrexham,2,2,D,1,2,A,2.66,3.54,2.42,1-2,2-2,0,0,0,0,0,1,0,0
EC,21/08/2021,Stockport,Dag and Red,1,3,A,1,1,D,1.78,3.95,4.22,1-1,1-3,0,0,0,0,2,3,0,0
EC,21/08/2021,Torquay,Altrincham,1,3,A,0,2,A,1.63,3.91,4.84,0-2,1-3,0,0,0,0,5,2,0,0
EC,21/08/2021,Wealdstone,Woking,1,2,A,0,2,A,2.94,3.6,2.31,0-2,1-2,0,0,0,0,1,2,0,0
EC,21/08/2021,Weymouth,Boreham Wood,0,2,A,0,2,A,3.05,3.81,2.17,0-2,0-2,0,0,0,0,1,0,0,0
EC,28/08/2021,Boreham Wood,Aldershot,1,0,H,0,0,D,1.74,3.8,4.66,0-0,1-0,0,0,0,0,4,4,0,0
EC,28/08/2021,Chesterfield,Wealdstone,2,0,H,1,0,H,1.29,5.4,10.4,1-0,2-0,0,0,0,0,2,2,0,0
EC,28/08/2021,Dag and Red,Bromley,4,2,H,1,1,D,2.34,3.31,3.12,1-1,4-2,0,0,0,0,2,1,0,0
EC,28/08/2021,Eastleigh,Wrexham,0,2,A,0,2,A,3.45,3.24,2.21,0-2,0-2,0,0,0,0,1,1,0,0
EC,28/08/2021,Grimsby,Weymouth,1,0,H,0,0,D,1.49,4.26,6.98,0-0,1-0,0,0,0,0,0,0,0,0
EC,28/08/2021,Maidenhead,Dover Athletic,2,0,H,2,0,H,2.07,3.5,3.54,2-0,2-0,0,0,0,0,0,1,0,0
EC,28/08/2021,Notts County,Torquay,1,1,D,0,1,A,2,3.18,4.22,0-1,1-1,0,0,0,0,2,3,0,1
EC,28/08/2021,Solihull,Barnet,1,1,D,1,0,H,1.67,3.89,5.02,1-0,1-1,0,0,0,0,0,2,0,0
EC,28/08/2021,Woking,Halifax,2,3,A,1,2,A,2.49,3.31,2.89,1-2,2-3,0,0,0,0,1,4,0,0
EC,28/08/2021,Yeovil,Kings Lynn,1,2,A,1,0,H,1.93,3.7,3.82,1-0,1-2,0,0,0,0,3,1,1,0
EC,28/08/2021,Southend,Stockport,0,1,A,0,1,A,2.77,3.36,2.56,0-1,0-1,0,0,0,0,2,3,0,0
EC,30/08/2021,Aldershot,Yeovil,1,2,A,0,1,A,2.57,3.47,2.68,0-1,1-2,0,0,0,0,5,5,0,0
EC,30/08/2021,Barnet,Dag and Red,0,2,A,0,2,A,3.32,3.53,2.15,0-2,0-2,0,0,0,0,0,2,0,0
EC,30/08/2021,Bromley,Eastleigh,3,0,H,1,0,H,2.13,3.59,3.3,1-0,3-0,0,0,0,0,3,3,1,0
EC,30/08/2021,Dover Athletic,Boreham Wood,0,1,A,0,1,A,3.65,3.76,1.95,0-1,0-1,0,0,0,0,2,1,0,0
EC,30/08/2021,Halifax,Altrincham,2,0,H,0,0,D,2,3.76,3.5,0-0,2-0,0,0,0,0,1,2,0,0
EC,30/08/2021,Kings Lynn,Chesterfield,0,2,A,0,1,A,3.24,3.59,2.16,0-1,0-2,0,0,0,0,4,5,0,0
EC,30/08/2021,Torquay,Woking,0,4,A,0,2,A,1.83,3.72,4.21,0-2,0-4,0,0,0,0,3,0,1,0
EC,30/08/2021,Wealdstone,Southend,0,0,D,0,0,D,3.7,3.98,1.88,0-0,0-0,0,0,0,0,2,4,0,0
EC,30/08/2021,Weymouth,Maidenhead,3,1,H,2,0,H,2.8,3.69,2.37,2-0,3-1,0,0,0,0,1,1,0,0
EC,30/08/2021,Wrexham,Notts County,1,1,D,0,1,A,2.14,3.74,3.16,0-1,1-1,0,0,0,0,1,4,0,0
EC,31/08/2021,Stockport,Grimsby,0,0,D,0,0,D,1.97,3.59,3.62,0-0,0-0,0,0,0,0,0,0,0,0
EC,04/09/2021,Altrincham,Dover Athletic,3,2,H,1,1,D,1.66,4.05,4.87,1-1,3-2,0,0,0,0,0,4,0,0
EC,04/09/2021,Boreham Wood,Stockport,0,0,D,0,0,D,3.25,3.15,2.36,0-0,0-0,0,0,0,0,1,1,0,0
EC,04/09/2021,Chesterfield,Bromley,2,2,D,1,1,D,1.75,3.92,4.39,1-1,2-2,0,0,0,0,3,1,0,0
EC,04/09/2021,Dag and Red,Wealdstone,2,2,D,1,1,D,1.43,4.71,6.86,1-1,2-2,0,0,0,0,1,4,0,0
EC,04/09/2021,Eastleigh,Kings Lynn,3,3,D,2,0,H,2.17,3.28,3.5,2-0,3-3,0,0,0,0,4,2,0,0
EC,04/09/2021,Grimsby,Barnet,4,3,H,1,2,A,1.32,5.45,8.6,1-2,4-3,0,0,0,0,1,3,0,1
EC,04/09/2021,Maidenhead,Torquay,3,4,A,0,4,A,2.81,3.49,2.46,0-4,3-4,0,0,0,0,4,2,0,0
EC,04/09/2021,Notts County,Aldershot,3,2,H,1,1,D,1.45,4.3,7.38,1-1,3-2,0,0,0,0,2,0,0,0
EC,04/09/2021,Solihull,Weymouth,3,4,A,1,3,A,1.45,4.42,7.01,1-3,3-4,0,0,0,0,1,3,0,0
EC,04/09/2021,Southend,Wrexham,2,2,D,1,0,H,3.07,3.45,2.31,1-0,2-2,0,0,0,0,0,2,0,0
EC,04/09/2021,Yeovil,Halifax,1,0,H,1,0,H,2.73,3.59,2.48,1-0,1-0,0,0,0,0,2,2,0,0
EC,11/09/2021,Aldershot,Solihull,1,2,A,1,1,D,3.21,3.51,2.1,1-1,1-2,0,0,0,0,1,3,0,0
EC,11/09/2021,Barnet,Eastleigh,1,1,D,1,0,H,3.18,3.56,2.1,1-0,1-1,0,0,0,0,2,0,0,0
EC,11/09/2021,Bromley,Boreham Wood,2,3,A,0,1,A,2.36,3.47,2.95,0-1,2-3,0,0,0,0,2,3,0,0
EC,11/09/2021,Dover Athletic,Chesterfield,0,0,D,0,0,D,5.79,4.25,1.53,0-0,0-0,0,0,0,0,0,0,0,0
EC,11/09/2021,Halifax,Southend,3,1,H,1,0,H,2.64,3.42,2.6,1-0,3-1,0,0,0,0,3,7,0,0
EC,11/09/2021,Stockport,Yeovil,0,3,A,0,1,A,1.59,3.99,5.63,0-1,0-3,0,0,0,0,0,3,1,0
EC,11/09/2021,Torquay,Grimsby,1,3,A,1,2,A,2.61,3.48,2.64,1-2,1-3,0,0,0,0,2,2,0,0
EC,11/09/2021,Wealdstone,Altrincham,1,0,H,0,0,D,2.88,3.5,2.28,0-0,1-0,0,0,0,0,2,3,0,1
EC,11/09/2021,Weymouth,Notts County,1,1,D,0,0,D,6.15,4.27,1.46,0-0,1-1,0,0,0,0,1,0,0,0
EC,11/09/2021,Wrexham,Woking,1,0,H,1,0,H,1.31,5.37,9.26,1-0,1-0,0,0,0,0,1,4,1,0
EC,11/09/2021,Kings Lynn,Dag and Red,1,2,A,0,0,D,3.7,3.84,1.92,0-0,1-2,0,0,0,0,4,0,0,0
EC,14/09/2021,Boreham Wood,Halifax,2,2,D,2,1,H,1.96,3.56,3.9,2-1,2-2,0,0,0,0,2,1,0,0
EC,14/09/2021,Chesterfield,Barnet,4,2,H,2,2,D,1.33,5.22,9.29,2-2,4-2,0,0,0,0,3,2,0,0
EC,14/09/2021,Dag and Red,Weymouth,4,2,H,1,2,A,1.36,4.92,8.78,1-2,4-2,0,0,0,0,0,0,0,0
EC,14/09/2021,Eastleigh,Dover Athletic,4,1,H,4,0,H,1.73,3.9,4.67,4-0,4-1,0,0,0,0,0,2,0,0
EC,14/09/2021,Grimsby,Wrexham,3,1,H,2,1,H,3.53,3.74,2.02,2-1,3-1,0,0,0,0,2,2,0,0
EC,14/09/2021,Maidenhead,Stockport,0,2,A,0,1,A,3.2,3.71,2.16,0-1,0-2,0,0,0,0,0,1,2,0
EC,14/09/2021,Notts County,Wealdstone,3,2,H,2,1,H,1.44,4.7,7.05,2-1,3-2,0,0,0,0,2,5,0,0
EC,14/09/2021,Solihull,Torquay,2,1,H,1,0,H,2.48,3.75,2.68,1-0,2-1,0,0,0,0,0,2,0,0
EC,14/09/2021,Southend,Aldershot,2,3,A,1,1,D,2.11,3.62,3.38,1-1,2-3,0,0,0,0,1,5,0,0
EC,18/09/2021,Bromley,Barnet,2,0,H,1,0,H,1.54,4.36,5.5,1-0,2-0,0,0,0,0,0,1,0,0
EC,18/09/2021,Grimsby,Eastleigh,2,0,H,1,0,H,1.67,3.9,4.86,1-0,2-0,0,0,0,0,1,3,0,0
EC,18/09/2021,Halifax,Stockport,3,0,H,1,0,H,3.29,3.77,2.05,1-0,3-0,0,0,0,0,0,1,0,0
EC,18/09/2021,Notts County,Maidenhead,1,0,H,0,0,D,1.57,4.2,5.33,0-0,1-0,0,0,0,0,3,2,0,0
EC,18/09/2021,Solihull,Boreham Wood,3,1,H,2,1,H,2.3,3.65,2.88,2-1,3-1,0,0,0,0,0,3,0,0
EC,18/09/2021,Torquay,Southend,1,0,H,0,0,D,2.28,3.57,2.98,0-0,1-0,0,0,0,0,1,3,0,0
EC,18/09/2021,Wealdstone,Aldershot,2,2,D,1,0,H,2.7,3.77,2.38,1-0,2-2,0,0,0,0,2,2,0,0
EC,18/09/2021,Wrexham,Dag and Red,1,0,H,1,0,H,2.14,3.84,3.05,1-0,1-0,0,0,0,0,0,2,0,0
EC,18/09/2021,Yeovil,Chesterfield,0,2,A,0,2,A,4.07,3.7,1.84,0-2,0-2,0,0,0,0,1,2,0,0
EC,18/09/2021,Weymouth,Dover Athletic,1,1,D,1,1,D,1.96,3.78,3.55,1-1,1-1,0,0,0,0,0,0,0,0
EC,21/09/2021,Dover Athletic,Solihull,0,0,D,0,0,D,5.76,3.96,1.6,0-0,0-0,0,0,0,0,1,2,0,0
EC,25/09/2021,Aldershot,Halifax,0,1,A,0,1,A,3.04,3.67,2.2,0-1,0-1,0,0,0,0,2,3,0,0
EC,25/09/2021,Altrincham,Notts County,1,0,H,1,0,H,3.8,3.59,1.93,1-0,1-0,0,0,0,0,5,3,0,0
EC,25/09/2021,Barnet,Weymouth,3,1,H,1,0,H,2.21,3.5,3.15,1-0,3-1,0,0,0,0,3,0,0,0
EC,25/09/2021,Boreham Wood,Yeovil,2,1,H,1,1,D,1.79,3.74,4.3,1-1,2-1,0,0,0,0,2,0,0,1
EC,25/09/2021,Dag and Red,Solihull,5,1,H,2,1,H,2.25,3.37,3.18,2-1,5-1,0,0,0,0,3,3,0,0
EC,25/09/2021,Dover Athletic,Bromley,0,1,A,0,1,A,4,3.59,1.88,0-1,0-1,0,0,0,0,3,3,0,0
EC,25/09/2021,Eastleigh,Woking,3,2,H,1,2,A,2.21,3.45,3.2,1-2,3-2,0,0,0,0,2,4,0,0
EC,25/09/2021,Kings Lynn,Wealdstone,0,1,A,0,1,A,2.01,3.75,3.42,0-1,0-1,0,0,0,0,1,1,0,1
EC,25/09/2021,Maidenhead,Grimsby,1,1,D,0,0,D,2.96,3.38,2.37,0-0,1-1,0,0,0,0,1,1,0,0
EC,25/09/2021,Stockport,Wrexham,2,1,H,0,1,A,2.58,3.26,2.77,0-1,2-1,0,0,0,0,4,2,0,0
EC,25/09/2021,Chesterfield,Torquay,2,2,D,0,0,D,1.71,3.76,4.4,0-0,2-2,0,0,0,0,1,1,0,0
EC,28/09/2021,Altrincham,Kings Lynn,4,1,H,1,0,H,1.95,3.58,3.91,1-0,4-1,0,0,0,0,0,3,0,0
EC,28/09/2021,Bromley,Grimsby,3,1,H,0,1,A,2.51,3.36,2.87,0-1,3-1,0,0,0,0,2,1,0,1
EC,28/09/2021,Woking,Chesterfield,3,1,H,0,1,A,3.36,3.54,2.15,0-1,3-1,0,0,0,0,1,5,0,0
EC,02/10/2021,Barnet,Halifax,0,0,D,0,0,D,3.4,3.56,2.08,0-0,0-0,0,0,0,0,1,0,0,0
EC,02/10/2021,Dag and Red,Altrincham,2,3,A,2,1,H,1.56,4.14,5.57,2-1,2-3,0,0,0,0,0,1,0,0
EC,02/10/2021,Grimsby,Dover Athletic,6,0,H,5,0,H,1.44,4.38,7.07,5-0,6-0,0,0,0,0,0,3,0,0
EC,02/10/2021,Maidenhead,Kings Lynn,2,3,A,1,0,H,2.08,3.65,3.3,1-0,2-3,0,0,0,0,1,2,0,0
EC,02/10/2021,Notts County,Woking,1,4,A,1,0,H,1.98,3.44,3.82,1-0,1-4,0,0,0,0,3,0,0,0
EC,02/10/2021,Solihull,Southend,2,0,H,1,0,H,1.91,3.65,3.84,1-0,2-0,0,0,0,0,4,3,0,0
EC,02/10/2021,Torquay,Wealdstone,5,0,H,4,0,H,1.71,3.89,4.56,4-0,5-0,0,0,0,0,0,1,0,0
EC,02/10/2021,Weymouth,Stockport,1,2,A,1,0,H,5.02,3.92,1.65,1-0,1-2,0,0,0,0,5,2,0,0
EC,02/10/2021,Eastleigh,Boreham Wood,1,1,D,1,1,D,2.8,3.64,2.36,1-1,1-1,0,0,0,0,2,2,0,0
EC,05/10/2021,Altrincham,Grimsby,2,3,A,0,1,A,3.01,3.47,2.36,0-1,2-3,0,0,0,0,2,1,0,1
EC,05/10/2021,Boreham Wood,Torquay,2,0,H,1,0,H,2.24,3.59,3.13,1-0,2-0,0,0,0,0,0,0,0,0
EC,05/10/2021,Bromley,Weymouth,3,0,H,2,0,H,1.55,4.34,5.74,2-0,3-0,0,0,0,0,0,0,0,0
EC,05/10/2021,Dover Athletic,Aldershot,1,2,A,0,1,A,3.08,3.84,2.18,0-1,1-2,0,0,0,0,0,2,0,0
EC,05/10/2021,Halifax,Notts County,3,2,H,0,1,A,3.1,3.81,2.12,0-1,3-2,0,0,0,0,3,2,1,0
EC,05/10/2021,Kings Lynn,Barnet,1,1,D,1,1,D,1.97,3.93,3.52,1-1,1-1,0,0,0,0,1,1,0,0
EC,05/10/2021,Southend,Eastleigh,1,0,H,0,0,D,2.83,3.36,2.47,0-0,1-0,0,0,0,0,1,3,0,0
EC,05/10/2021,Wealdstone,Solihull,0,0,D,0,0,D,4.17,3.5,1.92,0-0,0-0,0,0,0,0,1,0,0,0
EC,05/10/2021,Woking,Dag and Red,1,0,H,1,0,H,3.13,3.76,2.18,1-0,1-0,0,0,0,0,1,3,0,0
EC,05/10/2021,Wrexham,Chesterfield,1,1,D,0,1,A,2.13,3.32,3.63,0-1,1-1,0,0,0,0,0,3,0,0
EC,05/10/2021,Yeovil,Maidenhead,0,0,D,0,0,D,1.88,3.87,3.89,0-0,0-0,0,0,0,0,2,3,0,1
EC,09/10/2021,Altrincham,Maidenhead,2,0,H,0,0,D,1.96,3.59,3.71,0-0,2-0,0,0,0,0,0,2,0,0
EC,09/10/2021,Boreham Wood,Dag and Red,2,0,H,0,0,D,2.87,3.5,2.38,0-0,2-0,0,0,0,0,0,0,0,0
EC,09/10/2021,Bromley,Torquay,2,0,H,2,0,H,2.48,3.29,2.87,2-0,2-0,0,0,0,0,0,2,0,0
EC,09/10/2021,Dover Athletic,Barnet,1,2,A,0,1,A,2.52,3.36,2.77,0-1,1-2,0,0,0,0,2,2,0,0
EC,09/10/2021,Halifax,Weymouth,2,0,H,1,0,H,1.61,4.13,5.09,1-0,2-0,0,0,0,0,2,2,0,0
EC,09/10/2021,Kings Lynn,Solihull,0,1,A,0,0,D,3.28,3.52,2.14,0-0,0-1,0,0,0,0,3,3,0,0
EC,09/10/2021,Southend,Chesterfield,0,4,A,0,2,A,3.42,3.31,2.17,0-2,0-4,0,0,0,0,0,0,0,0
EC,09/10/2021,Stockport,Aldershot,1,0,H,1,0,H,1.63,3.87,5.35,1-0,1-0,0,0,0,0,1,0,0,0
EC,09/10/2021,Wealdstone,Eastleigh,1,2,A,0,1,A,2.98,3.57,2.28,0-1,1-2,0,0,0,0,1,1,0,0
EC,09/10/2021,Woking,Grimsby,0,1,A,0,0,D,2.86,3.55,2.36,0-0,0-1,0,0,0,0,1,1,0,0
EC,09/10/2021,Yeovil,Notts County,0,2,A,0,1,A,3.51,3.51,2.05,0-1,0-2,0,0,0,0,1,5,0,0
EC,12/10/2021,Yeovil,Altrincham,1,1,D,0,0,D,2.29,3.68,2.98,0-0,1-1,0,0,0,0,1,3,0,0
EC,23/10/2021,Aldershot,Bromley,2,3,A,2,2,D,3.59,3.67,1.98,2-2,2-3,0,0,0,0,4,3,0,0
EC,23/10/2021,Barnet,Wrexham,0,3,A,0,2,A,4.28,3.59,1.87,0-2,0-3,0,0,0,0,0,1,0,0
EC,23/10/2021,Chesterfield,Boreham Wood,2,1,H,2,0,H,2.13,3.41,3.42,2-0,2-1,0,0,0,0,0,2,0,1
EC,23/10/2021,Dag and Red,Southend,3,0,H,0,0,D,1.65,3.92,5.01,0-0,3-0,0,0,0,0,1,2,0,0
EC,23/10/2021,Eastleigh,Altrincham,2,1,H,0,1,A,2.11,3.39,3.48,0-1,2-1,0,0,0,0,0,1,0,0
EC,23/10/2021,Grimsby,Yeovil,2,0,H,1,0,H,1.54,4.02,6.11,1-0,2-0,0,0,0,0,0,1,0,0
EC,23/10/2021,Notts County,Stockport,2,1,H,0,0,D,2.55,3.22,2.84,0-0,2-1,0,0,0,0,2,3,0,0
EC,23/10/2021,Solihull,Halifax,1,0,H,0,0,D,2.09,3.4,3.51,0-0,1-0,0,0,0,0,2,1,0,0
EC,23/10/2021,Torquay,Kings Lynn,2,0,H,1,0,H,1.85,3.92,3.82,1-0,2-0,0,0,0,0,0,1,0,0
EC,23/10/2021,Weymouth,Wealdstone,1,1,D,1,0,H,2.63,3.4,2.63,1-0,1-1,0,0,0,0,0,0,0,0
EC,23/10/2021,Maidenhead,Woking,3,2,H,1,1,D,3.19,3.53,2.18,1-1,3-2,0,0,0,0,4,2,0,1
EC,26/10/2021,Aldershot,Weymouth,0,2,A,0,1,A,1.76,3.97,4.4,0-1,0-2,0,0,0,0,2,3,0,0
EC,26/10/2021,Altrincham,Solihull,1,2,A,1,0,H,2.87,3.42,2.48,1-0,1-2,0,0,0,0,1,2,0,0
EC,26/10/2021,Chesterfield,Eastleigh,1,0,H,1,0,H,1.61,4.06,5.45,1-0,1-0,0,0,0,0,3,2,0,0
EC,26/10/2021,Halifax,Dag and Red,1,0,H,1,0,H,2.94,3.59,2.35,1-0,1-0,0,0,0,0,3,1,0,0
EC,26/10/2021,Kings Lynn,Boreham Wood,0,1,A,0,1,A,4.04,4.06,1.81,0-1,0-1,0,0,0,0,0,1,0,0
EC,26/10/2021,Maidenhead,Wrexham,3,2,H,2,1,H,4.3,4.2,1.73,2-1,3-2,0,0,0,0,0,1,0,1
EC,26/10/2021,Notts County,Bromley,1,1,D,0,0,D,1.94,3.7,3.82,0-0,1-1,0,0,0,0,1,2,0,0
EC,26/10/2021,Stockport,Barnet,1,2,A,1,1,D,1.37,4.88,8.42,1-1,1-2,0,0,0,0,2,2,1,1
EC,26/10/2021,Wealdstone,Grimsby,1,0,H,1,0,H,4.45,3.69,1.81,1-0,1-0,0,0,0,0,3,2,0,0
EC,26/10/2021,Yeovil,Woking,2,0,H,1,0,H,2.71,3.39,2.63,1-0,2-0,0,0,0,0,5,0,0,0
SP1,13/08/2021,Valencia,Getafe,1,0,H,1,0,H,2.7,3.03,3.11,1-0,1-0,4,2,22,4,6,3,1,1
SP1,14/08/2021,Cadiz,Levante,1,1,D,0,1,A,2.86,3.28,2.73,0-1,1-1,7,2,12,3,1,5,0,0
SP1,14/08/2021,Mallorca,Betis,1,1,D,1,0,H,3.51,3.35,2.28,1-0,1-1,6,2,10,1,1,3,0,0
SP1,14/08/2021,Alaves,Real Madrid,1,4,A,0,0,D,7.48,4.64,1.48,0-0,1-4,11,4,19,7,1,2,0,0
SP1,14/08/2021,Osasuna,Espanol,0,0,D,0,0,D,2.34,3.35,3.37,0-0,0-0,14,1,10,3,3,3,0,0
SP1,15/08/2021,Celta,Ath Madrid,1,2,A,0,1,A,4.41,3.25,2.05,0-1,1-2,10,2,13,4,4,5,1,1
SP1,15/08/2021,Barcelona,Sociedad,4,2,H,2,0,H,1.75,4.2,4.62,2-0,4-2,13,8,11,3,2,4,0,0
SP1,15/08/2021,Sevilla,Vallecano,3,0,H,1,0,H,1.44,4.68,8.37,1-0,3-0,21,8,4,3,1,0,0,1
SP1,16/08/2021,Villarreal,Granada,0,0,D,0,0,D,1.56,4.35,6.51,0-0,0-0,14,4,6,1,5,1,1,0
SP1,16/08/2021,Elche,Ath Bilbao,0,0,D,0,0,D,3.93,3.36,2.13,0-0,0-0,8,2,9,3,2,2,0,0
SP1,20/08/2021,Betis,Cadiz,1,1,D,1,1,D,1.52,4.4,7.09,1-1,1-1,16,7,8,3,4,0,0,0
SP1,21/08/2021,Alaves,Mallorca,0,1,A,0,0,D,2.32,3.26,3.51,0-0,0-1,9,4,12,2,3,3,1,0
SP1,21/08/2021,Espanol,Villarreal,0,0,D,0,0,D,3.15,3.51,2.38,0-0,0-0,14,3,12,2,3,4,0,0
SP1,21/08/2021,Granada,Valencia,1,1,D,1,0,H,2.59,3.33,2.98,1-0,1-1,9,2,18,7,4,2,0,0
SP1,21/08/2021,Ath Bilbao,Barcelona,1,1,D,0,0,D,4.33,3.66,1.93,0-0,1-1,16,7,9,3,1,2,0,1
SP1,22/08/2021,Sociedad,Vallecano,1,0,H,0,0,D,1.47,4.57,8.02,0-0,1-0,13,8,9,1,3,4,0,0
SP1,22/08/2021,Ath Madrid,Elche,1,0,H,1,0,H,1.22,6.51,19.95,1-0,1-0,8,4,4,2,2,2,0,0
SP1,22/08/2021,Levante,Real Madrid,3,3,D,0,1,A,5.05,4.32,1.68,0-1,3-3,8,4,19,5,3,2,1,0
