"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"182","F1",2023-01-14,"Marseille","Lorient",3,1,"H",1,1,"D",1.41,5.24,7.96,"1-1","3-1",16,8,11,3,1,0,0,0,6,3,14,12,4,9,26,"6-3","Y","Y","Y",1,0,"Marseille-Lorient",179,4,133,10,0,40,90,1330,36,532,1197,1611,360
"191","F1",2023-01-27,"Lorient","Rennes",2,1,"H",2,0,"H",4.1,3.6,1.99,"2-0","2-1",4,4,19,6,1,1,0,0,2,10,4,6,3,12,10,"2-10","Y","Y","N",2,0,"Lorient-Rennes",116,3,60,20,100,60,240,1200,36,180,720,1392,720
"204","F1",2023-02-01,"Reims","Lorient",4,2,"H",1,2,"A",1.87,3.73,4.52,"1-2","4-2",31,9,12,5,1,0,0,0,5,7,11,7,6,12,18,"5-7","Y","Y","Y",1,0,"Reims-Lorient",265,6,0,10,0,60,120,0,72,0,0,3180,720
"217","F1",2023-02-05,"Lorient","Angers",0,0,"D",0,0,"D",1.9,3.64,4.48,"0-0","0-0",13,2,13,5,2,4,0,0,8,6,16,16,0,14,32,"8-6","N","N","N",6,0,"Lorient-Angers",0,0,0,60,800,0,840,0,0,0,0,0,0
"229","F1",2023-02-12,"Nantes","Lorient",1,0,"H",0,0,"D",2.05,3.56,3.93,"0-0","1-0",13,6,9,5,0,0,0,0,7,3,12,11,1,10,23,"7-3","N","N","N",0,0,"Nantes-Lorient",66,1,10,0,0,0,0,0,10,10,100,660,0
"236","F1",2023-02-19,"Lorient","Ajaccio",3,0,"H",2,0,"H",2.11,3.3,4.08,"2-0","3-0",10,6,12,3,0,2,0,0,2,2,11,14,3,4,25,"2-2","Y","Y","N",2,0,"Lorient-Ajaccio",107,3,46,20,0,60,80,920,12,138,184,428,240
"244","F1",2023-02-26,"Lorient","Auxerre",0,1,"A",0,0,"D",2.12,3.58,3.69,"0-0","0-1",18,4,9,1,2,3,0,0,10,0,12,21,1,10,33,"10-0","N","N","N",5,0,"Lorient-Auxerre",58,1,97,50,600,50,500,4850,10,97,970,580,500
"186","F1",2023-01-15,"Montpellier","Nantes",0,3,"A",0,1,"A",2.62,3.51,2.81,"0-1","0-3",11,5,12,7,1,2,2,0,3,5,13,14,3,8,27,"3-5","Y","Y","N",3,2,"Montpellier-Nantes",210,3,44,80,1200,240,640,3520,24,132,352,1680,1920
"195","F1",2023-01-29,"Auxerre","Montpellier",0,2,"A",0,0,"D",2.51,3.43,3.01,"0-0","0-2",16,5,4,3,1,3,0,0,5,3,13,18,2,8,31,"5-3","Y","N","N",4,0,"Auxerre-Montpellier",142,2,20,40,300,80,320,800,16,40,160,1136,640
"209","F1",2023-02-01,"Montpellier","Paris SG",1,3,"A",0,0,"D",8.54,6.09,1.34,"0-0","1-3",6,3,19,8,1,1,0,0,1,3,9,12,4,4,21,"1-3","Y","Y","Y",2,0,"Montpellier-Paris SG",306,4,78,20,100,80,80,1560,16,312,312,1224,320
"218","F1",2023-02-05,"Strasbourg","Montpellier",2,0,"H",2,0,"H",2.16,3.37,3.82,"2-0","2-0",6,2,11,0,3,1,1,0,4,7,11,16,2,11,27,"4-7","Y","N","N",4,1,"Strasbourg-Montpellier",46,2,40,65,550,130,715,2600,22,80,440,506,1430
"227","F1",2023-02-12,"Montpellier","Brest",3,0,"H",2,0,"H",2.41,3.39,3.2,"2-0","3-0",16,7,10,2,1,2,0,0,4,3,15,20,3,7,35,"4-3","Y","Y","N",3,0,"Montpellier-Brest",75,3,55,30,200,90,210,1650,21,165,385,525,630
"238","F1",2023-02-19,"Troyes","Montpellier",0,1,"A",0,0,"D",2.92,3.32,2.64,"0-0","0-1",4,2,19,7,2,1,1,1,2,10,12,9,1,12,21,"2-10","N","N","N",3,2,"Troyes-Montpellier",90,1,99,80,1575,80,960,7920,12,99,1188,1080,960
"243","F1",2023-02-25,"Montpellier","Lens",1,1,"D",0,1,"A",4.6,3.72,1.86,"0-1","1-1",8,3,19,6,0,3,0,0,4,6,12,13,2,10,25,"4-6","Y","N","N",3,0,"Montpellier-Lens",63,2,47,30,0,60,300,1410,20,94,470,630,600
"15","F1",2023-02-25,"Montpellier","Lens",1,1,"D",0,1,"A",4.6,3.72,1.86,"0-1","1-1",8,3,19,6,0,3,0,0,4,6,12,13,2,10,25,"4-6","Y","N","N",3,0,"Montpellier-Lens",123.071428571429,2.5,52.0714285714286,36.7857142857143,387.5,73.5714285714286,363.928571428571,1982.85714285714,21.9285714285714,134.214285714286,462.714285714286,1045.14285714286,645.714285714286
