"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","TG","TC","COSC","OV15","OV25","OV35","TY","TR","matchid","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"93","F1",2022-10-08,"Reims","Paris SG",0,0,"D",0,0,"D",7.54,5.45,1.41,"0-0","0-0",24,4,11,3,3,5,0,1,7,3,0,10,"7-3","N","N","N",8,1,"Reims-Paris SG",0,0,0,105,2250,0,1050,0,0,0,0,0,0
"110","F1",2022-10-16,"Paris SG","Marseille",1,0,"H",1,0,"H",1.36,5.72,8.51,"1-0","1-0",23,8,18,7,1,0,0,1,7,6,1,13,"7-6","N","N","N",1,1,"Paris SG-Marseille",45,1,10,35,250,35,455,350,13,10,130,585,455
"111","F1",2022-10-21,"Ajaccio","Paris SG",0,3,"A",0,1,"A",11.81,5.6,1.31,"0-1","0-3",8,1,11,6,0,1,0,0,3,8,3,11,"3-8","Y","Y","N",1,0,"Ajaccio-Paris SG",184,3,44,10,0,30,110,440,33,132,484,2024,330
"122","F1",2022-10-29,"Paris SG","Troyes",4,3,"H",1,1,"D",1.1,11.96,27.94,"1-1","4-3",19,11,16,5,0,3,0,0,8,4,7,12,"8-4","Y","Y","Y",3,0,"Paris SG-Troyes",361,7,104,30,0,210,360,3120,84,728,1248,4332,2520
"134","F1",2022-11-06,"Lorient","Paris SG",1,2,"A",0,1,"A",10.48,6.6,1.27,"0-1","1-2",9,2,15,8,1,1,0,0,5,8,3,13,"5-8","Y","Y","N",2,0,"Lorient-Paris SG",143,3,38,20,100,60,260,760,39,114,494,1859,780
"144","F1",2022-11-13,"Paris SG","Auxerre",5,0,"H",1,0,"H",1.12,10.45,23.99,"1-0","5-0",9,6,9,3,0,0,0,0,3,7,5,10,"3-7","Y","Y","Y",0,0,"Paris SG-Auxerre",284,5,99,0,0,0,0,0,50,495,990,2840,0
"156","F1",2022-12-28,"Paris SG","Strasbourg",2,1,"H",1,0,"H",1.22,7.17,14.47,"1-0","2-1",9,6,10,3,4,1,1,0,8,3,3,11,"8-3","Y","Y","N",5,1,"Paris SG-Strasbourg",155,3,17,75,650,225,825,1275,33,51,187,1705,2475
"166","F1",2023-01-01,"Lens","Paris SG",3,1,"H",2,1,"H",3.31,3.54,2.28,"2-1","3-1",10,4,16,6,2,3,0,0,3,7,4,10,"3-7","Y","Y","Y",5,0,"Lens-Paris SG",88,4,102,50,600,200,500,5100,40,408,1020,880,2000
"178","F1",2023-01-11,"Paris SG","Angers",2,0,"H",1,0,"H",1.13,10.7,19.37,"1-0","2-0",9,6,6,0,1,2,0,0,5,1,2,6,"5-1","Y","N","N",3,0,"Paris SG-Angers",77,2,74,30,200,60,180,2220,12,148,444,462,360
"190","F1",2023-01-15,"Rennes","Paris SG",1,0,"H",0,0,"D",5.5,4.75,1.58,"0-0","1-0",8,6,8,1,0,0,0,0,4,5,1,9,"4-5","N","N","N",0,0,"Rennes-Paris SG",65,1,27,0,0,0,0,0,9,27,243,585,0
"200","F1",2023-01-29,"Paris SG","Reims",1,1,"D",0,0,"D",1.26,6.81,11.08,"0-0","1-1",12,5,17,4,2,1,1,0,3,3,2,6,"3-3","Y","N","N",3,1,"Paris SG-Reims",141,2,39,55,450,110,330,2145,12,78,234,846,660
"209","F1",2023-02-01,"Montpellier","Paris SG",1,3,"A",0,0,"D",8.54,6.09,1.34,"0-0","1-3",6,3,19,8,1,1,0,0,1,3,4,4,"1-3","Y","Y","Y",2,0,"Montpellier-Paris SG",306,4,78,20,100,80,80,1560,16,312,312,1224,320
"211","F1",2023-02-04,"Paris SG","Toulouse",2,1,"H",1,1,"D",1.38,5.63,7.98,"1-1","2-1",22,5,14,5,2,2,0,0,6,2,3,8,"6-2","Y","Y","N",4,0,"Paris SG-Toulouse",116,3,40,40,400,120,320,1600,24,120,320,928,960
"45","F1",2023-02-04,"Paris SG","Toulouse",2,1,"H",1,1,"D",1.38,5.63,7.98,"1-1","2-1",22,5,14,5,2,2,0,0,6,2,3,8,"6-2","Y","Y","N",4,0,"Paris SG-Toulouse",170.204545454545,3.36363636363636,62.6136363636364,39.5454545454545,462.5,117.159090909091,345.795454545455,2101.13636363636,29.9318181818182,287.204545454545,536.545454545455,1500.90909090909,1040.56818181818
