"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"188","F1",2023-01-15,"Toulouse","Brest",1,1,"D",0,1,"A",2.03,3.62,3.93,"0-1","1-1",16,7,17,5,2,2,0,0,10,5,16,12,2,15,28,"10-5","Y","N","N",4,0,"Toulouse-Brest",83,2,21,40,400,80,600,840,30,42,315,1245,1200
"196","F1",2023-01-29,"Brest","Angers",4,0,"H",2,0,"H",2.16,3.51,3.65,"2-0","4-0",9,7,8,1,0,2,0,0,4,5,10,17,4,9,27,"4-5","Y","Y","Y",2,0,"Brest-Angers",191,4,66,20,0,80,180,1320,36,264,594,1719,720
"207","F1",2023-02-01,"Lyon","Brest",0,0,"D",0,0,"D",1.54,4.71,6.04,"0-0","0-0",28,8,8,1,0,0,0,0,15,2,10,13,0,17,23,"15-2","N","N","N",0,0,"Lyon-Brest",0,0,0,0,0,0,0,0,0,0,0,0,0
"219","F1",2023-02-05,"Brest","Lens",1,1,"D",0,0,"D",4.67,3.79,1.83,"0-0","1-1",16,3,20,7,4,2,0,0,11,5,15,9,2,16,24,"11-5","Y","N","N",6,0,"Brest-Lens",137,2,46,60,800,120,960,2760,32,92,736,2192,1920
"227","F1",2023-02-12,"Montpellier","Brest",3,0,"H",2,0,"H",2.41,3.39,3.2,"2-0","3-0",16,7,10,2,1,2,0,0,4,3,15,20,3,7,35,"4-3","Y","Y","N",3,0,"Montpellier-Brest",75,3,55,30,200,90,210,1650,21,165,385,525,630
"235","F1",2023-02-19,"Brest","Monaco",1,2,"A",0,1,"A",4.63,3.99,1.79,"0-1","1-2",13,3,10,3,1,2,0,0,5,5,7,10,3,10,17,"5-5","Y","Y","N",3,0,"Brest-Monaco",198,3,48,30,200,90,300,1440,30,144,480,1980,900
"241","F1",2023-02-24,"Lille","Brest",2,1,"H",0,1,"A",1.37,5.25,8.91,"0-1","2-1",18,4,3,0,2,2,0,1,11,2,8,11,3,13,19,"11-2","Y","Y","N",4,1,"Lille-Brest",148,3,25,65,900,195,845,1625,39,75,325,1924,2535
"1881","F1",2023-01-15,"Toulouse","Brest",1,1,"D",0,1,"A",2.03,3.62,3.93,"0-1","1-1",16,7,17,5,2,2,0,0,10,5,16,12,2,15,28,"10-5","Y","N","N",4,0,"Toulouse-Brest",83,2,21,40,400,80,600,840,30,42,315,1245,1200
"198","F1",2023-01-29,"Strasbourg","Toulouse",1,2,"A",1,1,"D",2.39,3.49,3.17,"1-1","1-2",11,2,10,3,2,2,1,0,4,2,14,10,3,6,24,"4-2","Y","Y","N",4,1,"Strasbourg-Toulouse",96,3,0,65,900,195,390,0,18,0,0,576,1170
"205","F1",2023-02-01,"Toulouse","Troyes",4,1,"H",2,1,"H",1.78,4.13,4.58,"2-1","4-1",13,6,11,3,2,3,0,0,8,0,12,14,5,8,26,"8-0","Y","Y","Y",5,0,"Toulouse-Troyes",207,5,0,50,600,250,400,0,40,0,0,1656,2000
"211","F1",2023-02-04,"Paris SG","Toulouse",2,1,"H",1,1,"D",1.38,5.63,7.98,"1-1","2-1",22,5,14,5,2,2,0,0,6,2,9,14,3,8,23,"6-2","Y","Y","N",4,0,"Paris SG-Toulouse",116,3,0,40,400,120,320,0,24,0,0,928,960
"224","F1",2023-02-12,"Toulouse","Rennes",3,1,"H",3,0,"H",3.16,3.54,2.36,"3-0","3-1",13,7,13,4,1,1,0,0,2,7,12,17,4,9,29,"2-7","Y","Y","Y",2,0,"Toulouse-Rennes",147,4,0,20,100,80,180,0,36,0,0,1323,720
"240","F1",2023-02-19,"Toulouse","Marseille",2,3,"A",1,0,"H",3.9,3.9,1.96,"1-0","2-3",15,6,15,7,0,2,0,0,3,10,8,10,5,13,18,"3-10","Y","Y","Y",2,0,"Toulouse-Marseille",279,5,0,20,0,100,260,0,65,0,0,3627,1300
"248","F1",2023-02-26,"Reims","Toulouse",3,0,"H",2,0,"H",2.16,3.53,3.62,"2-0","3-0",18,6,13,6,0,0,0,0,4,2,12,14,3,6,26,"4-2","Y","Y","N",0,0,"Reims-Toulouse",79,3,0,0,0,0,0,0,18,0,0,474,0
"15","F1",2023-02-26,"Reims","Toulouse",3,0,"H",2,0,"H",2.16,3.53,3.62,"2-0","3-0",18,6,13,6,0,0,0,0,4,2,12,14,3,6,26,"4-2","Y","Y","N",0,0,"Reims-Toulouse",131.357142857143,3,20.1428571428571,34.2857142857143,350,105.714285714286,374.642857142857,748.214285714286,29.9285714285714,58.8571428571429,225,1386.71428571429,1089.64285714286
