"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","seriea_goalmins","n","seriea_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"296","I1","2023-04-16","Lecce","Sampdoria",1,1,"D",1,0,"H",1.98,3.29,4.56,"1-0","1-1",30,11,8,2,1,4,0,0,11,8,16,12,2,19,28,"11-8","Y","N","N",5,0,"Lecce-Sampdoria",106,2,176,50,400,100,950,8800,38,352,3344,2014,1900
"304","I1","2023-04-22","Sampdoria","Spezia",1,1,"D",1,0,"H",2.59,3.33,2.93,"1-0","1-1",13,3,19,7,1,1,0,0,9,9,9,11,2,18,20,"9-9","Y","N","N",2,0,"Sampdoria-Spezia",82,2,12,20,100,40,360,240,36,24,216,1476,720
"319","I1","2023-04-30","Fiorentina","Sampdoria",5,0,"H",1,0,"H",1.33,5.55,9.75,"1-0","5-0",23,10,4,1,2,1,0,0,11,0,14,9,5,11,23,"11-0","Y","Y","Y",3,0,"Fiorentina-Sampdoria",337,5,158,30,200,150,330,4740,55,790,1738,3707,1650
"324","I1","2023-05-03","Sampdoria","Torino",0,2,"A",0,1,"A",4.54,3.47,1.92,"0-1","0-2",7,0,12,4,3,2,1,0,2,3,13,11,2,5,24,"2-3","Y","N","N",5,1,"Sampdoria-Torino",121,2,15,75,1100,150,375,1125,10,30,75,605,750
"339","I1","2023-05-08","Udinese","Sampdoria",2,0,"H",2,0,"H",1.53,4.46,6.48,"2-0","2-0",13,6,11,3,2,2,0,0,7,3,15,12,2,10,27,"7-3","Y","N","N",4,0,"Udinese-Sampdoria",43,2,40,40,400,80,400,1600,20,80,400,430,800
"350","I1","2023-05-15","Sampdoria","Empoli",1,1,"D",1,0,"H",3.33,3.56,2.24,"1-0","1-1",13,3,16,4,3,4,0,0,1,2,16,14,2,3,30,"1-2","Y","N","N",7,0,"Sampdoria-Empoli",124,2,0,70,1200,140,210,0,6,0,0,372,420
"299","I1","2023-04-16","Roma","Udinese",3,0,"H",1,0,"H",1.91,3.37,4.77,"1-0","3-0",12,7,10,2,1,4,0,0,6,2,18,11,3,8,29,"6-2","Y","Y","N",5,0,"Roma-Udinese",182,3,68,50,400,150,400,3400,24,204,544,1456,1200
"310","I1","2023-04-24","Atalanta","Roma",3,1,"H",1,0,"H",2.37,3.34,3.26,"1-0","3-1",7,4,14,1,3,1,0,0,3,4,15,11,4,7,26,"3-4","Y","Y","Y",4,0,"Atalanta-Roma",280,4,104,40,300,160,280,4160,28,416,728,1960,1120
"313","I1","2023-04-29","Roma","Milan",1,1,"D",0,0,"D",2.81,3.09,2.87,"0-0","1-1",11,1,11,1,3,2,0,0,1,5,9,6,2,6,15,"1-5","Y","N","N",5,0,"Roma-Milan",180,2,65,50,600,100,300,3250,12,130,390,1080,600
"327","I1","2023-05-03","Monza","Roma",1,1,"D",1,1,"D",3.74,3.22,2.22,"1-1","1-1",8,4,14,8,3,4,0,1,4,3,13,15,2,7,28,"4-3","Y","N","N",7,1,"Monza-Roma",63,2,97,95,1950,190,665,9215,14,194,679,441,1330
"332","I1","2023-05-06","Roma","Inter",0,2,"A",0,1,"A",3.24,3.22,2.48,"0-1","0-2",15,3,10,4,3,2,0,0,12,5,8,12,2,17,20,"12-5","Y","N","N",5,0,"Roma-Inter",107,2,122,50,600,100,850,6100,34,244,2074,1819,1700
"348","I1","2023-05-14","Bologna","Roma",0,0,"D",0,0,"D",3.2,3.15,2.52,"0-0","0-0",12,3,7,2,2,1,0,0,3,6,12,11,0,9,23,"3-6","N","N","N",3,0,"Bologna-Roma",0,0,0,30,200,0,270,0,0,0,0,0,0
"13","I1","2023-05-14","Bologna","Roma",0,0,"D",0,0,"D",3.2,3.15,2.52,"0-0","0-0",12,3,7,2,2,1,0,0,3,6,12,11,0,9,23,"3-6","N","N","N",3,0,"Bologna-Roma",135.416666666667,2.33333333333333,71.4166666666667,50,620.833333333333,113.333333333333,449.166666666667,3552.5,23.0833333333333,205.333333333333,849,1280,1015.83333333333
