"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","seriea_goalmins","n","seriea_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"268","I1","2023-03-19","Torino","Napoli",0,4,"A",0,2,"A",5.12,3.53,1.81,"0-2","0-4",12,2,12,6,1,1,0,0,5,4,14,14,4,9,28,"5-4","Y","Y","Y",2,0,"Torino-Napoli",163,4,186,20,100,80,180,3720,36,744,1674,1467,720
"280","I1","2023-04-03","Sassuolo","Torino",1,1,"D",1,0,"H",2.51,3.33,3.03,"1-0","1-1",12,4,16,2,1,1,0,0,6,7,12,9,2,13,21,"6-7","Y","N","N",2,0,"Sassuolo-Torino",102,2,18,20,100,40,260,360,26,36,234,1326,520
"288","I1","2023-04-08","Torino","Roma",0,1,"A",0,1,"A",3.46,3.06,2.43,"0-1","0-1",7,1,9,1,3,1,0,0,7,4,10,6,1,11,16,"7-4","N","N","N",4,0,"Torino-Roma",8,1,21,40,300,40,440,840,11,21,231,88,440
"297","I1","2023-04-16","Torino","Salernitana",1,1,"D",0,1,"A",1.75,3.61,5.55,"0-1","1-1",16,5,8,1,0,1,0,0,4,2,14,14,2,6,28,"4-2","Y","N","N",1,0,"Torino-Salernitana",66,2,19,10,0,20,60,190,12,38,114,396,120
"303","I1","2023-04-22","Lazio","Torino",0,1,"A",0,1,"A",1.88,3.33,5.12,"0-1","0-1",10,5,7,3,2,4,0,0,3,4,13,13,1,7,26,"3-4","N","N","N",6,0,"Lazio-Torino",43,1,8,60,800,60,420,480,7,8,56,301,420
"314","I1","2023-04-29","Torino","Atalanta",1,2,"A",0,1,"A",3.03,3.35,2.51,"0-1","1-2",4,4,9,5,1,1,0,0,3,3,6,10,3,6,16,"3-3","Y","Y","N",2,0,"Torino-Atalanta",197,3,177,20,100,60,120,3540,18,531,1062,1182,360
"263","I1","2023-03-18","Monza","Cremonese",1,1,"D",0,0,"D",1.85,3.67,4.63,"0-0","1-1",15,7,8,2,3,5,0,0,8,4,12,12,2,12,24,"8-4","Y","N","N",8,0,"Monza-Cremonese",130,2,39,80,1500,160,960,3120,24,78,468,1560,1920
"275","I1","2023-04-02","Monza","Lazio",0,2,"A",0,1,"A",3.89,3.37,2.11,"0-1","0-2",11,3,8,4,5,2,0,0,8,3,13,8,2,11,21,"8-3","Y","N","N",7,0,"Monza-Lazio",69,2,0,70,1000,140,770,0,22,0,0,759,1540
"284","I1","2023-04-08","Udinese","Monza",2,2,"D",1,0,"H",2.11,3.49,3.73,"1-0","2-2",14,5,12,5,1,3,0,0,4,2,12,21,4,6,33,"4-2","Y","Y","Y",4,0,"Udinese-Monza",212,4,47,40,300,160,240,1880,24,188,282,1272,960
"295","I1","2023-04-15","Inter","Monza",0,1,"A",0,0,"D",1.45,4.67,7.7,"0-0","0-1",25,6,7,2,2,2,0,0,5,2,13,4,1,7,17,"5-2","N","N","N",4,0,"Inter-Monza",78,1,5,40,400,40,280,200,7,5,35,546,280
"306","I1","2023-04-23","Monza","Fiorentina",3,2,"H",2,2,"D",3.74,3.53,2.09,"2-2","3-2",13,5,10,5,3,3,0,0,5,3,18,15,5,8,33,"5-3","Y","Y","Y",6,0,"Monza-Fiorentina",149,5,189,60,900,300,480,11340,40,945,1512,1192,2400
"312","I1","2023-04-28","Spezia","Monza",0,2,"A",0,1,"A",2.88,3.3,2.69,"0-1","0-2",12,4,8,4,1,2,0,0,3,3,10,16,2,6,26,"3-3","Y","N","N",3,0,"Spezia-Monza",111,2,114,30,200,60,180,3420,12,228,684,666,360
"13","I1","2023-04-28","Spezia","Monza",0,2,"A",0,1,"A",2.88,3.3,2.69,"0-1","0-2",12,4,8,4,1,2,0,0,3,3,10,16,2,6,26,"3-3","Y","N","N",3,0,"Spezia-Monza",110.666666666667,2.41666666666667,68.5833333333333,40.8333333333333,475,96.6666666666667,365.833333333333,2424.16666666667,19.9166666666667,235.166666666667,529.333333333333,896.25,836.666666666667
