"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","seriea_goalmins","n","seriea_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"292","I1","2023-04-14","Spezia","Lazio",0,3,"A",0,1,"A",5.47,3.65,1.75,"0-1","0-3",6,2,13,7,3,4,1,0,2,3,12,7,3,5,19,"2-3","Y","Y","N",7,1,"Spezia-Lazio",177,3,30,95,2200,285,475,2850,15,90,150,885,1425
"304","I1","2023-04-22","Sampdoria","Spezia",1,1,"D",1,0,"H",2.59,3.33,2.93,"1-0","1-1",13,3,19,7,1,1,0,0,9,9,9,11,2,18,20,"9-9","Y","N","N",2,0,"Sampdoria-Spezia",82,2,12,20,100,40,360,240,36,24,216,1476,720
"312","I1","2023-04-28","Spezia","Monza",0,2,"A",0,1,"A",2.88,3.3,2.69,"0-1","0-2",12,4,8,4,1,2,0,0,3,3,10,16,2,6,26,"3-3","Y","N","N",3,0,"Spezia-Monza",111,2,114,30,200,60,180,3420,12,228,684,666,360
"321","I1","2023-05-03","Atalanta","Spezia",3,2,"H",1,1,"D",1.4,5.18,7.98,"1-1","3-2",14,6,9,4,0,3,0,0,12,3,8,10,5,15,18,"12-3","Y","Y","Y",3,0,"Atalanta-Spezia",216,5,118,30,0,150,450,3540,75,590,1770,3240,2250
"333","I1","2023-05-06","Cremonese","Spezia",2,0,"H",1,0,"H",2.4,3.49,3.14,"1-0","2-0",9,4,18,8,0,2,0,0,3,13,9,6,2,16,15,"3-13","Y","N","N",2,0,"Cremonese-Spezia",118,2,14,20,0,40,320,280,32,28,224,1888,640
"343","I1","2023-05-13","Spezia","Milan",2,0,"H",0,0,"D",4.32,3.52,1.94,"0-0","2-0",14,4,14,3,1,1,0,0,6,9,15,11,2,15,26,"6-9","Y","N","N",2,0,"Spezia-Milan",160,2,0,20,100,40,300,0,30,0,0,2400,600
"294","I1","2023-04-15","Napoli","Verona",0,0,"D",0,0,"D",1.53,4.22,7.01,"0-0","0-0",9,1,5,2,1,4,0,0,4,0,11,16,0,4,27,"4-0","N","N","N",5,0,"Napoli-Verona",0,0,0,50,400,0,200,0,0,0,0,0,0
"309","I1","2023-04-23","Juventus","Napoli",0,1,"A",0,0,"D",2.9,3.25,2.66,"0-0","0-1",7,4,17,6,4,1,0,0,3,6,15,11,1,9,26,"3-6","N","N","N",5,0,"Juventus-Napoli",90,1,81,50,400,50,450,4050,9,81,729,810,450
"317","I1","2023-04-30","Napoli","Salernitana",1,1,"D",0,0,"D",1.22,6.65,14.7,"0-0","1-1",24,8,5,2,2,2,0,0,10,0,13,11,2,10,24,"10-0","Y","N","N",4,0,"Napoli-Salernitana",146,2,46,40,400,80,400,1840,20,92,460,1460,800
"330","I1","2023-05-04","Udinese","Napoli",1,1,"D",1,0,"H",4.87,3.89,1.76,"1-0","1-1",7,3,7,4,1,0,0,0,2,6,15,13,2,8,28,"2-6","Y","N","N",1,0,"Udinese-Napoli",65,2,13,10,0,20,80,130,16,26,104,520,160
"336","I1","2023-05-07","Napoli","Fiorentina",1,0,"H",0,0,"D",1.88,3.81,4.23,"0-0","1-0",10,3,15,3,0,0,0,0,0,5,12,15,1,5,27,"0-5","N","N","N",0,0,"Napoli-Fiorentina",74,1,9,0,0,0,0,0,5,9,45,370,0
"347","I1","2023-05-14","Monza","Napoli",2,0,"H",1,0,"H",4.93,3.91,1.75,"1-0","2-0",10,4,20,7,1,1,0,0,6,10,11,13,2,16,24,"6-10","Y","N","N",2,0,"Monza-Napoli",72,2,0,20,100,40,320,0,32,0,0,1152,640
"13","I1","2023-05-14","Monza","Napoli",2,0,"H",1,0,"H",4.93,3.91,1.75,"1-0","2-0",10,4,20,7,1,1,0,0,6,10,11,13,2,16,24,"6-10","Y","N","N",2,0,"Monza-Napoli",109.25,2,36.4166666666667,32.0833333333333,325,67.0833333333333,294.583333333333,1362.5,23.5,97.3333333333333,365.166666666667,1238.91666666667,670.416666666667
