"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","seriea_goalmins","n","seriea_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"204","I1","2023-02-05","Spezia","Napoli",0,3,"A",0,0,"D",8.83,5.39,1.38,"0-0","0-3",9,3,12,5,3,2,0,0,3,6,19,18,3,9,37,"3-6","Y","Y","N",5,0,"Spezia-Napoli",188,3,0,50,600,150,450,0,27,0,0,1692,1350
"212","I1","2023-02-11","Empoli","Spezia",2,2,"D",0,2,"A",2.07,3.47,3.99,"0-2","2-2",25,8,9,3,1,5,1,1,7,3,10,13,4,10,23,"7-3","Y","Y","Y",6,2,"Empoli-Spezia",217,4,103,110,2625,440,1100,11330,40,412,1030,2170,4400
"228","I1","2023-02-19","Spezia","Juventus",0,2,"A",0,1,"A",6.09,3.99,1.64,"0-1","0-2",18,7,15,3,2,2,0,0,7,4,8,9,2,11,17,"7-4","Y","N","N",4,0,"Spezia-Juventus",98,2,0,40,400,80,440,0,22,0,0,1078,880
"235","I1","2023-02-26","Udinese","Spezia",2,2,"D",1,1,"D",1.68,3.91,5.09,"1-1","2-2",15,6,9,2,2,2,0,0,5,2,11,16,4,7,27,"5-2","Y","Y","Y",4,0,"Udinese-Spezia",155,4,82,40,400,160,280,3280,28,328,574,1085,1120
"245","I1","2023-03-05","Spezia","Verona",0,0,"D",0,0,"D",2.76,3.11,2.92,"0-0","0-0",20,4,11,3,2,1,1,0,9,5,6,7,0,14,13,"9-5","N","N","N",3,1,"Spezia-Verona",0,0,0,55,450,0,770,0,0,0,0,0,0
"251","I1","2023-03-10","Spezia","Inter",2,1,"H",0,0,"D",7.68,4.79,1.44,"0-0","2-1",4,2,28,7,3,0,0,0,1,13,11,9,3,14,20,"1-13","Y","Y","N",3,0,"Spezia-Inter",225,3,138,30,0,90,420,4140,42,414,1932,3150,1260
"205","I1","2023-02-05","Torino","Udinese",1,0,"H",0,0,"D",2.39,3.14,3.51,"0-0","1-0",11,3,11,3,1,1,0,0,6,5,13,8,1,11,21,"6-5","N","N","N",2,0,"Torino-Udinese",49,1,7,20,100,20,220,140,11,7,77,539,220
"211","I1","2023-02-10","Milan","Torino",1,0,"H",0,0,"D",1.84,3.56,4.98,"0-0","1-0",9,4,12,2,1,4,0,0,3,8,10,20,1,11,30,"3-8","N","N","N",5,0,"Milan-Torino",62,1,9,50,400,50,550,450,11,9,99,682,550
"230","I1","2023-02-20","Torino","Cremonese",2,2,"D",1,0,"H",1.69,3.85,5.75,"1-0","2-2",16,6,11,2,3,1,0,0,5,1,9,12,4,6,21,"5-1","Y","Y","Y",4,0,"Torino-Cremonese",248,4,103,40,300,160,240,4120,24,412,618,1488,960
"240","I1","2023-02-28","Juventus","Torino",4,2,"H",2,2,"D",1.8,3.49,5.47,"2-2","4-2",13,6,8,3,0,2,0,0,3,7,5,13,6,10,18,"3-7","Y","Y","Y",2,0,"Juventus-Torino",257,6,61,20,0,120,200,1220,60,366,610,2570,1200
"250","I1","2023-03-06","Torino","Bologna",1,0,"H",1,0,"H",2.39,3.02,3.59,"1-0","1-0",12,5,11,1,2,2,0,0,3,3,9,10,1,6,19,"3-3","N","N","N",4,0,"Torino-Bologna",22,1,7,40,400,40,240,280,6,7,42,132,240
"255","I1","2023-03-12","Lecce","Torino",0,2,"A",0,2,"A",3.01,3.06,2.72,"0-2","0-2",13,1,4,2,3,3,0,0,9,1,16,17,2,10,33,"9-1","Y","N","N",6,0,"Lecce-Torino",43,2,26,60,900,120,600,1560,20,52,260,430,1200
"13","I1","2023-03-12","Lecce","Torino",0,2,"A",0,2,"A",3.01,3.06,2.72,"0-2","0-2",13,1,4,2,3,3,0,0,9,1,16,17,2,10,33,"9-1","Y","N","N",6,0,"Lecce-Torino",130.333333333333,2.58333333333333,44.6666666666667,46.25,547.916666666667,119.166666666667,459.166666666667,2210,24.25,167.25,436.833333333333,1251.33333333333,1115
