"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","goalmins","n","shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"1","I1",2024-01-13,"Monza","Inter",1,5,"A",0,2,"A",6.57,4.57,1.5,"0-2","1-5",9,2,20,7,2,2,0,0,4,5,6,12,6,9,18,"4-5","Y","Y","Y",4,0,"Monza-Inter",327,6,101,40,400,240,360,4040,54,606,909,2943,2160
"2","I1",2024-01-28,"Fiorentina","Inter",0,1,"A",0,1,"A",4.13,3.69,1.92,"0-1","0-1",14,4,8,4,2,3,0,0,7,6,6,12,1,13,18,"7-6","N","N","N",5,0,"Fiorentina-Inter",14,1,10,50,600,50,650,500,13,10,130,182,650
"3","I1",2024-02-04,"Inter","Juventus",1,0,"H",1,0,"H",1.83,3.59,4.77,"1-0","1-0",15,3,12,1,2,2,0,0,6,4,8,8,1,10,16,"6-4","N","N","N",4,0,"Inter-Juventus",37,1,4,40,400,40,400,160,10,4,40,296,400
"4","I1",2024-02-10,"Roma","Inter",2,4,"A",2,1,"H",4.49,3.52,1.89,"2-1","2-4",8,3,10,6,2,0,0,0,3,8,9,14,6,11,23,"3-8","Y","Y","Y",2,0,"Roma-Inter",284,6,303,20,0,120,220,6060,66,1818,3333,3124,1320
"5","I1",2024-02-16,"Inter","Salernitana",4,0,"H",3,0,"H",1.15,9,17,"3-0","4-0",26,10,1,0,0,1,0,0,18,0,9,9,4,18,18,"18-0","Y","Y","Y",1,0,"Inter-Salernitana",166,4,29,10,0,40,180,290,72,116,522,2988,720
"6","I1",2024-02-25,"Lecce","Inter",0,4,"A",0,1,"A",7.69,4.77,1.43,"0-1","0-4",14,2,11,7,1,2,0,0,7,10,13,6,4,17,19,"7-10","Y","Y","Y",3,0,"Lecce-Inter",192,4,42,30,200,120,510,1260,68,168,714,3264,2040
"7","I1",2024-01-21,"Salernitana","Genoa",1,2,"A",1,1,"D",3.73,3.24,2.19,"1-1","1-2",11,2,5,5,0,5,0,0,5,5,7,15,3,10,22,"5-5","Y","Y","N",5,0,"Salernitana-Genoa",73,3,37,50,0,150,500,1850,30,111,370,730,1500
"8","I1",2024-01-28,"Genoa","Lecce",2,1,"H",0,1,"A",2.1,3.13,4.2,"0-1","2-1",19,7,19,5,0,2,0,0,3,8,12,17,3,11,29,"3-8","Y","Y","N",2,0,"Genoa-Lecce",177,3,46,20,0,60,220,920,33,138,506,1947,660
"9","I1",2024-02-03,"Empoli","Genoa",0,0,"D",0,0,"D",3.04,3.05,2.65,"0-0","0-0",15,4,10,2,2,3,0,1,6,6,11,12,0,12,23,"6-6","N","N","N",5,1,"Empoli-Genoa",0,0,0,75,1100,0,900,0,0,0,0,0,0
"10","I1",2024-02-11,"Genoa","Atalanta",1,4,"A",0,1,"A",3.93,3.29,2.1,"0-1","1-4",15,6,14,9,3,4,0,0,7,4,8,13,5,11,21,"7-4","Y","Y","Y",7,0,"Genoa-Atalanta",308,5,128,70,1200,350,770,8960,55,640,1408,3388,3850
"11","I1",2024-02-17,"Napoli","Genoa",1,1,"D",0,0,"D",1.64,3.84,6.02,"0-0","1-1",25,7,6,4,3,2,0,0,7,2,9,13,2,9,22,"7-2","Y","N","N",5,0,"Napoli-Genoa",137,2,58,50,600,100,450,2900,18,116,522,1233,900
"12","I1",2024-02-24,"Genoa","Udinese",2,0,"H",2,0,"H",2.38,2.92,3.69,"2-0","2-0",19,4,5,1,1,4,0,1,8,3,9,17,2,11,26,"8-3","Y","N","N",5,1,"Genoa-Udinese",76,2,32,75,650,150,825,2400,22,64,352,836,1650
"13","I1",2024-02-24,"Genoa","Udinese",2,0,"H",2,0,"H",2.38,2.92,3.69,"2-0","2-0",19,4,5,1,1,4,0,1,8,3,9,17,2,11,26,"8-3","Y","N","N",5,1,"Genoa-Udinese",149.25,3.08333333333333,65.8333333333333,44.1666666666667,429.166666666667,118.333333333333,498.75,2445,36.75,315.916666666667,733.833333333333,1744.25,1320.83333333333
