"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","seriea_goalmins","n","seriea_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"299","I1","2023-04-16","Roma","Udinese",3,0,"H",1,0,"H",1.91,3.37,4.77,"1-0","3-0",12,7,10,2,1,4,0,0,6,2,18,11,3,8,29,"6-2","Y","Y","N",5,0,"Roma-Udinese",182,3,68,50,400,150,400,3400,24,204,544,1456,1200
"307","I1","2023-04-23","Udinese","Cremonese",3,0,"H",3,0,"H",1.74,3.93,4.97,"3-0","3-0",17,9,12,2,2,3,0,0,3,8,13,11,3,11,24,"3-8","Y","Y","N",5,0,"Udinese-Cremonese",65,3,49,50,600,150,550,2450,33,147,539,715,1650
"311","I1","2023-04-28","Lecce","Udinese",1,0,"H",0,0,"D",2.52,3.13,3.27,"0-0","1-0",15,3,10,3,4,2,0,0,7,4,21,12,1,11,33,"7-4","N","N","N",6,0,"Lecce-Udinese",62,1,27,60,800,60,660,1620,11,27,297,682,660
"330","I1","2023-05-04","Udinese","Napoli",1,1,"D",1,0,"H",4.87,3.89,1.76,"1-0","1-1",7,3,7,4,1,0,0,0,2,6,15,13,2,8,28,"2-6","Y","N","N",1,0,"Udinese-Napoli",65,2,13,10,0,20,80,130,16,26,104,520,160
"339","I1","2023-05-08","Udinese","Sampdoria",2,0,"H",2,0,"H",1.53,4.46,6.48,"2-0","2-0",13,6,11,3,2,2,0,0,7,3,15,12,2,10,27,"7-3","Y","N","N",4,0,"Udinese-Sampdoria",43,2,40,40,400,80,400,1600,20,80,400,430,800
"346","I1","2023-05-14","Fiorentina","Udinese",2,0,"H",1,0,"H",2.05,3.64,3.77,"1-0","2-0",18,3,5,1,3,3,1,1,3,3,15,15,2,6,30,"3-3","Y","N","N",6,2,"Fiorentina-Udinese",97,2,0,110,3025,220,660,0,12,0,0,582,1320
"292","I1","2023-04-14","Spezia","Lazio",0,3,"A",0,1,"A",5.47,3.65,1.75,"0-1","0-3",6,2,13,7,3,4,1,0,2,3,12,7,3,5,19,"2-3","Y","Y","N",7,1,"Spezia-Lazio",177,3,30,95,2200,285,475,2850,15,90,150,885,1425
"303","I1","2023-04-22","Lazio","Torino",0,1,"A",0,1,"A",1.88,3.33,5.12,"0-1","0-1",10,5,7,3,2,4,0,0,3,4,13,13,1,7,26,"3-4","N","N","N",6,0,"Lazio-Torino",43,1,8,60,800,60,420,480,7,8,56,301,420
"315","I1","2023-04-30","Inter","Lazio",3,1,"H",0,1,"A",1.83,3.62,4.8,"0-1","3-1",25,9,9,5,2,3,0,0,2,3,13,14,4,5,27,"2-3","Y","Y","Y",5,0,"Inter-Lazio",280,4,35,50,600,200,250,1750,20,140,175,1400,1000
"325","I1","2023-05-03","Lazio","Sassuolo",2,0,"H",1,0,"H",1.69,4.11,5.08,"1-0","2-0",13,5,13,2,3,5,0,0,1,2,13,13,2,3,26,"1-2","Y","N","N",8,0,"Lazio-Sassuolo",104,2,95,80,1500,160,240,7600,6,190,285,312,480
"331","I1","2023-05-06","Milan","Lazio",2,0,"H",2,0,"H",1.98,3.5,4.3,"2-0","2-0",10,3,8,0,2,4,0,0,6,4,10,8,2,10,18,"6-4","Y","N","N",6,0,"Milan-Lazio",46,2,23,60,800,120,600,1380,20,46,230,460,1200
"341","I1","2023-05-12","Lazio","Lecce",2,2,"D",1,1,"D",1.73,3.66,5.79,"1-1","2-2",20,6,13,4,3,5,0,0,2,3,11,13,4,5,24,"2-3","Y","Y","Y",8,0,"Lazio-Lecce",220,4,0,80,1500,320,400,0,20,0,0,1100,1600
"13","I1","2023-05-12","Lazio","Lecce",2,2,"D",1,1,"D",1.73,3.66,5.79,"1-1","2-2",20,6,13,4,3,5,0,0,2,3,11,13,4,5,24,"2-3","Y","Y","Y",8,0,"Lazio-Lecce",115.333333333333,2.41666666666667,32.3333333333333,62.0833333333333,1052.08333333333,152.083333333333,427.916666666667,1938.33333333333,17,79.8333333333333,231.666666666667,736.916666666667,992.916666666667
