"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Home_xG","Away_xG","Total_Goalmins","Home_first_GoalTime","Away_first_GoalTime","match_First_GoalTime","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","B1",2024-09-26,"Cercle Brugge","Gent",2,1,"H",0,0,"D",2.67,3.65,2.46,"0-0","2-1",14,5,6,2,2,3,0,0,6,5,12,16,3,11,28,"6-5","Y","Y","N",5,0,"2024-09-26-Cercle Brugge-Gent","Jan Boterberg",3,2.1,0.4,269,77,98,77,50,600,150,550,33,2959,1650,1,3,0,0,1,1,0,0,10,30,40,10,10,20,800,98,0,120,0,98,120,218,35,2,2,0,103
"2","B1",2024-09-29,"Gent","Oud-Heverlee Leuven",3,0,"H",2,0,"H",1.79,4.03,3.98,"2-0","3-0",10,5,12,3,1,2,0,0,4,7,9,10,3,11,19,"4-7","Y","Y","N",3,0,"2024-09-29-Gent-Oud-Heverlee Leuven","Lawrence Visser",3,1,0.5,100,9,0,9,30,200,90,330,33,1100,990,1,1,0,0,0,1,0,0,10,10,20,0,10,10,200,39,0,112,0,39,112,151,39,46,39,0,93
"3","B1",2024-10-06,"St Truiden","Gent",1,1,"D",0,1,"A",3.31,3.64,2.09,"0-1","1-1",30,12,14,3,1,3,0,0,9,5,7,9,2,14,16,"9-5","Y","N","N",4,0,"2024-10-06-St Truiden-Gent","Jasper Vergoote",2,3,1.7,92,68,24,24,40,300,80,560,28,1288,1120,0,0,0,0,1,3,0,0,0,0,0,10,30,40,0,93,0,182,0,93,182,275,93,59,59,0,92
"4","B1",2024-10-19,"St. Gilloise","Gent",0,0,"D",0,0,"D",1.63,4.02,5.01,"0-0","0-0",20,5,11,4,2,4,0,0,5,3,11,16,0,8,27,"5-3","N","N","N",6,0,"2024-10-19-St. Gilloise-Gent","Nathan Verboomen",0,1.3,0.7,0,0,0,0,60,800,0,480,0,0,0,0,2,0,0,2,2,0,0,0,20,20,20,20,40,800,134,0,211,0,134,211,345,46,4,4,0,54
"5","B1",2024-09-22,"Genk","Dender",4,0,"H",1,0,"H",1.49,4.52,5.85,"1-0","4-0",28,13,5,2,0,2,0,0,8,3,12,7,4,11,19,"8-3","Y","Y","Y",2,0,"2024-09-22-Genk-Dender","Wesli De Cremer",4,2.1,0.4,235,23,0,23,20,0,80,220,44,2585,880,0,0,0,0,0,2,0,0,0,0,0,0,20,20,0,0,0,123,0,0,123,123,0,55,55,0,103
"6","B1",2024-09-28,"Genk","Mechelen",2,1,"H",0,0,"D",1.52,4.6,5.31,"0-0","2-1",10,4,14,6,2,3,0,0,6,6,6,8,3,12,14,"6-6","Y","Y","N",5,0,"2024-09-28-Genk-Mechelen","Jasper Vergoote",3,1.8,1.3,233,97,60,60,50,600,150,600,36,2796,1800,0,2,0,0,2,1,0,0,0,20,20,20,10,30,600,155,0,164,0,155,164,319,57,33,33,1,116
"7","B1",2024-10-05,"Kortrijk","Genk",2,1,"H",2,1,"H",6.41,4.61,1.45,"2-1","2-1",8,3,18,7,3,1,0,0,3,9,8,10,3,12,18,"3-9","Y","Y","N",4,0,"2024-10-05-Kortrijk-Genk","Simon Bourdeaud'hui",3,0.9,2,41,16,6,6,40,300,120,480,36,492,1440,1,1,0,0,2,0,0,0,10,10,20,20,0,20,400,158,0,33,0,158,33,191,26,33,26,0,101
"8","B1",2024-10-20,"Genk","St Truiden",3,2,"H",3,1,"H",1.4,4.9,6.98,"3-1","3-2",19,7,13,5,1,4,0,2,9,1,8,11,5,10,19,"9-1","Y","Y","Y",5,2,"2024-10-20-Genk-St Truiden","Lawrence Visser",5,2.3,1.1,186,18,34,18,100,900,500,1000,50,1860,5000,0,0,0,1,1,3,0,0,0,25,25,10,30,40,1000,59,0,196,30,59,226,285,59,48,48,0,160
"9","B1",2024-10-20,"Genk","St Truiden",3,2,"H",3,1,"H",1.4,4.9,6.98,"3-1","3-2",19,7,13,5,1,4,0,2,9,1,8,11,5,10,19,"9-1","Y","Y","Y",5,2,"2024-10-20-Genk-St Truiden","Lawrence Visser",2.875,1.8125,1.0125,144.5,38.5,27.75,27.125,48.75,462.5,146.25,527.5,32.5,1635,1610,0.375,1.125,0,0.125,1.125,1.625,0,0,3.75,14.375,18.125,11.25,16.25,27.5,475,92,0,142.625,3.75,92,146.375,238.375,44.375,35,33.25,0.125,102.75
