"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Home_xG","Away_xG","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","B1",2024-04-24,"Anderlecht","Cercle Brugge",3,0,"H",2,0,"H",1.93,3.67,3.98,"2-0","3-0",12,5,7,4,1,4,0,0,4,2,6,12,3,6,18,"4-2","Y","Y","N",5,0,"2024-04-24-Anderlecht-Cercle Brugge","Bram Van Driessche",3,2,0.6,119,50,400,150,300,18,714,900,0,2,0,0,1,2,0,0,0,20,20,10,20,30,600,90,0,225,0,90,225,315,90,37,37,0,88
"2","B1",2024-04-28,"Cercle Brugge","Anderlecht",1,1,"D",0,1,"A",2.91,3.47,2.4,"0-1","1-1",18,4,9,5,1,1,0,0,4,3,9,9,2,7,18,"4-3","Y","N","N",2,0,"2024-04-28-Cercle Brugge-Anderlecht","Erik Lambrechts",2,1.3,2.3,62,20,100,40,140,14,434,280,0,0,0,0,1,1,0,0,0,0,0,10,10,20,0,73,0,89,0,73,89,162,73,89,73,0,61
"3","B1",2024-05-04,"Cercle Brugge","Genk",4,1,"H",3,1,"H",2.55,3.51,2.76,"3-1","4-1",16,6,13,6,1,3,0,0,4,1,16,16,5,5,32,"4-1","Y","Y","Y",4,0,"2024-05-04-Cercle Brugge-Genk","Nicolas Laforge",5,2.6,2.3,157,40,300,200,200,25,785,1000,1,1,0,0,0,2,0,0,10,10,20,0,20,20,400,16,0,150,0,16,150,166,16,30,16,0,110
"4","B1",2024-05-12,"Antwerp","Cercle Brugge",1,2,"A",0,2,"A",2.27,3.58,3.02,"0-2","1-2",16,4,13,5,1,2,0,0,6,2,9,13,3,8,22,"6-2","Y","Y","N",3,0,"2024-05-12-Antwerp-Cercle Brugge","Bert Put",3,1.3,1.7,156,30,200,90,240,24,1248,720,0,0,0,0,1,2,0,0,0,0,0,10,20,30,0,90,0,150,0,90,150,240,90,74,74,0,84
"5","B1",2024-05-19,"Cercle Brugge","St. Gilloise",1,2,"A",1,1,"D",3.49,3.7,2.07,"1-1","1-2",9,3,14,5,3,3,0,0,5,5,17,18,3,10,35,"5-5","Y","Y","N",6,0,"2024-05-19-Cercle Brugge-St. Gilloise","Wesli De Cremer",3,0.7,1.2,110,60,900,180,600,30,1100,1800,1,0,0,0,2,3,0,0,10,0,10,20,30,50,500,195,0,265,0,195,265,460,47,73,47,0,105
"6","B1",2024-05-26,"Club Brugge","Cercle Brugge",0,0,"D",0,0,"D",1.51,4.56,5.74,"0-0","0-0",10,3,7,1,1,0,0,0,5,2,9,11,0,7,20,"5-2","N","N","N",1,0,"2024-05-26-Club Brugge-Cercle Brugge","Jonathan Lardot",0,1,0.1,0,10,0,0,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,10,0,60,0,0,0,60,0,60,60,0,0,0,26
"7","B1",2024-04-07,"Eupen","Kortrijk",1,1,"D",0,0,"D",2.41,3.28,3.04,"0-0","1-1",7,2,12,4,1,2,0,0,2,4,9,10,2,6,19,"2-4","Y","N","N",3,0,"2024-04-07-Eupen-Kortrijk","Lawrence Visser",2,0.2,1,130,30,200,60,180,12,780,360,1,0,0,0,0,2,0,0,10,0,10,0,20,20,200,28,0,120,0,28,120,148,28,55,28,0,63
"8","B1",2024-04-14,"Kortrijk","Charleroi",1,2,"A",1,0,"H",2.88,3.24,2.54,"1-0","1-2",9,2,12,5,0,1,0,0,4,3,11,12,3,7,23,"4-3","Y","Y","N",1,0,"2024-04-14-Kortrijk-Charleroi","Nicolas Laforge",3,0.8,1.3,195,10,0,30,70,21,1365,210,0,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,32,0,0,32,32,0,32,0,0,71
"9","B1",2024-04-21,"Kortrijk","RWD Molenbeek",2,4,"A",1,3,"A",2.08,3.36,3.67,"1-3","2-4",16,8,14,8,2,4,0,0,11,4,11,10,6,15,21,"11-4","Y","Y","Y",6,0,"2024-04-21-Kortrijk-RWD Molenbeek","Jan Boterberg",6,1.8,2.9,250,60,800,360,900,90,3750,5400,1,2,0,0,1,2,0,0,10,20,30,10,20,30,900,69,0,203,0,69,203,272,23,29,23,1,175
"10","B1",2024-04-28,"RWD Molenbeek","Kortrijk",0,1,"A",0,1,"A",2.4,3.4,2.95,"0-1","0-1",15,4,10,3,2,2,0,0,6,5,13,10,1,11,23,"6-5","N","N","N",4,0,"2024-04-28-RWD Molenbeek-Kortrijk","Jonathan Lardot",1,1,1.2,16,40,400,40,440,11,176,440,1,1,0,0,1,1,0,0,10,10,20,10,10,20,400,96,0,78,0,96,78,174,17,21,17,0,68
