"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Home_xG","Away_xG","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","B1",2024-04-23,"Standard","Mechelen",0,0,"D",0,0,"D",2.48,3.44,2.89,"0-0","0-0",21,6,6,1,0,2,0,0,8,4,9,6,0,12,15,"8-4","N","N","N",2,0,"2024-04-23-Standard-Mechelen","Michiel Allaerts",0,1.5,0.2,0,20,0,0,240,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,20,0,0,0,170,0,0,170,170,0,80,0,0,46
"2","B1",2024-04-27,"Mechelen","Oud-Heverlee Leuven",3,0,"H",0,0,"D",1.98,3.83,3.64,"0-0","3-0",17,7,17,4,1,1,0,0,4,3,10,12,3,7,22,"4-3","Y","Y","N",2,0,"2024-04-27-Mechelen-Oud-Heverlee Leuven","Bram Van Driessche",3,2.8,1.6,197,20,100,60,140,21,1379,420,0,0,0,0,1,1,0,0,0,0,0,10,10,20,0,70,0,75,0,70,75,145,70,75,70,1,86
"3","B1",2024-05-04,"Mechelen","Gent",2,4,"A",2,3,"A",3.38,3.84,2.07,"2-3","2-4",15,8,13,5,2,0,0,0,6,2,11,10,6,8,21,"6-2","Y","Y","Y",2,0,"2024-05-04-Mechelen-Gent","Jan Boterberg",6,0.8,1.5,253,20,0,120,160,48,2024,960,2,0,0,0,0,0,0,0,20,0,20,0,0,0,0,72,0,0,0,72,0,72,31,0,0,0,124
"4","B1",2024-05-12,"St Truiden","Mechelen",2,1,"H",2,1,"H",2.34,3.69,2.84,"2-1","2-1",11,5,7,3,1,0,0,0,2,1,9,12,3,3,21,"2-1","Y","Y","N",1,0,"2024-05-12-St Truiden-Mechelen","Ken Vermeiren",3,1.2,0.9,65,10,0,30,30,9,195,90,0,0,0,0,1,0,0,0,0,0,0,10,0,10,0,90,0,0,0,90,0,90,90,0,0,0,59
"5","B1",2024-05-18,"Westerlo","Mechelen",0,2,"A",0,1,"A",2.65,3.83,2.5,"0-1","0-2",10,2,17,7,0,1,0,0,10,5,8,10,2,15,18,"10-5","Y","N","N",1,0,"2024-05-18-Westerlo-Mechelen","Matonga Simonini",2,1.2,2.8,115,10,0,20,150,30,1725,300,0,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,28,0,0,28,28,0,28,0,0,80
"6","B1",2024-05-25,"Mechelen","Standard",3,2,"H",2,0,"H",1.88,3.89,3.79,"2-0","3-2",20,9,7,4,2,0,0,0,9,4,8,6,5,13,14,"9-4","Y","Y","Y",2,0,"2024-05-25-Mechelen-Standard","Wim Smet",5,1.6,0.9,257,20,0,100,260,65,3341,1300,0,0,0,0,2,0,0,0,0,0,0,20,0,20,0,164,0,0,0,164,0,164,68,0,0,0,124
"7","B1",2024-04-24,"Anderlecht","Cercle Brugge",3,0,"H",2,0,"H",1.93,3.67,3.98,"2-0","3-0",12,5,7,4,1,4,0,0,4,2,6,12,3,6,18,"4-2","Y","Y","N",5,0,"2024-04-24-Anderlecht-Cercle Brugge","Bram Van Driessche",3,2,0.6,119,50,400,150,300,18,714,900,0,2,0,0,1,2,0,0,0,20,20,10,20,30,600,90,0,225,0,90,225,315,90,37,37,0,88
"8","B1",2024-04-28,"Cercle Brugge","Anderlecht",1,1,"D",0,1,"A",2.91,3.47,2.4,"0-1","1-1",18,4,9,5,1,1,0,0,4,3,9,9,2,7,18,"4-3","Y","N","N",2,0,"2024-04-28-Cercle Brugge-Anderlecht","Erik Lambrechts",2,1.3,2.3,62,20,100,40,140,14,434,280,0,0,0,0,1,1,0,0,0,0,0,10,10,20,0,73,0,89,0,73,89,162,73,89,73,0,61
"9","B1",2024-05-05,"St. Gilloise","Anderlecht",0,0,"D",0,0,"D",1.7,3.96,4.66,"0-0","0-0",19,8,12,9,4,1,0,0,8,3,12,8,0,11,20,"8-3","N","N","N",5,0,"2024-05-05-St. Gilloise-Anderlecht","Bram Van Driessche",0,1.1,1,0,50,400,0,550,0,0,0,2,1,0,0,2,1,0,0,20,10,30,20,10,30,900,171,0,94,0,171,94,265,10,33,10,0,58
"10","B1",2024-05-11,"Anderlecht","Genk",2,1,"H",1,0,"H",2.06,3.6,3.61,"1-0","2-1",17,4,19,3,1,2,0,0,4,3,5,14,3,7,19,"4-3","Y","Y","N",3,0,"2024-05-11-Anderlecht-Genk","Lawrence Visser",3,1.1,1.4,189,30,200,90,210,21,1323,630,1,1,0,0,0,1,0,0,10,10,20,0,10,10,200,42,0,102,0,42,102,144,42,47,42,0,81
"11","B1",2024-05-19,"Anderlecht","Club Brugge",0,1,"A",0,1,"A",2.91,3.48,2.38,"0-1","0-1",13,4,14,2,1,3,0,0,4,4,10,10,1,8,20,"4-4","N","N","N",4,0,"2024-05-19-Anderlecht-Club Brugge","Erik Lambrechts",1,0.8,1.4,29,40,300,40,320,8,232,320,0,1,0,0,2,3,0,0,0,10,10,20,30,50,500,160,0,253,0,160,253,413,72,4,4,0,59
"12","B1",2024-05-26,"Antwerp","Anderlecht",3,1,"H",0,1,"A",3.94,4,1.82,"0-1","3-1",21,5,15,5,3,0,0,0,4,2,8,9,4,6,17,"4-2","Y","Y","Y",3,0,"2024-05-26-Antwerp-Anderlecht","Bram Van Driessche",4,1.4,1.6,294,30,0,120,180,24,1764,720,0,0,0,0,4,1,0,0,0,0,0,40,10,50,0,276,0,96,0,276,96,372,47,96,47,0,93
"13","B1",2024-05-26,"Antwerp","Anderlecht",3,1,"H",0,1,"A",3.94,4,1.82,"0-1","3-1",21,5,15,5,3,0,0,0,4,2,8,9,4,6,17,"4-2","Y","Y","Y",3,0,"2024-05-26-Antwerp-Anderlecht","Bram Van Driessche",2.66666666666667,1.4,1.35,131.666666666667,26.6666666666667,125,64.1666666666667,223.333333333333,21.5,1094.25,493.333333333333,0.416666666666667,0.5,0,0,1.16666666666667,1,0,0,4.16666666666667,5,9.16666666666667,11.6666666666667,10,21.6666666666667,183.333333333333,100.666666666667,0,94.3333333333333,0,100.666666666667,94.3333333333333,195,49.4166666666667,40.75,23.5833333333333,0.0833333333333333,79.9166666666667
