"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Home_xG","Away_xG","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","B1",2024-04-25,"Antwerp","St. Gilloise",0,3,"A",0,0,"D",3.02,3.3,2.41,"0-0","0-3",6,1,13,7,3,4,0,0,5,5,9,19,3,10,28,"5-5","Y","Y","N",7,0,"2024-04-25-Antwerp-St. Gilloise","Nicolas Laforge",3,0.2,1.5,191,70,1200,210,700,30,1910,2100,0,3,0,0,3,1,0,0,0,30,30,30,10,40,1200,174,0,155,0,174,155,329,47,16,16,0,110
"2","B1",2024-04-28,"St. Gilloise","Antwerp",4,1,"H",2,1,"H",1.68,4.01,4.77,"2-1","4-1",14,10,3,2,2,4,0,0,3,2,14,9,5,5,23,"3-2","Y","Y","Y",6,0,"2024-04-28-St. Gilloise-Antwerp","Wesli De Cremer",5,1.5,0.3,240,60,800,300,300,25,1200,1500,1,3,0,0,1,1,0,0,10,30,40,10,10,20,800,107,0,138,0,107,138,245,33,21,21,0,120
"3","B1",2024-05-05,"St. Gilloise","Anderlecht",0,0,"D",0,0,"D",1.7,3.96,4.66,"0-0","0-0",19,8,12,9,4,1,0,0,8,3,12,8,0,11,20,"8-3","N","N","N",5,0,"2024-05-05-St. Gilloise-Anderlecht","Bram Van Driessche",0,1.1,1,0,50,400,0,550,0,0,0,2,1,0,0,2,1,0,0,20,10,30,20,10,30,900,171,0,94,0,171,94,265,10,33,10,0,58
"4","B1",2024-05-13,"Club Brugge","St. Gilloise",2,2,"D",0,0,"D",2.11,3.59,3.36,"0-0","2-2",24,4,17,6,1,2,0,0,8,3,7,14,4,11,21,"8-3","Y","Y","Y",3,0,"2024-05-13-Club Brugge-St. Gilloise","Jonathan Lardot",4,3.2,1.5,261,30,200,120,330,44,2871,1320,1,0,0,0,1,2,0,0,10,0,10,10,20,30,300,103,0,166,0,103,166,269,33,71,33,0,108
"5","B1",2024-05-19,"Cercle Brugge","St. Gilloise",1,2,"A",1,1,"D",3.49,3.7,2.07,"1-1","1-2",9,3,14,5,3,3,0,0,5,5,17,18,3,10,35,"5-5","Y","Y","N",6,0,"2024-05-19-Cercle Brugge-St. Gilloise","Wesli De Cremer",3,0.7,1.2,110,60,900,180,600,30,1100,1800,1,0,0,0,2,3,0,0,10,0,10,20,30,50,500,195,0,265,0,195,265,460,47,73,47,0,105
"6","B1",2024-05-26,"St. Gilloise","Genk",2,0,"H",1,0,"H",1.67,4.15,4.66,"1-0","2-0",21,8,9,2,3,1,0,1,10,4,18,10,2,14,28,"10-4","Y","N","N",4,1,"2024-05-26-St. Gilloise-Genk","Lothar D'Hondt",2,1.9,0.4,117,65,1050,130,910,28,1638,1820,1,0,0,0,2,1,0,1,10,0,10,20,35,55,550,196,0,63,156,196,219,415,42,63,42,1,117
"7","B1",2024-04-06,"Charleroi","RWD Molenbeek",0,0,"D",0,0,"D",1.72,3.82,4.99,"0-0","0-0",14,3,10,3,1,4,0,0,11,6,14,12,0,17,26,"11-6","N","N","N",5,0,"2024-04-06-Charleroi-RWD Molenbeek","Wesli De Cremer",0,0.8,1.5,56,50,400,0,850,0,952,0,1,2,0,0,0,2,0,0,10,20,30,0,20,20,600,20,0,209,0,20,209,229,20,17,17,1,86
"8","B1",2024-04-14,"Kortrijk","Charleroi",1,2,"A",1,0,"H",2.88,3.24,2.54,"1-0","1-2",9,2,12,5,0,1,0,0,4,3,11,12,3,7,23,"4-3","Y","Y","N",1,0,"2024-04-14-Kortrijk-Charleroi","Nicolas Laforge",3,0.8,1.3,195,10,0,30,70,21,1365,210,0,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,32,0,0,32,32,0,32,0,0,71
"9","B1",2024-04-21,"Charleroi","Eupen",1,0,"H",1,0,"H",1.67,3.9,5,"1-0","1-0",19,7,9,3,1,1,0,0,7,4,12,8,1,11,20,"7-4","N","N","N",2,0,"2024-04-21-Charleroi-Eupen","Wim Smet",1,2.9,0.6,14,20,100,20,220,11,154,220,0,2,0,0,1,0,0,0,0,20,20,10,0,10,200,92,0,54,0,92,54,146,92,18,18,0,58
"10","B1",2024-04-26,"Eupen","Charleroi",1,2,"A",0,2,"A",3.5,3.21,2.26,"0-2","1-2",12,2,12,4,2,1,0,0,4,5,13,15,3,9,28,"4-5","Y","Y","N",3,0,"2024-04-26-Eupen-Charleroi","Bert Put",3,1.2,0.9,138,30,200,90,270,27,1242,810,1,0,0,0,1,1,0,0,10,0,10,10,10,20,200,122,0,56,0,122,56,178,33,56,33,0,87
"11","B1",2024-05-04,"RWD Molenbeek","Charleroi",1,3,"A",0,3,"A",2.59,3.42,2.78,"0-3","1-3",14,6,12,5,0,1,0,0,4,5,8,9,4,9,17,"4-5","Y","Y","Y",1,0,"2024-05-04-RWD Molenbeek-Charleroi","Kevin Van Damme",4,0.8,1.7,144,10,0,40,90,36,1296,360,0,0,0,0,0,1,0,0,0,0,0,0,10,10,0,0,0,87,0,0,87,87,0,87,0,0,92
"12","B1",2024-05-11,"Charleroi","Kortrijk",3,1,"H",2,0,"H",2.29,3.72,3,"2-0","3-1",12,8,9,4,0,1,0,0,5,5,11,8,4,10,19,"5-5","Y","Y","Y",1,0,"2024-05-11-Charleroi-Kortrijk","Wim Smet",4,2.1,0.8,190,10,0,40,100,40,1900,400,0,0,0,0,0,1,0,0,0,0,0,0,10,10,0,0,0,92,0,0,92,92,0,92,0,1,105
"13","B1",2024-05-11,"Charleroi","Kortrijk",3,1,"H",2,0,"H",2.29,3.72,3,"2-0","3-1",12,8,9,4,0,1,0,0,5,5,11,8,4,10,19,"5-5","Y","Y","Y",1,0,"2024-05-11-Charleroi-Kortrijk","Wim Smet",2.66666666666667,1.43333333333333,1.05833333333333,138,38.75,437.5,96.6666666666667,415.833333333333,24.3333333333333,1302.33333333333,878.333333333333,0.666666666666667,1,0,0,1.08333333333333,1.16666666666667,0,0.0833333333333333,6.66666666666667,10,16.6666666666667,10.8333333333333,13.75,24.5833333333333,437.5,98.3333333333333,0,117.583333333333,13,98.3333333333333,130.583333333333,228.916666666667,29.75,48.25,19.75,0.25,93.0833333333333
