"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","bundesliga_goalmins","n","bundesliga_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"220","D1","2023-03-18","Hoffenheim","Hertha",3,1,"H",2,0,"H",2.13,3.62,3.54,"2-0","3-1",15,7,11,5,0,3,1,0,8,9,10,11,4,17,21,"8-9","Y","Y","Y",3,1,"Hoffenheim-Hertha",202,4,82,55,750,220,935,4510,68,328,1394,3434,3740
"227","D1","2023-04-01","Freiburg","Hertha",1,1,"D",0,0,"D",1.69,3.98,5.33,"0-0","1-1",16,8,10,3,1,1,0,0,2,2,7,11,2,4,18,"2-2","Y","N","N",2,0,"Freiburg-Hertha",129,2,56,20,100,40,80,1120,8,112,224,516,160
"240","D1","2023-04-08","Hertha","RB Leipzig",0,1,"A",0,1,"A",5.48,4.23,1.63,"0-1","0-1",11,1,18,6,4,3,0,0,4,4,12,13,1,8,25,"4-4","N","N","N",7,0,"Hertha-RB Leipzig",39,1,8,70,1200,70,560,560,8,8,64,312,560
"244","D1","2023-04-14","Schalke 04","Hertha",5,2,"H",2,1,"H",2.38,3.31,3.28,"2-1","5-2",14,7,11,5,2,3,0,0,7,8,12,19,7,15,31,"7-8","Y","Y","Y",5,0,"Schalke 04-Hertha",361,7,128,50,600,350,750,6400,105,896,1920,5415,5250
"255","D1","2023-04-22","Hertha","Werder Bremen",2,4,"A",0,2,"A",2.31,3.58,3.16,"0-2","2-4",13,5,11,4,2,2,0,0,8,4,11,12,6,12,23,"8-4","Y","Y","Y",4,0,"Hertha-Werder Bremen",294,6,67,40,400,240,480,2680,72,402,804,3528,2880
"269","D1","2023-04-30","Bayern Munich","Hertha",2,0,"H",0,0,"D",1.12,10.61,20.33,"0-0","2-0",25,9,2,1,2,0,0,0,18,1,5,8,2,19,13,"18-1","Y","N","N",2,0,"Bayern Munich-Hertha",0,0,0,20,0,40,380,0,38,0,0,0,760
"221","D1","2023-03-18","Stuttgart","Wolfsburg",0,1,"A",0,0,"D",2.46,3.47,3,"0-0","0-1",12,2,9,3,1,0,0,0,3,8,10,8,1,11,18,"3-8","N","N","N",1,0,"Stuttgart-Wolfsburg",56,1,0,10,0,10,110,0,11,0,0,616,110
"230","D1","2023-04-01","Union Berlin","Stuttgart",3,0,"H",0,0,"D",2.12,3.28,3.98,"0-0","3-0",13,5,17,8,1,1,0,0,3,5,11,12,3,8,23,"3-5","Y","Y","N",2,0,"Union Berlin-Stuttgart",184,3,61,20,100,60,160,1220,24,183,488,1472,480
"242","D1","2023-04-09","Bochum","Stuttgart",2,3,"A",0,1,"A",3.09,3.53,2.38,"0-1","2-3",11,5,14,7,3,3,0,0,7,4,12,8,5,11,20,"7-4","Y","Y","Y",6,0,"Bochum-Stuttgart",280,5,74,60,900,300,660,4440,55,370,814,3080,3300
"248","D1","2023-04-15","Stuttgart","Dortmund",3,3,"D",0,2,"A",3.53,3.96,2.03,"0-2","3-3",12,5,15,6,5,3,1,0,5,7,7,14,6,12,21,"5-7","Y","Y","Y",8,1,"Stuttgart-Dortmund",401,6,62,105,2250,630,1260,6510,72,372,744,4812,7560
"253","D1","2023-04-21","Augsburg","Stuttgart",1,1,"D",1,0,"H",3.39,3.76,2.17,"1-0","1-1",4,1,6,3,5,3,0,0,1,3,17,12,2,4,29,"1-3","Y","N","N",8,0,"Augsburg-Stuttgart",86,2,10,80,1500,160,320,800,8,20,40,344,640
"266","D1","2023-04-29","Stuttgart","Mgladbach",2,1,"H",1,0,"H",1.84,4.08,4.15,"1-0","2-1",18,5,9,4,2,2,0,1,5,8,11,14,3,13,25,"5-8","Y","Y","N",4,1,"Stuttgart-Mgladbach",183,3,24,65,900,195,845,1560,39,72,312,2379,2535
"13","D1","2023-04-29","Stuttgart","Mgladbach",2,1,"H",1,0,"H",1.84,4.08,4.15,"1-0","2-1",18,5,9,4,2,2,0,1,5,8,11,14,3,13,25,"5-8","Y","Y","N",4,1,"Stuttgart-Mgladbach",184.583333333333,3.33333333333333,47.6666666666667,49.5833333333333,725,192.916666666667,545,2483.33333333333,42.3333333333333,230.25,567,2159,2331.25
