"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","bundesliga_goalmins","n","bundesliga_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"242","D1","2023-04-09","Bochum","Stuttgart",2,3,"A",0,1,"A",3.09,3.53,2.38,"0-1","2-3",11,5,14,7,3,3,0,0,7,4,12,8,5,11,20,"7-4","Y","Y","Y",6,0,"Bochum-Stuttgart",280,5,74,60,900,300,660,4440,55,370,814,3080,3300
"248","D1","2023-04-15","Stuttgart","Dortmund",3,3,"D",0,2,"A",3.53,3.96,2.03,"0-2","3-3",12,5,15,6,5,3,1,0,5,7,7,14,6,12,21,"5-7","Y","Y","Y",8,1,"Stuttgart-Dortmund",401,6,0,105,2250,630,1260,0,72,0,0,4812,7560
"253","D1","2023-04-21","Augsburg","Stuttgart",1,1,"D",1,0,"H",3.39,3.76,2.17,"1-0","1-1",4,1,6,3,5,3,0,0,1,3,17,12,2,4,29,"1-3","Y","N","N",8,0,"Augsburg-Stuttgart",86,2,10,80,1500,160,320,800,8,20,40,344,640
"266","D1","2023-04-29","Stuttgart","Mgladbach",2,1,"H",1,0,"H",1.84,4.08,4.15,"1-0","2-1",18,5,9,4,2,2,0,1,5,8,11,14,3,13,25,"5-8","Y","Y","N",4,1,"Stuttgart-Mgladbach",183,3,24,65,900,195,845,1560,39,72,312,2379,2535
"275","D1","2023-05-06","Hertha","Stuttgart",2,1,"H",2,1,"H",3.16,3.59,2.31,"2-1","2-1",7,3,16,4,4,1,0,0,3,5,9,19,3,8,28,"3-5","Y","Y","N",5,0,"Hertha-Stuttgart",112,3,36,50,400,150,400,1800,24,108,288,896,1200
"287","D1","2023-05-14","Stuttgart","Leverkusen",1,1,"D",0,0,"D",2.51,3.71,2.78,"0-0","1-1",9,1,12,3,3,4,0,0,7,3,7,14,2,10,21,"7-3","Y","N","N",7,0,"Stuttgart-Leverkusen",127,2,0,70,1200,140,700,0,20,0,0,1270,1400
"243","D1","2023-04-09","Hoffenheim","Schalke 04",2,0,"H",1,0,"H",1.95,3.94,3.81,"1-0","2-0",15,4,10,3,3,0,0,0,9,8,14,13,2,17,27,"9-8","Y","N","N",3,0,"Hoffenheim-Schalke 04",92,2,39,30,0,60,510,1170,34,78,663,1564,1020
"244","D1","2023-04-14","Schalke 04","Hertha",5,2,"H",2,1,"H",2.38,3.31,3.28,"2-1","5-2",14,7,11,5,2,3,0,0,7,8,12,19,7,15,31,"7-8","Y","Y","Y",5,0,"Schalke 04-Hertha",361,7,128,50,600,350,750,6400,105,896,1920,5415,5250
"259","D1","2023-04-23","Freiburg","Schalke 04",4,0,"H",2,0,"H",1.81,3.7,4.84,"2-0","4-0",25,12,10,4,1,2,0,0,6,5,9,10,4,11,19,"6-5","Y","Y","Y",3,0,"Freiburg-Schalke 04",176,4,113,30,200,120,330,3390,44,452,1243,1936,1320
"268","D1","2023-04-29","Schalke 04","Werder Bremen",2,1,"H",0,1,"A",2.28,3.65,3.18,"0-1","2-1",21,10,11,1,4,3,0,0,11,3,9,17,3,14,26,"11-3","Y","Y","N",7,0,"Schalke 04-Werder Bremen",189,3,36,70,1200,210,980,2520,42,108,504,2646,2940
"272","D1","2023-05-05","Mainz","Schalke 04",2,3,"A",0,1,"A",1.65,4.13,5.52,"0-1","2-3",9,4,15,10,4,1,0,0,7,6,12,10,5,13,22,"7-6","Y","Y","Y",5,0,"Mainz-Schalke 04",299,5,39,50,400,250,650,1950,65,195,507,3887,3250
"281","D1","2023-05-13","Bayern Munich","Schalke 04",6,0,"H",2,0,"H",1.14,10.41,17.11,"2-0","6-0",23,14,8,0,0,3,0,0,4,3,10,10,6,7,20,"4-3","Y","Y","Y",3,0,"Bayern Munich-Schalke 04",335,6,0,30,0,180,210,0,42,0,0,2345,1260
"13","D1","2023-05-13","Bayern Munich","Schalke 04",6,0,"H",2,0,"H",1.14,10.41,17.11,"2-0","6-0",23,14,8,0,0,3,0,0,4,3,10,10,6,7,20,"4-3","Y","Y","Y",3,0,"Bayern Munich-Schalke 04",220.083333333333,4,41.5833333333333,57.5,795.833333333333,228.75,634.583333333333,2002.5,45.8333333333333,191.583333333333,524.25,2547.83333333333,2639.58333333333
