"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","goalmins","n","shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"1","D1",2023-08-25,"RB Leipzig","Stuttgart",5,1,"H",0,1,"A",1.53,4.69,6.14,"0-1","5-1",20,11,8,3,1,1,0,0,4,4,12,10,6,8,22,"4-4","Y","Y","Y",2,0,"RB Leipzig-Stuttgart",365,6,136,20,100,120,160,2720,48,816,1088,2920,960
"2","D1",2023-09-02,"Stuttgart","Freiburg",5,0,"H",3,0,"H",2.18,3.79,3.28,"3-0","5-0",13,6,11,5,1,1,0,0,2,4,9,10,5,6,19,"2-4","Y","Y","Y",2,0,"Stuttgart-Freiburg",181,5,82,20,100,100,120,1640,30,410,492,1086,600
"3","D1",2023-09-16,"Mainz","Stuttgart",1,3,"A",0,0,"D",2.57,3.71,2.71,"0-0","1-3",15,3,16,6,1,2,0,0,6,4,12,9,4,10,21,"6-4","Y","Y","Y",3,0,"Mainz-Stuttgart",300,4,35,30,200,120,300,1050,40,140,350,3000,1200
"4","D1",2023-09-22,"Stuttgart","Darmstadt",3,1,"H",2,1,"H",1.4,5.24,8.18,"2-1","3-1",18,11,3,0,1,6,0,0,5,4,7,12,4,9,19,"5-4","Y","Y","Y",7,0,"Stuttgart-Darmstadt",161,4,49,70,600,280,630,3430,36,196,441,1449,2520
"5","D1",2023-09-30,"FC Koln","Stuttgart",0,2,"A",0,0,"D",2.89,3.64,2.46,"0-0","0-2",14,5,18,4,2,1,0,0,8,4,16,8,2,12,24,"8-4","Y","N","N",3,0,"FC Koln-Stuttgart",156,2,52,30,200,60,360,1560,24,104,624,1872,720
"6","D1",2023-08-26,"FC Koln","Wolfsburg",1,2,"A",0,0,"D",2.41,3.53,3.04,"0-0","1-2",14,2,9,6,1,5,0,0,6,1,6,10,3,7,16,"6-1","Y","Y","N",6,0,"FC Koln-Wolfsburg",189,3,55,60,500,180,420,3300,21,165,385,1323,1260
"7","D1",2023-09-02,"Hoffenheim","Wolfsburg",3,1,"H",1,1,"D",2.48,3.86,2.73,"1-1","3-1",11,5,14,7,2,2,0,0,3,3,12,15,4,6,27,"3-3","Y","Y","Y",4,0,"Hoffenheim-Wolfsburg",215,4,77,40,400,160,240,3080,24,308,462,1290,960
"8","D1",2023-09-16,"Wolfsburg","Union Berlin",2,1,"H",2,1,"H",2.27,3.55,3.27,"2-1","2-1",8,3,17,5,1,0,0,0,3,7,6,8,3,10,14,"3-7","Y","Y","N",1,0,"Wolfsburg-Union Berlin",70,3,50,10,0,30,100,500,30,150,500,700,300
"9","D1",2023-09-23,"Dortmund","Wolfsburg",1,0,"H",0,0,"D",1.71,4.47,4.48,"0-0","1-0",18,4,8,2,0,1,0,0,5,3,9,14,1,8,23,"5-3","N","N","N",1,0,"Dortmund-Wolfsburg",68,1,11,10,0,10,80,110,8,11,88,544,80
"10","D1",2023-09-30,"Wolfsburg","Ein Frankfurt",2,0,"H",1,0,"H",2.11,3.53,3.68,"1-0","2-0",19,7,7,3,1,6,0,1,7,4,11,18,2,11,29,"7-4","Y","N","N",7,1,"Wolfsburg-Ein Frankfurt",115,2,46,95,850,190,1045,4370,22,92,506,1265,2090
"11","D1",2023-09-30,"Wolfsburg","Ein Frankfurt",2,0,"H",1,0,"H",2.11,3.53,3.68,"1-0","2-0",19,7,7,3,1,6,0,1,7,4,11,18,2,11,29,"7-4","Y","N","N",7,1,"Wolfsburg-Ein Frankfurt",182,3.4,59.3,38.5,295,125,345.5,2176,28.3,239.2,493.6,1544.9,1069
