"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","bundesliga_goalmins","n","bundesliga_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"167","D1","2023-02-04","FC Koln","RB Leipzig",0,0,"D",0,0,"D",4.11,3.79,1.93,"0-0","0-0",9,0,7,2,3,4,0,0,5,1,10,15,0,6,25,"5-1","N","N","N",7,0,"FC Koln-RB Leipzig",0,0,0,70,1200,0,420,0,0,0,0,0,0
"178","D1","2023-02-11","RB Leipzig","Union Berlin",1,2,"A",1,0,"H",1.75,3.76,5.31,"1-0","1-2",9,1,6,5,4,4,0,0,3,4,15,13,3,7,28,"3-4","Y","Y","N",8,0,"RB Leipzig-Union Berlin",157,3,0,80,1600,240,560,0,21,0,0,1099,1680
"185","D1","2023-02-18","Wolfsburg","RB Leipzig",0,3,"A",0,1,"A",3.34,3.68,2.22,"0-1","0-3",7,2,17,5,1,1,0,0,2,5,16,15,3,7,31,"2-5","Y","Y","N",2,0,"Wolfsburg-RB Leipzig",189,3,0,20,100,60,140,0,21,0,0,1323,420
"194","D1","2023-02-25","RB Leipzig","Ein Frankfurt",2,1,"H",2,0,"H",1.73,4.25,4.74,"2-0","2-1",10,5,8,4,2,3,0,0,2,6,11,11,3,8,22,"2-6","Y","Y","N",5,0,"RB Leipzig-Ein Frankfurt",107,3,0,50,600,150,400,0,24,0,0,856,1200
"199","D1","2023-03-03","Dortmund","RB Leipzig",2,1,"H",2,0,"H",2.23,3.71,3.23,"2-0","2-1",8,3,14,6,2,5,0,0,4,6,8,20,3,10,28,"4-6","Y","Y","N",7,0,"Dortmund-RB Leipzig",134,3,0,70,1000,210,700,0,30,0,0,1340,2100
"212","D1","2023-03-11","RB Leipzig","Mgladbach",3,0,"H",0,0,"D",1.43,5.16,7.18,"0-0","3-0",14,9,7,3,1,0,0,0,11,0,9,9,3,11,18,"11-0","Y","Y","N",1,0,"RB Leipzig-Mgladbach",209,3,53,10,0,30,110,530,33,159,583,2299,330
"165","D1","2023-02-04","Dortmund","Freiburg",5,1,"H",1,1,"D",1.71,4.18,4.99,"1-1","5-1",24,8,6,3,3,4,0,1,14,0,13,14,6,14,27,"14-0","Y","Y","Y",7,1,"Dortmund-Freiburg",320,6,75,95,1950,570,1330,7125,84,450,1050,4480,7980
"177","D1","2023-02-11","Werder Bremen","Dortmund",0,2,"A",0,0,"D",4.06,4.37,1.83,"0-0","0-2",8,3,17,9,1,0,0,0,3,7,7,7,2,10,14,"3-7","Y","N","N",1,0,"Werder Bremen-Dortmund",152,2,62,10,0,20,100,620,20,124,620,1520,200
"188","D1","2023-02-19","Dortmund","Hertha",4,1,"H",2,0,"H",1.36,5.89,8.41,"2-0","4-1",12,5,15,8,1,2,0,0,3,4,8,15,5,7,23,"3-4","Y","Y","Y",3,0,"Dortmund-Hertha",270,5,107,30,200,150,210,3210,35,535,749,1890,1050
"193","D1","2023-02-25","Hoffenheim","Dortmund",0,1,"A",0,1,"A",4.27,4.39,1.78,"0-1","0-1",13,4,23,11,3,1,0,0,12,11,11,7,1,23,18,"12-11","N","N","N",4,0,"Hoffenheim-Dortmund",43,1,19,40,300,40,920,760,23,19,437,989,920
"1991","D1","2023-03-03","Dortmund","RB Leipzig",2,1,"H",2,0,"H",2.23,3.71,3.23,"2-0","2-1",8,3,14,6,2,5,0,0,4,6,8,20,3,10,28,"4-6","Y","Y","N",7,0,"Dortmund-RB Leipzig",134,3,0,70,1000,210,700,0,30,0,0,1340,2100
"213","D1","2023-03-11","Schalke 04","Dortmund",2,2,"D",0,1,"A",4.56,4.21,1.74,"0-1","2-2",10,5,20,8,1,1,0,0,3,6,16,8,4,9,24,"3-6","Y","Y","Y",2,0,"Schalke 04-Dortmund",227,4,47,20,100,80,180,940,36,188,423,2043,720
"13","D1","2023-03-11","Schalke 04","Dortmund",2,2,"D",0,1,"A",4.56,4.21,1.74,"0-1","2-2",10,5,20,8,1,1,0,0,3,6,16,8,4,9,24,"3-6","Y","Y","Y",2,0,"Schalke 04-Dortmund",161.833333333333,3,30.25,47.0833333333333,670.833333333333,146.666666666667,480.833333333333,1098.75,29.75,122.916666666667,321.833333333333,1598.25,1558.33333333333
