"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","bundesliga_goalmins","n","bundesliga_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"232","D1",2023-04-01,"Bayern Munich","Dortmund",4,2,"H",3,0,"H",1.51,5.26,5.62,"3-0","4-2",16,9,10,4,1,1,0,0,6,2,11,7,6,8,18,"6-2","Y","Y","Y",2,0,"Bayern Munich-Dortmund",266,6,0,20,100,120,160,0,48,0,0,2128,960
"237","D1",2023-04-08,"Freiburg","Bayern Munich",0,1,"A",0,0,"D",6.54,5.11,1.46,"0-0","0-1",10,2,23,8,2,2,0,0,2,6,10,14,1,8,24,"2-6","N","N","N",4,0,"Freiburg-Bayern Munich",51,1,4,40,400,40,320,160,8,4,32,408,320
"245","D1",2023-04-15,"Bayern Munich","Hoffenheim",1,1,"D",1,0,"H",1.22,7.89,10.9,"1-0","1-1",22,7,4,3,2,1,0,0,13,4,7,10,2,17,17,"13-4","Y","N","N",3,0,"Bayern Munich-Hoffenheim",88,2,32,30,200,60,510,960,34,64,544,1496,1020
"257","D1",2023-04-22,"Mainz","Bayern Munich",3,1,"H",0,1,"A",5.23,4.7,1.6,"0-1","3-1",13,4,11,2,2,0,0,0,2,7,14,6,4,9,20,"2-7","Y","Y","Y",2,0,"Mainz-Bayern Munich",246,4,45,20,0,80,180,900,36,180,405,2214,720
"269","D1",2023-04-30,"Bayern Munich","Hertha",2,0,"H",0,0,"D",1.12,10.61,20.33,"0-0","2-0",25,9,2,1,2,0,0,0,18,1,5,8,2,19,13,"18-1","Y","N","N",2,0,"Bayern Munich-Hertha",148,2,18,20,0,40,380,360,38,36,342,2812,760
"278","D1",2023-05-06,"Werder Bremen","Bayern Munich",1,2,"A",0,0,"D",7.8,6.23,1.33,"0-0","1-2",12,2,12,4,2,1,0,0,1,11,14,11,3,12,25,"1-11","Y","Y","N",3,0,"Werder Bremen-Bayern Munich",221,3,39,30,200,90,360,1170,36,117,468,2652,1080
"229","D1",2023-04-01,"Schalke 04","Leverkusen",0,3,"A",0,0,"D",4.1,3.73,1.93,"0-0","0-3",12,3,18,10,2,1,0,0,7,5,20,13,3,12,33,"7-5","Y","Y","N",3,0,"Schalke 04-Leverkusen",201,3,66,30,200,90,360,1980,36,198,792,2412,1080
"243","D1",2023-04-09,"Hoffenheim","Schalke 04",2,0,"H",1,0,"H",1.95,3.94,3.81,"1-0","2-0",15,4,10,3,3,0,0,0,9,8,14,13,2,17,27,"9-8","Y","N","N",3,0,"Hoffenheim-Schalke 04",92,2,39,30,0,60,510,1170,34,78,663,1564,1020
"244","D1",2023-04-14,"Schalke 04","Hertha",5,2,"H",2,1,"H",2.38,3.31,3.28,"2-1","5-2",14,7,11,5,2,3,0,0,7,8,12,19,7,15,31,"7-8","Y","Y","Y",5,0,"Schalke 04-Hertha",361,7,128,50,600,350,750,6400,105,896,1920,5415,5250
"259","D1",2023-04-23,"Freiburg","Schalke 04",4,0,"H",2,0,"H",1.81,3.7,4.84,"2-0","4-0",25,12,10,4,1,2,0,0,6,5,9,10,4,11,19,"6-5","Y","Y","Y",3,0,"Freiburg-Schalke 04",176,4,113,30,200,120,330,3390,44,452,1243,1936,1320
"268","D1",2023-04-29,"Schalke 04","Werder Bremen",2,1,"H",0,1,"A",2.28,3.65,3.18,"0-1","2-1",21,10,11,1,4,3,0,0,11,3,9,17,3,14,26,"11-3","Y","Y","N",7,0,"Schalke 04-Werder Bremen",189,3,36,70,1200,210,980,2520,42,108,504,2646,2940
"272","D1",2023-05-05,"Mainz","Schalke 04",2,3,"A",0,1,"A",1.65,4.13,5.52,"0-1","2-3",9,4,15,10,4,1,0,0,7,6,12,10,5,13,22,"7-6","Y","Y","Y",5,0,"Mainz-Schalke 04",299,5,39,50,400,250,650,1950,65,195,507,3887,3250
"13","D1",2023-05-05,"Mainz","Schalke 04",2,3,"A",0,1,"A",1.65,4.13,5.52,"0-1","2-3",9,4,15,10,4,1,0,0,7,6,12,10,5,13,22,"7-6","Y","Y","Y",5,0,"Mainz-Schalke 04",194.833333333333,3.5,46.5833333333333,35,291.666666666667,125.833333333333,457.5,1746.66666666667,43.8333333333333,194,618.333333333333,2464.16666666667,1643.33333333333
