"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","bundesliga_goalmins","n","bundesliga_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"240","D1","2023-04-08","Hertha","RB Leipzig",0,1,"A",0,1,"A",5.48,4.23,1.63,"0-1","0-1",11,1,18,6,4,3,0,0,4,4,12,13,1,8,25,"4-4","N","N","N",7,0,"Hertha-RB Leipzig",39,1,8,70,1200,70,560,560,8,8,64,312,560
"247","D1","2023-04-15","RB Leipzig","Augsburg",3,2,"H",3,1,"H",1.26,6.63,10.84,"3-1","3-2",13,6,14,3,2,3,0,0,3,5,8,11,5,8,19,"3-5","Y","Y","Y",5,0,"RB Leipzig-Augsburg",164,5,92,50,600,250,400,4600,40,460,736,1312,2000
"260","D1","2023-04-23","Leverkusen","RB Leipzig",2,0,"H",1,0,"H",2.55,3.74,2.72,"1-0","2-0",8,6,26,8,3,5,0,1,0,9,10,9,2,9,19,"0-9","Y","N","N",8,1,"Leverkusen-RB Leipzig",126,2,34,105,2250,210,945,3570,18,68,306,1134,1890
"265","D1","2023-04-29","RB Leipzig","Hoffenheim",1,0,"H",1,0,"H",1.44,5.2,6.89,"1-0","1-0",16,2,5,2,0,2,0,0,7,1,9,14,1,8,23,"7-1","N","N","N",2,0,"RB Leipzig-Hoffenheim",28,1,18,20,0,20,160,360,8,18,144,224,160
"274","D1","2023-05-06","Freiburg","RB Leipzig",0,1,"A",0,0,"D",4.05,3.69,1.95,"0-0","0-1",5,2,13,6,2,4,0,0,3,3,9,11,1,6,20,"3-3","N","N","N",6,0,"Freiburg-RB Leipzig",73,1,44,60,800,60,360,2640,6,44,264,438,360
"288","D1","2023-05-14","RB Leipzig","Werder Bremen",2,1,"H",0,0,"D",1.26,6.76,10.27,"0-0","2-1",20,7,6,2,2,5,0,0,3,2,12,20,3,5,32,"3-2","Y","Y","N",7,0,"RB Leipzig-Werder Bremen",247,3,0,70,1000,210,350,0,15,0,0,1235,1050
"237","D1","2023-04-08","Freiburg","Bayern Munich",0,1,"A",0,0,"D",6.54,5.11,1.46,"0-0","0-1",10,2,23,8,2,2,0,0,2,6,10,14,1,8,24,"2-6","N","N","N",4,0,"Freiburg-Bayern Munich",51,1,4,40,400,40,320,160,8,4,32,408,320
"250","D1","2023-04-16","Werder Bremen","Freiburg",1,2,"A",0,0,"D",2.71,3.58,2.64,"0-0","1-2",13,5,6,3,2,3,0,0,5,2,13,12,3,7,25,"5-2","Y","Y","N",5,0,"Werder Bremen-Freiburg",183,3,48,50,600,150,350,2400,21,144,336,1281,1050
"259","D1","2023-04-23","Freiburg","Schalke 04",4,0,"H",2,0,"H",1.81,3.7,4.84,"2-0","4-0",25,12,10,4,1,2,0,0,6,5,9,10,4,11,19,"6-5","Y","Y","Y",3,0,"Freiburg-Schalke 04",176,4,113,30,200,120,330,3390,44,452,1243,1936,1320
"264","D1","2023-04-29","FC Koln","Freiburg",0,1,"A",0,0,"D",2.48,3.39,3.03,"0-0","0-1",21,8,12,6,1,1,0,0,9,6,15,7,1,15,22,"9-6","N","N","N",2,0,"FC Koln-Freiburg",54,1,42,20,100,20,300,840,15,42,630,810,300
"2741","D1","2023-05-06","Freiburg","RB Leipzig",0,1,"A",0,0,"D",4.05,3.69,1.95,"0-0","0-1",5,2,13,6,2,4,0,0,3,3,9,11,1,6,20,"3-3","N","N","N",6,0,"Freiburg-RB Leipzig",73,1,44,60,800,60,360,2640,6,44,264,438,360
"284","D1","2023-05-13","Union Berlin","Freiburg",4,2,"H",3,0,"H",2.23,3.19,3.76,"3-0","4-2",10,4,13,8,3,1,0,0,1,7,18,13,6,8,31,"1-7","Y","Y","Y",4,0,"Union Berlin-Freiburg",285,6,0,40,300,240,320,0,48,0,0,2280,1920
"13","D1","2023-05-13","Union Berlin","Freiburg",4,2,"H",3,0,"H",2.23,3.19,3.76,"3-0","4-2",10,4,13,8,3,1,0,0,1,7,18,13,6,8,31,"1-7","Y","Y","Y",4,0,"Union Berlin-Freiburg",124.916666666667,2.41666666666667,37.25,51.25,687.5,120.833333333333,396.25,1763.33333333333,19.75,107,334.916666666667,984,940.833333333333
