"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","bundesliga_goalmins","n","bundesliga_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"236","D1","2023-04-08","Dortmund","Union Berlin",2,1,"H",1,0,"H",1.61,4.11,6.07,"1-0","2-1",14,6,7,2,5,2,0,0,8,0,8,11,3,8,19,"8-0","Y","Y","N",7,0,"Dortmund-Union Berlin",168,3,0,70,1000,210,560,0,24,0,0,1344,1680
"251","D1","2023-04-16","Union Berlin","Bochum",1,1,"D",1,0,"H",1.62,3.94,6.28,"1-0","1-1",10,2,14,8,2,1,1,0,5,7,10,7,2,12,17,"5-7","Y","N","N",3,1,"Union Berlin-Bochum",100,2,25,55,450,110,660,1375,24,50,300,1200,1320
"261","D1","2023-04-23","Mgladbach","Union Berlin",0,1,"A",0,0,"D",2.42,3.36,3.16,"0-0","0-1",8,4,14,4,3,2,0,0,2,2,10,12,1,4,22,"2-2","N","N","N",5,0,"Mgladbach-Union Berlin",60,1,27,50,600,50,200,1350,4,27,108,240,200
"267","D1","2023-04-29","Union Berlin","Leverkusen",0,0,"D",0,0,"D",2.91,3.39,2.58,"0-0","0-0",7,1,8,2,1,1,0,0,6,4,9,8,0,10,17,"6-4","N","N","N",2,0,"Union Berlin-Leverkusen",0,0,0,20,100,0,200,0,0,0,0,0,0
"273","D1","2023-05-06","Augsburg","Union Berlin",1,0,"H",0,0,"D",3.49,3.27,2.29,"0-0","1-0",11,3,12,4,2,2,0,0,3,7,10,14,1,10,24,"3-7","N","N","N",4,0,"Augsburg-Union Berlin",53,1,7,40,400,40,400,280,10,7,70,530,400
"284","D1","2023-05-13","Union Berlin","Freiburg",4,2,"H",3,0,"H",2.23,3.19,3.76,"3-0","4-2",10,4,13,8,3,1,0,0,1,7,18,13,6,8,31,"1-7","Y","Y","Y",4,0,"Union Berlin-Freiburg",285,6,0,40,300,240,320,0,48,0,0,2280,1920
"239","D1","2023-04-08","Mainz","Werder Bremen",2,2,"D",0,0,"D",1.74,4.1,4.73,"0-0","2-2",16,10,9,4,1,5,0,0,1,2,11,22,4,3,33,"1-2","Y","Y","Y",6,0,"Mainz-Werder Bremen",352,4,78,60,500,240,180,4680,12,312,234,1056,720
"246","D1","2023-04-15","FC Koln","Mainz",1,1,"D",0,1,"A",2.68,3.43,2.76,"0-1","1-1",12,4,5,1,3,2,0,0,3,3,10,15,2,6,25,"3-3","Y","N","N",5,0,"FC Koln-Mainz",68,2,24,50,600,100,300,1200,12,48,144,408,600
"257","D1","2023-04-22","Mainz","Bayern Munich",3,1,"H",0,1,"A",5.23,4.7,1.6,"0-1","3-1",13,4,11,2,2,0,0,0,2,7,14,6,4,9,20,"2-7","Y","Y","Y",2,0,"Mainz-Bayern Munich",246,4,45,20,0,80,180,900,36,180,405,2214,720
"270","D1","2023-04-30","Wolfsburg","Mainz",3,0,"H",3,0,"H",2.35,3.48,3.17,"3-0","3-0",10,4,10,2,1,3,0,0,3,5,6,10,3,8,16,"3-5","Y","Y","N",4,0,"Wolfsburg-Mainz",46,3,49,40,300,120,320,1960,24,147,392,368,960
"272","D1","2023-05-05","Mainz","Schalke 04",2,3,"A",0,1,"A",1.65,4.13,5.52,"0-1","2-3",9,4,15,10,4,1,0,0,7,6,12,10,5,13,22,"7-6","Y","Y","Y",5,0,"Mainz-Schalke 04",299,5,39,50,400,250,650,1950,65,195,507,3887,3250
"283","D1","2023-05-13","Ein Frankfurt","Mainz",3,0,"H",2,0,"H",2.13,3.73,3.45,"2-0","3-0",17,7,10,4,1,3,0,0,5,1,4,10,3,6,14,"5-1","Y","Y","N",4,0,"Ein Frankfurt-Mainz",117,3,0,40,300,120,240,0,18,0,0,702,720
"13","D1","2023-05-13","Ein Frankfurt","Mainz",3,0,"H",2,0,"H",2.13,3.73,3.45,"2-0","3-0",17,7,10,4,1,3,0,0,5,1,4,10,3,6,14,"5-1","Y","Y","N",4,0,"Ein Frankfurt-Mainz",149.5,2.83333333333333,24.5,44.5833333333333,412.5,130,350.833333333333,1141.25,23.0833333333333,80.5,180,1185.75,1040.83333333333
