"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","goalmins","n","shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"638","D1","4/22/2023","Dortmund","Ein Frankfurt",4,0,"H",3,0,"H",1.62,4.67,5.03,"Mar-00","Apr-00",14,7,9,2,2,3,0,0,5,2,10,13,4,7,23,"2-May","Y","Y","Y",5,0,"Dortmund-Ein Frankfurt",150,4,79,50,600,200,350,3950,28,316,553,1050,1400
"643","D1","4/29/2023","Ein Frankfurt","Augsburg",1,1,"D",1,0,"H",1.57,4.6,5.63,"Jan-00","1-Jan",7,1,9,3,2,2,0,0,5,7,6,11,2,12,17,"7-May","Y","N","N",4,0,"Ein Frankfurt-Augsburg",83,2,22,40,400,80,480,880,24,44,264,996,960
"656","D1","5/6/2023","Hoffenheim","Ein Frankfurt",3,1,"H",3,0,"H",2.37,3.69,2.99,"Mar-00","1-Mar",8,5,19,6,2,4,1,0,1,11,17,14,4,12,31,"11-Jan","Y","Y","Y",6,1,"Hoffenheim-Ein Frankfurt",148,4,77,85,1800,340,1020,6545,48,308,924,1776,4080
"663","D1","5/13/2023","Ein Frankfurt","Mainz",3,0,"H",2,0,"H",2.13,3.73,3.45,"Feb-00","Mar-00",17,7,10,4,1,3,0,0,5,1,4,10,3,6,14,"1-May","Y","Y","N",4,0,"Ein Frankfurt-Mainz",117,3,48,40,300,120,240,1920,18,144,288,702,720
"672","D1","5/20/2023","Schalke 04","Ein Frankfurt",2,2,"D",1,1,"D",2.97,3.86,2.31,"1-Jan","2-Feb",11,4,6,3,3,4,0,0,8,3,11,16,4,11,27,"3-Aug","Y","Y","Y",7,0,"Schalke 04-Ein Frankfurt",166,4,99,70,1200,280,770,6930,44,396,1089,1826,3080
"680","D1","5/27/2023","Ein Frankfurt","Freiburg",2,1,"H",0,1,"A",2.41,3.91,2.76,"0-1","1-Feb",14,8,13,7,4,2,0,0,3,6,13,10,3,9,23,"6-Mar","Y","Y","N",6,0,"Ein Frankfurt-Freiburg",217,3,67,60,800,180,540,4020,27,201,603,1953,1620
"637","D1","4/22/2023","Mainz","Bayern Munich",3,1,"H",0,1,"A",5.23,4.7,1.6,"0-1","1-Mar",13,4,11,2,2,0,0,0,2,7,14,6,4,9,20,"7-Feb","Y","Y","Y",2,0,"Mainz-Bayern Munich",246,4,45,20,0,80,180,900,36,180,405,2214,720
"649","D1","4/30/2023","Bayern Munich","Hertha",2,0,"H",0,0,"D",1.12,10.61,20.33,"0-0","Feb-00",25,9,2,1,2,0,0,0,18,1,5,8,2,19,13,"18-1","Y","N","N",2,0,"Bayern Munich-Hertha",148,2,18,20,0,40,380,360,38,36,342,2812,760
"658","D1","5/6/2023","Werder Bremen","Bayern Munich",1,2,"A",0,0,"D",7.8,6.23,1.33,"0-0","2-Jan",12,2,12,4,2,1,0,0,1,11,14,11,3,12,25,"11-Jan","Y","Y","N",3,0,"Werder Bremen-Bayern Munich",221,3,39,30,200,90,360,1170,36,117,468,2652,1080
"661","D1","5/13/2023","Bayern Munich","Schalke 04",6,0,"H",2,0,"H",1.14,10.41,17.11,"Feb-00","Jun-00",23,14,8,0,0,3,0,0,4,3,10,10,6,7,20,"3-Apr","Y","Y","Y",3,0,"Bayern Munich-Schalke 04",335,6,124,30,0,180,210,3720,42,744,868,2345,1260
"674","D1","5/20/2023","Bayern Munich","RB Leipzig",1,3,"A",1,0,"H",1.52,5.17,5.49,"Jan-00","3-Jan",17,4,16,8,1,1,0,0,7,2,8,11,4,9,19,"2-Jul","Y","Y","Y",2,0,"Bayern Munich-RB Leipzig",251,4,69,20,100,80,180,1380,36,276,621,2259,720
"681","D1","5/27/2023","FC Koln","Bayern Munich",1,2,"A",0,1,"A",7.82,6.29,1.32,"0-1","2-Jan",9,3,11,3,3,0,0,0,7,3,11,8,3,10,19,"3-Jul","Y","Y","N",3,0,"FC Koln-Bayern Munich",178,3,60,30,0,90,300,1800,30,180,600,1780,900
"13","D1","5/27/2023","FC Koln","Bayern Munich",1,2,"A",0,1,"A",7.82,6.29,1.32,"0-1","2-Jan",9,3,11,3,3,0,0,0,7,3,11,8,3,10,19,"3-Jul","Y","Y","N",3,0,"FC Koln-Bayern Munich",188.333333333333,3.5,62.25,41.25,450,146.666666666667,417.5,2797.91666666667,33.9166666666667,245.166666666667,585.416666666667,1863.75,1441.66666666667
