,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,HTCS,CS,HS,HST,AS,AST,HY,AY,HR,AR,HCO,ACO,HF,AF,TG,TC,TF,COSC,OV15,OV25,OV35,TY,TR,matchid,bundesliga_goalmins,n,bundesliga_shirts,Bookings,Crossbookings,GoalsXbookings,CornersXbookings,ShirtsXbookings,GoalsXcorners,GoalsXshirts,ShirtsXcorners,TGMXcorners,GoalsXcornerXbookings
143,D1,1/22/2023,Dortmund,Augsburg,4,3,H,2,2,D,1.35,5.88,8.74,2-Feb,3-Apr,27,10,14,4,1,4,0,0,7,3,6,9,7,10,15,3-Jul,Y,Y,Y,5,0,Dortmund-Augsburg,385,7,133,50,400,350,500,6650,70,931,1330,3850,3500
149,D1,1/25/2023,Mainz,Dortmund,1,2,A,1,1,D,3,3.72,2.38,1-Jan,2-Jan,12,4,12,6,2,0,0,0,2,3,15,7,3,5,22,3-Feb,Y,Y,N,2,0,Mainz-Dortmund,96,3,40,20,0,60,100,800,15,120,200,480,300
162,D1,1/29/2023,Leverkusen,Dortmund,0,2,A,0,1,A,2.5,3.89,2.74,0-1,0-2,20,7,6,2,2,4,0,0,8,4,13,20,2,12,33,4-Aug,Y,N,N,6,0,Leverkusen-Dortmund,86,2,39,60,800,120,720,2340,24,78,468,1032,1440
165,D1,2/4/2023,Dortmund,Freiburg,5,1,H,1,1,D,1.71,4.18,4.99,1-Jan,1-May,24,8,6,3,3,4,0,1,14,0,13,14,6,14,27,14-0,Y,Y,Y,7,1,Dortmund-Freiburg,320,6,0,95,1950,570,1330,0,84,0,0,4480,7980
177,D1,2/11/2023,Werder Bremen,Dortmund,0,2,A,0,0,D,4.06,4.37,1.83,0-0,0-2,8,3,17,9,1,0,0,0,3,7,7,7,2,10,14,7-Mar,Y,N,N,1,0,Werder Bremen-Dortmund,152,2,62,10,0,20,100,620,20,124,620,1520,200
188,D1,2/19/2023,Dortmund,Hertha,4,1,H,2,0,H,1.36,5.89,8.41,Feb-00,1-Apr,12,5,15,8,1,2,0,0,3,4,8,15,5,7,23,4-Mar,Y,Y,Y,3,0,Dortmund-Hertha,270,5,107,30,200,150,210,3210,35,535,749,1890,1050
193,D1,2/25/2023,Hoffenheim,Dortmund,0,1,A,0,1,A,4.27,4.39,1.78,0-1,0-1,13,4,23,11,3,1,0,0,12,11,11,7,1,23,18,11-Dec,N,N,N,4,0,Hoffenheim-Dortmund,43,1,19,40,300,40,920,760,23,19,437,989,920
136,D1,1/20/2023,RB Leipzig,Bayern Munich,1,1,D,0,1,A,3.93,4.24,1.88,0-1,1-Jan,10,3,7,2,2,3,0,0,3,2,17,12,2,5,29,2-Mar,Y,N,N,5,0,RB Leipzig-Bayern Munich,89,2,36,50,600,100,250,1800,10,72,180,445,500
145,D1,1/24/2023,Schalke 04,RB Leipzig,1,6,A,0,4,A,5.91,4.41,1.59,0-4,6-Jan,9,1,21,14,1,1,0,0,1,6,16,13,7,7,29,6-Jan,Y,Y,Y,2,0,Schalke 04-RB Leipzig,339,7,142,20,100,140,140,2840,49,994,994,2373,980
154,D1,1/27/2023,RB Leipzig,Stuttgart,2,1,H,1,0,H,1.38,5.27,9.19,Jan-00,1-Feb,9,4,10,3,0,0,0,0,3,6,8,6,3,9,14,6-Mar,Y,Y,N,0,0,RB Leipzig-Stuttgart,142,3,56,0,0,0,0,0,27,168,504,1278,0
167,D1,2/4/2023,FC Koln,RB Leipzig,0,0,D,0,0,D,4.11,3.79,1.93,0-0,0-0,9,0,7,2,3,4,0,0,5,1,10,15,0,6,25,1-May,N,N,N,7,0,FC Koln-RB Leipzig,0,0,0,70,1200,0,420,0,0,0,0,0,0
178,D1,2/11/2023,RB Leipzig,Union Berlin,1,2,A,1,0,H,1.75,3.76,5.31,Jan-00,2-Jan,9,1,6,5,4,4,0,0,3,4,15,13,3,7,28,4-Mar,Y,Y,N,8,0,RB Leipzig-Union Berlin,157,3,89,80,1600,240,560,7120,21,267,623,1099,1680
185,D1,2/18/2023,Wolfsburg,RB Leipzig,0,3,A,0,1,A,3.34,3.68,2.22,0-1,0-3,7,2,17,5,1,1,0,0,2,5,16,15,3,7,31,5-Feb,Y,Y,N,2,0,Wolfsburg-RB Leipzig,189,3,54,20,100,60,140,1080,21,162,378,1323,420
194,D1,2/25/2023,RB Leipzig,Ein Frankfurt,2,1,H,2,0,H,1.73,4.25,4.74,Feb-00,1-Feb,10,5,8,4,2,3,0,0,2,6,11,11,3,8,22,6-Feb,Y,Y,N,5,0,RB Leipzig-Ein Frankfurt,107,3,29,50,600,150,400,1450,24,87,232,856,1200
15,D1,2/25/2023,RB Leipzig,Ein Frankfurt,2,1,H,2,0,H,1.73,4.25,4.74,Feb-00,1-Feb,10,5,8,4,2,3,0,0,2,6,11,11,3,8,22,6-Feb,Y,Y,N,5,0,RB Leipzig-Ein Frankfurt,169.6428571,3.357142857,57.57142857,42.5,560.7142857,142.8571429,413.5714286,2047.857143,30.21428571,254.0714286,479.6428571,1543.928571,1440.714286
