"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","epl_goalmins","n","epl_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"289","E0",2023-04-08,"Brentford","Newcastle",1,2,"A",1,0,"H",3.58,3.58,2.13,"1-0","1-2",12,6,10,4,0,0,0,0,6,5,10,15,3,11,25,"6-5","Y","Y","N",0,0,"Brentford-Newcastle",160,3,32,0,0,0,0,0,33,96,352,1760,0
"297","E0",2023-04-15,"Aston Villa","Newcastle",3,0,"H",1,0,"H",3.71,3.47,2.13,"1-0","3-0",16,6,8,2,1,1,0,0,7,2,13,15,3,9,28,"7-2","Y","Y","N",2,0,"Aston Villa-Newcastle",158,3,0,20,100,60,180,0,27,0,0,1422,540
"314","E0",2023-04-23,"Newcastle","Tottenham",6,1,"H",5,0,"H",1.84,3.94,4.31,"5-0","6-1",25,8,11,3,0,3,0,0,9,3,7,13,7,12,20,"9-3","Y","Y","Y",3,0,"Newcastle-Tottenham",173,7,100,30,0,210,360,3000,84,700,1200,2076,2520
"322","E0",2023-04-27,"Everton","Newcastle",1,4,"A",0,1,"A",5.03,3.83,1.75,"0-1","1-4",13,5,15,8,2,1,0,0,3,14,8,6,5,17,14,"3-14","Y","Y","Y",3,0,"Everton-Newcastle",336,5,55,30,200,150,510,1650,85,275,935,5712,2550
"331","E0",2023-04-30,"Newcastle","Southampton",3,1,"H",0,1,"A",1.33,5.71,9.61,"0-1","3-1",22,5,4,3,1,4,0,0,11,2,7,10,4,13,17,"11-2","Y","Y","Y",5,0,"Newcastle-Southampton",255,4,67,50,400,200,650,3350,52,268,871,3315,2600
"343","E0",2023-05-07,"Newcastle","Arsenal",0,2,"A",0,1,"A",2.51,3.8,2.73,"0-1","0-2",12,5,10,6,2,1,0,0,9,4,16,12,2,13,28,"9-4","Y","N","N",3,0,"Newcastle-Arsenal",85,2,13,30,200,60,390,390,26,26,169,1105,780
"291","E0",2023-04-08,"Leicester","Bournemouth",0,1,"A",0,1,"A",1.91,3.76,4.18,"0-1","0-1",14,4,19,7,0,3,0,0,6,6,10,13,1,12,23,"6-6","N","N","N",3,0,"Leicester-Bournemouth",40,1,0,30,0,30,360,0,12,0,0,480,360
"303","E0",2023-04-15,"Man City","Leicester",3,1,"H",3,0,"H",1.16,8.82,16.85,"3-0","3-1",12,4,10,4,1,1,0,0,6,2,8,8,4,8,16,"6-2","Y","Y","Y",2,0,"Man City-Leicester",118,4,37,20,100,80,160,740,32,148,296,944,640
"311","E0",2023-04-22,"Leicester","Wolves",2,1,"H",1,1,"D",2.46,3.31,3.14,"1-1","2-1",15,8,16,3,1,3,0,0,1,7,17,16,3,8,33,"1-7","Y","Y","N",4,0,"Leicester-Wolves",125,3,53,40,300,120,320,2120,24,159,424,1000,960
"317","E0",2023-04-25,"Leeds","Leicester",1,1,"D",1,0,"H",2.39,3.59,3.02,"1-0","1-1",13,3,15,3,4,2,0,0,3,6,14,15,2,9,29,"3-6","Y","N","N",6,0,"Leeds-Leicester",100,2,32,60,800,120,540,1920,18,64,288,900,1080
"333","E0",2023-05-01,"Leicester","Everton",2,2,"D",2,1,"H",2.04,3.48,3.98,"2-1","2-2",15,6,23,8,4,1,0,0,2,9,10,12,4,11,22,"2-9","Y","Y","Y",5,0,"Leicester-Everton",124,4,39,50,400,200,550,1950,44,156,429,1364,2200
"345","E0",2023-05-08,"Fulham","Leicester",5,3,"H",3,0,"H",2.71,3.61,2.62,"3-0","5-3",17,7,18,9,0,3,0,0,2,7,13,15,8,9,28,"2-7","Y","Y","Y",3,0,"Fulham-Leicester",0,0,0,30,0,240,270,0,72,0,0,0,2160
"13","E0",2023-05-08,"Fulham","Leicester",5,3,"H",3,0,"H",2.71,3.61,2.62,"3-0","5-3",17,7,18,9,0,3,0,0,2,7,13,15,8,9,28,"2-7","Y","Y","Y",3,0,"Fulham-Leicester",139.5,3.16666666666667,35.6666666666667,32.5,208.333333333333,122.5,357.5,1260,42.4166666666667,157.666666666667,413.666666666667,1673.16666666667,1365.83333333333
