"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","epl_goalmins","n","epl_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"217","E0","2023-02-11","Bournemouth","Newcastle",1,1,"D",1,1,"D",6.53,4.08,1.6,"1-1","1-1",11,5,15,7,2,3,0,0,4,6,8,10,2,10,18,"4-6","Y","N","N",5,0,"Bournemouth-Newcastle",75,2,49,50,600,100,500,2450,20,98,490,750,1000
"229","E0","2023-02-18","Newcastle","Liverpool",0,2,"A",0,2,"A",2.57,3.58,2.82,"0-2","0-2",14,4,13,7,1,1,1,0,6,7,3,8,2,13,11,"6-7","Y","N","N",2,1,"Newcastle-Liverpool",27,2,45,45,350,90,585,2025,26,90,585,351,1170
"242","E0","2023-03-04","Man City","Newcastle",2,0,"H",1,0,"H",1.52,4.6,6.5,"1-0","2-0",11,3,5,2,2,4,0,0,8,4,8,13,2,12,21,"8-4","Y","N","N",6,0,"Man City-Newcastle",82,2,67,60,800,120,720,4020,24,134,804,984,1440
"261","E0","2023-03-12","Newcastle","Wolves",2,1,"H",1,0,"H",1.68,3.88,5.55,"1-0","2-1",19,8,7,4,1,2,0,0,10,3,11,10,3,13,21,"10-3","Y","Y","N",3,0,"Newcastle-Wolves",175,3,0,30,200,90,390,0,39,0,0,2275,1170
"264","E0","2023-03-17","Nottm Forest","Newcastle",1,2,"A",1,1,"D",5.81,3.87,1.68,"1-1","1-2",5,3,15,4,5,1,0,0,3,7,17,9,3,10,26,"3-7","Y","Y","N",6,0,"Nottm Forest-Newcastle",161,3,53,60,500,180,600,3180,30,159,530,1610,1800
"279","E0","2023-04-02","Newcastle","Man United",2,0,"H",0,0,"D",2.4,3.55,3.03,"0-0","2-0",22,6,6,1,0,0,0,0,7,4,8,12,2,11,20,"7-4","Y","N","N",0,0,"Newcastle-Man United",153,2,37,0,0,0,0,0,22,74,407,1683,0
"214","E0","2023-02-11","Fulham","Nottm Forest",2,0,"H",1,0,"H",1.94,3.57,4.37,"1-0","2-0",16,3,10,1,0,1,0,0,5,4,9,11,2,9,20,"5-4","Y","N","N",1,0,"Fulham-Nottm Forest",105,2,31,10,0,20,90,310,18,62,279,945,180
"224","E0","2023-02-18","Brighton","Fulham",0,1,"A",0,0,"D",1.66,4.16,5.46,"0-0","0-1",21,7,5,2,0,5,0,0,10,2,12,14,1,12,26,"10-2","N","N","N",5,0,"Brighton-Fulham",88,1,11,50,0,50,600,550,12,11,132,1056,600
"232","E0","2023-02-24","Fulham","Wolves",1,1,"D",0,1,"A",2.59,3.26,3.04,"0-1","1-1",10,5,8,2,2,0,0,0,4,3,12,17,2,7,29,"4-3","Y","N","N",2,0,"Fulham-Wolves",87,2,0,20,0,40,140,0,14,0,0,609,280
"251","E0","2023-03-06","Brentford","Fulham",3,2,"H",1,1,"D",2,3.76,3.82,"1-1","3-2",14,6,9,5,0,3,0,0,2,3,12,17,5,5,29,"2-3","Y","Y","Y",3,0,"Brentford-Fulham",273,5,71,30,0,150,150,2130,25,355,355,1365,750
"258","E0","2023-03-12","Fulham","Arsenal",0,3,"A",0,3,"A",6.02,4.23,1.59,"0-3","0-3",12,2,15,7,0,1,0,0,4,8,10,9,3,12,19,"4-8","Y","Y","N",1,0,"Fulham-Arsenal",92,3,25,10,0,30,120,250,36,75,300,1104,360
"273","E0","2023-04-01","Bournemouth","Fulham",2,1,"H",0,1,"A",2.56,3.44,2.89,"0-1","2-1",12,7,10,2,1,4,0,0,4,3,15,13,3,7,28,"4-3","Y","Y","N",5,0,"Bournemouth-Fulham",145,3,43,50,400,150,350,2150,21,129,301,1015,1050
"13","E0","2023-04-01","Bournemouth","Fulham",2,1,"H",0,1,"A",2.56,3.44,2.89,"0-1","2-1",12,7,10,2,1,4,0,0,4,3,15,13,3,7,28,"4-3","Y","Y","N",5,0,"Bournemouth-Fulham",121.916666666667,2.5,36,34.5833333333333,237.5,85,353.75,1422.08333333333,23.9166666666667,98.9166666666667,348.583333333333,1145.58333333333,816.666666666667
