"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","epl_goalmins","n","epl_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"206","E0","2023-02-04","Wolves","Liverpool",3,0,"H",2,0,"H",4.14,3.93,1.89,"2-0","3-0",12,6,22,4,1,1,0,0,2,7,9,7,3,9,16,"2-7","Y","Y","N",2,0,"Wolves-Liverpool",88,3,55,20,100,60,180,1100,27,165,495,792,540
"220","E0","2023-02-13","Liverpool","Everton",2,0,"H",1,0,"H",1.55,4.48,6.39,"1-0","2-0",15,6,6,1,1,3,0,0,3,3,8,16,2,6,24,"3-3","Y","N","N",4,0,"Liverpool-Everton",85,2,29,40,300,80,240,1160,12,58,174,510,480
"229","E0","2023-02-18","Newcastle","Liverpool",0,2,"A",0,2,"A",2.57,3.58,2.82,"0-2","0-2",14,4,13,7,1,1,1,0,6,7,3,8,2,13,11,"6-7","Y","N","N",2,1,"Newcastle-Liverpool",27,2,45,45,350,90,585,2025,26,90,585,351,1170
"238","E0","2023-02-25","Crystal Palace","Liverpool",0,0,"D",0,0,"D",4.86,3.99,1.76,"0-0","0-0",6,0,12,4,2,5,0,0,5,3,11,14,0,8,25,"5-3","N","N","N",7,0,"Crystal Palace-Liverpool",0,0,0,70,1000,0,560,0,0,0,0,0,0
"241","E0","2023-03-01","Liverpool","Wolves",2,0,"H",0,0,"D",1.5,4.63,6.68,"0-0","2-0",15,6,4,1,2,3,0,0,5,2,13,14,2,7,27,"5-2","Y","N","N",5,0,"Liverpool-Wolves",150,2,15,50,600,100,350,750,14,30,105,1050,700
"250","E0","2023-03-05","Liverpool","Man United",7,0,"H",1,0,"H",2.39,3.76,2.91,"1-0","7-0",18,8,8,4,2,3,0,0,4,3,13,14,7,7,27,"4-3","Y","Y","Y",5,0,"Liverpool-Man United",452,7,121,50,600,350,350,6050,49,847,847,3164,2450
"195","E0","2023-01-21","Crystal Palace","Newcastle",0,0,"D",0,0,"D",4.52,3.57,1.92,"0-0","0-0",6,1,16,7,4,2,0,0,3,15,13,7,0,18,20,"3-15","N","N","N",6,0,"Crystal Palace-Newcastle",0,0,0,60,800,0,1080,0,0,0,0,0,0
"205","E0","2023-02-04","Man United","Crystal Palace",2,1,"H",1,0,"H",1.41,4.91,8.97,"1-0","2-1",14,5,10,3,1,2,1,0,5,5,9,9,3,10,18,"5-5","Y","Y","N",3,1,"Man United-Crystal Palace",145,3,33,55,700,165,550,1815,30,99,330,1450,1650
"213","E0","2023-02-11","Crystal Palace","Brighton",1,1,"D",0,0,"D",3.9,3.56,2.06,"0-0","1-1",6,1,17,7,4,1,0,0,1,6,10,11,2,7,21,"1-6","Y","N","N",5,0,"Crystal Palace-Brighton",132,2,12,50,400,100,350,600,14,24,84,924,700
"223","E0","2023-02-18","Brentford","Crystal Palace",1,1,"D",0,0,"D",1.85,3.62,4.84,"0-0","1-1",12,5,10,4,2,2,0,0,2,6,10,8,2,8,18,"2-6","Y","N","N",4,0,"Brentford-Crystal Palace",159,2,37,40,400,80,320,1480,16,74,296,1272,640
"2381","E0","2023-02-25","Crystal Palace","Liverpool",0,0,"D",0,0,"D",4.86,3.99,1.76,"0-0","0-0",6,0,12,4,2,5,0,0,5,3,11,14,0,8,25,"5-3","N","N","N",7,0,"Crystal Palace-Liverpool",0,0,0,70,1000,0,560,0,0,0,0,0,0
"244","E0","2023-03-04","Aston Villa","Crystal Palace",1,0,"H",1,0,"H",2.08,3.37,3.99,"1-0","1-0",8,1,3,0,2,3,0,1,2,4,14,17,1,6,31,"2-4","N","N","N",5,1,"Aston Villa-Crystal Palace",27,1,16,75,1100,75,450,1200,6,16,96,162,450
"13","E0","2023-03-04","Aston Villa","Crystal Palace",1,0,"H",1,0,"H",2.08,3.37,3.99,"1-0","1-0",8,1,3,0,2,3,0,1,2,4,14,17,1,6,31,"2-4","N","N","N",5,1,"Aston Villa-Crystal Palace",105.416666666667,2,30.25,52.0833333333333,612.5,91.6666666666667,464.583333333333,1348.33333333333,16.1666666666667,116.916666666667,251,806.25,731.666666666667
