"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","epl_goalmins","n","epl_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"292","E0",2023-04-08,"Tottenham","Brighton",2,1,"H",1,1,"D",2.58,3.68,2.72,"1-1","2-1",9,3,17,4,3,1,0,0,3,7,15,15,3,10,30,"3-7","Y","Y","N",4,0,"Tottenham-Brighton",123,3,22,40,300,120,400,880,30,66,220,1230,1200
"301","E0",2023-04-15,"Tottenham","Bournemouth",2,3,"A",1,1,"D",1.49,4.68,6.8,"1-1","2-3",24,8,6,6,1,2,0,0,8,1,8,9,5,9,17,"8-1","Y","Y","Y",3,0,"Tottenham-Bournemouth",281,5,0,30,200,150,270,0,45,0,0,2529,1350
"314","E0",2023-04-23,"Newcastle","Tottenham",6,1,"H",5,0,"H",1.84,3.94,4.31,"5-0","6-1",25,8,11,3,0,3,0,0,9,3,7,13,7,12,20,"9-3","Y","Y","Y",3,0,"Newcastle-Tottenham",173,7,100,30,0,210,360,3000,84,700,1200,2076,2520
"324","E0",2023-04-27,"Tottenham","Man United",2,2,"D",0,2,"A",2.81,3.72,2.48,"0-2","2-2",18,7,17,8,1,2,0,0,6,8,8,7,4,14,15,"6-8","Y","Y","Y",3,0,"Tottenham-Man United",186,4,65,30,200,120,420,1950,56,260,910,2604,1680
"332","E0",2023-04-30,"Liverpool","Tottenham",4,3,"H",3,1,"H",1.54,4.97,5.51,"3-1","4-3",12,4,10,7,3,2,0,0,5,2,12,6,7,7,18,"5-2","Y","Y","Y",5,0,"Liverpool-Tottenham",320,7,97,50,600,350,350,4850,49,679,679,2240,2450
"340","E0",2023-05-06,"Tottenham","Crystal Palace",1,0,"H",1,0,"H",1.84,3.98,4.24,"1-0","1-0",8,3,7,2,3,5,0,0,8,4,15,14,1,12,29,"8-4","N","N","N",8,0,"Tottenham-Crystal Palace",45,1,10,80,1500,80,960,800,12,10,120,540,960
"289","E0",2023-04-08,"Brentford","Newcastle",1,2,"A",1,0,"H",3.58,3.58,2.13,"1-0","1-2",12,6,10,4,0,0,0,0,6,5,10,15,3,11,25,"6-5","Y","Y","N",0,0,"Brentford-Newcastle",160,3,32,0,0,0,0,0,33,96,352,1760,0
"302","E0",2023-04-15,"Wolves","Brentford",2,0,"H",1,0,"H",2.57,3.26,3.01,"1-0","2-0",11,9,10,3,1,1,0,0,5,2,12,8,2,7,20,"5-2","Y","N","N",2,0,"Wolves-Brentford",96,2,40,20,100,40,140,800,14,80,280,672,280
"309","E0",2023-04-22,"Brentford","Aston Villa",1,1,"D",0,0,"D",2.55,3.51,2.85,"0-0","1-1",6,5,14,2,3,2,0,0,8,4,12,8,2,12,20,"8-4","Y","N","N",5,0,"Brentford-Aston Villa",152,2,23,50,600,100,600,1150,24,46,276,1824,1200
"319","E0",2023-04-26,"Chelsea","Brentford",0,2,"A",0,1,"A",1.73,3.93,5.06,"0-1","0-2",15,4,7,1,1,2,0,0,5,2,5,13,2,7,18,"5-2","Y","N","N",3,0,"Chelsea-Brentford",115,2,47,30,200,60,210,1410,14,94,329,805,420
"326","E0",2023-04-29,"Brentford","Nottm Forest",2,1,"H",0,1,"A",1.68,3.92,5.54,"0-1","2-1",14,8,5,3,1,2,0,0,6,0,6,13,3,6,19,"6-0","Y","Y","N",3,0,"Brentford-Nottm Forest",217,3,55,30,200,90,180,1650,18,165,330,1302,540
"342","E0",2023-05-06,"Liverpool","Brentford",1,0,"H",1,0,"H",1.49,5.09,6.17,"1-0","1-0",15,5,5,1,4,2,0,0,7,3,19,10,1,10,29,"7-3","N","N","N",6,0,"Liverpool-Brentford",13,1,11,60,800,60,600,660,10,11,110,130,600
"13","E0",2023-05-06,"Liverpool","Brentford",1,0,"H",1,0,"H",1.49,5.09,6.17,"1-0","1-0",15,5,5,1,4,2,0,0,7,3,19,10,1,10,29,"7-3","N","N","N",6,0,"Liverpool-Brentford",156.75,3.33333333333333,41.8333333333333,37.5,391.666666666667,115,374.166666666667,1429.16666666667,32.4166666666667,183.916666666667,400.5,1476,1100
