"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","epl_goalmins","n","epl_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"313","E0","2023-04-23","Bournemouth","West Ham",0,4,"A",0,3,"A",2.85,3.3,2.68,"0-3","0-4",17,5,18,10,1,2,0,0,8,5,7,8,4,13,15,"8-5","Y","Y","Y",3,0,"Bournemouth-West Ham",132,4,69,30,200,120,390,2070,52,276,897,1716,1560
"320","E0","2023-04-26","West Ham","Liverpool",1,2,"A",1,1,"D",4.07,3.97,1.88,"1-1","1-2",7,2,20,4,0,0,0,0,3,6,6,8,3,9,14,"3-6","Y","Y","N",0,0,"West Ham-Liverpool",97,3,61,0,0,0,0,0,27,183,549,873,0
"325","E0","2023-04-29","Crystal Palace","West Ham",4,3,"H",3,2,"H",2.73,3.24,2.83,"3-2","4-3",16,6,8,4,1,2,0,0,8,5,9,17,7,13,26,"8-5","Y","Y","Y",3,0,"Crystal Palace-West Ham",247,7,109,30,200,210,390,3270,91,763,1417,3211,2730
"336","E0","2023-05-03","Man City","West Ham",3,0,"H",0,0,"D",1.21,7.27,13.54,"0-0","3-0",16,7,6,2,0,1,0,0,6,3,8,8,3,9,16,"6-3","Y","Y","N",1,0,"Man City-West Ham",204,3,62,10,0,30,90,620,27,186,558,1836,270
"344","E0","2023-05-07","West Ham","Man United",1,0,"H",1,0,"H",3.57,3.78,2.07,"1-0","1-0",15,4,19,4,0,2,0,0,5,6,4,9,1,11,13,"5-6","N","N","N",2,0,"West Ham-Man United",27,1,22,20,0,20,220,440,11,22,242,297,220
"354","E0","2023-05-14","Brentford","West Ham",2,0,"H",2,0,"H",2.06,3.65,3.71,"2-0","2-0",24,10,4,4,1,0,0,0,7,5,5,5,2,12,10,"7-5","Y","N","N",1,0,"Brentford-West Ham",63,2,0,10,0,20,120,0,24,0,0,756,240
"306","E0","2023-04-17","Leeds","Liverpool",1,6,"A",0,2,"A",4.39,4.42,1.74,"0-2","1-6",13,3,13,7,0,1,0,0,4,2,6,12,7,6,18,"4-2","Y","Y","Y",1,0,"Leeds-Liverpool",400,7,130,10,0,70,60,1300,42,910,780,2400,420
"308","E0","2023-04-22","Fulham","Leeds",2,1,"H",0,0,"D",2.44,3.47,3.03,"0-0","2-1",12,5,10,2,1,4,0,0,8,6,10,15,3,14,25,"8-6","Y","Y","N",5,0,"Fulham-Leeds",209,3,52,50,400,150,700,2600,42,156,728,2926,2100
"317","E0","2023-04-25","Leeds","Leicester",1,1,"D",1,0,"H",2.39,3.59,3.02,"1-0","1-1",13,3,15,3,4,2,0,0,3,6,14,15,2,9,29,"3-6","Y","N","N",6,0,"Leeds-Leicester",100,2,32,60,800,120,540,1920,18,64,288,900,1080
"328","E0","2023-04-30","Bournemouth","Leeds",4,1,"H",2,1,"H",2.65,3.57,2.69,"2-1","4-1",12,7,15,6,1,0,0,0,2,6,12,14,5,8,26,"2-6","Y","Y","Y",1,0,"Bournemouth-Leeds",229,5,58,10,0,50,80,580,40,290,464,1832,400
"339","E0","2023-05-06","Man City","Leeds",2,1,"H",2,0,"H",1.18,8.6,14.23,"2-0","2-1",18,6,4,2,0,3,0,0,10,1,3,16,3,11,19,"10-1","Y","Y","N",3,0,"Man City-Leeds",131,3,35,30,0,90,330,1050,33,105,385,1441,990
"348","E0","2023-05-13","Leeds","Newcastle",2,2,"D",1,1,"D",4.62,4.33,1.71,"1-1","2-2",9,4,18,5,3,2,1,0,2,6,16,14,4,8,30,"2-6","Y","Y","Y",5,1,"Leeds-Newcastle",186,4,0,75,1100,300,600,0,32,0,0,1488,2400
"13","E0","2023-05-13","Leeds","Newcastle",2,2,"D",1,1,"D",4.62,4.33,1.71,"1-1","2-2",9,4,18,5,3,2,1,0,2,6,16,14,4,8,30,"2-6","Y","Y","Y",5,1,"Leeds-Newcastle",168.75,3.66666666666667,52.5,27.9166666666667,225,98.3333333333333,293.333333333333,1154.16666666667,36.5833333333333,246.25,525.666666666667,1639.66666666667,1034.16666666667
