"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","epl_goalmins","n","epl_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"216","E0","2023-02-11","Southampton","Wolves",1,2,"A",1,0,"H",3.16,3.18,2.55,"1-0","1-2",17,2,11,2,2,2,0,1,5,2,12,14,3,7,26,"5-2","Y","Y","N",4,1,"Southampton-Wolves",183,3,96,65,900,195,455,6240,21,288,672,1281,1365
"228","E0","2023-02-18","Wolves","Bournemouth",0,1,"A",0,0,"D",1.69,3.86,5.78,"0-0","0-1",15,4,5,1,3,3,0,0,12,2,12,10,1,14,22,"12-2","N","N","N",6,0,"Wolves-Bournemouth",49,1,16,60,900,60,840,960,14,16,224,686,840
"232","E0","2023-02-24","Fulham","Wolves",1,1,"D",0,1,"A",2.59,3.26,3.04,"0-1","1-1",10,5,8,2,2,0,0,0,4,3,12,17,2,7,29,"4-3","Y","N","N",2,0,"Fulham-Wolves",87,2,32,20,0,40,140,640,14,64,224,609,280
"241","E0","2023-03-01","Liverpool","Wolves",2,0,"H",0,0,"D",1.5,4.63,6.68,"0-0","2-0",15,6,4,1,2,3,0,0,5,2,13,14,2,7,27,"5-2","Y","N","N",5,0,"Liverpool-Wolves",150,2,15,50,600,100,350,750,14,30,105,1050,700
"247","E0","2023-03-04","Wolves","Tottenham",1,0,"H",0,0,"D",3.32,3.41,2.31,"0-0","1-0",8,5,21,6,1,1,0,0,4,8,11,18,1,12,29,"4-8","N","N","N",2,0,"Wolves-Tottenham",82,1,37,20,100,20,240,740,12,37,444,984,240
"261","E0","2023-03-12","Newcastle","Wolves",2,1,"H",1,0,"H",1.68,3.88,5.55,"1-0","2-1",19,8,7,4,1,2,0,0,10,3,11,10,3,13,21,"10-3","Y","Y","N",3,0,"Newcastle-Wolves",175,3,49,30,200,90,390,1470,39,147,637,2275,1170
"210","E0","2023-02-08","Man United","Leeds",2,2,"D",0,1,"A",1.48,4.98,6.69,"0-1","2-2",24,7,8,2,1,3,0,0,6,5,7,11,4,11,18,"6-5","Y","Y","Y",4,0,"Man United-Leeds",181,4,83,40,300,160,440,3320,44,332,913,1991,1760
"218","E0","2023-02-12","Leeds","Man United",0,2,"A",0,0,"D",3.98,3.87,1.94,"0-0","0-2",16,6,11,5,2,1,0,0,7,3,10,13,2,10,23,"7-3","Y","N","N",3,0,"Leeds-Man United",165,2,59,30,200,60,300,1770,20,118,590,1650,600
"226","E0","2023-02-18","Everton","Leeds",1,0,"H",0,0,"D",2.53,3.36,3.03,"0-0","1-0",15,6,8,0,2,3,0,0,6,4,8,6,1,10,14,"6-4","N","N","N",5,0,"Everton-Leeds",64,1,23,50,600,50,500,1150,10,23,230,640,500
"234","E0","2023-02-25","Leeds","Southampton",1,0,"H",0,0,"D",2.02,3.62,3.97,"0-0","1-0",14,4,8,2,2,4,0,0,9,2,15,13,1,11,28,"9-2","N","N","N",6,0,"Leeds-Southampton",77,1,3,60,800,60,660,180,11,3,33,847,660
"246","E0","2023-03-04","Chelsea","Leeds",1,0,"H",0,0,"D",1.65,4.05,5.62,"0-0","1-0",13,3,11,2,2,0,0,0,5,7,10,7,1,12,17,"5-7","N","N","N",2,0,"Chelsea-Leeds",53,1,33,20,0,20,240,660,12,33,396,636,240
"254","E0","2023-03-11","Leeds","Brighton",2,2,"D",1,1,"D",3.94,3.76,1.96,"1-1","2-2",12,4,14,2,1,1,0,0,4,7,12,9,4,11,21,"4-7","Y","Y","Y",2,0,"Leeds-Brighton",212,4,41,20,100,80,220,820,44,164,451,2332,880
"13","E0","2023-03-11","Leeds","Brighton",2,2,"D",1,1,"D",3.94,3.76,1.96,"1-1","2-2",12,4,14,2,1,1,0,0,4,7,12,9,4,11,21,"4-7","Y","Y","Y",2,0,"Leeds-Brighton",123.166666666667,2.08333333333333,40.5833333333333,38.75,391.666666666667,77.9166666666667,397.916666666667,1558.33333333333,21.25,104.583333333333,409.916666666667,1248.41666666667,769.583333333333
