"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","epl_goalmins","n","epl_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"278","E0","2023-04-02","West Ham","Southampton",1,0,"H",1,0,"H",1.77,3.89,4.82,"1-0","1-0",12,2,9,3,0,2,0,0,5,3,10,11,1,8,21,"5-3","N","N","N",2,0,"West Ham-Southampton",25,1,27,20,0,20,160,540,8,27,216,200,160
"294","E0","2023-04-08","Southampton","Man City",1,4,"A",0,1,"A",12.65,6.46,1.24,"0-1","1-4",4,1,13,8,0,2,0,0,0,10,6,10,5,10,16,"0-10","Y","Y","Y",2,0,"Southampton-Man City",318,5,65,20,0,100,200,1300,50,325,650,3180,1000
"300","E0","2023-04-15","Southampton","Crystal Palace",0,2,"A",0,0,"D",2.88,3.19,2.73,"0-0","0-2",11,4,9,2,3,1,0,0,6,2,6,13,2,8,19,"6-2","Y","N","N",4,0,"Southampton-Crystal Palace",122,2,20,40,300,80,320,800,16,40,160,976,640
"307","E0","2023-04-21","Arsenal","Southampton",3,3,"D",1,2,"A",1.21,7.62,14.32,"1-2","3-3",25,6,8,6,1,5,0,0,7,2,10,14,6,9,24,"7-2","Y","Y","Y",6,0,"Arsenal-Southampton",279,6,90,60,500,360,540,5400,54,540,810,2511,3240
"323","E0","2023-04-27","Southampton","Bournemouth",0,1,"A",0,0,"D",2.34,3.49,3.19,"0-0","0-1",11,2,16,2,0,3,0,0,6,4,9,11,1,10,20,"6-4","N","N","N",3,0,"Southampton-Bournemouth",50,1,16,30,0,30,300,480,10,16,160,500,300
"331","E0","2023-04-30","Newcastle","Southampton",3,1,"H",0,1,"A",1.33,5.71,9.61,"0-1","3-1",22,5,4,3,1,4,0,0,11,2,7,10,4,13,17,"11-2","Y","Y","Y",5,0,"Newcastle-Southampton",0,0,0,50,400,200,650,0,52,0,0,0,2600
"280","E0","2023-04-03","Everton","Tottenham",1,1,"D",0,0,"D",3.44,3.45,2.24,"0-0","1-1",15,6,8,2,0,3,1,1,3,3,10,14,2,6,24,"3-3","Y","N","N",3,2,"Everton-Tottenham",158,2,15,80,1375,160,480,1200,12,30,90,948,960
"292","E0","2023-04-08","Tottenham","Brighton",2,1,"H",1,1,"D",2.58,3.68,2.72,"1-1","2-1",9,3,17,4,3,1,0,0,3,7,15,15,3,10,30,"3-7","Y","Y","N",4,0,"Tottenham-Brighton",123,3,22,40,300,120,400,880,30,66,220,1230,1200
"301","E0","2023-04-15","Tottenham","Bournemouth",2,3,"A",1,1,"D",1.49,4.68,6.8,"1-1","2-3",24,8,6,6,1,2,0,0,8,1,8,9,5,9,17,"8-1","Y","Y","Y",3,0,"Tottenham-Bournemouth",281,5,0,30,200,150,270,0,45,0,0,2529,1350
"314","E0","2023-04-23","Newcastle","Tottenham",6,1,"H",5,0,"H",1.84,3.94,4.31,"5-0","6-1",25,8,11,3,0,3,0,0,9,3,7,13,7,12,20,"9-3","Y","Y","Y",3,0,"Newcastle-Tottenham",173,7,100,30,0,210,360,3000,84,700,1200,2076,2520
"324","E0","2023-04-27","Tottenham","Man United",2,2,"D",0,2,"A",2.81,3.72,2.48,"0-2","2-2",18,7,17,8,1,2,0,0,6,8,8,7,4,14,15,"6-8","Y","Y","Y",3,0,"Tottenham-Man United",186,4,65,30,200,120,420,1950,56,260,910,2604,1680
"332","E0","2023-04-30","Liverpool","Tottenham",4,3,"H",3,1,"H",1.54,4.97,5.51,"3-1","4-3",12,4,10,7,3,2,0,0,5,2,12,6,7,7,18,"5-2","Y","Y","Y",5,0,"Liverpool-Tottenham",0,0,0,50,600,350,350,0,49,0,0,0,2450
"13","E0","2023-04-30","Liverpool","Tottenham",4,3,"H",3,1,"H",1.54,4.97,5.51,"3-1","4-3",12,4,10,7,3,2,0,0,5,2,12,6,7,7,18,"5-2","Y","Y","Y",5,0,"Liverpool-Tottenham",142.916666666667,3,35,40,322.916666666667,158.333333333333,370.833333333333,1295.83333333333,38.8333333333333,167,368,1396.16666666667,1508.33333333333
