"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","epl_goalmins","n","epl_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"222","E0","2023-02-18","Aston Villa","Arsenal",2,4,"A",2,1,"H",4.54,3.8,1.85,"2-1","2-4",7,5,20,5,2,1,0,0,2,9,13,4,6,11,17,"2-9","Y","Y","Y",3,0,"Aston Villa-Arsenal",293,6,0,30,200,180,330,0,66,0,0,3223,1980
"233","E0","2023-02-25","Everton","Aston Villa",0,2,"A",0,0,"D",2.59,3.25,3.05,"0-0","0-2",15,5,9,5,2,1,0,0,5,1,12,12,2,6,24,"5-1","Y","N","N",3,0,"Everton-Aston Villa",144,2,0,30,200,60,180,0,12,0,0,864,360
"244","E0","2023-03-04","Aston Villa","Crystal Palace",1,0,"H",1,0,"H",2.08,3.37,3.99,"1-0","1-0",8,1,3,0,2,3,0,1,2,4,14,17,1,6,31,"2-4","N","N","N",5,1,"Aston Villa-Crystal Palace",27,1,16,75,1100,75,450,1200,6,16,96,162,450
"260","E0","2023-03-12","West Ham","Aston Villa",1,1,"D",1,1,"D",2.25,3.4,3.45,"1-1","1-1",17,6,12,4,1,0,0,0,13,2,8,6,2,15,14,"13-2","Y","N","N",1,0,"West Ham-Aston Villa",43,2,33,10,0,20,150,330,30,66,495,645,300
"265","E0","2023-03-18","Aston Villa","Bournemouth",3,0,"H",1,0,"H",1.74,3.88,5.11,"1-0","3-0",20,9,10,3,1,4,0,0,9,6,8,13,3,15,21,"9-6","Y","Y","N",5,0,"Aston Villa-Bournemouth",176,3,57,50,400,150,750,2850,45,171,855,2640,2250
"277","E0","2023-04-01","Chelsea","Aston Villa",0,2,"A",0,1,"A",1.69,3.83,5.57,"0-1","0-2",27,8,5,2,3,3,0,0,13,2,14,16,2,15,30,"13-2","Y","N","N",6,0,"Chelsea-Aston Villa",74,2,18,60,900,120,900,1080,30,36,270,1110,1800
"227","E0","2023-02-18","Nottm Forest","Man City",1,1,"D",0,1,"A",10.3,5.67,1.33,"0-1","1-1",4,1,26,6,1,0,0,0,0,10,8,6,2,10,14,"0-10","Y","N","N",1,0,"Nottm Forest-Man City",125,2,59,10,0,20,100,590,20,118,590,1250,200
"236","E0","2023-02-25","West Ham","Nottm Forest",4,0,"H",0,0,"D",1.81,3.63,5.16,"0-0","4-0",18,5,8,3,0,0,0,0,12,3,8,5,4,15,13,"12-3","Y","Y","Y",0,0,"West Ham-Nottm Forest",307,4,86,0,0,0,0,0,60,344,1290,4605,0
"249","E0","2023-03-05","Nottm Forest","Everton",2,2,"D",1,2,"A",2.7,3.11,2.98,"1-2","2-2",10,4,10,3,3,5,0,0,3,3,11,17,4,6,28,"3-3","Y","Y","Y",8,0,"Nottm Forest-Everton",135,4,67,80,1500,320,480,5360,24,268,402,810,1920
"256","E0","2023-03-11","Tottenham","Nottm Forest",3,1,"H",2,0,"H",1.45,4.69,7.8,"2-0","3-1",15,7,9,5,3,1,0,0,2,10,13,13,4,12,26,"2-10","Y","Y","Y",4,0,"Tottenham-Nottm Forest",197,4,31,40,300,160,480,1240,48,124,372,2364,1920
"264","E0","2023-03-17","Nottm Forest","Newcastle",1,2,"A",1,1,"D",5.81,3.87,1.68,"1-1","1-2",5,3,15,4,5,1,0,0,3,7,17,9,3,10,26,"3-7","Y","Y","N",6,0,"Nottm Forest-Newcastle",161,3,53,60,500,180,600,3180,30,159,530,1610,1800
"276","E0","2023-04-01","Nottm Forest","Wolves",1,1,"D",1,0,"H",3.01,3.16,2.64,"1-0","1-1",17,7,8,1,3,5,0,0,4,3,14,13,2,7,27,"4-3","Y","N","N",8,0,"Nottm Forest-Wolves",121,2,0,80,1500,160,560,0,14,0,0,847,1120
"13","E0","2023-04-01","Nottm Forest","Wolves",1,1,"D",1,0,"H",3.01,3.16,2.64,"1-0","1-1",17,7,8,1,3,5,0,0,4,3,14,13,2,7,27,"4-3","Y","N","N",8,0,"Nottm Forest-Wolves",150.25,2.91666666666667,35,43.75,550,120.416666666667,415,1319.16666666667,32.0833333333333,108.5,408.333333333333,1677.5,1175
