"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","epl_goalmins","n","epl_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"275","E0","2023-04-01","Crystal Palace","Leicester",2,1,"H",0,0,"D",2.56,3.28,3.02,"0-0","2-1",31,9,3,2,3,4,0,0,10,1,12,16,3,11,28,"10-1","Y","Y","N",7,0,"Crystal Palace-Leicester",205,3,66,70,1200,210,770,4620,33,198,726,2255,2310
"283","E0","2023-04-04","Leicester","Aston Villa",1,2,"A",1,1,"D",2.68,3.4,2.82,"1-1","1-2",9,4,15,5,2,0,1,0,4,8,10,14,3,12,24,"4-8","Y","Y","N",2,1,"Leicester-Aston Villa",146,3,0,45,0,135,540,0,36,0,0,1752,1620
"291","E0","2023-04-08","Leicester","Bournemouth",0,1,"A",0,1,"A",1.91,3.76,4.18,"0-1","0-1",14,4,19,7,0,3,0,0,6,6,10,13,1,12,23,"6-6","N","N","N",3,0,"Leicester-Bournemouth",40,1,0,30,0,30,360,0,12,0,0,480,360
"303","E0","2023-04-15","Man City","Leicester",3,1,"H",3,0,"H",1.16,8.82,16.85,"3-0","3-1",12,4,10,4,1,1,0,0,6,2,8,8,4,8,16,"6-2","Y","Y","Y",2,0,"Man City-Leicester",118,4,37,20,100,80,160,740,32,148,296,944,640
"311","E0","2023-04-22","Leicester","Wolves",2,1,"H",1,1,"D",2.46,3.31,3.14,"1-1","2-1",15,8,16,3,1,3,0,0,1,7,17,16,3,8,33,"1-7","Y","Y","N",4,0,"Leicester-Wolves",125,3,53,40,300,120,320,2120,24,159,424,1000,960
"317","E0","2023-04-25","Leeds","Leicester",1,1,"D",1,0,"H",2.39,3.59,3.02,"1-0","1-1",13,3,15,3,4,2,0,0,3,6,14,15,2,9,29,"3-6","Y","N","N",6,0,"Leeds-Leicester",100,2,32,60,800,120,540,1920,18,64,288,900,1080
"284","E0","2023-04-04","Chelsea","Liverpool",0,0,"D",0,0,"D",2.26,3.51,3.4,"0-0","0-0",12,3,7,4,1,4,0,0,3,5,6,17,0,8,23,"3-5","N","N","N",5,0,"Chelsea-Liverpool",0,0,0,50,400,0,400,0,0,0,0,0,0
"296","E0","2023-04-09","Liverpool","Arsenal",2,2,"D",1,2,"A",2.82,3.81,2.44,"1-2","2-2",21,6,9,5,4,4,0,0,5,4,11,11,4,9,22,"5-4","Y","Y","Y",8,0,"Liverpool-Arsenal",165,4,40,80,1600,320,720,3200,36,160,360,1485,2880
"306","E0","2023-04-17","Leeds","Liverpool",1,6,"A",0,2,"A",4.39,4.42,1.74,"0-2","1-6",13,3,13,7,0,1,0,0,4,2,6,12,7,6,18,"4-2","Y","Y","Y",1,0,"Leeds-Liverpool",400,7,130,10,0,70,60,1300,42,910,780,2400,420
"312","E0","2023-04-22","Liverpool","Nottm Forest",3,2,"H",0,0,"D",1.19,7.71,15.51,"0-0","3-2",18,6,11,5,0,1,0,0,9,3,9,12,5,12,21,"9-3","Y","Y","Y",1,0,"Liverpool-Nottm Forest",290,5,68,10,0,50,120,680,60,340,816,3480,600
"320","E0","2023-04-26","West Ham","Liverpool",1,2,"A",1,1,"D",4.07,3.97,1.88,"1-1","1-2",7,2,20,4,0,0,0,0,3,6,6,8,3,9,14,"3-6","Y","Y","N",0,0,"West Ham-Liverpool",97,3,61,0,0,0,0,0,27,183,549,873,0
"332","E0","2023-04-30","Liverpool","Tottenham",4,3,"H",3,1,"H",1.54,4.97,5.51,"3-1","4-3",12,4,10,7,3,2,0,0,5,2,12,6,7,7,18,"5-2","Y","Y","Y",5,0,"Liverpool-Tottenham",0,0,0,50,600,350,350,0,49,0,0,0,2450
"13","E0","2023-04-30","Liverpool","Tottenham",4,3,"H",3,1,"H",1.54,4.97,5.51,"3-1","4-3",12,4,10,7,3,2,0,0,5,2,12,6,7,7,18,"5-2","Y","Y","Y",5,0,"Liverpool-Tottenham",140.5,2.91666666666667,40.5833333333333,38.75,416.666666666667,123.75,361.666666666667,1215,30.75,180.166666666667,353.25,1297.41666666667,1110
