,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,HTCS,CS,HS,HST,AS,AST,HY,AY,HR,AR,HCO,ACO,HF,AF,TG,TC,TF,COSC,OV15,OV25,OV35,TY,TR,matchid,goalmins,n,shirts,Bookings,Crossbookings,GoalsXbookings,CornersXbookings,ShirtsXbookings,GoalsXcorners,GoalsXshirts,ShirtsXcorners,TGMXcorners,GoalsXcornerXbookings
1,E0,30/03/2024,Brentford,Man United,1,1,D,0,0,D,3.09,3.86,2.22,0-0,01-Jan,31,5,11,5,2,2,0,0,14,4,7,14,2,18,21,14-Apr,Y,N,N,4,0,Brentford-Man United,180,2,27,40,400,80,720,1080,36,54,486,3240,1440
2,E0,03/04/2024,Brentford,Brighton,0,0,D,0,0,D,2.38,3.79,2.86,0-0,0-0,5,2,24,6,1,1,0,0,1,5,9,12,0,6,21,01-May,N,N,N,2,0,Brentford-Brighton,0,0,0,20,100,0,120,0,0,0,0,0,0
3,E0,06/04/2024,Aston Villa,Brentford,3,3,D,1,0,H,1.71,4.24,4.62,1-0,03-Mar,11,3,8,3,2,2,0,0,11,3,15,11,6,14,26,11-Mar,Y,Y,Y,4,0,Aston Villa-Brentford,353,6,92,40,400,240,560,3680,84,552,1288,4942,3360
4,E0,13/04/2024,Brentford,Sheffield United,2,0,H,0,0,D,1.43,5.22,6.68,0-0,2-0,9,5,8,2,3,1,0,0,3,6,8,11,2,9,19,03-Jun,Y,N,N,4,0,Brentford-Sheffield United,153,2,39,40,300,80,360,1560,18,78,351,1377,720
5,E0,20/04/2024,Luton,Brentford,1,5,A,0,2,A,3.28,3.76,2.16,0-2,01-May,6,3,21,9,1,2,0,0,4,9,13,9,6,13,22,04-Sep,Y,Y,Y,3,0,Luton-Brentford,371,6,67,30,200,180,390,2010,78,402,871,4823,2340
6,E0,27/04/2024,Everton,Brentford,1,0,H,0,0,D,2.34,3.54,3.09,0-0,1-0,18,1,10,4,1,2,0,0,6,6,10,12,1,12,22,06-Jun,N,N,N,3,0,Everton-Brentford,60,1,27,30,200,30,360,810,12,27,324,720,360
7,E0,30/03/2024,Sheffield United,Fulham,3,3,D,0,0,D,4.89,3.95,1.73,0-0,03-Mar,8,4,24,9,4,1,0,0,2,15,10,13,6,17,23,Feb-15,Y,Y,Y,5,0,Sheffield United-Fulham,434,6,90,50,400,300,850,4500,102,540,1530,7378,5100
8,E0,02/04/2024,Nottm Forest,Fulham,3,1,H,3,0,H,2.78,3.51,2.61,3-0,03-Jan,16,4,18,3,0,0,0,0,3,8,7,8,4,11,15,03-Aug,Y,Y,Y,0,0,Nottm Forest-Fulham,122,4,39,0,0,0,0,0,44,156,429,1342,0
9,E0,06/04/2024,Fulham,Newcastle,0,1,A,0,0,D,2.35,3.87,2.86,0-0,0-1,14,4,12,5,1,2,0,0,14,3,10,13,1,17,23,14-Mar,N,N,N,3,0,Fulham-Newcastle,81,1,39,30,200,30,510,1170,17,39,663,1377,510
10,E0,14/04/2024,West Ham,Fulham,0,2,A,0,1,A,2.4,3.66,2.91,0-1,0-2,15,4,18,10,1,2,0,0,8,3,6,13,2,11,19,08-Mar,Y,N,N,3,0,West Ham-Fulham,81,2,36,30,200,60,330,1080,22,72,396,891,660
11,E0,21/04/2024,Fulham,Liverpool,1,3,A,1,1,D,5.14,4.66,1.59,01-Jan,01-Mar,12,5,14,7,3,0,0,0,1,4,5,11,4,5,16,01-Apr,Y,Y,Y,3,0,Fulham-Liverpool,202,4,145,30,0,120,150,4350,20,580,725,1010,600
12,E0,27/04/2024,Fulham,Crystal Palace,1,1,D,0,0,D,2.14,3.63,3.43,0-0,01-Jan,9,2,14,4,0,2,0,0,5,9,11,15,2,14,26,05-Sep,Y,N,N,2,0,Fulham-Crystal Palace,139,2,34,20,0,40,280,680,28,68,476,1946,560
13,E0,27/04/2024,Fulham,Crystal Palace,1,1,D,0,0,D,2.14,3.63,3.43,0-0,01-Jan,9,2,14,4,0,2,0,0,5,9,11,15,2,14,26,05-Sep,Y,N,N,2,0,Fulham-Crystal Palace,181.3333333,3,52.91666667,30,200,96.66666667,385.8333333,1743.333333,38.41666667,214,628.25,2420.5,1304.166667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,over 9 corners,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,over 2 goals,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graham 3.5,,,,,,,,,,,,,
