,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,HTCS,CS,HS,HST,AS,AST,HY,AY,HR,AR,HCO,ACO,HF,AF,TG,TC,TF,COSC,OV15,OV25,OV35,TY,TR,matchid,epl_goalmins,n,epl_shirts,Bookings,Crossbookings,GoalsXbookings,CornersXbookings,ShirtsXbookings,GoalsXcorners,GoalsXshirts,ShirtsXcorners,TGMXcorners,GoalsXcornerXbookings
161,E0,12/31/2022,Fulham,Southampton,2,1,H,1,0,H,2.04,3.59,3.95,Jan-00,1-Feb,8,2,9,3,0,1,0,0,4,4,8,13,3,8,21,4-Apr,Y,Y,N,1,0,Fulham-Southampton,176,3,42,10,0,30,80,420,24,126,336,1408,240
170,E0,1/3/2023,Leicester,Fulham,0,1,A,0,1,A,2.26,3.73,3.2,0-1,0-1,15,6,11,2,2,6,0,0,6,3,12,11,1,9,23,3-Jun,N,N,N,8,0,Leicester-Fulham,17,1,9,80,1200,80,720,720,9,9,81,153,720
177,E0,1/12/2023,Fulham,Chelsea,2,1,H,1,0,H,3.43,3.6,2.21,Jan-00,1-Feb,8,3,20,10,4,3,0,1,5,7,12,16,3,12,28,7-May,Y,Y,N,7,1,Fulham-Chelsea,145,3,76,95,2200,285,1140,7220,36,228,912,1740,3420
186,E0,1/15/2023,Newcastle,Fulham,1,0,H,0,0,D,1.53,4.55,6.52,0-0,Jan-00,20,5,5,0,1,3,0,0,10,5,6,14,1,15,20,5-Oct,N,N,N,4,0,Newcastle-Fulham,89,1,14,40,300,40,600,560,15,14,210,1335,600
199,E0,1/23/2023,Fulham,Tottenham,0,1,A,0,1,A,3.33,3.88,2.15,0-1,0-1,10,5,10,3,1,3,0,0,3,8,10,10,1,11,20,8-Mar,N,N,N,4,0,Fulham-Tottenham,45,1,0,40,300,40,440,0,11,0,0,495,440
200,E0,2/3/2023,Chelsea,Fulham,0,0,D,0,0,D,1.65,4.11,5.79,0-0,0-0,12,3,10,4,1,4,0,0,6,2,16,12,0,8,28,2-Jun,N,N,N,5,0,Chelsea-Fulham,0,0,0,50,400,0,400,0,0,0,0,0,0
214,E0,2/11/2023,Fulham,Nottm Forest,2,0,H,1,0,H,1.94,3.57,4.37,Jan-00,Feb-00,16,3,10,1,0,1,0,0,5,4,9,11,2,9,20,4-May,Y,N,N,1,0,Fulham-Nottm Forest,105,2,31,10,0,20,90,310,18,62,279,945,180
224,E0,2/18/2023,Brighton,Fulham,0,1,A,0,0,D,1.66,4.16,5.46,0-0,0-1,21,7,5,2,0,5,0,0,10,2,12,14,1,12,26,2-Oct,N,N,N,5,0,Brighton-Fulham,88,1,11,50,0,50,600,550,12,11,132,1056,600
149,E0,12/26/2022,Everton,Wolves,1,2,A,1,1,D,2.41,3.26,3.34,1-Jan,2-Jan,12,6,7,4,1,6,0,0,2,2,9,22,3,4,31,2-Feb,Y,Y,N,7,0,Everton-Wolves,119,3,26,70,600,210,280,1820,12,78,104,476,840
159,E0,12/31/2022,Wolves,Man United,0,1,A,0,0,D,4.16,3.71,1.94,0-0,0-1,10,3,16,6,1,3,0,0,7,5,11,11,1,12,22,5-Jul,N,N,N,4,0,Wolves-Man United,76,1,10,40,300,40,480,400,12,10,120,912,480
174,E0,1/4/2023,Aston Villa,Wolves,1,1,D,0,1,A,1.99,3.76,3.93,0-1,1-Jan,13,4,10,3,1,3,0,0,7,8,6,12,2,15,18,8-Jul,Y,N,N,4,0,Aston Villa-Wolves,90,2,19,40,300,80,600,760,30,38,285,1350,1200
183,E0,1/14/2023,Wolves,West Ham,1,0,H,0,0,D,2.75,3.29,2.82,0-0,Jan-00,17,4,16,4,0,2,0,0,4,3,10,7,1,7,17,3-Apr,N,N,N,2,0,Wolves-West Ham,48,1,10,20,0,20,140,200,7,10,70,336,140
197,E0,1/22/2023,Man City,Wolves,3,0,H,1,0,H,1.2,7.65,14.95,Jan-00,Mar-00,13,7,10,1,1,2,0,0,5,7,10,10,3,12,20,7-May,Y,Y,N,3,0,Man City-Wolves,144,3,27,30,200,90,360,810,36,81,324,1728,1080
206,E0,2/4/2023,Wolves,Liverpool,3,0,H,2,0,H,4.14,3.93,1.89,Feb-00,Mar-00,12,6,22,4,1,1,0,0,2,7,9,7,3,9,16,7-Feb,Y,Y,N,2,0,Wolves-Liverpool,88,3,55,20,100,60,180,1100,27,165,495,792,540
216,E0,2/11/2023,Southampton,Wolves,1,2,A,1,0,H,3.16,3.18,2.55,Jan-00,2-Jan,17,2,11,2,2,2,0,1,5,2,12,14,3,7,26,2-May,Y,Y,N,4,1,Southampton-Wolves,183,3,96,65,900,195,455,6240,21,288,672,1281,1365
228,E0,2/18/2023,Wolves,Bournemouth,0,1,A,0,0,D,1.69,3.86,5.78,0-0,0-1,15,4,5,1,3,3,0,0,12,2,12,10,1,14,22,2-Dec,N,N,N,6,0,Wolves-Bournemouth,49,1,16,60,900,60,840,960,14,16,224,686,840
17,E0,2/18/2023,Wolves,Bournemouth,0,1,A,0,0,D,1.69,3.86,5.78,0-0,0-1,15,4,5,1,3,3,0,0,12,2,12,10,1,14,22,2-Dec,N,N,N,6,0,Wolves-Bournemouth,91.375,1.8125,27.625,45,481.25,81.25,462.8125,1379.375,17.75,71,265.25,918.3125,792.8125
