"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","SC0",2024-04-14,"Ross County","Rangers",3,2,"H",0,1,"A",11.46,7.06,1.23,"0-1","3-2",13,6,28,7,3,1,0,0,3,17,6,10,5,20,16,"3-17","Y","Y","Y",4,0,"2024-04-14-Ross County-Rangers","Matthew MacDermid",5,255,40,300,200,800,100,5100,4000,1,0,0,0,2,1,0,0,10,0,10,20,10,30,300,176,0,68,0,176,68,244,40,68,40,1,165
"2","SC0",2024-04-27,"Livingston","Ross County",2,0,"H",1,0,"H",2.85,3.4,2.57,"1-0","2-0",6,4,14,4,1,0,0,0,4,5,13,13,2,9,26,"4-5","Y","N","N",1,0,"2024-04-27-Livingston-Ross County","William Collum",2,65,10,0,20,90,18,585,180,0,0,0,0,1,0,0,0,0,0,0,10,0,10,0,94,0,0,0,94,0,94,94,0,94,1,72
"3","SC0",2024-05-04,"Ross County","Hibernian",2,1,"H",1,1,"D",3.64,3.77,2.02,"1-1","2-1",12,4,20,5,1,0,0,0,5,7,3,8,3,12,11,"5-7","Y","Y","N",1,0,"2024-05-04-Ross County-Hibernian","Don Robertson",3,124,10,0,30,120,36,1488,360,0,0,0,0,1,0,0,0,0,0,0,10,0,10,0,77,0,0,0,77,0,77,77,0,77,0,86
"4","SC0",2024-05-11,"Ross County","Motherwell",1,5,"A",1,2,"A",2.34,3.64,3.02,"1-2","1-5",14,2,14,7,3,2,0,0,8,5,14,4,6,13,18,"8-5","Y","Y","Y",5,0,"2024-05-11-Ross County-Motherwell","Kevin Clancy",6,328,50,600,300,650,78,4264,3900,1,0,0,0,2,2,0,0,10,0,10,20,20,40,400,186,0,128,0,186,128,314,47,57,47,0,154
"5","SC0",2024-05-15,"St Johnstone","Ross County",1,1,"D",0,1,"A",2.51,3.21,3.09,"0-1","1-1",9,3,10,5,1,4,0,0,4,4,6,11,2,8,17,"4-4","Y","N","N",5,0,"2024-05-15-St Johnstone-Ross County","Nick Walsh",2,118,50,400,100,400,16,944,800,0,2,0,0,1,2,0,0,0,20,20,10,20,30,600,82,0,260,0,82,260,342,82,40,40,0,79
"6","SC0",2024-05-19,"Ross County","Aberdeen",2,2,"D",1,1,"D",2.61,3.71,2.62,"1-1","2-2",15,6,11,4,4,1,0,1,3,7,14,10,4,10,24,"3-7","Y","Y","Y",5,1,"2024-05-19-Ross County-Aberdeen","Chris Graham",4,155,75,1400,300,750,40,1550,3000,2,0,0,0,2,1,0,1,20,0,20,20,35,55,1100,219,0,91,128,219,219,438,28,91,28,1,140
"7","SC0",2024-04-13,"Aberdeen","Dundee",0,0,"D",0,0,"D",2.05,3.54,3.8,"0-0","0-0",12,5,18,3,0,3,1,0,3,5,14,17,0,8,31,"3-5","N","N","N",3,1,"2024-04-13-Aberdeen-Dundee","Nick Walsh",0,0,55,750,0,440,0,0,0,1,3,0,0,0,0,0,0,10,30,40,0,0,0,0,39,0,41,0,39,41,80,39,3,3,0,54
"8","SC0",2024-04-27,"Aberdeen","Motherwell",1,0,"H",0,0,"D",2.12,3.43,3.71,"0-0","1-0",23,5,8,3,1,0,0,1,10,7,9,14,1,17,23,"10-7","N","N","N",1,1,"2024-04-27-Aberdeen-Motherwell","Craig Napier",1,60,35,250,35,595,17,1020,595,1,0,0,0,0,0,0,1,10,0,10,0,25,25,250,14,0,0,112,14,112,126,14,0,14,0,86
"9","SC0",2024-05-04,"Aberdeen","St Johnstone",1,0,"H",0,0,"D",1.72,3.78,5.25,"0-0","1-0",15,6,12,5,1,2,0,0,7,4,10,15,1,11,25,"7-4","N","N","N",3,0,"2024-05-04-Aberdeen-St Johnstone","Chris Graham",1,68,30,200,30,330,11,748,330,0,1,0,0,1,1,0,0,0,10,10,10,10,20,200,83,0,122,0,83,122,205,83,45,45,1,73
"10","SC0",2024-05-12,"Hibernian","Aberdeen",0,4,"A",0,2,"A",2.06,3.68,3.61,"0-2","0-4",16,4,16,4,2,1,0,0,8,3,13,5,4,11,18,"8-3","Y","Y","Y",3,0,"2024-05-12-Hibernian-Aberdeen","Grant Irvine",4,213,30,200,120,330,44,2343,1320,1,0,0,0,1,1,0,0,10,0,10,10,10,20,200,87,0,83,0,87,83,170,13,83,13,0,108
