"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","SC0",2024-04-13,"St Johnstone","Kilmarnock",0,2,"A",0,1,"A",3.98,3.51,2.01,"0-1","0-2",11,3,17,5,0,0,0,0,2,6,8,14,2,8,22,"2-6","Y","N","N",0,0,"2024-04-13-St Johnstone-Kilmarnock","Calum Scott",2,104,0,0,0,0,16,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"2","SC0",2024-04-27,"St Johnstone","Hibernian",1,3,"A",0,2,"A",4.18,3.47,1.97,"0-2","1-3",9,3,16,8,0,1,0,0,1,7,11,8,4,8,19,"1-7","Y","Y","Y",1,0,"2024-04-27-St Johnstone-Hibernian","David Munro",4,215,10,0,40,80,32,1720,320,0,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,11,0,0,11,11,0,11,11,0,89
"3","SC0",2024-05-04,"Aberdeen","St Johnstone",1,0,"H",0,0,"D",1.72,3.78,5.25,"0-0","1-0",15,6,12,5,1,2,0,0,7,4,10,15,1,11,25,"7-4","N","N","N",3,0,"2024-05-04-Aberdeen-St Johnstone","Chris Graham",1,68,30,200,30,330,11,748,330,0,1,0,0,1,1,0,0,0,10,10,10,10,20,200,83,0,122,0,83,122,205,83,45,45,1,73
"4","SC0",2024-05-11,"Livingston","St Johnstone",2,1,"H",0,1,"A",3,3.14,2.63,"0-1","2-1",15,8,25,7,2,1,0,0,4,8,12,9,3,12,21,"4-8","Y","Y","N",3,0,"2024-05-11-Livingston-St Johnstone","John Beaton",3,175,30,200,90,360,36,2100,1080,0,1,0,0,2,0,0,0,0,10,10,20,0,20,200,175,0,45,0,175,45,220,84,45,45,0,96
"5","SC0",2024-05-15,"St Johnstone","Ross County",1,1,"D",0,1,"A",2.51,3.21,3.09,"0-1","1-1",9,3,10,5,1,4,0,0,4,4,6,11,2,8,17,"4-4","Y","N","N",5,0,"2024-05-15-St Johnstone-Ross County","Nick Walsh",2,118,50,400,100,400,16,944,800,0,2,0,0,1,2,0,0,0,20,20,10,20,30,600,82,0,260,0,82,260,342,82,40,40,0,79
"6","SC0",2024-05-19,"Motherwell","St Johnstone",1,2,"A",0,2,"A",2.47,3.75,2.77,"0-2","1-2",13,5,9,4,0,1,0,0,7,3,7,9,3,10,16,"7-3","Y","Y","N",1,0,"2024-05-19-Motherwell-St Johnstone","Colin Steven",3,190,10,0,30,100,30,1900,300,0,0,0,0,0,1,0,0,0,0,0,0,10,10,0,0,0,52,0,0,52,52,0,52,52,1,90
"7","SC0",2024-04-13,"Motherwell","Hibernian",1,1,"D",0,0,"D",2.75,3.54,2.59,"0-0","1-1",8,1,8,4,2,4,0,0,4,6,7,10,2,10,17,"4-6","Y","N","N",6,0,"2024-04-13-Motherwell-Hibernian","William Collum",2,159,60,800,120,600,20,1590,1200,1,1,0,0,1,3,0,0,10,10,20,10,30,40,800,101,0,174,0,101,174,275,45,15,15,1,100
"8","SC0",2024-04-27,"Aberdeen","Motherwell",1,0,"H",0,0,"D",2.12,3.43,3.71,"0-0","1-0",23,5,8,3,1,0,0,1,10,7,9,14,1,17,23,"10-7","N","N","N",1,1,"2024-04-27-Aberdeen-Motherwell","Craig Napier",1,60,35,250,35,595,17,1020,595,1,0,0,0,0,0,0,1,10,0,10,0,25,25,250,14,0,0,112,14,112,126,14,0,14,0,86
"9","SC0",2024-05-04,"Motherwell","Livingston",4,1,"H",2,0,"H",1.68,3.87,5.51,"2-0","4-1",14,6,5,1,2,0,0,0,6,2,2,2,5,8,4,"6-2","Y","Y","Y",2,0,"2024-05-04-Motherwell-Livingston","David Munro",5,287,20,0,100,160,40,2296,800,0,0,0,0,2,0,0,0,0,0,0,20,0,20,0,155,0,0,0,155,0,155,70,0,70,1,119
"10","SC0",2024-05-11,"Ross County","Motherwell",1,5,"A",1,2,"A",2.34,3.64,3.02,"1-2","1-5",14,2,14,7,3,2,0,0,8,5,14,4,6,13,18,"8-5","Y","Y","Y",5,0,"2024-05-11-Ross County-Motherwell","Kevin Clancy",6,328,50,600,300,650,78,4264,3900,1,0,0,0,2,2,0,0,10,0,10,20,20,40,400,186,0,128,0,186,128,314,47,57,47,0,154
"11","SC0",2024-05-15,"Hibernian","Motherwell",3,0,"H",2,0,"H",1.9,3.86,4,"2-0","3-0",12,5,9,3,1,1,0,0,8,4,6,5,3,12,11,"8-4","Y","Y","N",2,0,"2024-05-15-Hibernian-Motherwell","Iain Snedden",3,141,20,100,60,240,36,1692,720,1,1,0,0,0,0,0,0,10,10,20,0,0,0,0,4,0,28,0,4,28,32,4,28,4,1,101
"12","SC0",2024-05-19,"Motherwell","St Johnstone",1,2,"A",0,2,"A",2.47,3.75,2.77,"0-2","1-2",13,5,9,4,0,1,0,0,7,3,7,9,3,10,16,"7-3","Y","Y","N",1,0,"2024-05-19-Motherwell-St Johnstone","Colin Steven",3,190,10,0,30,100,30,1900,300,0,0,0,0,0,1,0,0,0,0,0,0,10,10,0,0,0,52,0,0,52,52,0,52,52,1,90
"13","SC0",2024-05-19,"Motherwell","St Johnstone",1,2,"A",0,2,"A",2.47,3.75,2.77,"0-2","1-2",13,5,9,4,0,1,0,0,7,3,7,9,3,10,16,"7-3","Y","Y","N",1,0,"2024-05-19-Motherwell-St Johnstone","Colin Steven",2.91666666666667,169.583333333333,27.0833333333333,212.5,77.9166666666667,301.25,30.1666666666667,1750.5,862.083333333333,0.333333333333333,0.583333333333333,0,0,0.75,0.833333333333333,0,0.0833333333333333,3.33333333333333,5.83333333333333,9.16666666666667,7.5,10.4166666666667,17.9166666666667,204.166666666667,66.6666666666667,0,72.6666666666667,9.33333333333333,66.6666666666667,82,148.666666666667,35.75,28.75,32.9166666666667,0.5,94.25
